,how,many,screens,does,the,empire,muliplex,cinema,have,?
in,0.2601168751716614,0.41474202275276184,0.16855919361114502,0.214483380317688,0.6662389636039734,0.24110576510429382,0.31148019433021545,0.29577532410621643,0.36843645572662354,0.20430970191955566
recent,0.2783147990703583,0.38218390941619873,0.2685145437717438,0.25054731965065,0.31046223640441895,0.08512931317090988,0.17829681932926178,0.2424176037311554,0.431756854057312,0.2544887959957123
years,0.21949264407157898,0.2731519937515259,0.15667879581451416,0.11878147721290588,0.2912273406982422,0.18628090620040894,0.1410335749387741,0.17283213138580322,0.31441381573677063,0.1914375126361847
``,-0.01591024175286293,0.012824942357838154,-0.0566345751285553,0.06539655476808548,0.029072100296616554,0.08940538763999939,0.039814457297325134,-0.061700113117694855,0.1022237241268158,0.0685480609536171
the,0.33890387415885925,0.4335206151008606,0.2739212214946747,0.35928019881248474,1.0,0.32532164454460144,0.32402434945106506,0.23910944163799286,0.40389683842658997,0.22068053483963013
gate,0.09292562305927277,0.17424516379833221,0.2302110642194748,0.09082130342721939,0.23649795353412628,0.24209317564964294,0.28433504700660706,0.17555859684944153,0.10717049986124039,0.071437306702137
'',-0.0029843549709767103,-0.016843097284436226,-0.031473685055971146,-0.004023602232336998,0.041273195296525955,0.029978957027196884,-0.0046942331828176975,0.06037409231066704,0.0312618687748909,0.018684765323996544
has,0.26820555329322815,0.4266262650489807,0.2770584225654602,0.42885294556617737,0.4177538752555847,0.08922125399112701,0.26063674688339233,0.22361615300178528,0.6353569626808167,0.15994466841220856
opened,0.12807206809520721,0.17347609996795654,0.21253012120723724,0.08185227960348129,0.28544309735298157,0.09651034325361252,0.22321265935897827,0.2585648000240326,0.13695283234119415,0.1934700310230255
in,0.2601168751716614,0.41474202275276184,0.16855919361114502,0.214483380317688,0.6662389636039734,0.24110576510429382,0.31148019433021545,0.29577532410621643,0.36843645572662354,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.2739212214946747,0.35928019881248474,1.0,0.32532164454460144,0.32402434945106506,0.23910944163799286,0.40389683842658997,0.22068053483963013
city,0.12024712562561035,0.21416836977005005,0.14165475964546204,0.10004369169473648,0.35769423842430115,0.33437344431877136,0.23959417641162872,0.2887347936630249,0.154191792011261,0.13423943519592285
centre,0.11952278017997742,0.1953071653842926,0.18724969029426575,0.1683523952960968,0.32783594727516174,0.2145511656999588,0.2473762333393097,0.20798790454864502,0.14668360352516174,0.019365152344107628
",",0.22659391164779663,0.40610817074775696,0.25421032309532166,0.28617382049560547,0.4933079481124878,0.27646857500076294,0.34721115231513977,0.2111419141292572,0.3541618287563324,0.31091248989105225
a,0.29312583804130554,0.2872205972671509,0.21765904128551483,0.38201746344566345,0.5829201340675354,0.1900206059217453,0.3204168677330017,0.2289597988128662,0.338716596364975,0.23916715383529663
new,0.20832711458206177,0.2992318272590637,0.1885531097650528,0.1745370477437973,0.3845241069793701,0.1915034055709839,0.2247079759836197,0.2329912930727005,0.2689777910709381,0.14782847464084625
indoor,0.1050306111574173,0.22204360365867615,0.31847691535949707,0.13722184300422668,0.25390395522117615,0.11567381769418716,0.3194604516029358,0.2878504693508148,0.21026083827018738,0.09507113695144653
complex,0.30056968331336975,0.33979249000549316,0.18277117609977722,0.20419517159461975,0.25326284766197205,0.1477590650320053,0.5462673306465149,0.1704046130180359,0.3228512108325958,0.17752902209758759
consisting,0.12645268440246582,0.20334763824939728,0.20302262902259827,0.13937199115753174,0.33371514081954956,0.11621792614459991,0.28243592381477356,0.12369601428508759,0.2950606644153595,0.006223649252206087
of,0.2480744868516922,0.37253960967063904,0.17690594494342804,0.3119818866252899,0.733189046382904,0.30522286891937256,0.2695077061653137,0.21800892055034637,0.3802283704280853,0.1826142966747284
bars,0.17497585713863373,0.19047673046588898,0.28646183013916016,0.14983944594860077,0.20749349892139435,0.09746183454990387,0.15825040638446808,0.18507830798625946,0.20945341885089874,0.1464296281337738
",",0.22659391164779663,0.40610817074775696,0.25421032309532166,0.28617382049560547,0.4933079481124878,0.27646857500076294,0.34721115231513977,0.2111419141292572,0.3541618287563324,0.31091248989105225
upmarket,0.14324410259723663,0.2726607322692871,0.3540465533733368,0.1623769998550415,0.23992373049259186,0.15888020396232605,0.32573938369750977,0.2735344171524048,0.1802072376012802,0.1483037769794464
clubs,0.07493264973163605,0.2367839515209198,0.2031131237745285,0.06352625042200089,0.17952080070972443,0.16746847331523895,0.1461467295885086,0.16442929208278656,0.18639832735061646,0.1735779345035553
",",0.22659391164779663,0.40610817074775696,0.25421032309532166,0.28617382049560547,0.4933079481124878,0.27646857500076294,0.34721115231513977,0.2111419141292572,0.3541618287563324,0.31091248989105225
restaurants,0.16024601459503174,0.3267489969730377,0.27773797512054443,0.15015892684459686,0.2341458648443222,0.1715555042028427,0.28032559156417847,0.3058546483516693,0.2343369871377945,0.1858629733324051
and,0.33647966384887695,0.5296266674995422,0.31642186641693115,0.3461615741252899,0.5171257257461548,0.27479609847068787,0.30037233233451843,0.17745845019817352,0.4711785912513733,0.20544172823429108
