,what,other,cbs,talk,show,played,",",after,the,main,one,that,began,immediately,after,super,bowl,50,?
following,0.2506418824195862,0.25207242369651794,0.10160160809755325,0.18310879170894623,0.16061565279960632,0.11323175579309464,0.27101513743400574,0.39623188972473145,0.39779382944107056,0.1862233430147171,0.3153666853904724,0.3429057002067566,0.20716668665409088,0.33009546995162964,0.39623188972473145,0.12383386492729187,0.14499105513095856,0.025637440383434296,0.1555173695087433
a,0.3320399522781372,0.2806335389614105,0.16314536333084106,0.23299653828144073,0.24886544048786163,0.2472371906042099,0.427140474319458,0.3831600844860077,0.5829201340675354,0.27217230200767517,0.4910551905632019,0.47537946701049805,0.21651826798915863,0.2712491750717163,0.3831600844860077,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
break,0.2858539819717407,0.29478535056114197,0.2123289555311203,0.1947733461856842,0.25112879276275635,0.15537354350090027,0.25781646370887756,0.328538179397583,0.28229501843452454,0.13276903331279755,0.1826159954071045,0.33623597025871277,0.25499001145362854,0.2610452175140381,0.328538179397583,0.1945110261440277,0.22458502650260925,0.044223714619874954,0.19753244519233704
for,0.3017193675041199,0.3273986279964447,0.20941372215747833,0.29410800337791443,0.3141973614692688,0.31373727321624756,0.4464869201183319,0.3650246858596802,0.4739971458911896,0.27491986751556396,0.384836345911026,0.4137635827064514,0.29047009348869324,0.25647589564323425,0.3650246858596802,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.264628142118454
late,0.1576872020959854,0.21737968921661377,0.2876780033111572,0.16403940320014954,0.296935498714447,0.15429921448230743,0.3051932752132416,0.32546740770339966,0.31481194496154785,0.20941102504730225,0.2240377962589264,0.2700948715209961,0.4824041724205017,0.20083104074001312,0.32546740770339966,0.12748323380947113,0.11694638431072235,-0.038068849593400955,0.11339222639799118
local,0.18981902301311493,0.2676697075366974,0.1919681578874588,0.19825467467308044,0.20184364914894104,0.11974174529314041,0.20673875510692596,0.18020685017108917,0.2130540907382965,0.2769867777824402,0.1661648005247116,0.22915975749492645,0.18264012038707733,0.20724554359912872,0.18020685017108917,0.08448050171136856,0.12165422737598419,0.11730309575796127,0.15022775530815125
programming,0.22725710272789001,0.19671271741390228,0.337468683719635,0.25321418046951294,0.2944575250148773,0.12794336676597595,0.255766898393631,0.12044191360473633,0.17869283258914948,0.19256897270679474,0.1996653974056244,0.2970433831214905,0.1649756282567978,0.12527331709861755,0.12044191360473633,0.13321512937545776,0.11020594835281372,-0.06566856801509857,0.22249025106430054
",",0.3087472915649414,0.4446498453617096,0.18569420278072357,0.29342958331108093,0.31928569078445435,0.2987361550331116,1.0000001192092896,0.38860568404197693,0.4933079481124878,0.2989408075809479,0.3696635365486145,0.4137537479400635,0.2705576717853546,0.30129873752593994,0.38860568404197693,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
cbs,0.1950361132621765,0.1471167653799057,1.0,0.25820016860961914,0.4361982047557831,0.3057832419872284,0.18569420278072357,0.17707926034927368,0.2283918708562851,0.11578641831874847,0.13364626467227936,0.19930922985076904,0.24462759494781494,0.15114961564540863,0.17707926034927368,0.23111854493618011,0.2528696060180664,-0.030295440927147865,0.14594407379627228
also,0.42747777700424194,0.5326101183891296,0.24197567999362946,0.2139476090669632,0.32992470264434814,0.3087121248245239,0.4717654287815094,0.33205533027648926,0.6021018624305725,0.3484555184841156,0.48437753319740295,0.6005857586860657,0.2992999851703644,0.30882757902145386,0.33205533027648926,0.27527010440826416,0.2647361755371094,0.024839751422405243,0.21848613023757935
