,in,which,year,did,the,sackler,center,open,?
it,0.5130809545516968,0.616637647151947,0.2363913208246231,0.2993364930152893,0.6251175999641418,0.1629544496536255,0.2297804355621338,0.23126272857189178,0.25732165575027466
is,0.5394441485404968,0.4457404911518097,0.2402215600013733,0.19247472286224365,0.5823672413825989,0.15037328004837036,0.24782158434391022,0.1846783459186554,0.22961433231830597
now,0.3619694113731384,0.4048815965652466,0.1497349739074707,0.2646316885948181,0.38266420364379883,0.14859603345394135,0.1856749951839447,0.21581165492534637,0.29641881585121155
used,0.3090210556983948,0.414506196975708,0.1307803839445114,0.30443844199180603,0.3718377649784088,0.16370759904384613,0.1282791942358017,0.22898568212985992,0.22430120408535004
to,0.45010748505592346,0.5345056653022766,0.23523004353046417,0.4452643394470215,0.535392165184021,0.17688487470149994,0.17764393985271454,0.2593059837818146,0.29463258385658264
jointly,0.20955152809619904,0.25604957342147827,0.20343293249607086,0.18674519658088684,0.22602026164531708,0.24004574120044708,0.09203927218914032,0.11084651201963425,0.1325671374797821
house,0.20026938617229462,0.20384521782398224,0.15221194922924042,0.19979237020015717,0.2847244441509247,0.140604168176651,0.153228759765625,0.11428550630807877,0.13736455142498016
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.30550140142440796,0.29064592719078064,0.2764171361923218,0.22068053483963013
prints,0.20874512195587158,0.22025445103645325,0.13569486141204834,0.2071412056684494,0.2235361486673355,0.22985193133354187,0.0873635932803154,0.10501211881637573,0.1650606393814087
and,0.4954058527946472,0.506277859210968,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.2717083692550659,0.28670641779899597,0.27364909648895264,0.20544172823429108
architectural,0.25104397535324097,0.2596180737018585,0.09285345673561096,0.15027648210525513,0.22612835466861725,0.26731759309768677,0.24755294620990753,0.1855277121067047,0.13917183876037598
drawings,0.18445944786071777,0.23354779183864594,0.06543227285146713,0.210775688290596,0.19117170572280884,0.24228565394878387,0.1882917732000351,0.1648646891117096,0.15541397035121918
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.2513895630836487,0.733189046382904,0.286850243806839,0.24526838958263397,0.17970167100429535,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.30550140142440796,0.29064592719078064,0.2764171361923218,0.22068053483963013
v,0.15216681361198425,0.1653934270143509,0.12632298469543457,0.17618848383426666,0.18580520153045654,0.13723662495613098,0.1482952982187271,0.07413283735513687,0.28677162528038025
&,0.1358654648065567,0.16294614970684052,0.04340685158967972,0.160298690199852,0.14992168545722961,0.14541007578372955,0.20691531896591187,0.0327712744474411,0.12596383690834045
a,0.539380669593811,0.56894451379776,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.21539025008678436,0.2640431225299835,0.21603602170944214,0.23916715383529663
(,0.3087427020072937,0.2589828372001648,0.2556702494621277,0.18979617953300476,0.33289089798927307,0.23995739221572876,0.1899242252111435,0.1700146496295929,0.40561532974243164
prints,0.20874512195587158,0.22025445103645325,0.13569486141204834,0.2071412056684494,0.2235361486673355,0.22985193133354187,0.0873635932803154,0.10501211881637573,0.1650606393814087
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.2983822822570801,0.1905742734670639,0.28863707184791565,0.31091248989105225
drawings,0.18445944786071777,0.23354779183864594,0.06543227285146713,0.210775688290596,0.19117170572280884,0.24228565394878387,0.1882917732000351,0.1648646891117096,0.15541397035121918
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.2983822822570801,0.1905742734670639,0.28863707184791565,0.31091248989105225
paintings,0.2264205515384674,0.207008495926857,0.16209262609481812,0.22205068171024323,0.2167874127626419,0.1822589486837387,0.11228121817111969,0.0877942219376564,0.1866389960050583
and,0.4954058527946472,0.506277859210968,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.2717083692550659,0.28670641779899597,0.27364909648895264,0.20544172823429108
photographs,0.1980009377002716,0.15271450579166412,0.13461712002754211,0.1559889018535614,0.16852141916751862,0.20795756578445435,0.13827267289161682,0.09469336271286011,0.16775095462799072
),0.3326910734176636,0.2758678197860718,0.24282371997833252,0.18584993481636047,0.3456730246543884,0.24734437465667725,0.2161751240491867,0.18495100736618042,0.42300865054130554
and,0.4954058527946472,0.506277859210968,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.2717083692550659,0.28670641779899597,0.27364909648895264,0.20544172823429108
royal,0.22172321379184723,0.210358664393425,0.17760711908340454,0.1850982904434204,0.2997032403945923,0.21952588856220245,0.12000314146280289,0.12935574352741241,0.11453001946210861
institute,0.2517135441303253,0.22107067704200745,0.08624700456857681,0.13879841566085815,0.24399729073047638,0.27509135007858276,0.31205472350120544,0.10394101589918137,0.115291528403759
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.2513895630836487,0.733189046382904,0.286850243806839,0.24526838958263397,0.17970167100429535,0.1826142966747284
british,0.23084034025669098,0.2002234309911728,0.16501371562480927,0.2039594054222107,0.28973397612571716,0.24888081848621368,0.07135648280382156,0.10773896425962448,0.09711728990077972
architects,0.193654865026474,0.16262474656105042,0.13642191886901855,0.18134260177612305,0.20176702737808228,0.2328881174325943,0.19745609164237976,0.18734662234783173,0.1260584592819214
(,0.3087427020072937,0.2589828372001648,0.2556702494621277,0.18979617953300476,0.33289089798927307,0.23995739221572876,0.1899242252111435,0.1700146496295929,0.40561532974243164
riba,0.16220375895500183,0.26987695693969727,0.12433381378650665,0.1438559889793396,0.24598738551139832,0.20939694344997406,0.14979878067970276,0.17605029046535492,0.1393887996673584
drawings,0.18445944786071777,0.23354779183864594,0.06543227285146713,0.210775688290596,0.19117170572280884,0.24228565394878387,0.1882917732000351,0.1648646891117096,0.15541397035121918
and,0.4954058527946472,0.506277859210968,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.2717083692550659,0.28670641779899597,0.27364909648895264,0.20544172823429108
archives,0.15187440812587738,0.19947831332683563,0.13879907131195068,0.21038533747196198,0.22798994183540344,0.23986436426639557,0.2412225604057312,0.18270720541477203,0.24684664607048035
collections,0.2719179093837738,0.319350928068161,0.15668193995952606,0.15909697115421295,0.27174001932144165,0.26018914580345154,0.26623043417930603,0.16553646326065063,0.1873358190059662
),0.3326910734176636,0.2758678197860718,0.24282371997833252,0.18584993481636047,0.3456730246543884,0.24734437465667725,0.2161751240491867,0.18495100736618042,0.42300865054130554
;,0.092739537358284,-0.01244901679456234,0.00956164300441742,0.10727239400148392,0.09152708947658539,-0.004550963640213013,0.09528230875730515,0.05650891363620758,0.10349778085947037
and,0.4954058527946472,0.506277859210968,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.2717083692550659,0.28670641779899597,0.27364909648895264,0.20544172823429108
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.30550140142440796,0.29064592719078064,0.2764171361923218,0.22068053483963013
sackler,0.28255587816238403,0.19741590321063995,0.25637373328208923,0.2314278930425644,0.30550140142440796,1.0,0.250488817691803,0.08906272053718567,0.10100340098142624
centre,0.2765078544616699,0.2563064992427826,0.1138799786567688,0.13387377560138702,0.32783594727516174,0.1841277778148651,0.5607178807258606,0.1503543108701706,0.019365152344107628
for,0.4322226941585541,0.44095608592033386,0.29294124245643616,0.318512886762619,0.4739971458911896,0.2833300232887268,0.1980270892381668,0.2403246909379959,0.264628142118454
arts,0.2445804625749588,0.21719910204410553,0.14258131384849548,0.17368055880069733,0.23374557495117188,0.2572239935398102,0.27009496092796326,0.0954769179224968,0.09471383690834045
education,0.2654339671134949,0.1723235547542572,0.18821442127227783,0.19762296974658966,0.23982903361320496,0.25030893087387085,0.2371404469013214,0.14167247712612152,0.18067774176597595
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.2983822822570801,0.1905742734670639,0.28863707184791565,0.31091248989105225
which,0.4840516746044159,1.0,0.242343008518219,0.2750149369239807,0.6521818041801453,0.19741590321063995,0.22164148092269897,0.28580859303474426,0.25814583897590637
opened,0.2972770035266876,0.24361629784107208,0.17148488759994507,0.2014526128768921,0.28544309735298157,0.21689540147781372,0.2500689625740051,0.39371490478515625,0.1934700310230255
in,1.0,0.4840516746044159,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.28255587816238403,0.27253323793411255,0.27347445487976074,0.20430970191955566
2008,-0.0422978475689888,-0.19497084617614746,0.05900556594133377,-0.07680223137140274,-0.06530369818210602,0.12230045348405838,0.013406191021203995,-0.09710223227739334,-0.09852470457553864
.,0.5591574311256409,0.45942068099975586,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.25753849744796753,0.29649654030799866,0.28460413217544556,0.4130953550338745
