,what,medical,treatment,is,used,to,increase,oxygen,uptake,in,a,patient,?
uptake,0.29663795232772827,0.3258824050426483,0.39089837670326233,0.30555960536003113,0.29009774327278137,0.32772573828697205,0.4897477626800537,0.5149922966957092,1.0,0.2259342074394226,0.3248889148235321,0.38451045751571655,0.2128267139196396
of,0.33290785551071167,0.2826511859893799,0.2632577419281006,0.4854315221309662,0.3075267970561981,0.41548454761505127,0.3156060576438904,0.16848602890968323,0.3265533149242401,0.5696388483047485,0.5052502155303955,0.1500403732061386,0.1826142966747284
o,0.1489914506673813,0.09452234953641891,0.0937354639172554,0.18684464693069458,0.11275003105401993,0.1644444614648819,0.02703237533569336,0.2476140707731247,0.1623355746269226,0.17052006721496582,0.18840523064136505,0.14830593764781952,0.23868927359580994
2,-0.049862053245306015,0.002149747684597969,-0.004106342326849699,-0.07940074801445007,0.04418706148862839,-0.0836251974105835,-0.06488480418920517,0.04063820466399193,0.0359262079000473,0.01447046548128128,-0.05323360115289688,0.03125237300992012,0.001977203879505396
from,0.2737620174884796,0.2240244597196579,0.16214582324028015,0.27355384826660156,0.25821518898010254,0.4069952368736267,0.20796631276607513,0.23457925021648407,0.2733117938041687,0.4274188280105591,0.322764128446579,0.11603536456823349,0.19969791173934937
the,0.42745697498321533,0.2398311346769333,0.2350214421749115,0.5823672413825989,0.3718377649784088,0.535392165184021,0.32049667835235596,0.20428593456745148,0.3149206340312958,0.6662389636039734,0.5829201340675354,0.2195289433002472,0.22068053483963013
air,0.10361403971910477,0.23900018632411957,0.09593754261732101,0.2280944287776947,0.22700221836566925,0.24103909730911255,0.23670779168605804,0.3506372570991516,0.2452080249786377,0.22172939777374268,0.23199330270290375,0.16388797760009766,0.1491677612066269
is,0.28837618231773376,0.22198186814785004,0.20538249611854553,1.0,0.3288823366165161,0.42745086550712585,0.18273088335990906,0.21825239062309265,0.30555960536003113,0.5394441485404968,0.658733606338501,0.23460286855697632,0.22961433231830597
the,0.42745697498321533,0.2398311346769333,0.2350214421749115,0.5823672413825989,0.3718377649784088,0.535392165184021,0.32049667835235596,0.20428593456745148,0.3149206340312958,0.6662389636039734,0.5829201340675354,0.2195289433002472,0.22068053483963013
essential,0.26907849311828613,0.18672165274620056,0.21096692979335785,0.23025840520858765,0.31143584847450256,0.1962485909461975,0.24982710182666779,0.2947494685649872,0.4380425810813904,0.17893759906291962,0.22568123042583466,0.2277793288230896,0.17944687604904175
purpose,0.33113807439804077,0.2452745884656906,0.2007487565279007,0.25441038608551025,0.39655938744544983,0.38124558329582214,0.2749025523662567,0.14631736278533936,0.27962249517440796,0.2706536650657654,0.2899824380874634,0.2639753520488739,0.21892647445201874
of,0.33290785551071167,0.2826511859893799,0.2632577419281006,0.4854315221309662,0.3075267970561981,0.41548454761505127,0.3156060576438904,0.16848602890968323,0.3265533149242401,0.5696388483047485,0.5052502155303955,0.1500403732061386,0.1826142966747284
respiration,0.23671798408031464,0.2886132299900055,0.4130409061908722,0.2597092092037201,0.21600331366062164,0.2922604978084564,0.3623732924461365,0.5477889776229858,0.5848042964935303,0.25548887252807617,0.23741543292999268,0.4103223383426666,0.17575538158416748
",",0.3087472915649414,0.2597777843475342,0.2413949966430664,0.4691906273365021,0.3120402991771698,0.44245919585227966,0.20005576312541962,0.21812842786312103,0.25578540563583374,0.5201468467712402,0.427140474319458,0.1891828030347824,0.31091248989105225
so,0.539469838142395,0.180655837059021,0.24853192269802094,0.3153412640094757,0.37017104029655457,0.5091881155967712,0.2968546152114868,0.3034515082836151,0.3562016785144806,0.31275880336761475,0.41474464535713196,0.2761017084121704,0.43163934350013733
oxygen,0.16781960427761078,0.21443094313144684,0.27587392926216125,0.21825239062309265,0.21276918053627014,0.24193501472473145,0.26281416416168213,0.9999999403953552,0.5149922966957092,0.1672476977109909,0.21662019193172455,0.36390048265457153,0.16786395013332367
supplementation,0.2423320710659027,0.2864701449871063,0.3663310408592224,0.2727413475513458,0.37208980321884155,0.31495922803878784,0.3131800889968872,0.2865006625652313,0.4519445598125458,0.2222147285938263,0.3209246098995209,0.24996158480644226,0.19752401113510132
is,0.28837618231773376,0.22198186814785004,0.20538249611854553,1.0,0.3288823366165161,0.42745086550712585,0.18273088335990906,0.21825239062309265,0.30555960536003113,0.5394441485404968,0.658733606338501,0.23460286855697632,0.22961433231830597
used,0.27546408772468567,0.2096998542547226,0.27069607377052307,0.3288823366165161,0.9999998807907104,0.40058770775794983,0.25213783979415894,0.21276918053627014,0.29009774327278137,0.3090210556983948,0.3864384889602661,0.19620540738105774,0.22430120408535004
in,0.30808621644973755,0.25996583700180054,0.21588237583637238,0.5394441485404968,0.3090210556983948,0.45010748505592346,0.25893163681030273,0.1672476977109909,0.2259342074394226,1.0,0.539380669593811,0.18493591248989105,0.20430970191955566
medicine,0.20377366244792938,0.5872411727905273,0.4481634795665741,0.13468733429908752,0.25919151306152344,0.1913563460111618,0.11351868510246277,0.2145002782344818,0.36056917905807495,0.2281779944896698,0.16882139444351196,0.37407729029655457,0.14826606214046478
.,0.3567904531955719,0.21294285356998444,0.27064111828804016,0.4569662809371948,0.33111312985420227,0.4645031690597534,0.24619564414024353,0.2554275095462799,0.2771942615509033,0.5591574311256409,0.50484299659729,0.22164101898670197,0.4130953550338745
,what,medical,treatment,is,used,to,increase,oxygen,uptake,in,a,patient,?
treatment,0.27640530467033386,0.5462606549263,0.9999999403953552,0.20538249611854553,0.27069607377052307,0.28204283118247986,0.2700756788253784,0.27587392926216125,0.39089837670326233,0.21588237583637238,0.23119685053825378,0.5821473002433777,0.20314443111419678
not,0.5449194312095642,0.23406864702701569,0.3213420808315277,0.3776007890701294,0.358921617269516,0.5149973034858704,0.28865352272987366,0.2703026235103607,0.32918331027030945,0.3403114080429077,0.3791346549987793,0.292808473110199,0.41942933201789856
only,0.41415658593177795,0.23871541023254395,0.27982625365257263,0.44708555936813354,0.36452993750572205,0.5096819996833801,0.2828299403190613,0.30512404441833496,0.32633188366889954,0.42992329597473145,0.47549712657928467,0.23144716024398804,0.2767370045185089
increases,0.23849372565746307,0.15623363852500916,0.2850499749183655,0.24743452668190002,0.26817086338996887,0.3197665810585022,0.8556717038154602,0.3400064706802368,0.5418015122413635,0.2302049696445465,0.3119737505912781,0.24708405137062073,0.10270863026380539
oxygen,0.16781960427761078,0.21443094313144684,0.27587392926216125,0.21825239062309265,0.21276918053627014,0.24193501472473145,0.26281416416168213,0.9999999403953552,0.5149922966957092,0.1672476977109909,0.21662019193172455,0.36390048265457153,0.16786395013332367
levels,0.21641245484352112,0.14986777305603027,0.19348406791687012,0.2141042947769165,0.20486204326152802,0.29053324460983276,0.4056810140609741,0.315774530172348,0.4014159142971039,0.2418597936630249,0.21465790271759033,0.1938370317220688,0.1541307419538498
in,0.30808621644973755,0.25996583700180054,0.21588237583637238,0.5394441485404968,0.3090210556983948,0.45010748505592346,0.25893163681030273,0.1672476977109909,0.2259342074394226,1.0,0.539380669593811,0.18493591248989105,0.20430970191955566
the,0.42745697498321533,0.2398311346769333,0.2350214421749115,0.5823672413825989,0.3718377649784088,0.535392165184021,0.32049667835235596,0.20428593456745148,0.3149206340312958,0.6662389636039734,0.5829201340675354,0.2195289433002472,0.22068053483963013
patient,0.3135989308357239,0.4959510266780853,0.5821473002433777,0.23460286855697632,0.19620540738105774,0.2912805676460266,0.2392725944519043,0.36390048265457153,0.38451045751571655,0.18493591248989105,0.2571181356906891,1.0000001192092896,0.24355199933052063
's,0.02692362666130066,-0.0763290598988533,-0.014997802674770355,0.02396530658006668,0.00600846204906702,0.03782717138528824,-0.07857929915189743,-0.011648092418909073,-0.08641992509365082,-0.037580832839012146,0.04866964742541313,-0.07155405730009079,-0.023395681753754616
blood,0.15800324082374573,0.2740160822868347,0.3243677616119385,0.18016870319843292,0.1565084457397461,0.226680189371109,0.2679637670516968,0.5080283284187317,0.4326379895210266,0.12106697261333466,0.23023681342601776,0.38893669843673706,0.156274676322937
",",0.3087472915649414,0.2597777843475342,0.2413949966430664,0.4691906273365021,0.3120402991771698,0.44245919585227966,0.20005576312541962,0.21812842786312103,0.25578540563583374,0.5201468467712402,0.427140474319458,0.1891828030347824,0.31091248989105225
but,0.5029441118240356,0.2562651038169861,0.3202105164527893,0.4106791317462921,0.3391169309616089,0.5542377829551697,0.23570863902568817,0.262522429227829,0.30713170766830444,0.48674455285072327,0.44750767946243286,0.29557591676712036,0.27921953797340393
has,0.20338068902492523,0.1678176373243332,0.20207342505455017,0.5668748617172241,0.23367926478385925,0.3619994819164276,0.2877773344516754,0.1811927706003189,0.25637194514274597,0.4173259735107422,0.4670248031616211,0.2073928266763687,0.15994466841220856
the,0.42745697498321533,0.2398311346769333,0.2350214421749115,0.5823672413825989,0.3718377649784088,0.535392165184021,0.32049667835235596,0.20428593456745148,0.3149206340312958,0.6662389636039734,0.5829201340675354,0.2195289433002472,0.22068053483963013
secondary,0.20388361811637878,0.2760310173034668,0.16622567176818848,0.19772830605506897,0.22066541016101837,0.27947136759757996,0.17281757295131683,0.1511916071176529,0.2671617269515991,0.2103116512298584,0.225028395652771,0.1316644251346588,0.18118004500865936
