,who,designed,the,main,façade,that,stretches,along,cromwell,gardens,?
the,0.3733934462070465,0.2559613883495331,1.0,0.38631999492645264,0.33251336216926575,0.5473989248275757,0.35279056429862976,0.39495137333869934,0.22979725897312164,0.21929459273815155,0.22068053483963013
main,0.18417203426361084,0.1976516991853714,0.38631999492645264,1.0000001192092896,0.26285991072654724,0.3140498101711273,0.1936274766921997,0.3070458471775055,0.11590036004781723,0.13277028501033783,0.1665669083595276
façade,0.10018911212682724,0.3648923337459564,0.33251336216926575,0.26285991072654724,0.9999998807907104,0.17172585427761078,0.30820900201797485,0.13802503049373627,0.2080157846212387,0.3354199230670929,0.14144746959209442
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.2989408075809479,0.19444413483142853,0.4137537479400635,0.2783140540122986,0.29824912548065186,0.2759748697280884,0.23540394008159637,0.31091248989105225
built,0.2059558480978012,0.5704677104949951,0.2950156033039093,0.16786392033100128,0.3759601414203644,0.2532336115837097,0.23734836280345917,0.20608338713645935,0.14524762332439423,0.31546059250831604,0.09449632465839386
from,0.27839982509613037,0.12069370597600937,0.40150508284568787,0.22770823538303375,0.13691401481628418,0.3477667272090912,0.3046315908432007,0.279703289270401,0.19499079883098602,0.16358216106891632,0.19969791173934937
red,0.157459557056427,0.13793733716011047,0.2817947566509247,0.09459278732538223,0.14961819350719452,0.21787717938423157,0.15267954766750336,0.17017430067062378,0.1224733516573906,0.13731439411640167,0.1495664119720459
brick,0.17494256794452667,0.3407447934150696,0.2380465269088745,0.1572815179824829,0.36390069127082825,0.22193554043769836,0.29342132806777954,0.24109844863414764,0.19009992480278015,0.27748313546180725,0.12426483631134033
and,0.41279885172843933,0.2359010875225067,0.5171257257461548,0.29831406474113464,0.22591467201709747,0.4731321930885315,0.31549230217933655,0.4213258922100067,0.25873973965644836,0.25581619143486023,0.20544172823429108
portland,0.16164399683475494,0.15400859713554382,0.232989102602005,0.09644750505685806,0.21380093693733215,0.16434895992279053,0.22767987847328186,0.24617627263069153,0.2108185738325119,0.23600643873214722,0.13481497764587402
stone,0.23022106289863586,0.2161262333393097,0.2695024907588959,0.12934362888336182,0.24568156898021698,0.22732560336589813,0.13582675158977509,0.20731967687606812,0.20787030458450317,0.15585479140281677,0.11966012418270111
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.2989408075809479,0.19444413483142853,0.4137537479400635,0.2783140540122986,0.29824912548065186,0.2759748697280884,0.23540394008159637,0.31091248989105225
stretches,0.08515199273824692,0.209601029753685,0.35279056429862976,0.1936274766921997,0.30820900201797485,0.27312031388282776,1.0000001192092896,0.3967912197113037,0.09678404778242111,0.2347639501094818,0.10829897224903107
720,0.10355669260025024,0.048210594803094864,0.14304398000240326,0.158873051404953,0.09456227719783783,0.1882925033569336,-0.010599561035633087,-0.02082507126033306,0.06216533109545708,-0.02458716370165348,0.2733618915081024
feet,0.14959663152694702,0.22471076250076294,0.24407297372817993,0.12174277752637863,0.2571694552898407,0.21382395923137665,0.3500283658504486,0.23785889148712158,0.16722524166107178,0.18624934554100037,0.14855161309242249
(,0.2443375140428543,0.1161717101931572,0.33289089798927307,0.21451304852962494,0.24655894935131073,0.2264307141304016,0.1935705989599228,0.18445467948913574,0.20606037974357605,0.1442520171403885,0.40561532974243164
220,-0.14098483324050903,-0.0708506852388382,0.13841627538204193,-0.021655423566699028,0.1150609478354454,-0.051297806203365326,0.12700951099395752,-0.018676524981856346,-0.11951767653226852,0.013237710110843182,-0.05504565313458443
m,0.09244602173566818,0.18717151880264282,0.15156042575836182,0.14607493579387665,0.16325914859771729,0.19798317551612854,0.16129465401172638,0.21434386074543,0.13789285719394684,0.09344933182001114,0.2618667185306549
),0.2457384318113327,0.08523888885974884,0.3456730246543884,0.20574742555618286,0.2472037672996521,0.23478686809539795,0.19480636715888977,0.17395511269569397,0.19420062005519867,0.1440902203321457,0.42300865054130554
along,0.2523764669895172,0.22333106398582458,0.39495137333869934,0.3070458471775055,0.13802503049373627,0.2850594222545624,0.3967912197113037,1.0,0.09265841543674469,0.17726847529411316,0.17134909331798553
cromwell,0.2599734961986542,0.09548810124397278,0.22979725897312164,0.11590036004781723,0.2080157846212387,0.2300029844045639,0.09678404778242111,0.09265841543674469,0.9999999403953552,0.17868033051490784,0.19627612829208374
gardens,0.17344088852405548,0.2839621901512146,0.21929459273815155,0.13277028501033783,0.3354199230670929,0.15125802159309387,0.2347639501094818,0.17726847529411316,0.17868033051490784,0.9999999403953552,0.1399904191493988
and,0.41279885172843933,0.2359010875225067,0.5171257257461548,0.29831406474113464,0.22591467201709747,0.4731321930885315,0.31549230217933655,0.4213258922100067,0.25873973965644836,0.25581619143486023,0.20544172823429108
was,0.3318818509578705,0.28384989500045776,0.48711544275283813,0.21035033464431763,0.24647100269794464,0.33670201897621155,0.18651622533798218,0.24175575375556946,0.25696972012519836,0.21699856221675873,0.18412111699581146
designed,0.21097040176391602,1.0,0.2559613883495331,0.1976516991853714,0.3648923337459564,0.270294189453125,0.209601029753685,0.22333106398582458,0.09548810124397278,0.2839621901512146,0.11213942617177963
by,0.39727845788002014,0.29250532388687134,0.4408751428127289,0.21864338219165802,0.17732194066047668,0.37496164441108704,0.1981528401374817,0.34227433800697327,0.20543242990970612,0.16172684729099274,0.17966607213020325
aston,0.28997740149497986,0.23165757954120636,0.20140567421913147,0.16743481159210205,0.25240054726600647,0.17513105273246765,0.08516744524240494,0.22525770962238312,0.3034083843231201,0.21648158133029938,0.1531333029270172
webb,0.27205929160118103,0.13997310400009155,0.2468639612197876,0.07053854316473007,0.10690975189208984,0.1467507779598236,0.08285269141197205,0.1396895945072174,0.36238542199134827,0.1334681361913681,0.11173157393932343
after,0.32549580931663513,0.11683481931686401,0.4565047025680542,0.22158725559711456,0.04680781438946724,0.373811811208725,0.25136062502861023,0.2816265821456909,0.2670103907585144,0.17107200622558594,0.16608688235282898
winning,0.24573363363742828,0.14244000613689423,0.30045071244239807,0.13362841308116913,0.1604553908109665,0.16903316974639893,0.18089327216148376,0.20171894133090973,0.22601860761642456,0.13542303442955017,0.1251823455095291
a,0.36608949303627014,0.28430381417274475,0.5829201340675354,0.27217230200767517,0.27093344926834106,0.47537946701049805,0.26554858684539795,0.24426962435245514,0.16433244943618774,0.15346403419971466,0.23916715383529663
competition,0.2201552838087082,0.18426449596881866,0.257230669260025,0.1627759039402008,0.2120024859905243,0.28371796011924744,0.1423211693763733,0.1638309508562088,0.11333136260509491,0.1421739161014557,0.1394461691379547
in,0.2792111933231354,0.22657902538776398,0.6662389636039734,0.28862449526786804,0.25095683336257935,0.435920387506485,0.3391994535923004,0.3603311777114868,0.1890421062707901,0.22134746611118317,0.20430970191955566
1891,0.28214749693870544,0.11612596362829208,0.20667614042758942,0.15869231522083282,0.13801345229148865,0.1149398684501648,0.11600437760353088,0.1958402395248413,0.1514994502067566,0.1214766576886177,0.17882704734802246
to,0.42656609416007996,0.3077097535133362,0.535392165184021,0.26116618514060974,0.18702681362628937,0.5436353087425232,0.29036685824394226,0.2976071536540985,0.19560620188713074,0.2010267674922943,0.29463258385658264
extend,0.09649529308080673,0.11246557533740997,0.29680711030960083,0.22164015471935272,0.2021203339099884,0.33906084299087524,0.4206531345844269,0.2556113004684448,0.06969095766544342,0.1871705800294876,0.2181791514158249
the,0.3733934462070465,0.2559613883495331,1.0,0.38631999492645264,0.33251336216926575,0.5473989248275757,0.35279056429862976,0.39495137333869934,0.22979725897312164,0.21929459273815155,0.22068053483963013
museum,0.14649315178394318,0.19523267447948456,0.24861779808998108,0.12107153236865997,0.3074198365211487,0.1994490772485733,0.1379721462726593,0.1239609643816948,0.15239810943603516,0.2931777834892273,0.14128351211547852
.,0.3541337847709656,0.24422594904899597,0.5934505462646484,0.31122034788131714,0.2680695950984955,0.4460422694683075,0.2576574385166168,0.27491724491119385,0.2657160758972168,0.23031407594680786,0.4130953550338745
