,near,where,in,the,continent,is,it,believed,that,the,amazon,basin,split,?
during,0.21087685227394104,0.3543127477169037,0.4627237319946289,0.4838213622570038,0.2741602659225464,0.2240111529827118,0.26678937673568726,0.29333433508872986,0.31487685441970825,0.4838213622570038,0.11170908063650131,0.17691287398338318,0.1790570616722107,0.1325719803571701
the,0.2879819869995117,0.5003893971443176,0.6662389636039734,1.0,0.3139871060848236,0.5823672413825989,0.6251175999641418,0.324635773897171,0.5473989248275757,1.0,0.260541707277298,0.24553915858268738,0.2967630624771118,0.22068053483963013
mid-eocene,0.25447121262550354,0.20515654981136322,0.24613057076931,0.25416916608810425,0.41282156109809875,0.17586290836334229,0.25299254059791565,0.21499735116958618,0.24861301481723785,0.25416916608810425,0.19582322239875793,0.3988892138004303,0.21539530158042908,0.16638007760047913
",",0.3141826391220093,0.3149496018886566,0.5201468467712402,0.4933079481124878,0.22622181475162506,0.4691906273365021,0.48329564929008484,0.2386300414800644,0.4137537479400635,0.4933079481124878,0.2214922308921814,0.25865232944488525,0.26985031366348267,0.31091248989105225
it,0.27285236120224,0.36972272396087646,0.5130809545516968,0.6251175999641418,0.2415623664855957,0.6328473687171936,0.9999999403953552,0.30581751465797424,0.5921133160591125,0.6251175999641418,0.22231659293174744,0.25201135873794556,0.19493211805820465,0.25732165575027466
is,0.25453904271125793,0.3586711287498474,0.5394441485404968,0.5823672413825989,0.1915033459663391,1.0,0.6328473687171936,0.25439924001693726,0.3995479643344879,0.5823672413825989,0.15197539329528809,0.2273138016462326,0.1479039490222931,0.22961433231830597
believed,0.23316513001918793,0.24182157218456268,0.2605416774749756,0.324635773897171,0.17825856804847717,0.25439924001693726,0.30581751465797424,1.0,0.4644409120082855,0.324635773897171,0.16641747951507568,0.20235739648342133,0.08082016557455063,0.17606885731220245
that,0.1848522126674652,0.4876193106174469,0.435920387506485,0.5473989248275757,0.2703399956226349,0.3995479643344879,0.5921133160591125,0.4644409120082855,1.0,0.5473989248275757,0.2228476107120514,0.21932947635650635,0.26544344425201416,0.32716336846351624
the,0.2879819869995117,0.5003893971443176,0.6662389636039734,1.0,0.3139871060848236,0.5823672413825989,0.6251175999641418,0.324635773897171,0.5473989248275757,1.0,0.260541707277298,0.24553915858268738,0.2967630624771118,0.22068053483963013
drainage,0.263787180185318,0.1510203629732132,0.19508583843708038,0.2736852467060089,0.2530270218849182,0.2501681447029114,0.2714359164237976,0.14397597312927246,0.18015657365322113,0.2736852467060089,0.35996633768081665,0.6340781450271606,0.11054781824350357,0.160207137465477
basin,0.3104342222213745,0.17812398076057434,0.22316701710224152,0.24553915858268738,0.34918317198753357,0.2273138016462326,0.25201135873794556,0.20235739648342133,0.21932947635650635,0.24553915858268738,0.41143864393234253,1.0,0.10522393137216568,0.14685653150081635
of,0.2651676535606384,0.38066378235816956,0.5696388483047485,0.733189046382904,0.2647381126880646,0.4854315221309662,0.38761502504348755,0.2945859134197235,0.41498205065727234,0.733189046382904,0.20143137872219086,0.2557278275489807,0.2359420210123062,0.1826142966747284
the,0.2879819869995117,0.5003893971443176,0.6662389636039734,1.0,0.3139871060848236,0.5823672413825989,0.6251175999641418,0.324635773897171,0.5473989248275757,1.0,0.260541707277298,0.24553915858268738,0.2967630624771118,0.22068053483963013
amazon,0.12025400251150131,0.15229910612106323,0.12227833271026611,0.260541707277298,0.24172286689281464,0.15197539329528809,0.22231659293174744,0.16641747951507568,0.2228476107120514,0.260541707277298,1.0000001192092896,0.41143864393234253,0.022433342412114143,0.18144656717777252
was,0.1933041363954544,0.20731619000434875,0.45514053106307983,0.48711544275283813,0.19089169800281525,0.5810302495956421,0.4577186405658722,0.3758357763290405,0.33670201897621155,0.48711544275283813,0.14616160094738007,0.1841808706521988,0.17593012750148773,0.18412111699581146
split,0.08606409281492233,0.16524825990200043,0.24171817302703857,0.2967630624771118,0.22300207614898682,0.1479039490222931,0.19493211805820465,0.08082016557455063,0.26544344425201416,0.2967630624771118,0.022433342412114143,0.10522393137216568,1.0,0.16133880615234375
along,0.3177585005760193,0.3530636131763458,0.3603311777114868,0.39495137333869934,0.2038676142692566,0.23571021854877472,0.23895776271820068,0.1748400330543518,0.2850594222545624,0.39495137333869934,0.19534365832805634,0.17943032085895538,0.19774951040744781,0.17134909331798553
the,0.2879819869995117,0.5003893971443176,0.6662389636039734,1.0,0.3139871060848236,0.5823672413825989,0.6251175999641418,0.324635773897171,0.5473989248275757,1.0,0.260541707277298,0.24553915858268738,0.2967630624771118,0.22068053483963013
middle,0.2380584478378296,0.24287375807762146,0.26767921447753906,0.3405749201774597,0.2563141882419586,0.21621397137641907,0.24598756432533264,0.17448307573795319,0.22241683304309845,0.3405749201774597,0.13513457775115967,0.20068888366222382,0.23364047706127167,0.13139553368091583
of,0.2651676535606384,0.38066378235816956,0.5696388483047485,0.733189046382904,0.2647381126880646,0.4854315221309662,0.38761502504348755,0.2945859134197235,0.41498205065727234,0.733189046382904,0.20143137872219086,0.2557278275489807,0.2359420210123062,0.1826142966747284
the,0.2879819869995117,0.5003893971443176,0.6662389636039734,1.0,0.3139871060848236,0.5823672413825989,0.6251175999641418,0.324635773897171,0.5473989248275757,1.0,0.260541707277298,0.24553915858268738,0.2967630624771118,0.22068053483963013
continent,0.13876992464065552,0.2528049051761627,0.29258909821510315,0.3139871060848236,1.0,0.1915033459663391,0.2415623664855957,0.17825856804847717,0.2703399956226349,0.3139871060848236,0.24172286689281464,0.34918317198753357,0.22300207614898682,0.17592057585716248
by,0.10611382126808167,0.2641284465789795,0.370934396982193,0.4408751428127289,0.2537881135940552,0.3899846076965332,0.40926623344421387,0.3129139244556427,0.37496164441108704,0.4408751428127289,0.16320857405662537,0.19840280711650848,0.21557176113128662,0.17966607213020325
the,0.2879819869995117,0.5003893971443176,0.6662389636039734,1.0,0.3139871060848236,0.5823672413825989,0.6251175999641418,0.324635773897171,0.5473989248275757,1.0,0.260541707277298,0.24553915858268738,0.2967630624771118,0.22068053483963013
purus,0.18501007556915283,0.08538024127483368,0.11681485921144485,0.12622052431106567,0.23044060170650482,0.14307934045791626,0.18199077248573303,0.21106097102165222,0.1608661264181137,0.12622052431106567,0.31015291810035706,0.3173162639141083,0.10620585829019547,0.10452352464199066
arch,0.16941747069358826,0.15865062177181244,0.16666603088378906,0.26320189237594604,0.13630904257297516,0.21514452993869781,0.18104274570941925,0.08564765751361847,0.15110620856285095,0.26320189237594604,0.10991878062486649,0.13928711414337158,0.13369645178318024,0.12708529829978943
.,0.2532462477684021,0.41390106081962585,0.5591574311256409,0.5934505462646484,0.2553567588329315,0.4569662809371948,0.5593622326850891,0.26106974482536316,0.4460422694683075,0.5934505462646484,0.262887567281723,0.20696322619915009,0.26228174567222595,0.4130953550338745
