,when,did,luther,start,preaching,prophetic,faith,?
in,0.4431333839893341,0.2593238651752472,0.20523880422115326,0.29979339241981506,0.2435474395751953,0.10871473699808121,0.16146141290664673,0.20430970191955566
1521,0.20012322068214417,0.09373841434717178,0.08881302922964096,0.2000063806772232,0.12621912360191345,0.15252608060836792,0.11347731947898865,0.0046399421989917755
luther,0.14516782760620117,0.23667675256729126,1.0,0.18389323353767395,0.3562355041503906,0.2887623608112335,0.2839079797267914,0.1732746809720993
dealt,0.2685180902481079,0.16408671438694,0.09305058419704437,0.28771939873695374,0.14664366841316223,0.1889648139476776,0.18010245263576508,0.3251160979270935
largely,0.2664821743965149,0.16484405100345612,0.08875765651464462,0.1953282654285431,0.16727103292942047,0.15998919308185577,0.16762328147888184,0.08185246586799622
with,0.5075214505195618,0.25472134351730347,0.14705438911914825,0.26863762736320496,0.18267954885959625,0.19434110820293427,0.16494818031787872,0.2433311939239502
prophecy,0.21239417791366577,0.2735152840614319,0.2620737552642822,0.19688981771469116,0.35932156443595886,0.7221064567565918,0.3823489248752594,0.21778744459152222
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,0.2934366464614868,0.2596328556537628,0.12926927208900452,0.3190833032131195,0.31091248989105225
in,0.4431333839893341,0.2593238651752472,0.20523880422115326,0.29979339241981506,0.2435474395751953,0.10871473699808121,0.16146141290664673,0.20430970191955566
which,0.572554349899292,0.2750149369239807,0.17501473426818848,0.2669599950313568,0.2580767273902893,0.2736140191555023,0.2059541791677475,0.25814583897590637
he,0.39115971326828003,0.3292143940925598,0.2454872578382492,0.20543234050273895,0.2959934175014496,0.2595498859882355,0.23620006442070007,0.2089974731206894
broadened,0.24529121816158295,0.22752805054187775,0.15801671147346497,0.2147103101015091,0.3693573772907257,0.24597656726837158,0.19917522370815277,0.18552923202514648
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.3656389117240906,0.2620480954647064,0.1992841362953186,0.20665863156318665,0.22068053483963013
foundations,0.13334570825099945,0.14266040921211243,0.11138167977333069,0.21279749274253845,0.2715960144996643,0.1830628216266632,0.16124747693538666,0.1452419012784958
of,0.3757161796092987,0.2513895630836487,0.1719115972518921,0.23166994750499725,0.2585231065750122,0.19021384418010712,0.20991961658000946,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.3656389117240906,0.2620480954647064,0.1992841362953186,0.20665863156318665,0.22068053483963013
reformation,0.25376176834106445,0.20929229259490967,0.43711021542549133,0.2436111718416214,0.42620083689689636,0.2813698351383209,0.43013307452201843,0.14843040704727173
placing,0.3458526134490967,0.16818954050540924,0.0744176134467125,0.2657328248023987,0.218942329287529,0.1911015808582306,0.11081664264202118,0.1590770035982132
them,0.4773717522621155,0.44189682602882385,0.1940135955810547,0.37347525358200073,0.3336983323097229,0.27899929881095886,0.2783489227294922,0.35435691475868225
on,0.37706470489501953,0.2670976221561432,0.19090485572814941,0.2699633240699768,0.25501084327697754,0.10630212724208832,0.237689808011055,0.2714994251728058
prophetic,0.19204586744308472,0.2588011622428894,0.2887623608112335,0.10693448781967163,0.447543203830719,1.0,0.40941575169563293,0.20388533174991608
faith,0.16715224087238312,0.24413958191871643,0.2839079797267914,0.1702246069908142,0.44328680634498596,0.40941575169563293,1.0,0.2833177447319031
.,0.475719153881073,0.35288307070732117,0.24907569587230682,0.3501981496810913,0.24734695255756378,0.14551857113838196,0.2496335357427597,0.4130953550338745
