,on,what,is,victoria,'s,constitution,based,?
victoria,0.17229951918125153,0.1194850504398346,0.1633591204881668,1.0,0.06206126511096954,0.16564127802848816,0.07653781771659851,0.12246892601251602
has,0.34604379534721375,0.20338068902492523,0.5668748617172241,0.12203460186719894,-0.040683966130018234,0.19064949452877045,0.2381371408700943,0.15994466841220856
a,0.3848365545272827,0.3320399522781372,0.658733606338501,0.15216270089149475,0.04866964742541313,0.21537603437900543,0.2977409064769745,0.23916715383529663
written,0.19147278368473053,0.25412634015083313,0.2634589672088623,0.11107750236988068,-0.03439633175730705,0.2708386480808258,0.344809353351593,0.21451954543590546
constitution,0.23429356515407562,0.26995089650154114,0.20281566679477692,0.16564127802848816,-0.037120308727025986,1.0000001192092896,0.15605784952640533,0.23706454038619995
enacted,0.2107832133769989,0.26410800218582153,0.09585670381784439,0.15090516209602356,-0.058049529790878296,0.5084185004234314,0.26704537868499756,0.21675309538841248
in,0.46853652596473694,0.30808621644973755,0.5394441485404968,0.20823122560977936,-0.037580832839012146,0.27906280755996704,0.3070422410964966,0.20430970191955566
1975,0.23024196922779083,0.24193862080574036,0.3153040409088135,0.24481484293937683,0.036086369305849075,0.09050500392913818,0.10836303979158401,0.19593262672424316
",",0.49057599902153015,0.3087472915649414,0.4691906273365021,0.2279360294342041,-0.0016132977325469255,0.2582484483718872,0.27976205945014954,0.31091248989105225
but,0.3584071099758148,0.5029441118240356,0.4106791317462921,0.19563165307044983,0.04136733338236809,0.2869093418121338,0.25210651755332947,0.27921953797340393
based,0.36055147647857666,0.274813175201416,0.3248139023780823,0.07653781771659851,0.06600074470043182,0.15605784952640533,1.0000001192092896,0.134929820895195
on,0.9999999403953552,0.34226128458976746,0.3635730445384979,0.17229951918125153,0.0026888418942689896,0.23429356515407562,0.36055147647857666,0.2714994251728058
the,0.5107308030128479,0.42745697498321533,0.5823672413825989,0.2204313427209854,-0.01540423184633255,0.3381718397140503,0.29860720038414,0.22068053483963013
1855,0.14944109320640564,0.4055767059326172,0.21242287755012512,-0.02297155000269413,-0.00437859445810318,0.09441918879747391,0.11077367514371872,0.34596240520477295
colonial,0.09959574043750763,0.15791663527488708,0.15852876007556915,0.21214236319065094,0.011192948557436466,0.28714999556541443,0.1309005171060562,0.10191229730844498
constitution,0.23429356515407562,0.26995089650154114,0.20281566679477692,0.16564127802848816,-0.037120308727025986,1.0000001192092896,0.15605784952640533,0.23706454038619995
",",0.49057599902153015,0.3087472915649414,0.4691906273365021,0.2279360294342041,-0.0016132977325469255,0.2582484483718872,0.27976205945014954,0.31091248989105225
passed,0.19424374401569366,0.22233739495277405,0.17212356626987457,0.14166828989982605,-0.042014893144369125,0.3827124238014221,0.17076602578163147,0.12064517289400101
by,0.33887791633605957,0.2455483376979828,0.3899846076965332,0.17471559345722198,-0.010884488001465797,0.1736798882484436,0.3462308943271637,0.17966607213020325
the,0.5107308030128479,0.42745697498321533,0.5823672413825989,0.2204313427209854,-0.01540423184633255,0.3381718397140503,0.29860720038414,0.22068053483963013
united,0.2703288793563843,0.20036718249320984,0.22408509254455566,0.22144566476345062,-0.03853745758533478,0.3106442987918854,0.24105852842330933,0.17266890406608582
kingdom,0.19400489330291748,0.17826133966445923,0.1914215236902237,0.24242611229419708,0.04632937163114548,0.23241744935512543,0.26277947425842285,0.12927088141441345
parliament,0.2047569900751114,0.21650300920009613,0.19676777720451355,0.2823483645915985,0.012842429801821709,0.5239191055297852,0.10926546901464462,0.1586504578590393
as,0.36047765612602234,0.31749409437179565,0.43216490745544434,0.19515912234783173,-0.05775856226682663,0.21920880675315857,0.2264380156993866,0.27043893933296204
the,0.5107308030128479,0.42745697498321533,0.5823672413825989,0.2204313427209854,-0.01540423184633255,0.3381718397140503,0.29860720038414,0.22068053483963013
victoria,0.17229951918125153,0.1194850504398346,0.1633591204881668,1.0,0.06206126511096954,0.16564127802848816,0.07653781771659851,0.12246892601251602
constitution,0.23429356515407562,0.26995089650154114,0.20281566679477692,0.16564127802848816,-0.037120308727025986,1.0000001192092896,0.15605784952640533,0.23706454038619995
act,0.17222115397453308,0.2622668445110321,0.18206438422203064,0.19310076534748077,-0.009995819069445133,0.40053480863571167,0.1812269240617752,0.1482519507408142
1855,0.14944109320640564,0.4055767059326172,0.21242287755012512,-0.02297155000269413,-0.00437859445810318,0.09441918879747391,0.11077367514371872,0.34596240520477295
",",0.49057599902153015,0.3087472915649414,0.4691906273365021,0.2279360294342041,-0.0016132977325469255,0.2582484483718872,0.27976205945014954,0.31091248989105225
which,0.4245251417160034,0.5261979103088379,0.4457404911518097,0.17652179300785065,0.03856118768453598,0.307991087436676,0.3473800718784332,0.25814583897590637
establishes,0.11516375839710236,0.16958053410053253,0.19926896691322327,0.04261654615402222,-0.07696779072284698,0.32736897468566895,0.27389103174209595,0.1790958195924759
the,0.5107308030128479,0.42745697498321533,0.5823672413825989,0.2204313427209854,-0.01540423184633255,0.3381718397140503,0.29860720038414,0.22068053483963013
parliament,0.2047569900751114,0.21650300920009613,0.19676777720451355,0.2823483645915985,0.012842429801821709,0.5239191055297852,0.10926546901464462,0.1586504578590393
as,0.36047765612602234,0.31749409437179565,0.43216490745544434,0.19515912234783173,-0.05775856226682663,0.21920880675315857,0.2264380156993866,0.27043893933296204
the,0.5107308030128479,0.42745697498321533,0.5823672413825989,0.2204313427209854,-0.01540423184633255,0.3381718397140503,0.29860720038414,0.22068053483963013
state,0.18138433992862701,0.24273863434791565,0.2627358138561249,0.23197819292545319,0.038451772183179855,0.40086472034454346,0.16616752743721008,0.1160883978009224
's,0.0026888418942689896,0.02692362666130066,0.02396530658006668,0.06206126511096954,0.9999999403953552,-0.037120308727025986,0.06600074470043182,-0.023395681753754616
law-making,0.27139952778816223,0.3415590822696686,0.3183705508708954,0.22774837911128998,0.02358284592628479,0.3639816641807556,0.24793216586112976,0.23294341564178467
body,0.20112086832523346,0.2143840193748474,0.2790417969226837,0.09666837006807327,0.003652067156508565,0.17368729412555695,0.14485988020896912,0.20136451721191406
for,0.36199691891670227,0.3017193675041199,0.43268078565597534,0.18287640810012817,-0.07241261005401611,0.193412184715271,0.2761107087135315,0.264628142118454
matters,0.2929304540157318,0.4115754961967468,0.2639962434768677,0.1333572417497635,0.09175316989421844,0.3062274158000946,0.2409331202507019,0.3182642459869385
coming,0.30465859174728394,0.42659226059913635,0.2633480131626129,0.16158124804496765,-0.01681380346417427,0.14191637933254242,0.2292616367340088,0.2504907250404358
under,0.3075410723686218,0.20154598355293274,0.21294879913330078,0.17063091695308685,-0.03376881033182144,0.2106701284646988,0.16364528238773346,0.18233340978622437
state,0.18138433992862701,0.24273863434791565,0.2627358138561249,0.23197819292545319,0.038451772183179855,0.40086472034454346,0.16616752743721008,0.1160883978009224
responsibility,0.20950356125831604,0.3360894024372101,0.187485933303833,0.09688732028007507,-0.007710610516369343,0.35371559858322144,0.16708676517009735,0.20907385647296906
.,0.49257001280784607,0.3567904531955719,0.4569662809371948,0.23069117963314056,-0.003708066651597619,0.2279142290353775,0.29699069261550903,0.4130953550338745
