,how,many,children,did,luther,and,his,wife,have,?
between,0.2747800648212433,0.29423660039901733,0.06819108873605728,0.16542956233024597,0.13011522591114044,0.40645647048950195,0.15603972971439362,0.09543819725513458,0.3203330636024475,0.12887074053287506
bearing,0.2902986407279968,0.2575266361236572,0.11959171295166016,0.17917072772979736,0.07771629095077515,0.2690916359424591,0.20129403471946716,0.06492391228675842,0.39778298139572144,0.24770914018154144
six,0.20644865930080414,0.37673795223236084,0.25025808811187744,0.20388470590114594,0.1345556229352951,0.3044111728668213,0.3086168169975281,0.14680328965187073,0.32482776045799255,0.15298804640769958
children,0.16621150076389313,0.1948380321264267,1.0,0.2211388200521469,0.14545568823814392,0.2624970078468323,0.2806810140609741,0.4816489815711975,0.24149258434772491,0.21788206696510315
",",0.22659391164779663,0.40610817074775696,0.28531143069267273,0.3015086054801941,0.23255878686904907,0.6633074283599854,0.3378419280052185,0.27755871415138245,0.3541618287563324,0.31091248989105225
hans,0.1885872483253479,0.1936534345149994,0.1413659304380417,0.20510689914226532,0.31312668323516846,0.16292545199394226,0.24284280836582184,0.14531835913658142,0.1330653429031372,0.10353465378284454
–,0.13681066036224365,0.12880176305770874,0.17244239151477814,0.2259434312582016,0.21198253333568573,0.3279274106025696,0.23510338366031647,0.2576306164264679,0.1137581542134285,0.2714554965496063
june,0.1188528835773468,0.10869699716567993,0.19158488512039185,0.26244688034057617,0.16906097531318665,0.2692793905735016,0.27253690361976624,0.22631022334098816,0.13467824459075928,0.31416764855384827
1526,0.002440288895741105,0.033399999141693115,0.09174513071775436,0.05647687613964081,0.06294608861207962,0.02657562494277954,0.15417766571044922,0.13380856812000275,-0.09063667804002762,-0.08619783073663712
;,0.07230665534734726,0.11763367056846619,-0.00616856524720788,0.10727239400148392,0.022799020633101463,0.08403264731168747,0.07100893557071686,0.005610997322946787,0.10650043189525604,0.10349778085947037
elizabeth,0.1604616343975067,0.14875847101211548,0.28406718373298645,0.19351956248283386,0.24268735945224762,0.23224513232707977,0.23502889275550842,0.35340845584869385,0.16180101037025452,0.157150536775589
–,0.13681066036224365,0.12880176305770874,0.17244239151477814,0.2259434312582016,0.21198253333568573,0.3279274106025696,0.23510338366031647,0.2576306164264679,0.1137581542134285,0.2714554965496063
10,0.09177426248788834,0.3056783974170685,0.05620712786912918,0.1914099007844925,0.12238068878650665,0.2397010177373886,0.11422043293714523,0.07123401015996933,0.2006417065858841,0.022911956533789635
december,0.08763835579156876,0.13141678273677826,0.22570201754570007,0.2542226016521454,0.15935564041137695,0.22940969467163086,0.27263614535331726,0.18890048563480377,0.14053665101528168,0.2480352818965912
1527,0.10644670575857162,0.16217151284217834,0.21301569044589996,0.1527594029903412,0.11486634612083435,0.21745556592941284,0.27222514152526855,0.1943657398223877,0.07033269107341766,0.17475678026676178
",",0.22659391164779663,0.40610817074775696,0.28531143069267273,0.3015086054801941,0.23255878686904907,0.6633074283599854,0.3378419280052185,0.27755871415138245,0.3541618287563324,0.31091248989105225
who,0.4070430099964142,0.4149286150932312,0.344171404838562,0.34038686752319336,0.21013082563877106,0.41279885172843933,0.44966956973075867,0.3764849305152893,0.39246654510498047,0.26220351457595825
died,0.07147754728794098,0.16722610592842102,0.32745715975761414,0.2759808599948883,0.1347646713256836,0.20853787660598755,0.38025936484336853,0.44698840379714966,0.10756956785917282,0.15254227817058563
within,0.24755704402923584,0.2613624930381775,0.06483524292707443,0.15734176337718964,0.13910457491874695,0.35049548745155334,0.18191580474376678,0.07558192312717438,0.32346946001052856,0.1870293766260147
a,0.29312583804130554,0.2872205972671509,0.12013130635023117,0.2552328109741211,0.17967689037322998,0.3739250600337982,0.3497250974178314,0.15953688323497772,0.338716596364975,0.23916715383529663
few,0.2993465065956116,0.5883727073669434,0.14812995493412018,0.32311540842056274,0.15015244483947754,0.39845648407936096,0.2510346472263336,0.141050785779953,0.4513930082321167,0.2334265559911728
months,0.22324973344802856,0.2192414402961731,0.2767370939254761,0.29584890604019165,0.07891327887773514,0.2746278941631317,0.308246374130249,0.22587034106254578,0.33671247959136963,0.2804218530654907
;,0.07230665534734726,0.11763367056846619,-0.00616856524720788,0.10727239400148392,0.022799020633101463,0.08403264731168747,0.07100893557071686,0.005610997322946787,0.10650043189525604,0.10349778085947037
magdalene,0.15738804638385773,0.186910018324852,0.3027590215206146,0.18950358033180237,0.29184144735336304,0.2236505150794983,0.1953188180923462,0.3471929728984833,0.15871834754943848,0.16239573061466217
–,0.13681066036224365,0.12880176305770874,0.17244239151477814,0.2259434312582016,0.21198253333568573,0.3279274106025696,0.23510338366031647,0.2576306164264679,0.1137581542134285,0.2714554965496063
1529,0.07274722307920456,0.08280346542596817,0.19764681160449982,0.12269923090934753,0.16133925318717957,0.17630600929260254,0.28822124004364014,0.22523096203804016,0.05205518379807472,0.17319193482398987
",",0.22659391164779663,0.40610817074775696,0.28531143069267273,0.3015086054801941,0.23255878686904907,0.6633074283599854,0.3378419280052185,0.27755871415138245,0.3541618287563324,0.31091248989105225
who,0.4070430099964142,0.4149286150932312,0.344171404838562,0.34038686752319336,0.21013082563877106,0.41279885172843933,0.44966956973075867,0.3764849305152893,0.39246654510498047,0.26220351457595825
died,0.07147754728794098,0.16722610592842102,0.32745715975761414,0.2759808599948883,0.1347646713256836,0.20853787660598755,0.38025936484336853,0.44698840379714966,0.10756956785917282,0.15254227817058563
in,0.2601168751716614,0.41474202275276184,0.2065156251192093,0.2593238651752472,0.20523880422115326,0.4954058527946472,0.3598145842552185,0.19467613101005554,0.36843645572662354,0.20430970191955566
luther,0.13354721665382385,0.2471185326576233,0.14545568823814392,0.23667675256729126,1.0,0.20796556770801544,0.27093374729156494,0.22566832602024078,0.12011514604091644,0.1732746809720993
's,-0.026164190843701363,0.01698932610452175,0.0160713829100132,0.05069678649306297,-0.009990512393414974,0.06895173341035843,0.047556519508361816,0.004705954808741808,-0.02807004563510418,-0.023395681753754616
arms,0.1623915582895279,0.16378596425056458,0.13685883581638336,0.1531936526298523,0.15777800977230072,0.22193017601966858,0.1979270875453949,0.13481780886650085,0.24823009967803955,0.1243237629532814
in,0.2601168751716614,0.41474202275276184,0.2065156251192093,0.2593238651752472,0.20523880422115326,0.4954058527946472,0.3598145842552185,0.19467613101005554,0.36843645572662354,0.20430970191955566
1542,0.016151219606399536,0.003548382082954049,0.060696106404066086,0.07463250309228897,0.0843120887875557,-0.002654377371072769,0.1642911583185196,0.10615304857492447,-0.07457178831100464,-0.08775735646486282
;,0.07230665534734726,0.11763367056846619,-0.00616856524720788,0.10727239400148392,0.022799020633101463,0.08403264731168747,0.07100893557071686,0.005610997322946787,0.10650043189525604,0.10349778085947037
martin,0.08468687534332275,0.19689232110977173,0.16118715703487396,0.15959656238555908,0.6228963136672974,0.2544763386249542,0.23498685657978058,0.2119085192680359,0.11276717483997345,0.060103293508291245
–,0.13681066036224365,0.12880176305770874,0.17244239151477814,0.2259434312582016,0.21198253333568573,0.3279274106025696,0.23510338366031647,0.2576306164264679,0.1137581542134285,0.2714554965496063
1531,0.12390489876270294,0.06154775246977806,0.08967974781990051,0.009351181797683239,0.07502570003271103,0.04962274432182312,-0.008184432052075863,-0.03859324008226395,0.13540631532669067,0.32660937309265137
;,0.07230665534734726,0.11763367056846619,-0.00616856524720788,0.10727239400148392,0.022799020633101463,0.08403264731168747,0.07100893557071686,0.005610997322946787,0.10650043189525604,0.10349778085947037
paul,0.11558837443590164,0.133908212184906,0.1143501028418541,0.16905230283737183,0.2589608132839203,0.2447807937860489,0.24743995070457458,0.19654257595539093,0.1471240371465683,0.16611461341381073
–,0.13681066036224365,0.12880176305770874,0.17244239151477814,0.2259434312582016,0.21198253333568573,0.3279274106025696,0.23510338366031647,0.2576306164264679,0.1137581542134285,0.2714554965496063
