,what,entity,enforces,the,charter,of,fundamental,rights,of,the,european,union,?
in,0.30808621644973755,0.22507517039775848,0.2145991325378418,0.6662389636039734,0.20881880819797516,0.5696388483047485,0.23429831862449646,0.17772755026817322,0.5696388483047485,0.6662389636039734,0.23319172859191895,0.22726479172706604,0.20430970191955566
effect,0.2546532452106476,0.2238573282957077,0.2749442756175995,0.2865084111690521,0.13046276569366455,0.24129827320575714,0.2913564443588257,0.14842437207698822,0.24129827320575714,0.2865084111690521,0.12194139510393143,0.11457715183496475,0.1783771812915802
",",0.3087472915649414,0.19129666686058044,0.2487647831439972,0.4933079481124878,0.25566044449806213,0.4946078956127167,0.26685047149658203,0.2595706284046173,0.4946078956127167,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
after,0.21973377466201782,0.11197056621313095,0.1782161444425583,0.4565047025680542,0.22365525364875793,0.3867455720901489,0.1620827168226242,0.17070108652114868,0.3867455720901489,0.4565047025680542,0.17162996530532837,0.18530848622322083,0.16608688235282898
the,0.42745697498321533,0.2403784692287445,0.2929309010505676,1.0,0.26436546444892883,0.733189046382904,0.3078918755054474,0.2579100430011749,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
lisbon,0.1698790043592453,0.08971197158098221,0.1501443088054657,0.28707155585289,0.288802832365036,0.23450347781181335,0.17213116586208344,0.1855974942445755,0.23450347781181335,0.28707155585289,0.2833424210548401,0.21547867357730865,0.14563871920108795
treaty,0.17237819731235504,0.24522268772125244,0.351412832736969,0.2690109610557556,0.39000245928764343,0.2602092921733856,0.21417340636253357,0.275406152009964,0.2602092921733856,0.2690109610557556,0.25059598684310913,0.3147597312927246,0.1174844279885292
",",0.3087472915649414,0.19129666686058044,0.2487647831439972,0.4933079481124878,0.25566044449806213,0.4946078956127167,0.26685047149658203,0.2595706284046173,0.4946078956127167,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
the,0.42745697498321533,0.2403784692287445,0.2929309010505676,1.0,0.26436546444892883,0.733189046382904,0.3078918755054474,0.2579100430011749,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
charter,0.13714581727981567,0.17920900881290436,0.24924203753471375,0.26436546444892883,1.0000001192092896,0.2438247799873352,0.2772924304008484,0.41641664505004883,0.2438247799873352,0.26436546444892883,0.334158331155777,0.24181725084781647,0.14220231771469116
and,0.31309178471565247,0.20907706022262573,0.2647852599620819,0.5171257257461548,0.21405354142189026,0.5116966962814331,0.27082425355911255,0.26346641778945923,0.5116966962814331,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.20544172823429108
the,0.42745697498321533,0.2403784692287445,0.2929309010505676,1.0,0.26436546444892883,0.733189046382904,0.3078918755054474,0.2579100430011749,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
convention,0.17446810007095337,0.25728243589401245,0.3097383379936218,0.2588678300380707,0.3197486698627472,0.2509908974170685,0.28252360224723816,0.3308528959751129,0.2509908974170685,0.2588678300380707,0.21703866124153137,0.2659381330013275,0.1647067815065384
now,0.4903225302696228,0.2518062889575958,0.24499213695526123,0.38266420364379883,0.2330981194972992,0.29182544350624084,0.24675936996936798,0.24936659634113312,0.29182544350624084,0.38266420364379883,0.1185959205031395,0.19606991112232208,0.29641881585121155
co-exist,0.3398248553276062,0.3768364489078522,0.2948395609855652,0.23971277475357056,0.18888065218925476,0.22484244406223297,0.34547579288482666,0.18508867919445038,0.22484244406223297,0.23971277475357056,0.1811886578798294,0.231153205037117,0.3453633189201355
under,0.20154598355293274,0.18178868293762207,0.3313443064689636,0.3348022699356079,0.1964678317308426,0.32766106724739075,0.2358301430940628,0.1468520164489746,0.32766106724739075,0.3348022699356079,0.17218957841396332,0.1701658070087433,0.18233340978622437
european,0.15324164927005768,0.07706774026155472,0.15122772753238678,0.3423081040382385,0.334158331155777,0.2507138252258301,0.19743157923221588,0.20173384249210358,0.2507138252258301,0.3423081040382385,0.9999998807907104,0.3571677803993225,0.14560863375663757
union,0.1396910548210144,0.16860073804855347,0.2831254303455353,0.24421639740467072,0.24181725084781647,0.2642118036746979,0.24820305407047272,0.16317512094974518,0.2642118036746979,0.24421639740467072,0.3571677803993225,0.9999999403953552,0.07797172665596008
law,0.2145031988620758,0.2180808186531067,0.4926207661628723,0.24548950791358948,0.3311116695404053,0.2816956341266632,0.35547971725463867,0.3795265257358551,0.2816956341266632,0.24548950791358948,0.17164482176303864,0.19371826946735382,0.1528988480567932
",",0.3087472915649414,0.19129666686058044,0.2487647831439972,0.4933079481124878,0.25566044449806213,0.4946078956127167,0.26685047149658203,0.2595706284046173,0.4946078956127167,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
though,0.4089210331439972,0.24201439321041107,0.26830095052719116,0.38776206970214844,0.17379316687583923,0.37307101488113403,0.3059994876384735,0.2076326310634613,0.37307101488113403,0.38776206970214844,0.15971708297729492,0.20279575884342194,0.3188856542110443
the,0.42745697498321533,0.2403784692287445,0.2929309010505676,1.0,0.26436546444892883,0.733189046382904,0.3078918755054474,0.2579100430011749,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
former,0.13598288595676422,0.15354487299919128,0.16669420897960663,0.2251449078321457,0.15762363374233246,0.30415382981300354,0.11653708666563034,0.12613287568092346,0.30415382981300354,0.2251449078321457,0.11585914343595505,0.20836664736270905,0.10570605844259262
is,0.28837618231773376,0.28724968433380127,0.2488350123167038,0.5823672413825989,0.18991196155548096,0.4854315221309662,0.21985967457294464,0.1619914323091507,0.4854315221309662,0.5823672413825989,0.16083641350269318,0.16997112333774567,0.22961433231830597
enforced,0.3058510720729828,0.21903635561466217,0.8112748861312866,0.23242081701755524,0.22216182947158813,0.22296646237373352,0.2857376039028168,0.3141033351421356,0.22296646237373352,0.23242081701755524,0.1732768416404724,0.1997518092393875,0.21104566752910614
by,0.2455483376979828,0.1859617531299591,0.23830793797969818,0.4408751428127289,0.1632666289806366,0.3646814823150635,0.18510517477989197,0.19225828349590302,0.3646814823150635,0.4408751428127289,0.17922990024089813,0.14484883844852448,0.17966607213020325
the,0.42745697498321533,0.2403784692287445,0.2929309010505676,1.0,0.26436546444892883,0.733189046382904,0.3078918755054474,0.2579100430011749,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
european,0.15324164927005768,0.07706774026155472,0.15122772753238678,0.3423081040382385,0.334158331155777,0.2507138252258301,0.19743157923221588,0.20173384249210358,0.2507138252258301,0.3423081040382385,0.9999998807907104,0.3571677803993225,0.14560863375663757
court,0.23440583050251007,0.17786403000354767,0.3587036728858948,0.2812081575393677,0.29975470900535583,0.28835242986679077,0.2298780083656311,0.2824671268463135,0.28835242986679077,0.2812081575393677,0.18487446010112762,0.23186643421649933,0.17100423574447632
of,0.33290785551071167,0.21258564293384552,0.27791664004325867,0.733189046382904,0.2438247799873352,1.0,0.35164782404899597,0.19425496459007263,1.0,0.733189046382904,0.2507138252258301,0.2642118036746979,0.1826142966747284
justice,0.21462921798229218,0.19991467893123627,0.34392595291137695,0.23470892012119293,0.2450234740972519,0.2658293545246124,0.2509665787220001,0.2867013216018677,0.2658293545246124,0.23470892012119293,0.18444514274597168,0.17461003363132477,0.19269752502441406
in,0.30808621644973755,0.22507517039775848,0.2145991325378418,0.6662389636039734,0.20881880819797516,0.5696388483047485,0.23429831862449646,0.17772755026817322,0.5696388483047485,0.6662389636039734,0.23319172859191895,0.22726479172706604,0.20430970191955566
relation,0.3144443929195404,0.3558659255504608,0.21376439929008484,0.2734622061252594,0.17411909997463226,0.29761821031570435,0.37710264325141907,0.1417590081691742,0.29761821031570435,0.2734622061252594,0.1344067007303238,0.19199958443641663,0.1898830384016037
to,0.455847829580307,0.19512765109539032,0.28245142102241516,0.535392165184021,0.2440456748008728,0.41548454761505127,0.25741058588027954,0.2570022940635681,0.41548454761505127,0.535392165184021,0.21011990308761597,0.16926777362823486,0.29463258385658264
european,0.15324164927005768,0.07706774026155472,0.15122772753238678,0.3423081040382385,0.334158331155777,0.2507138252258301,0.19743157923221588,0.20173384249210358,0.2507138252258301,0.3423081040382385,0.9999998807907104,0.3571677803993225,0.14560863375663757
union,0.1396910548210144,0.16860073804855347,0.2831254303455353,0.24421639740467072,0.24181725084781647,0.2642118036746979,0.24820305407047272,0.16317512094974518,0.2642118036746979,0.24421639740467072,0.3571677803993225,0.9999999403953552,0.07797172665596008
measures,0.24211709201335907,0.18295003473758698,0.22093431651592255,0.263394296169281,0.1633332222700119,0.24129846692085266,0.23681995272636414,0.1617252081632614,0.24129846692085266,0.263394296169281,0.19540172815322876,0.15301929414272308,0.18777857720851898
",",0.3087472915649414,0.19129666686058044,0.2487647831439972,0.4933079481124878,0.25566044449806213,0.4946078956127167,0.26685047149658203,0.2595706284046173,0.4946078956127167,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
and,0.31309178471565247,0.20907706022262573,0.2647852599620819,0.5171257257461548,0.21405354142189026,0.5116966962814331,0.27082425355911255,0.26346641778945923,0.5116966962814331,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.20544172823429108
the,0.42745697498321533,0.2403784692287445,0.2929309010505676,1.0,0.26436546444892883,0.733189046382904,0.3078918755054474,0.2579100430011749,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
latter,0.25606152415275574,0.16453498601913452,0.17207364737987518,0.37523433566093445,0.1598316878080368,0.34553682804107666,0.2811301052570343,0.1340501457452774,0.34553682804107666,0.37523433566093445,0.08749359101057053,0.17676696181297302,0.12733961641788483
by,0.2455483376979828,0.1859617531299591,0.23830793797969818,0.4408751428127289,0.1632666289806366,0.3646814823150635,0.18510517477989197,0.19225828349590302,0.3646814823150635,0.4408751428127289,0.17922990024089813,0.14484883844852448,0.17966607213020325
the,0.42745697498321533,0.2403784692287445,0.2929309010505676,1.0,0.26436546444892883,0.733189046382904,0.3078918755054474,0.2579100430011749,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
european,0.15324164927005768,0.07706774026155472,0.15122772753238678,0.3423081040382385,0.334158331155777,0.2507138252258301,0.19743157923221588,0.20173384249210358,0.2507138252258301,0.3423081040382385,0.9999998807907104,0.3571677803993225,0.14560863375663757
court,0.23440583050251007,0.17786403000354767,0.3587036728858948,0.2812081575393677,0.29975470900535583,0.28835242986679077,0.2298780083656311,0.2824671268463135,0.28835242986679077,0.2812081575393677,0.18487446010112762,0.23186643421649933,0.17100423574447632
of,0.33290785551071167,0.21258564293384552,0.27791664004325867,0.733189046382904,0.2438247799873352,1.0,0.35164782404899597,0.19425496459007263,1.0,0.733189046382904,0.2507138252258301,0.2642118036746979,0.1826142966747284
human,0.24243313074111938,0.2516302764415741,0.17314355075359344,0.3103327453136444,0.21524803340435028,0.3083189129829407,0.37868207693099976,0.48610198497772217,0.3083189129829407,0.3103327453136444,0.24801260232925415,0.1593826413154602,0.19748784601688385
rights,0.2386135458946228,0.22938688099384308,0.3511733114719391,0.2579100430011749,0.41641664505004883,0.19425496459007263,0.30798760056495667,0.9999999403953552,0.19425496459007263,0.2579100430011749,0.20173384249210358,0.16317512094974518,0.21814769506454468
in,0.30808621644973755,0.22507517039775848,0.2145991325378418,0.6662389636039734,0.20881880819797516,0.5696388483047485,0.23429831862449646,0.17772755026817322,0.5696388483047485,0.6662389636039734,0.23319172859191895,0.22726479172706604,0.20430970191955566
relation,0.3144443929195404,0.3558659255504608,0.21376439929008484,0.2734622061252594,0.17411909997463226,0.29761821031570435,0.37710264325141907,0.1417590081691742,0.29761821031570435,0.2734622061252594,0.1344067007303238,0.19199958443641663,0.1898830384016037
to,0.455847829580307,0.19512765109539032,0.28245142102241516,0.535392165184021,0.2440456748008728,0.41548454761505127,0.25741058588027954,0.2570022940635681,0.41548454761505127,0.535392165184021,0.21011990308761597,0.16926777362823486,0.29463258385658264
measures,0.24211709201335907,0.18295003473758698,0.22093431651592255,0.263394296169281,0.1633332222700119,0.24129846692085266,0.23681995272636414,0.1617252081632614,0.24129846692085266,0.263394296169281,0.19540172815322876,0.15301929414272308,0.18777857720851898
by,0.2455483376979828,0.1859617531299591,0.23830793797969818,0.4408751428127289,0.1632666289806366,0.3646814823150635,0.18510517477989197,0.19225828349590302,0.3646814823150635,0.4408751428127289,0.17922990024089813,0.14484883844852448,0.17966607213020325
member,0.09932345896959305,0.14884474873542786,0.19185495376586914,0.2806392312049866,0.2916165292263031,0.2701796889305115,0.1664750576019287,0.18115058541297913,0.2701796889305115,0.2806392312049866,0.24138560891151428,0.23030449450016022,0.06826172769069672
states,0.21526020765304565,0.1935424953699112,0.33231380581855774,0.3463578522205353,0.2679363787174225,0.30884552001953125,0.25573068857192993,0.26858797669410706,0.30884552001953125,0.3463578522205353,0.25554242730140686,0.30693942308425903,0.16272737085819244
.,0.3567904531955719,0.24862751364707947,0.1863553673028946,0.5934505462646484,0.17250345647335052,0.5352458953857422,0.2681550085544586,0.24957291781902313,0.5352458953857422,0.5934505462646484,0.2095622420310974,0.23708370327949524,0.4130953550338745
