,who,did,duke,yansheng,kong,duanyou,flee,with,?
during,0.30551859736442566,0.30679523944854736,0.19527322053909302,0.21647301316261292,0.16132469475269318,0.1701068878173828,0.25843846797943115,0.28545209765434265,0.1325719803571701
the,0.3733934462070465,0.34736719727516174,0.218814879655838,0.24177713692188263,0.19810858368873596,0.3078915774822235,0.28006893396377563,0.4223487675189972,0.22068053483963013
southern,0.1828710436820984,0.13322393596172333,0.12189770489931107,0.17740938067436218,0.18539530038833618,0.28136155009269714,0.21664796769618988,0.18574869632720947,0.11225555837154388
song,0.22163687646389008,0.1988414227962494,0.12733659148216248,0.35934901237487793,0.21027716994285583,0.32230082154273987,0.14257268607616425,0.2023472785949707,0.20782215893268585
dynasty,0.19946415722370148,0.19201454520225525,0.2390957921743393,0.4673768877983093,0.2338206022977829,0.2881057858467102,0.2524573504924774,0.1163286566734314,0.15884074568748474
the,0.3733934462070465,0.34736719727516174,0.218814879655838,0.24177713692188263,0.19810858368873596,0.3078915774822235,0.28006893396377563,0.4223487675189972,0.22068053483963013
descendant,0.3264788091182709,0.20252588391304016,0.2884904742240906,0.19832298159599304,0.07756554335355759,0.2217605859041214,0.2676768898963928,0.09834136068820953,0.109697625041008
of,0.2827862501144409,0.2513895630836487,0.26720118522644043,0.24919207394123077,0.1950533539056778,0.27730676531791687,0.26381760835647583,0.41827285289764404,0.1826142966747284
confucius,0.2843690812587738,0.15977878868579865,0.1213771253824234,0.49669989943504333,0.2905147671699524,0.30090001225471497,0.29471296072006226,0.13053396344184875,0.19365330040454865
at,0.22096660733222961,0.28390252590179443,0.18796756863594055,0.11975905299186707,0.1593458652496338,0.2710322141647339,0.1550220400094986,0.29126521944999695,0.21978627145290375
qufu,0.30677878856658936,0.23581911623477936,0.1928836852312088,0.4243142008781433,0.2630954086780548,0.37538912892341614,0.273339182138443,0.22159776091575623,0.22731199860572815
",",0.3365725874900818,0.3015086054801941,0.3059324622154236,0.3002849519252777,0.21958501636981964,0.42179861664772034,0.2327422946691513,0.4120737314224243,0.31091248989105225
the,0.3733934462070465,0.34736719727516174,0.218814879655838,0.24177713692188263,0.19810858368873596,0.3078915774822235,0.28006893396377563,0.4223487675189972,0.22068053483963013
duke,0.20138677954673767,0.18803031742572784,0.9999999403953552,0.136144757270813,0.09501470625400543,0.34243640303611755,0.16345271468162537,0.19576933979988098,0.13699419796466827
yansheng,0.2808656096458435,0.15819525718688965,0.136144757270813,1.0,0.345233678817749,0.4966682195663452,0.24283382296562195,0.1778019666671753,0.21368952095508575
kong,0.1501600444316864,0.16918805241584778,0.09501470625400543,0.345233678817749,1.0,0.2504231929779053,0.15337258577346802,0.0979846715927124,0.10485735535621643
duanyou,0.278854638338089,0.2465440034866333,0.34243640303611755,0.4966682195663452,0.2504231929779053,1.0,0.18202953040599823,0.29356035590171814,0.42137411236763
fled,0.32700315117836,0.3007028102874756,0.19713932275772095,0.22544802725315094,0.15770989656448364,0.23157937824726105,0.6927700638771057,0.15798847377300262,0.13968057930469513
south,0.19068880379199982,0.1510593444108963,0.17171338200569153,0.2147793024778366,0.25523579120635986,0.32684198021888733,0.20270654559135437,0.15469324588775635,0.12336621433496475
with,0.3282766342163086,0.25472134351730347,0.19576933979988098,0.1778019666671753,0.0979846715927124,0.29356035590171814,0.09781808406114578,0.9999999403953552,0.2433311939239502
the,0.3733934462070465,0.34736719727516174,0.218814879655838,0.24177713692188263,0.19810858368873596,0.3078915774822235,0.28006893396377563,0.4223487675189972,0.22068053483963013
song,0.22163687646389008,0.1988414227962494,0.12733659148216248,0.35934901237487793,0.21027716994285583,0.32230082154273987,0.14257268607616425,0.2023472785949707,0.20782215893268585
emperor,0.19567297399044037,0.13150596618652344,0.31872546672821045,0.39448434114456177,0.20796070992946625,0.23199181258678436,0.252230703830719,0.15614499151706696,0.19661661982536316
to,0.42656609416007996,0.4452643394470215,0.22493401169776917,0.19314953684806824,0.20072707533836365,0.27307406067848206,0.3099924921989441,0.4239959120750427,0.29463258385658264
quzhou,0.12860305607318878,0.11676811426877975,0.07610344141721725,0.6427900791168213,0.39638975262641907,0.48384031653404236,0.1835731863975525,0.1574956476688385,0.2011154443025589
",",0.3365725874900818,0.3015086054801941,0.3059324622154236,0.3002849519252777,0.21958501636981964,0.42179861664772034,0.2327422946691513,0.4120737314224243,0.31091248989105225
while,0.4068111777305603,0.3330625295639038,0.19224196672439575,0.19258035719394684,0.13096663355827332,0.30170050263404846,0.2479960322380066,0.4426766335964203,0.21076419949531555
the,0.3733934462070465,0.34736719727516174,0.218814879655838,0.24177713692188263,0.19810858368873596,0.3078915774822235,0.28006893396377563,0.4223487675189972,0.22068053483963013
newly,0.2577650249004364,0.18732944130897522,0.13316620886325836,0.05821923911571503,0.18646414577960968,0.16204313933849335,0.24603834748268127,0.2325260490179062,0.08549588173627853
established,0.20118318498134613,0.18989217281341553,0.0594196543097496,0.1810242235660553,0.14902859926223755,0.15001782774925232,0.18349601328372955,0.18355850875377655,0.15917523205280304
jin,0.22250813245773315,0.12242958694696426,0.1686972975730896,0.5904185175895691,0.27601388096809387,0.3529326021671295,0.28821083903312683,0.1661251038312912,0.12195159494876862
dynasty,0.19946415722370148,0.19201454520225525,0.2390957921743393,0.4673768877983093,0.2338206022977829,0.2881057858467102,0.2524573504924774,0.1163286566734314,0.15884074568748474
(,0.2443375140428543,0.18979617953300476,0.21692980825901031,0.1974635273218155,0.1946772038936615,0.35736826062202454,0.08097629249095917,0.29503780603408813,0.40561532974243164
1115–1234,0.03209657594561577,0.015865858644247055,-0.012181729078292847,0.09955599159002304,0.10641518235206604,0.0073524415493011475,0.024378465488553047,0.03471050411462784,0.0009548099478706717
),0.2457384318113327,0.18584993481636047,0.24323073029518127,0.21135643124580383,0.19782009720802307,0.360781192779541,0.08250273019075394,0.3069596290588379,0.42300865054130554
in,0.2792111933231354,0.2593238651752472,0.2125099152326584,0.21039025485515594,0.166715607047081,0.26324111223220825,0.2723175287246704,0.4080928862094879,0.20430970191955566
the,0.3733934462070465,0.34736719727516174,0.218814879655838,0.24177713692188263,0.19810858368873596,0.3078915774822235,0.28006893396377563,0.4223487675189972,0.22068053483963013
north,0.11026738584041595,0.16732536256313324,0.22954314947128296,0.15195859968662262,0.20941351354122162,0.2903795540332794,0.2377481609582901,0.185934916138649,0.11829731613397598
appointed,0.3215055465698242,0.2657434642314911,0.18000002205371857,0.188821479678154,0.13875208795070648,0.2209404855966568,0.2518725097179413,0.13655053079128265,0.13895352184772491
kong,0.1501600444316864,0.16918805241584778,0.09501470625400543,0.345233678817749,1.0,0.2504231929779053,0.15337258577346802,0.0979846715927124,0.10485735535621643
duanyou,0.278854638338089,0.2465440034866333,0.34243640303611755,0.4966682195663452,0.2504231929779053,1.0,0.18202953040599823,0.29356035590171814,0.42137411236763
's,0.05599616840481758,0.05069678649306297,-0.09903083741664886,0.06032907962799072,0.11271291971206665,0.0530397966504097,-0.008022124879062176,-0.04624466598033905,-0.023395681753754616
brother,0.39596912264823914,0.1939975470304489,0.3273470401763916,0.18689344823360443,0.09823466837406158,0.2551179528236389,0.22335770726203918,0.2479206919670105,0.14267398416996002
kong,0.1501600444316864,0.16918805241584778,0.09501470625400543,0.345233678817749,1.0,0.2504231929779053,0.15337258577346802,0.0979846715927124,0.10485735535621643
duancao,0.24405653774738312,0.14302048087120056,0.3112677335739136,0.4758186638355255,0.28352031111717224,0.6639045476913452,0.22653435170650482,0.21038421988487244,0.23586323857307434
who,0.9999998807907104,0.34038686752319336,0.20138677954673767,0.2808656096458435,0.1501600444316864,0.278854638338089,0.3311324119567871,0.3282766342163086,0.26220351457595825
