,how,many,major,ice,ages,have,occurred,?
since,0.2347431182861328,0.34386345744132996,0.2333841770887375,0.16192100942134857,0.2670823037624359,0.47784632444381714,0.3165947198867798,0.2876587212085724
approximately,0.17167454957962036,0.2855706214904785,0.16224710643291473,0.15655319392681122,0.19268423318862915,0.2647372782230377,0.29432645440101624,0.10237617790699005
"600,000",0.13321542739868164,0.034243207424879074,-0.05794437974691391,0.07043095678091049,0.08865704387426376,0.08937150239944458,0.0003281458339188248,0.11965212970972061
years,0.21949264407157898,0.2731519937515259,0.18502649664878845,0.20277342200279236,0.3761079013347626,0.31441381573677063,0.2884273827075958,0.1914375126361847
ago,0.3028433620929718,0.2954115867614746,0.12923118472099304,0.25471147894859314,0.3802117109298706,0.4005337059497833,0.33160001039505005,0.2202194780111313
",",0.22659391164779663,0.40610817074775696,0.29355156421661377,0.23877936601638794,0.20853061974048615,0.3541618287563324,0.28958946466445923,0.31091248989105225
six,0.20644865930080414,0.37673795223236084,0.17684394121170044,0.14045478403568268,0.1257263720035553,0.32482776045799255,0.11326505243778229,0.15298804640769958
major,0.12500809133052826,0.2907782793045044,0.9999998807907104,0.16575108468532562,0.1106913611292839,0.2512233257293701,0.28098589181900024,0.19788557291030884
ice,0.14110125601291656,0.15841805934906006,0.16575108468532562,1.0000001192092896,0.25899574160575867,0.18945515155792236,0.15090397000312805,0.1261633038520813
ages,0.2198406457901001,0.25978216528892517,0.1106913611292839,0.25899574160575867,1.0,0.23925703763961792,0.20791912078857422,0.16701677441596985
have,0.4370637536048889,0.5841760635375977,0.2512233257293701,0.18945515155792236,0.23925703763961792,0.9999999403953552,0.2891860902309418,0.32991164922714233
occurred,0.11476008594036102,0.24568422138690948,0.28098589181900024,0.15090397000312805,0.20791912078857422,0.2891860902309418,1.0000001192092896,0.15880417823791504
",",0.22659391164779663,0.40610817074775696,0.29355156421661377,0.23877936601638794,0.20853061974048615,0.3541618287563324,0.28958946466445923,0.31091248989105225
in,0.2601168751716614,0.41474202275276184,0.3249945342540741,0.18398158252239227,0.23238429427146912,0.36843645572662354,0.3479720652103424,0.20430970191955566
which,0.4852597713470459,0.5168171525001526,0.31470122933387756,0.18831948935985565,0.24161876738071442,0.49652695655822754,0.272514283657074,0.25814583897590637
sea,0.16549281775951385,0.26365554332733154,0.19465169310569763,0.21768063306808472,0.19491682946681976,0.19277073442935944,0.1577189564704895,0.15551945567131042
level,0.27169108390808105,0.2278956174850464,0.19781681895256042,0.1979951411485672,0.20934328436851501,0.28482067584991455,0.17505086958408356,0.20528386533260345
dropped,0.16252435743808746,0.19452723860740662,0.15061190724372864,0.17559555172920227,0.11209046840667725,0.22089305520057678,0.24009934067726135,0.1272711455821991
120,-0.09803985804319382,0.09909407794475555,0.04430018737912178,0.028560196980834007,-0.01717783510684967,0.07142698019742966,0.08374196290969849,0.01702505350112915
m,0.17182649672031403,0.12594686448574066,0.08867603540420532,0.13973326981067657,0.07715031504631042,0.20152926445007324,0.09237901866436005,0.2618667185306549
(,0.1676948219537735,0.1455259770154953,0.19543711841106415,0.15635322034358978,0.12247484177350998,0.23072676360607147,0.19396212697029114,0.40561532974243164
390,-0.0557670034468174,-0.06503859162330627,-0.03062831424176693,-0.12023784965276718,-0.009652163833379745,-0.12490401417016983,-0.04967009276151657,-0.01989002525806427
ft,0.17820364236831665,0.11918210983276367,0.1231100782752037,0.2022547423839569,0.1601925641298294,0.18515881896018982,0.08027248084545135,0.17776548862457275
),0.17939934134483337,0.16602720320224762,0.17611342668533325,0.17562104761600494,0.1207399070262909,0.22866283357143402,0.18716245889663696,0.42300865054130554
and,0.33647966384887695,0.5296266674995422,0.29795366525650024,0.22802209854125977,0.2643369138240814,0.4711785912513733,0.21147121489048004,0.20544172823429108
much,0.46556615829467773,0.4752063453197479,0.18500027060508728,0.16813361644744873,0.24698106944561005,0.440376877784729,0.22361533343791962,0.23442231118679047
of,0.2480744868516922,0.37253960967063904,0.2641255557537079,0.18215686082839966,0.27638155221939087,0.3802283704280853,0.31296631693840027,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.31775903701782227,0.22322975099086761,0.28271523118019104,0.40389683842658997,0.3372073173522949,0.22068053483963013
continental,0.15223024785518646,0.21569006145000458,0.2769108712673187,0.34066471457481384,0.18426960706710815,0.18049576878547668,0.1914653778076172,0.1410352885723114
margins,0.21518346667289734,0.22890155017375946,0.2523611783981323,0.20865274965763092,0.17653261125087738,0.3013715445995331,0.240232914686203,0.1765999048948288
became,0.10954522341489792,0.25642040371894836,0.156279057264328,0.11179928481578827,0.19466184079647064,0.16746708750724792,0.16640445590019226,0.11374033987522125
exposed,0.257943719625473,0.24222388863563538,0.11235909909009933,0.20885194838047028,0.16527456045150757,0.2760770618915558,0.269136905670166,0.12477970123291016
.,0.3287222981452942,0.3974229395389557,0.3054012954235077,0.22156640887260437,0.26537013053894043,0.41614407300949097,0.2029680609703064,0.4130953550338745
