,what,has,lately,been,being,viewed,as,a,fundamental,status,of,member,state,nationals,by,the,court,of,justice,?
citizenship,0.1877845823764801,0.20362171530723572,0.16301897168159485,0.19417646527290344,0.2006836235523224,0.13515347242355347,0.1715167760848999,0.2107829451560974,0.1999475508928299,0.36607974767684937,0.18816404044628143,0.20415431261062622,0.21588659286499023,0.39484456181526184,0.139387309551239,0.2318112701177597,0.2637313902378082,0.18816404044628143,0.2564123570919037,0.16738474369049072
of,0.33290785551071167,0.3909035325050354,0.13889256119728088,0.31685134768486023,0.34885138273239136,0.27454227209091187,0.3886612355709076,0.5052502155303955,0.35164782404899597,0.20139996707439423,1.0,0.2701796889305115,0.34253445267677307,0.24342390894889832,0.3646814823150635,0.733189046382904,0.28835242986679077,1.0,0.2658293545246124,0.1826142966747284
the,0.42745697498321533,0.4177538752555847,0.24224260449409485,0.3563927710056305,0.419739305973053,0.34172287583351135,0.48381632566452026,0.5829201340675354,0.3078918755054474,0.23601171374320984,0.733189046382904,0.2806392312049866,0.3097178041934967,0.3011862337589264,0.4408751428127289,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.22068053483963013
eu,0.15409135818481445,0.13703566789627075,0.13746869564056396,0.09499514847993851,0.1195717304944992,0.09883146733045578,0.13827164471149445,0.13932566344738007,0.11398086696863174,0.16539335250854492,0.1579294353723526,0.2245567888021469,0.18008030951023102,0.23998968303203583,0.07193604856729507,0.14126400649547577,0.16374509036540985,0.1579294353723526,0.1179259717464447,0.21586786210536957
has,0.20338068902492523,1.0,0.3415859043598175,0.6162750124931335,0.41100069880485535,0.20122046768665314,0.351646363735199,0.4670248031616211,0.21495762467384338,0.2253449559211731,0.3909035325050354,0.2241092026233673,0.1870960146188736,0.19882585108280182,0.3254803419113159,0.4177538752555847,0.18286947906017303,0.3909035325050354,0.09370297193527222,0.15994466841220856
increasingly,0.19974569976329803,0.2991989254951477,0.3610911965370178,0.3773781657218933,0.3699547052383423,0.2925545573234558,0.3422496020793915,0.2660232484340668,0.2680479884147644,0.20700806379318237,0.2953035831451416,0.1654476374387741,0.18632417917251587,0.2518001198768616,0.2621919810771942,0.3152945339679718,0.12108694761991501,0.2953035831451416,0.14631465077400208,0.059327382594347
been,0.2567804455757141,0.6162750124931335,0.5327660441398621,0.9999998807907104,0.5641041994094849,0.23473228514194489,0.3975982367992401,0.3315402865409851,0.21263331174850464,0.30870041251182556,0.31685134768486023,0.23737095296382904,0.18701127171516418,0.24013221263885498,0.39107078313827515,0.3563927710056305,0.18017660081386566,0.31685134768486023,0.10145774483680725,0.24354910850524902
seen,0.3087027072906494,0.2517690062522888,0.25504520535469055,0.39163878560066223,0.331965833902359,0.5360220670700073,0.35132327675819397,0.26090866327285767,0.22507737576961517,0.16903135180473328,0.28639769554138184,0.1691209226846695,0.12760451436042786,0.08773057162761688,0.22616511583328247,0.3442007005214691,0.13365212082862854,0.28639769554138184,0.18855257332324982,0.2567344307899475
as,0.31749409437179565,0.351646363735199,0.302381694316864,0.3975982367992401,0.46524563431739807,0.2334030270576477,1.0,0.39550232887268066,0.25208237767219543,0.26448342204093933,0.3886612355709076,0.2264706939458847,0.26851922273635864,0.18972304463386536,0.3815547823905945,0.48381632566452026,0.17202796041965485,0.3886612355709076,0.17992214858531952,0.27043893933296204
a,0.3320399522781372,0.4670248031616211,0.2669309377670288,0.3315402865409851,0.3727131485939026,0.22637882828712463,0.39550232887268066,1.0,0.2387043535709381,0.28739041090011597,0.5052502155303955,0.24081070721149445,0.25097307562828064,0.17393745481967926,0.32094135880470276,0.5829201340675354,0.23624834418296814,0.5052502155303955,0.20230674743652344,0.23916715383529663
``,0.008517155423760414,0.06254398077726364,0.03847823664546013,0.006640665698796511,0.0027407517191022635,-0.08494077622890472,0.03910288214683533,0.07272057235240936,0.0786387175321579,0.03250358626246452,0.06780257821083069,0.0971653014421463,0.041566602885723114,0.0573795884847641,-0.030704375356435776,0.029072100296616554,0.041694171726703644,0.06780257821083069,0.009855320677161217,0.0685480609536171
fundamental,0.35305243730545044,0.21495762467384338,0.1652338057756424,0.21263331174850464,0.26445427536964417,0.24263545870780945,0.25208237767219543,0.2387043535709381,0.9999998807907104,0.177342027425766,0.35164782404899597,0.1664750576019287,0.27123555541038513,0.17586533725261688,0.18510517477989197,0.3078918755054474,0.2298780083656311,0.35164782404899597,0.2509665787220001,0.2011919468641281
'',0.08143015950918198,0.004576915875077248,-0.08374170958995819,-0.031851496547460556,-0.015289289876818657,0.09397447109222412,0.006628023460507393,0.04890415817499161,-0.03527648746967316,-0.040966056287288666,0.13035868108272552,0.012968800030648708,-0.007484397850930691,-0.03741645812988281,-0.010275691747665405,0.041273195296525955,0.02976340800523758,0.13035868108272552,0.007334704976528883,0.018684765323996544
status,0.1975356787443161,0.2253449559211731,0.2399720400571823,0.30870041251182556,0.2988210916519165,0.10275129973888397,0.26448342204093933,0.28739041090011597,0.177342027425766,1.0000001192092896,0.20139996707439423,0.15695522725582123,0.20192699134349823,0.13873562216758728,0.13759160041809082,0.23601171374320984,0.16724416613578796,0.20139996707439423,0.17852358520030975,0.16403266787528992
of,0.33290785551071167,0.3909035325050354,0.13889256119728088,0.31685134768486023,0.34885138273239136,0.27454227209091187,0.3886612355709076,0.5052502155303955,0.35164782404899597,0.20139996707439423,1.0,0.2701796889305115,0.34253445267677307,0.24342390894889832,0.3646814823150635,0.733189046382904,0.28835242986679077,1.0,0.2658293545246124,0.1826142966747284
