,in,2009,",",what,did,citadel,communications,rebrand,it,'s,abc,radio,brand,as,?
on,0.46853652596473694,-0.13349726796150208,0.49057599902153015,0.34226128458976746,0.2670976221561432,0.14222252368927002,0.2067214697599411,0.23860397934913635,0.4529881477355957,0.0026888418942689896,0.2862928807735443,0.2590620815753937,0.1868440955877304,0.36047765612602234,0.2714994251728058
april,0.2882915735244751,-0.21031853556632996,0.4403347671031952,0.21502700448036194,0.2925565242767334,0.17511743307113647,0.18336191773414612,0.3205166757106781,0.2359078824520111,-0.05799118056893349,0.1727592945098877,0.19789619743824005,0.18435807526111603,0.24483075737953186,0.25704094767570496
2,0.01447046548128128,0.035990845412015915,-0.08638399094343185,-0.049862053245306015,-0.044790901243686676,-0.0020497546065598726,-0.007869325578212738,-0.07287439703941345,-0.0016379877924919128,0.10492397099733353,0.055081967264413834,0.03771408647298813,-0.08435310423374176,-0.038299113512039185,0.001977203879505396
",",0.5201468467712402,-0.3093184232711792,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.23002493381500244,0.26378148794174194,0.3057785630226135,0.48329564929008484,-0.0016132977325469255,0.2097204476594925,0.25251123309135437,0.26502054929733276,0.48816442489624023,0.31091248989105225
2009,-0.28531888127326965,1.0,-0.3093184232711792,-0.2519478499889374,-0.20252078771591187,-0.21583014726638794,-0.2159685641527176,-0.19224438071250916,-0.21858705580234528,-0.02547297812998295,-0.07355155050754547,-0.0887259691953659,-0.1164165660738945,-0.22543197870254517,-0.2287932187318802
",",0.5201468467712402,-0.3093184232711792,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.23002493381500244,0.26378148794174194,0.3057785630226135,0.48329564929008484,-0.0016132977325469255,0.2097204476594925,0.25251123309135437,0.26502054929733276,0.48816442489624023,0.31091248989105225
citadel,0.2481575608253479,-0.21583014726638794,0.23002493381500244,0.1670060008764267,0.16594411432743073,0.9999998807907104,0.22690147161483765,0.20457866787910461,0.16648316383361816,-0.0639030709862709,0.18961970508098602,0.2314298003911972,0.116059310734272,0.17886707186698914,0.11120149493217468
communications,0.1869867891073227,-0.2159685641527176,0.26378148794174194,0.18950708210468292,0.18106533586978912,0.22690147161483765,1.0000001192092896,0.29013705253601074,0.228888139128685,0.06583338230848312,0.25629571080207825,0.43149295449256897,0.13256549835205078,0.21684150397777557,0.09561901539564133
announced,0.2528248429298401,-0.10238838195800781,0.23036719858646393,0.09249057620763779,0.2690480351448059,0.14257554709911346,0.17310170829296112,0.4600519835948944,0.15299035608768463,-0.056355372071266174,0.20444560050964355,0.15069566667079926,0.29518893361091614,0.2025703489780426,0.17416009306907654
that,0.435920387506485,-0.29959365725517273,0.4137537479400635,0.6297725439071655,0.47518548369407654,0.13222801685333252,0.23374158143997192,0.2518446445465088,0.5921133160591125,0.04397977516055107,0.17440107464790344,0.13973630964756012,0.20620881021022797,0.4735107421875,0.32716336846351624
