,how,long,would,the,astronauts,be,project,to,be,able,to,stay,on,the,moon,for,in,the,latter,missions,?
nasa,0.20395343005657196,0.16636423766613007,0.17299184203147888,0.19786997139453888,0.5660800933837891,0.22388871014118195,0.32825255393981934,0.21193136274814606,0.22388871014118195,0.20226995646953583,0.21193136274814606,0.11404182016849518,0.18220403790473938,0.19786997139453888,0.47473642230033875,0.17481353878974915,0.15705716609954834,0.19786997139453888,0.020979018881917,0.38373640179634094,0.1809994876384735
publicized,0.2435813993215561,0.17640915513038635,0.30993205308914185,0.24207065999507904,0.14616890251636505,0.29899805784225464,0.2043927013874054,0.2407313734292984,0.29899805784225464,0.22868521511554718,0.2407313734292984,0.19644585251808167,0.3009190261363983,0.24207065999507904,0.1323600858449936,0.3097778558731079,0.26262861490249634,0.24207065999507904,0.2071288824081421,0.1696508228778839,0.2513439953327179
a,0.29312583804130554,0.3795371353626251,0.398599237203598,0.5829201340675354,0.14729517698287964,0.39883795380592346,0.2328382134437561,0.45503583550453186,0.39883795380592346,0.2874686121940613,0.45503583550453186,0.27986037731170654,0.3848365545272827,0.5829201340675354,0.23150557279586792,0.44038116931915283,0.539380669593811,0.5829201340675354,0.2740139961242676,0.2459585964679718,0.23916715383529663
preliminary,0.23863980174064636,0.10510899871587753,0.2671206593513489,0.3177361786365509,0.15755745768547058,0.22140838205814362,0.17630282044410706,0.23860976099967957,0.22140838205814362,0.23489171266555786,0.23860976099967957,0.06649751216173172,0.2922118604183197,0.3177361786365509,0.18187563121318817,0.21859794855117798,0.23688168823719025,0.3177361786365509,0.22415678203105927,0.25550854206085205,0.1416303664445877
list,0.1892312467098236,0.08047770708799362,0.1953110247850418,0.2863321602344513,0.07614865899085999,0.2599433958530426,0.19705384969711304,0.17417719960212708,0.2599433958530426,0.1648063361644745,0.17417719960212708,0.1179632842540741,0.18396662175655365,0.2863321602344513,0.08568307012319565,0.254395067691803,0.2799903452396393,0.2863321602344513,0.10756926983594894,0.15603533387184143,0.23630984127521515
of,0.2480744868516922,0.2567519545555115,0.3353942930698395,0.733189046382904,0.16999632120132446,0.33904364705085754,0.17578177154064178,0.41548454761505127,0.33904364705085754,0.23883962631225586,0.41548454761505127,0.20201723277568817,0.3966929316520691,0.733189046382904,0.18815091252326965,0.4185989499092102,0.5696388483047485,0.733189046382904,0.34553682804107666,0.2598918080329895,0.1826142966747284
eight,0.222213014960289,0.2646406590938568,0.18951989710330963,0.34254369139671326,0.16218502819538116,0.19129732251167297,0.06502918154001236,0.22227223217487335,0.19129732251167297,0.17541785538196564,0.22227223217487335,0.2063824087381363,0.3176155984401703,0.34254369139671326,0.17428962886333466,0.33149853348731995,0.3002670109272003,0.34254369139671326,0.08112996816635132,0.2043253481388092,0.11634626984596252
more,0.4319567084312439,0.261990487575531,0.446984201669693,0.39758381247520447,0.2069963961839676,0.5445363521575928,0.2288227528333664,0.47084665298461914,0.5445363521575928,0.39631301164627075,0.47084665298461914,0.30020037293434143,0.37351730465888977,0.39758381247520447,0.17048397660255432,0.3891189992427826,0.32563260197639465,0.39758381247520447,0.2578842043876648,0.22517609596252441,0.27894994616508484
planned,0.16940928995609283,0.16768255829811096,0.3900475800037384,0.3010992109775543,0.21426841616630554,0.2403009980916977,0.3373391628265381,0.309917151927948,0.2403009980916977,0.35152024030685425,0.309917151927948,0.19491243362426758,0.25307971239089966,0.3010992109775543,0.18595750629901886,0.21071262657642365,0.2658644914627075,0.3010992109775543,0.138623908162117,0.35098007321357727,0.16188396513462067
landing,0.09343604743480682,0.1756637990474701,0.22148221731185913,0.24055521190166473,0.37027326226234436,0.15964607894420624,0.18963196873664856,0.27316537499427795,0.15964607894420624,0.1731346696615219,0.27316537499427795,0.16848605871200562,0.31166619062423706,0.24055521190166473,0.3334655165672302,0.23171500861644745,0.2088729292154312,0.24055521190166473,0.08534643799066544,0.3587879240512848,0.11133739352226257
sites,0.19174741208553314,0.12227728217840195,0.19204260408878326,0.2751152217388153,0.14439696073532104,0.21782228350639343,0.21401406824588776,0.2365284264087677,0.21782228350639343,0.11831502616405487,0.2365284264087677,0.18513353168964386,0.29455098509788513,0.2751152217388153,0.13375431299209595,0.23407870531082153,0.2618137300014496,0.2751152217388153,0.07670709490776062,0.2307382971048355,0.20032718777656555
",",0.22659391164779663,0.3431144952774048,0.32586824893951416,0.4933079481124878,0.23683924973011017,0.39254459738731384,0.24875426292419434,0.44245919585227966,0.39254459738731384,0.28725793957710266,0.44245919585227966,0.2502226233482361,0.49057599902153015,0.4933079481124878,0.18567080795764923,0.4464869201183319,0.5201468467712402,0.4933079481124878,0.2972133159637451,0.2626538574695587,0.31091248989105225
with,0.3525622487068176,0.289187490940094,0.38372042775154114,0.4223487675189972,0.18919897079467773,0.36101722717285156,0.19682161509990692,0.4239959120750427,0.36101722717285156,0.3051167130470276,0.4239959120750427,0.23592089116573334,0.40749499201774597,0.4223487675189972,0.20192916691303253,0.39140474796295166,0.4080928862094879,0.4223487675189972,0.2930402457714081,0.21365633606910706,0.2433311939239502
plans,0.28180965781211853,0.1605740338563919,0.4360422194004059,0.30240729451179504,0.19649675488471985,0.23376253247261047,0.37356048822402954,0.367337167263031,0.23376253247261047,0.29712972044944763,0.367337167263031,0.24349236488342285,0.2303745299577713,0.30240729451179504,0.18154370784759521,0.2815955877304077,0.24845264852046967,0.30240729451179504,0.12168247252702713,0.34980687499046326,0.13513131439685822
to,0.44169697165489197,0.30218687653541565,0.5965728163719177,0.535392165184021,0.22723354399204254,0.4972836375236511,0.28750085830688477,1.0,0.4972836375236511,0.529755175113678,1.0,0.39492106437683105,0.41031414270401,0.535392165184021,0.17707908153533936,0.4451248347759247,0.45010748505592346,0.535392165184021,0.283441424369812,0.29123765230178833,0.29463258385658264
increase,0.29766717553138733,0.18823441863059998,0.29228541254997253,0.32049667835235596,0.0720108151435852,0.3498366177082062,0.1567145138978958,0.3378143310546875,0.3498366177082062,0.294384241104126,0.3378143310546875,0.24672676622867584,0.20996718108654022,0.32049667835235596,0.14508390426635742,0.26647913455963135,0.25893163681030273,0.32049667835235596,0.19365595281124115,0.14282995462417603,0.11119163036346436
the,0.33890387415885925,0.3075225353240967,0.4133751392364502,1.0,0.197182759642601,0.4248143136501312,0.2027820199728012,0.535392165184021,0.4248143136501312,0.3435857892036438,0.535392165184021,0.2869375944137573,0.5107308030128479,1.0,0.23613092303276062,0.4739971458911896,0.6662389636039734,1.0,0.37523433566093445,0.26288601756095886,0.22068053483963013
mass,0.28030452132225037,0.1853640228509903,0.20805642008781433,0.2284930944442749,0.17885923385620117,0.2344316840171814,0.1343781054019928,0.20907121896743774,0.2344316840171814,0.12188175320625305,0.20907121896743774,0.06726700812578201,0.18456357717514038,0.2284930944442749,0.21396735310554504,0.18664062023162842,0.1766357719898224,0.2284930944442749,0.16018187999725342,0.15414763987064362,0.2076406031847
of,0.2480744868516922,0.2567519545555115,0.3353942930698395,0.733189046382904,0.16999632120132446,0.33904364705085754,0.17578177154064178,0.41548454761505127,0.33904364705085754,0.23883962631225586,0.41548454761505127,0.20201723277568817,0.3966929316520691,0.733189046382904,0.18815091252326965,0.4185989499092102,0.5696388483047485,0.733189046382904,0.34553682804107666,0.2598918080329895,0.1826142966747284
the,0.33890387415885925,0.3075225353240967,0.4133751392364502,1.0,0.197182759642601,0.4248143136501312,0.2027820199728012,0.535392165184021,0.4248143136501312,0.3435857892036438,0.535392165184021,0.2869375944137573,0.5107308030128479,1.0,0.23613092303276062,0.4739971458911896,0.6662389636039734,1.0,0.37523433566093445,0.26288601756095886,0.22068053483963013
csm,0.1352749764919281,0.1731119602918625,0.11080329865217209,0.15609420835971832,0.4205564856529236,0.08854403346776962,0.24330978095531464,0.11701257526874542,0.08854403346776962,0.0801301822066307,0.11701257526874542,0.144600048661232,0.19010058045387268,0.15609420835971832,0.3297808766365051,0.235806405544281,0.15355633199214935,0.15609420835971832,0.15093664824962616,0.4198499023914337,0.19925744831562042
and,0.33647966384887695,0.3395216166973114,0.34921059012413025,0.5171257257461548,0.20313000679016113,0.41766801476478577,0.23249590396881104,0.48971283435821533,0.41766801476478577,0.3303895890712738,0.48971283435821533,0.279899924993515,0.4077630043029785,0.5171257257461548,0.2018347829580307,0.5064792633056641,0.4954058527946472,0.5171257257461548,0.30753543972969055,0.2856438457965851,0.20544172823429108
lm,0.21407321095466614,0.20099112391471863,0.20394809544086456,0.25534775853157043,0.3122303783893585,0.23948977887630463,0.23349416255950928,0.17625956237316132,0.23948977887630463,0.20350174605846405,0.17625956237316132,0.12911935150623322,0.21269403398036957,0.25534775853157043,0.3554265797138214,0.1800963282585144,0.14918769896030426,0.25534775853157043,0.1901111751794815,0.27608075737953186,0.2270602136850357
