,on,what,date,did,the,nfl,announce,that,coldplay,would,headline,the,halftime,show,?
on,0.9999999403953552,0.34226128458976746,0.21806180477142334,0.2670976221561432,0.5107308030128479,0.18523651361465454,0.24828478693962097,0.42569106817245483,0.328664094209671,0.35589995980262756,0.29417407512664795,0.5107308030128479,0.3158947825431824,0.3708709180355072,0.2714994251728058
december,0.3479952812194824,0.19304980337619781,0.22934013605117798,0.2542226016521454,0.23266014456748962,0.22146667540073395,0.2496168464422226,0.19844987988471985,0.2084771692752838,0.25468385219573975,0.25880977511405945,0.23266014456748962,0.2653212547302246,0.16255268454551697,0.2480352818965912
3,0.08950094133615494,0.04473085701465607,0.10526476800441742,0.0008236956200562418,0.06283142417669296,0.03441718593239784,0.10071069747209549,0.028775349259376526,0.06806442886590958,0.05846809968352318,0.020838618278503418,0.06283142417669296,-0.006238441448658705,0.08022107928991318,0.005975271109491587
",",0.49057599902153015,0.3087472915649414,0.2279704213142395,0.3015086054801941,0.4933079481124878,0.18939071893692017,0.19437241554260254,0.4137537479400635,0.27876466512680054,0.32586824893951416,0.24134214222431183,0.4933079481124878,0.3626100420951843,0.31928569078445435,0.31091248989105225
the,0.5107308030128479,0.42745697498321533,0.25333094596862793,0.34736719727516174,1.0,0.15305201709270477,0.2190934419631958,0.5473989248275757,0.2809646725654602,0.4133751392364502,0.25353825092315674,1.0,0.31780552864074707,0.319829523563385,0.22068053483963013
league,0.14781074225902557,0.16616638004779816,0.11249325424432755,0.17557655274868011,0.2724147439002991,0.3908804953098297,0.1374533772468567,0.17157399654388428,0.2141457498073578,0.15430445969104767,0.14147624373435974,0.2724147439002991,0.35396119952201843,0.14750854671001434,0.15941482782363892
confirmed,0.2786523103713989,0.1880883276462555,0.2540722191333771,0.23830153048038483,0.2951974868774414,0.12387525290250778,0.4255163073539734,0.3167957365512848,0.20357553660869598,0.30726590752601624,0.08126429468393326,0.2951974868774414,0.1671355962753296,0.24821922183036804,0.20580808818340302
that,0.42569106817245483,0.6297725439071655,0.22681793570518494,0.47518548369407654,0.5473989248275757,0.15213505923748016,0.2828746736049652,1.0,0.25482890009880066,0.5895259380340576,0.21548137068748474,0.5473989248275757,0.255509614944458,0.3486354649066925,0.32716336846351624
the,0.5107308030128479,0.42745697498321533,0.25333094596862793,0.34736719727516174,1.0,0.15305201709270477,0.2190934419631958,0.5473989248275757,0.2809646725654602,0.4133751392364502,0.25353825092315674,1.0,0.31780552864074707,0.319829523563385,0.22068053483963013
show,0.3708709180355072,0.29653704166412354,0.1436663717031479,0.1697595715522766,0.319829523563385,0.24226103723049164,0.2691350281238556,0.3486354649066925,0.28030601143836975,0.23511441051959991,0.2563035190105438,0.319829523563385,0.3664279878139496,0.9999999403953552,0.2520138621330261
would,0.35589995980262756,0.45766422152519226,0.2108781337738037,0.6268245577812195,0.4133751392364502,0.16166402399539948,0.390288382768631,0.5895259380340576,0.25914010405540466,1.0000001192092896,0.287750780582428,0.4133751392364502,0.2520970106124878,0.23511441051959991,0.37178951501846313
be,0.37900757789611816,0.3929833769798279,0.26916593313217163,0.22657383978366852,0.4248143136501312,0.12418080866336823,0.1575320065021515,0.6036020517349243,0.24400204420089722,0.5202695727348328,0.1984691321849823,0.4248143136501312,0.23832185566425323,0.29246196150779724,0.3324260413646698
headlined,0.32002466917037964,0.20502004027366638,0.2291027158498764,0.2925143241882324,0.2894550859928131,0.24970784783363342,0.2876976430416107,0.25257185101509094,0.3842167556285858,0.34287533164024353,0.9197332859039307,0.2894550859928131,0.4387337267398834,0.2542087435722351,0.26601076126098633
by,0.33887791633605957,0.2455483376979828,0.1930214762687683,0.18574509024620056,0.4408751428127289,0.12338410317897797,0.208219975233078,0.37496164441108704,0.24783064424991608,0.28394925594329834,0.1672752946615219,0.4408751428127289,0.3021155297756195,0.2779667377471924,0.17966607213020325
the,0.5107308030128479,0.42745697498321533,0.25333094596862793,0.34736719727516174,1.0,0.15305201709270477,0.2190934419631958,0.5473989248275757,0.2809646725654602,0.4133751392364502,0.25353825092315674,1.0,0.31780552864074707,0.319829523563385,0.22068053483963013
british,0.19917237758636475,0.19255435466766357,0.12958155572414398,0.2039594054222107,0.28973397612571716,0.14922995865345,0.1416972130537033,0.19530552625656128,0.26313239336013794,0.22893008589744568,0.10839182883501053,0.28973397612571716,0.15968884527683258,0.23710712790489197,0.09711728990077972
rock,0.22499562799930573,0.1923677921295166,0.16633594036102295,0.12287086248397827,0.23786304891109467,0.16972115635871887,0.1734553575515747,0.2285659909248352,0.427010715007782,0.16947536170482635,0.19838333129882812,0.23786304891109467,0.4056971073150635,0.2837616503238678,0.13172835111618042
group,0.22796137630939484,0.2114069163799286,0.09598951041698456,0.13719572126865387,0.30795547366142273,0.17381416261196136,0.18209445476531982,0.3089635670185089,0.21840617060661316,0.15431860089302063,0.14181464910507202,0.30795547366142273,0.1973573863506317,0.24681155383586884,0.13827809691429138
coldplay,0.328664094209671,0.23672455549240112,0.18712574243545532,0.2094622254371643,0.2809646725654602,0.23864684998989105,0.2832944691181183,0.25482890009880066,0.9999998807907104,0.25914010405540466,0.3748598098754883,0.2809646725654602,0.5025559067726135,0.28030601143836975,0.2499987930059433
.,0.49257001280784607,0.3567904531955719,0.2508279085159302,0.35288307070732117,0.5934505462646484,0.1964210718870163,0.16922476887702942,0.4460422694683075,0.2623732089996338,0.35067233443260193,0.22271622717380524,0.5934505462646484,0.33941835165023804,0.3016606271266937,0.4130953550338745
