,when,was,the,brotherhood,first,banned,in,egypt,?
the,0.5091903209686279,0.48711544275283813,1.0,0.2368839830160141,0.49448907375335693,0.2399827241897583,0.6662389636039734,0.2536296546459198,0.22068053483963013
brotherhood,0.18140225112438202,0.2586901783943176,0.2368839830160141,0.9999998807907104,0.20623721182346344,0.17601275444030762,0.15295812487602234,0.29069802165031433,0.1117945984005928
has,0.34538573026657104,0.40313825011253357,0.4177538752555847,0.1387953758239746,0.28288596868515015,0.21674612164497375,0.4173259735107422,0.142277792096138,0.15994466841220856
suffered,0.20446106791496277,0.3911045491695404,0.2558774948120117,0.12241793423891068,0.15030449628829956,0.22978085279464722,0.277639776468277,0.10635804384946823,0.08963493257761002
periodic,0.28830569982528687,0.10301759839057922,0.19889336824417114,0.16967469453811646,0.1892646700143814,0.15814028680324554,0.181335911154747,0.18894706666469574,0.18325947225093842
repression,0.24176426231861115,0.1739942580461502,0.2660033702850342,0.2774866223335266,0.12875966727733612,0.1960306465625763,0.237940713763237,0.24818719923496246,0.10929548740386963
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.15295812487602234,0.4127444326877594,0.2067507654428482,1.0,0.21889975666999817,0.20430970191955566
egypt,0.2453436702489853,0.20915520191192627,0.2536296546459198,0.29069802165031433,0.17154313623905182,0.11283917725086212,0.21889975666999817,1.0,0.17769601941108704
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.26239755749702454,0.3167642652988434,0.23775780200958252,0.4954058527946472,0.25949424505233765,0.20544172823429108
has,0.34538573026657104,0.40313825011253357,0.4177538752555847,0.1387953758239746,0.28288596868515015,0.21674612164497375,0.4173259735107422,0.142277792096138,0.15994466841220856
been,0.3339833617210388,0.518218457698822,0.3563927710056305,0.18361805379390717,0.32745984196662903,0.367728054523468,0.3515113592147827,0.26431670784950256,0.24354910850524902
banned,0.2323741614818573,0.29364562034606934,0.2399827241897583,0.17601275444030762,0.24026508629322052,1.0000001192092896,0.2067507654428482,0.11283917725086212,0.3147534728050232
several,0.306964635848999,0.25396689772605896,0.40559855103492737,0.12614615261554718,0.2748492956161499,0.23172591626644135,0.39405709505081177,0.16917847096920013,0.15595775842666626
times,0.3857055902481079,0.2859917879104614,0.29093852639198303,0.17459113895893097,0.2957541346549988,0.16912208497524261,0.2427823841571808,0.18824434280395508,0.18880689144134521
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.21324464678764343,0.34503069519996643,0.2839822471141815,0.5201468467712402,0.2490617334842682,0.31091248989105225
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.15295812487602234,0.4127444326877594,0.2067507654428482,1.0,0.21889975666999817,0.20430970191955566
1948,0.06069455295801163,0.0053139738738536835,0.02564479038119316,-0.10566913336515427,0.10661962628364563,0.0015932288952171803,0.07071642577648163,-0.044884514063596725,-0.10648800432682037
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.26239755749702454,0.3167642652988434,0.23775780200958252,0.4954058527946472,0.25949424505233765,0.20544172823429108
several,0.306964635848999,0.25396689772605896,0.40559855103492737,0.12614615261554718,0.2748492956161499,0.23172591626644135,0.39405709505081177,0.16917847096920013,0.15595775842666626
years,0.3409145474433899,0.35855233669281006,0.2912273406982422,0.139590784907341,0.2958037853240967,0.2094370573759079,0.33554986119270325,0.2055041790008545,0.1914375126361847
later,0.4627884030342102,0.5684447288513184,0.4060266613960266,0.2529461085796356,0.48412203788757324,0.24354125559329987,0.40857815742492676,0.2376709133386612,0.1417175978422165
following,0.3263498842716217,0.16493390500545502,0.39779382944107056,0.12978851795196533,0.27108168601989746,0.17034871876239777,0.355264812707901,0.19024279713630676,0.1555173695087433
confrontations,0.3199104368686676,0.1558055281639099,0.2676897644996643,0.2983151376247406,0.17080694437026978,0.2604428231716156,0.21016596257686615,0.24426165223121643,0.17149955034255981
with,0.5075214505195618,0.27411898970603943,0.4223487675189972,0.2075371891260147,0.2691199779510498,0.1537388265132904,0.4080928862094879,0.16734418272972107,0.2433311939239502
egyptian,0.16750477254390717,0.22936250269412994,0.22032245993614197,0.2675729990005493,0.18765272200107574,0.07941069453954697,0.145795539021492,0.7541024684906006,0.14169205725193024
president,0.17933911085128784,0.2505730390548706,0.24330610036849976,0.24749596416950226,0.2690713107585907,0.18120606243610382,0.18811661005020142,0.238915354013443,0.14148259162902832
gamal,0.17138300836086273,0.27863478660583496,0.2616388201713562,0.39841392636299133,0.21222011744976044,0.18331684172153473,0.19844909012317657,0.4675314426422119,0.20471271872520447
abdul,0.1311291754245758,0.23105350136756897,0.18942910432815552,0.23487243056297302,0.1976272463798523,0.09581875801086426,0.15162625908851624,0.3170194625854492,0.12218811362981796
nasser,0.17326049506664276,0.23268578946590424,0.3032996952533722,0.3165591359138489,0.2406841367483139,0.18068085610866547,0.24985726177692413,0.49445292353630066,0.1779801845550537
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.21324464678764343,0.34503069519996643,0.2839822471141815,0.5201468467712402,0.2490617334842682,0.31091248989105225
who,0.48282691836357117,0.3318818509578705,0.3733934462070465,0.3251999020576477,0.39065709710121155,0.29423803091049194,0.2792111933231354,0.17025555670261383,0.26220351457595825
jailed,0.21461640298366547,0.3343818485736847,0.20196433365345,0.31591561436653137,0.16818638145923615,0.3773876428604126,0.22133763134479523,0.2283041775226593,0.1851293444633484
thousands,0.2730526328086853,0.12934128940105438,0.2934577763080597,0.1328464299440384,0.18960148096084595,0.222565695643425,0.26048728823661804,0.2910347580909729,0.15520451962947845
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.2067413628101349,0.3536086082458496,0.19701224565505981,0.5696388483047485,0.25414037704467773,0.1826142966747284
members,0.2236606478691101,0.20636706054210663,0.3321719169616699,0.32571232318878174,0.1530320644378662,0.190389946103096,0.196792870759964,0.15711960196495056,0.10212311148643494
for,0.43402108550071716,0.3863949179649353,0.4739971458911896,0.21096177399158478,0.3800288736820221,0.23324309289455414,0.4322226941585541,0.17121455073356628,0.264628142118454
several,0.306964635848999,0.25396689772605896,0.40559855103492737,0.12614615261554718,0.2748492956161499,0.23172591626644135,0.39405709505081177,0.16917847096920013,0.15595775842666626
years,0.3409145474433899,0.35855233669281006,0.2912273406982422,0.139590784907341,0.2958037853240967,0.2094370573759079,0.33554986119270325,0.2055041790008545,0.1914375126361847
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.15035925805568695,0.4345304071903229,0.30050939321517944,0.5591574311256409,0.2821582555770874,0.4130953550338745
