,what,is,another,function,that,primes,have,that,the,number,1,does,not,?
furthermore,0.3921765089035034,0.24921245872974396,0.34355223178863525,0.27675461769104004,0.4716785252094269,0.2031209021806717,0.45638272166252136,0.4716785252094269,0.3401165008544922,0.2646271288394928,-0.2717333137989044,0.3387683629989624,0.4389997124671936,0.28283703327178955
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.18487244844436646,0.4137537479400635,0.29003697633743286,0.3541618287563324,0.4137537479400635,0.4933079481124878,0.2535701394081116,-0.15742997825145721,0.28617382049560547,0.3769696354866028,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2037137746810913,0.5473989248275757,0.22359657287597656,0.40389683842658997,0.5473989248275757,1.0,0.35145696997642517,-0.1554475575685501,0.35928019881248474,0.4310511648654938,0.22068053483963013
prime,0.15586113929748535,0.16680827736854553,0.1532704085111618,0.18293221294879913,0.18163643777370453,0.7104739546775818,0.1710582673549652,0.18163643777370453,0.19960100948810577,0.2556258738040924,-0.17159132659435272,0.19604897499084473,0.12917746603488922,0.11276303976774216
numbers,0.24586999416351318,0.19465886056423187,0.25528380274772644,0.2735985517501831,0.342125803232193,0.47689586877822876,0.31616076827049255,0.342125803232193,0.293011337518692,0.7132124304771423,-0.23353983461856842,0.21437682211399078,0.3080960810184479,0.19297972321510315
have,0.39808809757232666,0.3613572418689728,0.3633967638015747,0.2885133922100067,0.6182622313499451,0.23869918286800385,0.9999999403953552,0.6182622313499451,0.40389683842658997,0.3633861541748047,-0.30716702342033386,0.3709583580493927,0.5619372129440308,0.32991164922714233
several,0.22446060180664062,0.20361857116222382,0.34497004747390747,0.10383283346891403,0.40009650588035583,0.14210693538188934,0.45253247022628784,0.40009650588035583,0.40559855103492737,0.39566636085510254,-0.19409015774726868,0.2083442658185959,0.2652394473552704,0.15595775842666626
properties,0.23360128700733185,0.22585535049438477,0.22127626836299896,0.34778451919555664,0.26040080189704895,0.26104703545570374,0.3099898397922516,0.26040080189704895,0.20062518119812012,0.24457018077373505,-0.16772089898586273,0.2487986534833908,0.30102822184562683,0.12601029872894287
that,0.6297725439071655,0.3995479643344879,0.5273378491401672,0.2751213610172272,1.0,0.30276167392730713,0.6182622313499451,1.0,0.5473989248275757,0.32951247692108154,-0.3131840229034424,0.4764937460422516,0.6600887179374695,0.32716336846351624
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2037137746810913,0.5473989248275757,0.22359657287597656,0.40389683842658997,0.5473989248275757,1.0,0.35145696997642517,-0.1554475575685501,0.35928019881248474,0.4310511648654938,0.22068053483963013
number,0.23046229779720306,0.22390379011631012,0.27583494782447815,0.2177034616470337,0.32951247692108154,0.42379385232925415,0.3633861541748047,0.32951247692108154,0.35145696997642517,1.0,-0.20963284373283386,0.1831183135509491,0.30033785104751587,0.19256845116615295
1,-0.21266892552375793,-0.12491171807050705,-0.2542208731174469,-0.26438140869140625,-0.3131840229034424,-0.25417813658714294,-0.30716702342033386,-0.3131840229034424,-0.1554475575685501,-0.20963284373283386,1.0,-0.24693645536899567,-0.31168678402900696,-0.249979168176651
lacks,0.2592582106590271,0.2925722599029541,0.1620301902294159,0.23814496397972107,0.32242271304130554,0.17914950847625732,0.3914411664009094,0.32242271304130554,0.2201744019985199,0.21114462614059448,-0.23658864200115204,0.35133394598960876,0.3840641975402832,0.22729714214801788
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.18487244844436646,0.4137537479400635,0.29003697633743286,0.3541618287563324,0.4137537479400635,0.4933079481124878,0.2535701394081116,-0.15742997825145721,0.28617382049560547,0.3769696354866028,0.31091248989105225
