,what,form,do,complex,gaussian,integers,have,?
an,0.2821882665157318,0.1558980643749237,0.25865980982780457,0.20319058001041412,0.24944762885570526,0.17268124222755432,0.22897054255008698,0.19793890416622162
example,0.3456268310546875,0.390017569065094,0.3745654821395874,0.32708874344825745,0.3388260006904602,0.3695056736469269,0.39606785774230957,0.30374911427497864
of,0.33290785551071167,0.29600051045417786,0.26150479912757874,0.24271073937416077,0.20860953629016876,0.20153668522834778,0.3802283704280853,0.1826142966747284
such,0.23989605903625488,0.2648303806781769,0.337398886680603,0.31289488077163696,0.19888247549533844,0.2219855636358261,0.42997312545776367,0.17851735651493073
a,0.3320399522781372,0.3088195323944092,0.26237669587135315,0.26552852988243103,0.31786638498306274,0.23136194050312042,0.338716596364975,0.23916715383529663
domain,0.23189613223075867,0.18805667757987976,0.1420706808567047,0.22024831175804138,0.2308049201965332,0.2770127058029175,0.16579259932041168,0.25835999846458435
is,0.28837618231773376,0.3218395411968231,0.30895981192588806,0.2723233699798584,0.23736467957496643,0.2208469957113266,0.3613572418689728,0.22961433231830597
the,0.42745697498321533,0.29286009073257446,0.30239659547805786,0.25326284766197205,0.2510165274143219,0.179725781083107,0.40389683842658997,0.22068053483963013
gaussian,0.23311908543109894,0.26480334997177124,0.15043704211711884,0.23414276540279388,0.9999998807907104,0.3909742534160614,0.21600694954395294,0.15562887489795685
integers,0.2691354751586914,0.22668252885341644,0.30386126041412354,0.31197652220726013,0.3909742534160614,1.0,0.3129357695579529,0.2591196596622467
z,0.17339621484279633,0.17874903976917267,0.18613919615745544,0.179834246635437,0.16869282722473145,0.36366888880729675,0.10846728831529617,0.26213106513023376
[,0.010752761736512184,0.001517741591669619,-0.02353133261203766,0.016558276489377022,-0.009905299171805382,-0.002190983621403575,0.010582555085420609,0.011015460826456547
i,0.4411132335662842,0.18032796680927277,0.39633429050445557,0.23379072546958923,0.18955788016319275,0.2605213224887848,0.3702464699745178,0.4695145785808563
],-0.03775298595428467,-0.04165400192141533,0.019922751933336258,0.02569984458386898,0.026340052485466003,-0.01521531492471695,0.006664168555289507,-0.0022520492784678936
",",0.3087472915649414,0.21805599331855774,0.3283645510673523,0.2636418044567108,0.22914868593215942,0.24003417789936066,0.3541618287563324,0.31091248989105225
that,0.6297725439071655,0.31894639134407043,0.44533252716064453,0.2922951579093933,0.2845584750175476,0.32585978507995605,0.6182622313499451,0.32716336846351624
is,0.28837618231773376,0.3218395411968231,0.30895981192588806,0.2723233699798584,0.23736467957496643,0.2208469957113266,0.3613572418689728,0.22961433231830597
",",0.3087472915649414,0.21805599331855774,0.3283645510673523,0.2636418044567108,0.22914868593215942,0.24003417789936066,0.3541618287563324,0.31091248989105225
the,0.42745697498321533,0.29286009073257446,0.30239659547805786,0.25326284766197205,0.2510165274143219,0.179725781083107,0.40389683842658997,0.22068053483963013
set,0.28954121470451355,0.16487736999988556,0.19593527913093567,0.1980408877134323,0.18206806480884552,0.3044816851615906,0.24742956459522247,0.1698019951581955
of,0.33290785551071167,0.29600051045417786,0.26150479912757874,0.24271073937416077,0.20860953629016876,0.20153668522834778,0.3802283704280853,0.1826142966747284
complex,0.2605343163013458,0.19956687092781067,0.27151036262512207,0.9999998807907104,0.23414276540279388,0.31197652220726013,0.3228512108325958,0.17752902209758759
numbers,0.24586999416351318,0.22903932631015778,0.23637384176254272,0.29111620783805847,0.3261203169822693,0.600300133228302,0.31616076827049255,0.19297972321510315
of,0.33290785551071167,0.29600051045417786,0.26150479912757874,0.24271073937416077,0.20860953629016876,0.20153668522834778,0.3802283704280853,0.1826142966747284
the,0.42745697498321533,0.29286009073257446,0.30239659547805786,0.25326284766197205,0.2510165274143219,0.179725781083107,0.40389683842658997,0.22068053483963013
form,0.15868011116981506,0.9999999403953552,0.23068922758102417,0.19956687092781067,0.26480334997177124,0.22668252885341644,0.3062373399734497,0.1463010311126709
a,0.3320399522781372,0.3088195323944092,0.26237669587135315,0.26552852988243103,0.31786638498306274,0.23136194050312042,0.338716596364975,0.23916715383529663
+,0.1158081665635109,0.1295623481273651,0.1660408228635788,0.16230371594429016,0.22032573819160461,0.36983829736709595,0.2247093915939331,0.2903686463832855
bi,0.16606993973255157,0.16992048919200897,0.15662536025047302,0.16517719626426697,0.19344303011894226,0.2662006616592407,0.21237841248512268,0.19472575187683105
where,0.4457937180995941,0.25177764892578125,0.2949419915676117,0.27347394824028015,0.2555859684944153,0.25714975595474243,0.412650465965271,0.24793872237205505
i,0.4411132335662842,0.18032796680927277,0.39633429050445557,0.23379072546958923,0.18955788016319275,0.2605213224887848,0.3702464699745178,0.4695145785808563
denotes,0.1614694446325302,0.19174505770206451,0.1661146879196167,0.13373102247714996,0.28330832719802856,0.44204965233802795,0.24800054728984833,0.20673853158950806
the,0.42745697498321533,0.29286009073257446,0.30239659547805786,0.25326284766197205,0.2510165274143219,0.179725781083107,0.40389683842658997,0.22068053483963013
imaginary,0.27617505192756653,0.21187980473041534,0.23386161029338837,0.2939923107624054,0.25922614336013794,0.46093133091926575,0.23674696683883667,0.13740995526313782
unit,0.175853431224823,0.15530307590961456,0.10622197389602661,0.16282299160957336,0.2752344012260437,0.27454519271850586,0.1240268126130104,0.09069886058568954
and,0.31309178471565247,0.30469027161598206,0.276123583316803,0.2597591280937195,0.19182267785072327,0.20408035814762115,0.4711785912513733,0.20544172823429108
a,0.3320399522781372,0.3088195323944092,0.26237669587135315,0.26552852988243103,0.31786638498306274,0.23136194050312042,0.338716596364975,0.23916715383529663
and,0.31309178471565247,0.30469027161598206,0.276123583316803,0.2597591280937195,0.19182267785072327,0.20408035814762115,0.4711785912513733,0.20544172823429108
b,0.13329443335533142,0.046570681035518646,0.11020499467849731,0.1228577196598053,0.15799517929553986,0.20893500745296478,0.11620926111936569,0.1975182741880417
are,0.29724663496017456,0.29983413219451904,0.41111594438552856,0.33041873574256897,0.20322203636169434,0.32727017998695374,0.6577680706977844,0.24591213464736938
arbitrary,0.35268616676330566,0.20830632746219635,0.23671799898147583,0.25387507677078247,0.3148779571056366,0.4500592052936554,0.3290140628814697,0.3121265172958374
integers,0.2691354751586914,0.22668252885341644,0.30386126041412354,0.31197652220726013,0.3909742534160614,1.0,0.3129357695579529,0.2591196596622467
