,who,ruined,roussel,de,bailleul,'s,plans,for,an,independent,state,?
roussel,0.2036357969045639,0.18996113538742065,1.0,0.38247039914131165,0.4578646123409271,-0.006470514927059412,0.17010028660297394,0.20539173483848572,0.1227278932929039,0.10760882496833801,0.14302799105644226,0.1813175082206726
de,0.18189555406570435,0.19387394189834595,0.38247039914131165,1.0,0.4910639822483063,0.018396059051156044,0.15426500141620636,0.15479344129562378,0.13640527427196503,0.08398610353469849,0.14118872582912445,0.11064168810844421
bailleul,0.20009438693523407,0.17794269323349,0.4578646123409271,0.4910639822483063,1.0,0.020300092175602913,0.1530987173318863,0.19678166508674622,0.20642805099487305,0.144735649228096,0.11857128888368607,0.19053485989570618
even,0.33644744753837585,0.2705327570438385,0.16712315380573273,0.14426289498806,0.1293381154537201,0.0353488028049469,0.21223776042461395,0.39184510707855225,0.2349194884300232,0.21755969524383545,0.2707540690898895,0.30082517862319946
tried,0.3592184782028198,0.35578274726867676,0.10592861473560333,0.12004216015338898,0.13328926265239716,-0.0015197634929791093,0.4065329134464264,0.24709035456180573,0.19468429684638977,0.14910387992858887,0.13934047520160675,0.21770204603672028
to,0.42656609416007996,0.16608810424804688,0.14520640671253204,0.15903331339359283,0.18563048541545868,0.03782717138528824,0.367337167263031,0.4451248347759247,0.3138085603713989,0.20949965715408325,0.25557461380958557,0.29463258385658264
carve,0.1870187371969223,0.24848119914531708,0.16624251008033752,0.20500323176383972,0.20269040763378143,0.02708645910024643,0.22662532329559326,0.22530125081539154,0.13715557754039764,0.027739454060792923,0.14363552629947662,0.23709335923194885
out,0.3129808306694031,0.2647669017314911,0.11025536060333252,0.16189931333065033,0.1201927587389946,0.0021837172098457813,0.3075641095638275,0.3312093913555145,0.2333006113767624,0.17834016680717468,0.20934459567070007,0.22020699083805084
an,0.2848317325115204,0.13404197990894318,0.1227278932929039,0.13640527427196503,0.20642805099487305,0.025255560874938965,0.1744881570339203,0.3236706852912903,1.0,0.19614122807979584,0.2181641161441803,0.19793890416622162
independent,0.19686606526374817,0.13355666399002075,0.10760882496833801,0.08398610353469849,0.144735649228096,0.005493760574609041,0.10896770656108856,0.22318588197231293,0.19614122807979584,1.0000001192092896,0.27223268151283264,0.11902587860822678
state,0.15636613965034485,0.15184363722801208,0.14302799105644226,0.14118872582912445,0.11857128888368607,0.038451772183179855,0.15146760642528534,0.19460363686084747,0.2181641161441803,0.27223268151283264,1.0,0.1160883978009224
in,0.2792111933231354,0.299459844827652,0.1885972023010254,0.24818959832191467,0.25395891070365906,-0.037580832839012146,0.24845264852046967,0.4322226941585541,0.2605783939361572,0.2794609069824219,0.33316072821617126,0.20430970191955566
asia,0.21031607687473297,0.1669599413871765,0.0623692125082016,0.12400200963020325,0.11868343502283096,0.10478635132312775,0.13840731978416443,0.18444210290908813,0.07536222040653229,0.1478234827518463,0.20637956261634827,0.1340748518705368
minor,0.17519699037075043,0.11599966138601303,0.03453044965863228,0.09080345183610916,0.09140227735042572,0.11675772070884705,0.07789504528045654,0.18447233736515045,0.08580845594406128,0.09467581659555435,0.06792260706424713,0.21100293099880219
with,0.3282766342163086,0.1766664683818817,0.2049546092748642,0.18490396440029144,0.21084588766098022,-0.04624466598033905,0.23306719958782196,0.39140474796295166,0.2730048894882202,0.15262502431869507,0.2062043994665146,0.2433311939239502
support,0.21206305921077728,0.12100307643413544,0.1616056114435196,0.13437771797180176,0.21982695162296295,-0.013377348892390728,0.29583409428596497,0.3156939148902893,0.22892893850803375,0.26460352540016174,0.12883108854293823,0.22626608610153198
from,0.27839982509613037,0.20282694697380066,0.1605151891708374,0.16806256771087646,0.15584838390350342,-0.01936490088701248,0.1369670331478119,0.314039945602417,0.20876385271549225,0.16480715572834015,0.29024070501327515,0.19969791173934937
the,0.3733934462070465,0.2584269642829895,0.18354088068008423,0.23491892218589783,0.28170016407966614,-0.01540423184633255,0.30240729451179504,0.4739971458911896,0.4207492768764496,0.2927691638469696,0.3097178041934967,0.22068053483963013
local,0.20416545867919922,0.18293362855911255,0.08099871873855591,0.16500480473041534,0.09181594848632812,0.027985693886876106,0.15548349916934967,0.23619583249092102,0.13838523626327515,0.20269811153411865,0.22962965071201324,0.15022775530815125
population,0.1931699961423874,0.24819828569889069,0.13766378164291382,0.13755245506763458,0.17929792404174805,0.012951160781085491,0.16308839619159698,0.13321557641029358,0.16069892048835754,0.1914535015821457,0.3086160719394684,0.14449454843997955
",",0.3365725874900818,0.2262810468673706,0.2776215374469757,0.2882855534553528,0.312879741191864,-0.0016132977325469255,0.227532297372818,0.4464869201183319,0.3581022024154663,0.24115799367427826,0.29481780529022217,0.31091248989105225
but,0.4487357437610626,0.24326467514038086,0.230303093791008,0.1406962126493454,0.170175239443779,0.04136733338236809,0.30872225761413574,0.45162561535835266,0.27760404348373413,0.2477601319551468,0.2526400089263916,0.27921953797340393
he,0.5500732064247131,0.2366933375597,0.22568123042583466,0.21074703335762024,0.2536498010158539,0.024063590914011,0.23924052715301514,0.4540175199508667,0.281929612159729,0.22517821192741394,0.2052532434463501,0.2089974731206894
was,0.3318818509578705,0.3242025077342987,0.2522328794002533,0.20575080811977386,0.2944546937942505,0.008974763564765453,0.2542462646961212,0.3863949179649353,0.3694365322589874,0.2497003674507141,0.22072885930538177,0.18412111699581146
stopped,0.20702770352363586,0.3694669008255005,0.08839546889066696,0.10083486884832382,0.11368003487586975,-0.07612390071153641,0.32591712474823,0.32537728548049927,0.18614643812179565,0.16737419366836548,0.16474685072898865,0.15542519092559814
by,0.39727845788002014,0.2776116728782654,0.2187918871641159,0.1910746693611145,0.22530195116996765,-0.010884488001465797,0.24777783453464508,0.3248702883720398,0.2719563841819763,0.20215941965579987,0.2263980358839035,0.17966607213020325
the,0.3733934462070465,0.2584269642829895,0.18354088068008423,0.23491892218589783,0.28170016407966614,-0.01540423184633255,0.30240729451179504,0.4739971458911896,0.4207492768764496,0.2927691638469696,0.3097178041934967,0.22068053483963013
byzantine,0.19200117886066437,0.23186033964157104,0.15575802326202393,0.1301804482936859,0.22394195199012756,0.006614680867642164,0.12535317242145538,0.12887495756149292,0.16952380537986755,0.10015752911567688,0.1745118796825409,0.21581105887889862
general,0.2461782991886139,0.04846920818090439,0.12754690647125244,0.19397425651550293,0.25510290265083313,-0.0757286474108696,0.19751279056072235,0.23497237265110016,0.16276395320892334,0.2086195945739746,0.23576700687408447,0.1972234547138214
alexius,0.2941364645957947,0.2165481150150299,0.25612160563468933,0.24607394635677338,0.3215482234954834,0.028691411018371582,0.19096894562244415,0.09485439956188202,0.1670299619436264,0.14214789867401123,0.17014041543006897,0.19798339903354645
komnenos,0.32738617062568665,0.18539410829544067,0.23452721536159515,0.32504555583000183,0.3415166139602661,-0.007742053363472223,0.17418500781059265,0.13326217234134674,0.16895495355129242,0.16130892932415009,0.15477031469345093,0.3032175898551941
.,0.3541337847709656,0.2606835663318634,0.2662610411643982,0.2525182366371155,0.2587448060512543,-0.003708066651597619,0.2760954201221466,0.4726039469242096,0.3581749200820923,0.24531036615371704,0.31380724906921387,0.4130953550338745
