,what,was,the,first,british,empire,based,on,?
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.28973397612571716,0.32532164454460144,0.29860720038414,0.5107308030128479,0.22068053483963013
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,1.0,0.23959001898765564,0.20495158433914185,0.29159173369407654,0.3120559751987457,0.18701928853988647
british,0.19255435466766357,0.31934812664985657,0.28973397612571716,0.23959001898765564,1.0,0.3761709928512573,0.19058464467525482,0.19917237758636475,0.09711728990077972
empire,0.21723191440105438,0.30602675676345825,0.32532164454460144,0.20495158433914185,0.3761709928512573,1.0000001192092896,0.1430530846118927,0.1508585810661316,0.14909450709819794
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.31934812664985657,0.30602675676345825,0.2870393395423889,0.3909217119216919,0.18412111699581146
based,0.274813175201416,0.2870393395423889,0.29860720038414,0.29159173369407654,0.19058464467525482,0.1430530846118927,1.0000001192092896,0.36055147647857666,0.134929820895195
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.3120559751987457,0.19917237758636475,0.1508585810661316,0.36055147647857666,0.9999999403953552,0.2714994251728058
mercantilism,0.23896799981594086,0.24452143907546997,0.31808653473854065,0.20317381620407104,0.20434944331645966,0.29233622550964355,0.21350201964378357,0.19811581075191498,0.16886378824710846
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.25734075903892517,0.27646857500076294,0.27976205945014954,0.49057599902153015,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.325880765914917,0.27479609847068787,0.2660958170890808,0.4077630043029785,0.20544172823429108
involved,0.2673480808734894,0.2577875554561615,0.2872544527053833,0.2174801528453827,0.18754909932613373,0.15296529233455658,0.23668961226940155,0.26673054695129395,0.20599231123924255
colonies,0.20822033286094666,0.21739500761032104,0.30451729893684387,0.2572590708732605,0.3298065662384033,0.3529135286808014,0.13986973464488983,0.19056418538093567,0.07886616140604019
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.325880765914917,0.27479609847068787,0.2660958170890808,0.4077630043029785,0.20544172823429108
holdings,0.07863982766866684,0.15746454894542694,0.1920640915632248,0.1305074840784073,0.21421469748020172,0.18827898800373077,0.23205886781215668,0.1935686320066452,0.14412938058376312
primarily,0.23722688853740692,0.20725777745246887,0.34785038232803345,0.20578177273273468,0.1366993635892868,0.18369732797145844,0.3109230101108551,0.3073469400405884,0.06029784679412842
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.23084034025669098,0.24110576510429382,0.3070422410964966,0.46853652596473694,0.20430970191955566
north,0.18673177063465118,0.29020047187805176,0.36298373341560364,0.2128637284040451,0.2482547163963318,0.26033562421798706,0.14165037870407104,0.24055036902427673,0.11829731613397598
america,0.2517423629760742,0.2850865423679352,0.37090015411376953,0.297447144985199,0.23250389099121094,0.2554817497730255,0.11337263882160187,0.24962958693504333,0.19333907961845398
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.25734075903892517,0.27646857500076294,0.27976205945014954,0.49057599902153015,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.28973397612571716,0.32532164454460144,0.29860720038414,0.5107308030128479,0.22068053483963013
caribbean,0.15882912278175354,0.2004963606595993,0.3009287416934967,0.14315791428089142,0.27481600642204285,0.23777706921100616,0.19403889775276184,0.21686115860939026,0.13602977991104126
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.25734075903892517,0.27646857500076294,0.27976205945014954,0.49057599902153015,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.325880765914917,0.27479609847068787,0.2660958170890808,0.4077630043029785,0.20544172823429108
india,0.23203566670417786,0.22117909789085388,0.3108653426170349,0.2170117199420929,0.3945082724094391,0.36886098980903625,0.13645635545253754,0.14382734894752502,0.10473668575286865
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.23159366846084595,0.2811720371246338,0.29699069261550903,0.49257001280784607,0.4130953550338745
