,mps,representing,english,constituencies,can,only,veto,laws,affecting,which,country,?
following,0.13288475573062897,0.20768296718597412,0.17850573360919952,0.16800448298454285,0.20435290038585663,0.31278127431869507,0.19025065004825592,0.11115569621324539,0.16285541653633118,0.342348575592041,0.19920134544372559,0.1555173695087433
the,0.18443430960178375,0.35762789845466614,0.23982001841068268,0.29003340005874634,0.312528520822525,0.5497692227363586,0.25482627749443054,0.2587076723575592,0.35604503750801086,0.6521818041801453,0.30432501435279846,0.22068053483963013
conservative,0.5007417798042297,0.25171351432800293,0.1861298531293869,0.3967556357383728,0.13332009315490723,0.18328846991062164,0.17906789481639862,0.2702324688434601,0.16937389969825745,0.15339985489845276,0.17618198692798615,0.1597563922405243
victory,0.15667112171649933,0.2472127079963684,0.13447926938533783,0.14824047684669495,0.09294730424880981,0.1578257977962494,0.23935329914093018,0.09035690873861313,0.10702969133853912,0.22430095076560974,0.11341506987810135,0.15412560105323792
in,0.16134501993656158,0.3327813446521759,0.19623121619224548,0.26182153820991516,0.26527702808380127,0.42992329597473145,0.16384372115135193,0.2591988444328308,0.34498122334480286,0.4840516746044159,0.3040012717247009,0.20430970191955566
the,0.18443430960178375,0.35762789845466614,0.23982001841068268,0.29003340005874634,0.312528520822525,0.5497692227363586,0.25482627749443054,0.2587076723575592,0.35604503750801086,0.6521818041801453,0.30432501435279846,0.22068053483963013
2015,0.046788137406110764,0.11984182894229889,0.022247685119509697,0.02665484882891178,-0.13592220842838287,0.04172638803720474,0.04796290025115013,0.025227408856153488,-0.04452982544898987,-0.028074992820620537,0.09181199967861176,-0.029954981058835983
uk,0.4324274957180023,0.15147599577903748,0.22364197671413422,0.36294063925743103,0.21169188618659973,0.2043992280960083,0.15017545223236084,0.16264097392559052,0.1303408443927765,0.1906050443649292,0.19472895562648773,0.20222434401512146
election,0.4453756511211395,0.28731921315193176,0.14538374543190002,0.5036000609397888,0.12208637595176697,0.22807404398918152,0.3999611735343933,0.2465854436159134,0.1945120394229889,0.1799871027469635,0.243717223405838,0.23105260729789734
",",0.23008953034877777,0.2719910740852356,0.3339248597621918,0.24645134806632996,0.3139454126358032,0.4220978021621704,0.2485281080007553,0.26751992106437683,0.30167868733406067,0.3658004403114319,0.27878350019454956,0.31091248989105225
standing,0.1845042109489441,0.2915378212928772,0.1265624761581421,0.21387216448783875,0.23868024349212646,0.2940080463886261,0.1576576679944992,0.07981184124946594,0.1934640109539032,0.2561359405517578,0.21091561019420624,0.11972658336162567
orders,0.20283009111881256,0.13733093440532684,0.06537400186061859,0.12511694431304932,0.1179438903927803,0.2107442021369934,0.218646839261055,0.2854541540145874,0.08806164562702179,0.2601213753223419,0.13579678535461426,0.18005457520484924
of,0.18091438710689545,0.42015817761421204,0.17198967933654785,0.33327755331993103,0.2603091299533844,0.49632513523101807,0.21431931853294373,0.2539142072200775,0.38214564323425293,0.5011631846427917,0.28866857290267944,0.1826142966747284
the,0.18443430960178375,0.35762789845466614,0.23982001841068268,0.29003340005874634,0.312528520822525,0.5497692227363586,0.25482627749443054,0.2587076723575592,0.35604503750801086,0.6521818041801453,0.30432501435279846,0.22068053483963013
house,0.29595568776130676,0.2797833979129791,0.17121876776218414,0.42642056941986084,0.18605105578899384,0.2047773152589798,0.2385447919368744,0.14916087687015533,0.09005424380302429,0.20384521782398224,0.19966544210910797,0.13736455142498016
of,0.18091438710689545,0.42015817761421204,0.17198967933654785,0.33327755331993103,0.2603091299533844,0.49632513523101807,0.21431931853294373,0.2539142072200775,0.38214564323425293,0.5011631846427917,0.28866857290267944,0.1826142966747284
commons,0.41675639152526855,0.2595318555831909,0.366824746131897,0.5802563428878784,0.2776608169078827,0.3026406466960907,0.23464146256446838,0.193997323513031,0.2480369508266449,0.2317698448896408,0.1771889626979828,0.27964192628860474
were,0.22185491025447845,0.2345152348279953,0.19933702051639557,0.18371464312076569,0.2566237151622772,0.34466472268104553,0.16780729591846466,0.2774597406387329,0.19539478421211243,0.2807837128639221,0.19303756952285767,0.17890112102031708
changed,0.059295736253261566,0.18565192818641663,0.1829250454902649,0.18610887229442596,0.2587776184082031,0.2890540063381195,0.18274283409118652,0.219814732670784,0.19454878568649292,0.3260992467403412,0.23057673871517181,0.21123318374156952
