,in,which,case,did,the,court,of,justice,review,swedish,bans,on,advertising,to,young,children,under,12,?
in,1.0,0.4840516746044159,0.2190418541431427,0.2593238651752472,0.6662389636039734,0.2793687880039215,0.5696388483047485,0.2678598463535309,0.1851312667131424,0.18130537867546082,0.13183936476707458,0.46853652596473694,0.1743171364068985,0.45010748505592346,0.24628505110740662,0.2065156251192093,0.2535393238067627,0.18516430258750916,0.20430970191955566
konsumentombudsmannen,0.37314462661743164,0.3610731065273285,0.30598095059394836,0.26171666383743286,0.3870822787284851,0.3048447370529175,0.36580315232276917,0.31292274594306946,0.30939823389053345,0.36621567606925964,0.2766778767108917,0.337953120470047,0.32934749126434326,0.3495515286922455,0.22327932715415955,0.24426627159118652,0.2685612142086029,0.1049334928393364,0.3315964937210083
v,0.15216681361198425,0.1653934270143509,0.2666381299495697,0.17618848383426666,0.18580520153045654,0.31226083636283875,0.1655031144618988,0.22317616641521454,0.16390524804592133,0.06343449652194977,0.1446092575788498,0.1826705038547516,0.11860551685094833,0.2109750658273697,0.1391567587852478,0.1326885223388672,0.16373565793037415,0.06531091779470444,0.28677162528038025
de,0.24818959832191467,0.13585758209228516,0.07690953463315964,0.09745011478662491,0.23491892218589783,0.17003774642944336,0.26292696595191956,0.17389455437660217,0.14509981870651245,0.1439085304737091,0.08059927076101303,0.1432282030582428,0.10961709916591644,0.15903331339359283,0.13766343891620636,0.13078773021697998,0.11899667978286743,0.10452921688556671,0.11064168810844421
agostini,0.17323018610477448,0.21514809131622314,0.1550588756799698,0.08542022854089737,0.2175196260213852,0.12008316069841385,0.24295440316200256,0.10507974028587341,0.1067105308175087,0.17023639380931854,0.09111080318689346,0.1897524744272232,0.14366157352924347,0.15642529726028442,0.1744605153799057,0.15963828563690186,0.125734344124794,0.06938407570123672,0.1889331042766571
the,0.6662389636039734,0.6521818041801453,0.31022098660469055,0.34736719727516174,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.245576411485672,0.20056277513504028,0.22076785564422607,0.5107308030128479,0.2048189342021942,0.535392165184021,0.2729646563529968,0.15654058754444122,0.3348022699356079,0.28907760977745056,0.22068053483963013
court,0.2793687880039215,0.19263212382793427,0.4225234091281891,0.23020441830158234,0.2812081575393677,1.0,0.28835242986679077,0.5483176112174988,0.28274306654930115,0.12014664709568024,0.21371148526668549,0.23630931973457336,0.1492881029844284,0.24824365973472595,0.19320239126682281,0.15908260643482208,0.1557169258594513,0.08639064431190491,0.17100423574447632
of,0.5696388483047485,0.5011631846427917,0.24743439257144928,0.2513895630836487,0.733189046382904,0.28835242986679077,1.0,0.2658293545246124,0.18473945558071136,0.15661373734474182,0.2292792797088623,0.3966929316520691,0.1315132975578308,0.41548454761505127,0.28555598855018616,0.1978350728750229,0.32766106724739075,0.2886716425418854,0.1826142966747284
justice,0.2678598463535309,0.16124017536640167,0.284448504447937,0.10621706396341324,0.23470892012119293,0.5483176112174988,0.2658293545246124,1.0,0.20020507276058197,0.09866855293512344,0.21650119125843048,0.1708904355764389,0.18634890019893646,0.19197677075862885,0.22217445075511932,0.16273264586925507,0.14663933217525482,-0.031318239867687225,0.19269752502441406
reviewed,0.21551543474197388,0.23329424858093262,0.35171517729759216,0.30601605772972107,0.26531270146369934,0.27677595615386963,0.21370071172714233,0.23275652527809143,0.7643155455589294,0.18715550005435944,0.2608200013637543,0.2871464490890503,0.2894041836261749,0.2561057209968567,0.11599332094192505,0.23436518013477325,0.17198139429092407,0.007936113514006138,0.3151671886444092
