,newcastle,served,as,a,northern,fortress,for,which,country,during,the,middle,ages,?
throughout,0.14886438846588135,0.20795513689517975,0.2935595214366913,0.2578590512275696,0.23030465841293335,0.14838939905166626,0.31491008400917053,0.39025890827178955,0.2335345298051834,0.5211911797523499,0.4158564507961273,0.2642093598842621,0.284864604473114,0.12665234506130219
the,0.2253497689962387,0.25209251046180725,0.48381632566452026,0.5829201340675354,0.3422943353652954,0.2492496520280838,0.4739971458911896,0.6521818041801453,0.30432501435279846,0.4838213622570038,1.0,0.3405749201774597,0.28271523118019104,0.22068053483963013
middle,0.09576617926359177,0.19133073091506958,0.2141454964876175,0.23820361495018005,0.265926331281662,0.20669163763523102,0.17248252034187317,0.22406704723834991,0.154677152633667,0.2737145721912384,0.3405749201774597,0.9999998807907104,0.6023892760276794,0.13139553368091583
ages,0.1609892100095749,0.11570406705141068,0.19983145594596863,0.18719108402729034,0.17118489742279053,0.24861207604408264,0.20738261938095093,0.24161876738071442,0.15621016919612885,0.2993095815181732,0.28271523118019104,0.6023892760276794,1.0,0.16701677441596985
",",0.251589834690094,0.2739005386829376,0.48816442489624023,0.427140474319458,0.29473260045051575,0.21710552275180817,0.4464869201183319,0.3658004403114319,0.27878350019454956,0.3225448727607727,0.4933079481124878,0.24847112596035004,0.20853061974048615,0.31091248989105225
newcastle,1.0000001192092896,0.18502403795719147,0.21526619791984558,0.21405641734600067,0.22333604097366333,0.29558107256889343,0.2425866425037384,0.19934645295143127,0.22883376479148865,0.13816462457180023,0.2253497689962387,0.09576617926359177,0.1609892100095749,0.0902252271771431
was,0.25710436701774597,0.35597074031829834,0.3677520453929901,0.4508470594882965,0.22730717062950134,0.28358563780784607,0.3863949179649353,0.2830964922904968,0.24557247757911682,0.4470829963684082,0.48711544275283813,0.21038298308849335,0.20646628737449646,0.18412111699581146
england,0.4422447383403778,0.181269109249115,0.20793095231056213,0.2410653531551361,0.23886969685554504,0.1547272950410843,0.2606674134731293,0.24747401475906372,0.2488383948802948,0.23691093921661377,0.28280043601989746,0.20890438556671143,0.27057528495788574,0.13436897099018097
's,-0.017262522131204605,-0.0319187268614769,-0.05775856226682663,0.04866964742541313,-0.01687377691268921,-0.09719250351190567,-0.07241261005401611,0.03856118768453598,0.0747150406241417,0.011294117197394371,-0.01540423184633255,-0.017355401068925858,0.034693848341703415,-0.023395681753754616
northern,0.22333604097366333,0.22188317775726318,0.2425830066204071,0.22329643368721008,0.9999998807907104,0.2092529684305191,0.20134946703910828,0.2470913678407669,0.22716011106967926,0.31573355197906494,0.3422943353652954,0.265926331281662,0.17118489742279053,0.13149388134479523
fortress,0.29558107256889343,0.1416873037815094,0.1980716735124588,0.2303033024072647,0.2092529684305191,1.0000001192092896,0.10634307563304901,0.19442623853683472,0.1477731466293335,0.26023998856544495,0.2492496520280838,0.20669163763523102,0.24861207604408264,0.11211185157299042
.,0.2714749276638031,0.2476729303598404,0.515582263469696,0.50484299659729,0.2815330922603607,0.24603238701820374,0.4726039469242096,0.45942068099975586,0.26130348443984985,0.3485563397407532,0.5934505462646484,0.2989427447319031,0.26537013053894043,0.4130953550338745
