,who,contends,that,luther,did,not,intend,to,oppose,the,church,?
he,0.5500732064247131,0.31055089831352234,0.36068853735923767,0.2454872578382492,0.3292143940925598,0.29440581798553467,0.24830853939056396,0.385390967130661,0.2217988818883896,0.4571082592010498,0.23494282364845276,0.2089974731206894
enclosed,0.04782070592045784,0.10402701795101166,0.2623130679130554,0.06401877105236053,0.12317093461751938,0.3262336254119873,0.12957817316055298,0.1826164424419403,0.15355728566646576,0.2709352374076843,0.15345776081085205,0.10430170595645905
in,0.2792111933231354,0.24634085595607758,0.435920387506485,0.20523880422115326,0.2593238651752472,0.3403114080429077,0.21519635617733002,0.45010748505592346,0.15860024094581604,0.6662389636039734,0.2493300437927246,0.20430970191955566
his,0.44966956973075867,0.3053502142429352,0.3173833191394806,0.27093374729156494,0.3546801507472992,0.2710725963115692,0.2642652094364166,0.3715193271636963,0.2335153967142105,0.4394008219242096,0.20669284462928772,0.18075084686279297
letter,0.21075382828712463,0.1555815488100052,0.27790558338165283,0.16547882556915283,0.182692289352417,0.20543554425239563,0.18309441208839417,0.19918757677078247,0.15470081567764282,0.26056721806526184,0.1628119945526123,0.14808706939220428
a,0.36608949303627014,0.28648388385772705,0.47537946701049805,0.17967689037322998,0.2552328109741211,0.3791346549987793,0.29944801330566406,0.45503583550453186,0.22805124521255493,0.5829201340675354,0.19588641822338104,0.23916715383529663
copy,0.180805042386055,0.25963082909584045,0.34830909967422485,0.2384994775056839,0.24724647402763367,0.3257485330104828,0.30638185143470764,0.28106242418289185,0.2667769491672516,0.256201833486557,0.17435625195503235,0.256973534822464
of,0.2827862501144409,0.2677144706249237,0.41498205065727234,0.1719115972518921,0.2513895630836487,0.3307090103626251,0.19702871143817902,0.41548454761505127,0.19316069781780243,0.733189046382904,0.3079429268836975,0.1826142966747284
his,0.44966956973075867,0.3053502142429352,0.3173833191394806,0.27093374729156494,0.3546801507472992,0.2710725963115692,0.2642652094364166,0.3715193271636963,0.2335153967142105,0.4394008219242096,0.20669284462928772,0.18075084686279297
``,0.02397952415049076,-0.0005473553319461644,0.05285148695111275,-0.013964727520942688,-0.029888948425650597,0.09406080842018127,0.0751500278711319,0.06720756739377975,0.10012941062450409,0.029072100296616554,0.038532305508852005,0.0685480609536171
disputation,0.3025566339492798,0.30210429430007935,0.3844151794910431,0.19034545123577118,0.2881878912448883,0.3871292471885681,0.30337607860565186,0.28639230132102966,0.3776426315307617,0.2932225465774536,0.2677684724330902,0.2794228196144104
of,0.2827862501144409,0.2677144706249237,0.41498205065727234,0.1719115972518921,0.2513895630836487,0.3307090103626251,0.19702871143817902,0.41548454761505127,0.19316069781780243,0.733189046382904,0.3079429268836975,0.1826142966747284
martin,0.22000780701637268,0.17234429717063904,0.1594845950603485,0.6228963136672974,0.15959656238555908,0.1783684641122818,0.0926961749792099,0.1691744029521942,0.10196750611066818,0.22029393911361694,0.27881959080696106,0.060103293508291245
luther,0.21013082563877106,0.2222718596458435,0.21746599674224854,1.0,0.23667675256729126,0.21636232733726501,0.13984757661819458,0.18029534816741943,0.14608626067638397,0.1759674996137619,0.379041463136673,0.1732746809720993
on,0.2340552806854248,0.2010355144739151,0.42569106817245483,0.19090485572814941,0.2670976221561432,0.3516409695148468,0.24861255288124084,0.41031414270401,0.2463405281305313,0.5107308030128479,0.1726921796798706,0.2714994251728058
the,0.3733934462070465,0.3249351382255554,0.5473989248275757,0.1759674996137619,0.34736719727516174,0.4310511648654938,0.25890758633613586,0.535392165184021,0.17795199155807495,1.0,0.23846197128295898,0.22068053483963013
power,0.25855374336242676,0.18751294910907745,0.2680378556251526,0.09083929657936096,0.2120266556739807,0.20640338957309723,0.14407528936862946,0.27001675963401794,0.24600350856781006,0.2647338807582855,0.13720189034938812,0.15304024517536163
and,0.41279885172843933,0.264597624540329,0.4731321930885315,0.20796556770801544,0.34479495882987976,0.39099299907684326,0.2488093227148056,0.48971283435821533,0.19707390666007996,0.5171257257461548,0.1976170688867569,0.20544172823429108
efficacy,0.15869249403476715,0.24560272693634033,0.32929322123527527,0.291532963514328,0.2724871337413788,0.3223521411418915,0.316098690032959,0.2997313141822815,0.29792898893356323,0.19550807774066925,0.26165586709976196,0.21549080312252045
of,0.2827862501144409,0.2677144706249237,0.41498205065727234,0.1719115972518921,0.2513895630836487,0.3307090103626251,0.19702871143817902,0.41548454761505127,0.19316069781780243,0.733189046382904,0.3079429268836975,0.1826142966747284
indulgences,0.2066390961408615,0.27895668148994446,0.3139660656452179,0.35804522037506104,0.2802750766277313,0.319318026304245,0.27774176001548767,0.2608080208301544,0.277934730052948,0.24909545481204987,0.4724566638469696,0.21964608132839203
'',0.024401003494858742,-0.02838285267353058,0.007880004122853279,-0.04572787508368492,0.01978493109345436,0.04262445494532585,-0.050986696034669876,-0.009905828163027763,0.05320945382118225,0.041273195296525955,0.0220292080193758,0.018684765323996544
