,where,did,two,leaders,join,hands,and,``,give,birth,'',to,a,new,denomination,?
on,0.37630224227905273,0.2670976221561432,0.3205535411834717,0.15185171365737915,0.235531285405159,0.24878622591495514,0.4077630043029785,-0.03274054825305939,0.24458909034729004,0.11070101708173752,0.04238596186041832,0.41031414270401,0.3848365545272827,0.31106263399124146,0.15491412580013275,0.2714994251728058
april,0.17358720302581787,0.2925565242767334,0.20038959383964539,0.1582076996564865,0.1435994654893875,0.13867895305156708,0.26820316910743713,0.0339701771736145,0.1312321573495865,0.17365381121635437,-0.03499195724725723,0.20614087581634521,0.23283809423446655,0.24175630509853363,0.07891212403774261,0.25704094767570496
23,0.07300736010074615,-0.015436539426445961,-0.06305129081010818,0.059808794409036636,-0.03693682327866554,0.009455549530684948,-0.1634809523820877,0.010545081458985806,-0.027258293703198433,0.07733911275863647,-0.09508837014436722,-0.017384229227900505,-0.05662800744175911,-0.0472152940928936,0.003497764701023698,0.012076443061232567
",",0.3149496018886566,0.3015086054801941,0.35859420895576477,0.21003474295139313,0.23633374273777008,0.2761915624141693,0.6633074283599854,0.09681109338998795,0.2844066619873047,0.21100591123104095,-0.037358131259679794,0.44245919585227966,0.427140474319458,0.36073189973831177,0.24402782320976257,0.31091248989105225
1968,-0.012262645177543163,-0.016806963831186295,0.05264568701386452,0.0012044993927702308,-0.08435303717851639,0.08063696324825287,0.06726996600627899,-0.004498135298490524,0.02459755912423134,0.009553645737469196,-0.019257843494415283,0.06488213688135147,-0.025953760370612144,0.039671462029218674,0.08100147545337677,-0.08543776720762253
",",0.3149496018886566,0.3015086054801941,0.35859420895576477,0.21003474295139313,0.23633374273777008,0.2761915624141693,0.6633074283599854,0.09681109338998795,0.2844066619873047,0.21100591123104095,-0.037358131259679794,0.44245919585227966,0.427140474319458,0.36073189973831177,0.24402782320976257,0.31091248989105225
the,0.5003893971443176,0.34736719727516174,0.43858039379119873,0.3157886564731598,0.3205963969230652,0.27627843618392944,0.5171257257461548,0.029072100296616554,0.29086416959762573,0.21280217170715332,0.041273195296525955,0.535392165184021,0.5829201340675354,0.3845241069793701,0.26250898838043213,0.22068053483963013
united,0.23721055686473846,0.21137088537216187,0.23953400552272797,0.22653502225875854,0.21276308596134186,0.15173953771591187,0.28213179111480713,0.0029474215116351843,0.2064441442489624,0.1452828347682953,-0.05345742404460907,0.2715383470058441,0.2732578217983246,0.3118351995944977,0.22201207280158997,0.17266890406608582
methodist,0.16993527114391327,0.21641705930233002,0.13993379473686218,0.2948703467845917,0.18776805698871613,0.14912623167037964,0.2376793771982193,0.03372980281710625,0.17449095845222473,0.20569702982902527,0.03345853462815285,0.21503986418247223,0.24651029706001282,0.2518516480922699,0.5030563473701477,0.1436992734670639
church,0.173080712556839,0.16781097650527954,0.14373718202114105,0.23826013505458832,0.08843396604061127,0.1735306680202484,0.1976170688867569,0.038532305508852005,0.12365256249904633,0.1916501373052597,0.0220292080193758,0.24439501762390137,0.19588641822338104,0.1963353157043457,0.5308495759963989,0.18081501126289368
was,0.20731619000434875,0.41399896144866943,0.27166637778282166,0.2612215280532837,0.1602792590856552,0.19852744042873383,0.3740963041782379,-0.012679691426455975,0.16511452198028564,0.17733189463615417,0.04456103965640068,0.3636345863342285,0.4508470594882965,0.2748313844203949,0.17174744606018066,0.18412111699581146
created,0.2234586924314499,0.26176875829696655,0.2050572633743286,0.12695148587226868,0.20518188178539276,0.1204756423830986,0.2873832881450653,3.665990152512677e-05,0.18999148905277252,0.1722404509782791,-0.004385723266750574,0.2592601478099823,0.30777761340141296,0.25701409578323364,0.17651641368865967,0.21177415549755096
when,0.5747735500335693,0.3228907287120819,0.3743424117565155,0.2189171016216278,0.27303174138069153,0.33231890201568604,0.4716290831565857,0.07174111902713776,0.3518797755241394,0.22484757006168365,-0.07688097655773163,0.5423505902290344,0.44397395849227905,0.257220059633255,0.13417179882526398,0.22841128706932068
the,0.5003893971443176,0.34736719727516174,0.43858039379119873,0.3157886564731598,0.3205963969230652,0.27627843618392944,0.5171257257461548,0.029072100296616554,0.29086416959762573,0.21280217170715332,0.041273195296525955,0.535392165184021,0.5829201340675354,0.3845241069793701,0.26250898838043213,0.22068053483963013
evangelical,0.12999974191188812,0.13638198375701904,0.12406919151544571,0.2650732696056366,0.19400399923324585,0.09304700791835785,0.18154942989349365,0.024510283023118973,0.20046672224998474,0.18520189821720123,-0.03543643280863762,0.24407906830310822,0.20979160070419312,0.1795768439769745,0.5300211310386658,0.16597984731197357
united,0.23721055686473846,0.21137088537216187,0.23953400552272797,0.22653502225875854,0.21276308596134186,0.15173953771591187,0.28213179111480713,0.0029474215116351843,0.2064441442489624,0.1452828347682953,-0.05345742404460907,0.2715383470058441,0.2732578217983246,0.3118351995944977,0.22201207280158997,0.17266890406608582
brethren,0.12478289753198624,0.17790691554546356,0.1760295331478119,0.3355635404586792,0.1780758649110794,0.21420712769031525,0.17729438841342926,0.07255596667528152,0.13075193762779236,0.1910741627216339,-0.030397597700357437,0.2051077038049698,0.19339440762996674,0.20077446103096008,0.43632832169532776,0.16745728254318237
church,0.173080712556839,0.16781097650527954,0.14373718202114105,0.23826013505458832,0.08843396604061127,0.1735306680202484,0.1976170688867569,0.038532305508852005,0.12365256249904633,0.1916501373052597,0.0220292080193758,0.24439501762390137,0.19588641822338104,0.1963353157043457,0.5308495759963989,0.18081501126289368
(,0.1970011591911316,0.18979617953300476,0.2169162482023239,0.1392514407634735,0.1474592536687851,0.18997563421726227,0.4862271547317505,0.15585018694400787,0.22530527412891388,0.18807865679264069,-0.022970275953412056,0.30882009863853455,0.3206180930137634,0.24608564376831055,0.22657720744609833,0.40561532974243164
