,what,would,a,parent,have,to,pay,to,send,their,child,to,a,boarding,school,in,2012,?
as,0.31749409437179565,0.3824005722999573,0.39550232887268066,0.20109228789806366,0.37788212299346924,0.42092081904411316,0.191909521818161,0.42092081904411316,0.21457357704639435,0.29218852519989014,0.21148213744163513,0.42092081904411316,0.39550232887268066,0.17997898161411285,0.2065676748752594,0.3887844979763031,0.3424225151538849,0.27043893933296204
of,0.33290785551071167,0.3353942930698395,0.5052502155303955,0.18322299420833588,0.3802283704280853,0.41548454761505127,0.1583462655544281,0.41548454761505127,0.22127455472946167,0.4329940676689148,0.17253053188323975,0.41548454761505127,0.5052502155303955,0.23484936356544495,0.2391800880432129,0.5696388483047485,0.4422316551208496,0.1826142966747284
2012,0.2266836017370224,0.2782992422580719,0.3774794936180115,0.26675739884376526,0.2888771593570709,0.32762008905410767,0.14447830617427826,0.32762008905410767,0.20318369567394257,0.2434421330690384,0.17173264920711517,0.32762008905410767,0.3774794936180115,0.20146694779396057,0.22623711824417114,0.3800647258758545,1.0,0.18042556941509247
",",0.3087472915649414,0.32586824893951416,0.427140474319458,0.23819732666015625,0.3541618287563324,0.44245919585227966,0.18754567205905914,0.44245919585227966,0.24667364358901978,0.3045167922973633,0.24469749629497528,0.44245919585227966,0.427140474319458,0.26526644825935364,0.27141863107681274,0.5201468467712402,0.42079734802246094,0.31091248989105225
quality,0.28952741622924805,0.29179614782333374,0.1999066025018692,0.1707048863172531,0.3159855902194977,0.28523996472358704,0.18227970600128174,0.28523996472358704,0.1650075763463974,0.26496240496635437,0.10441265255212784,0.28523996472358704,0.1999066025018692,0.15862493216991425,0.21673305332660675,0.18835508823394775,0.1787654608488083,0.23524069786071777
private,0.16778090596199036,0.16344349086284637,0.20346391201019287,0.18925487995147705,0.1496797353029251,0.18892748653888702,0.28301557898521423,0.18892748653888702,0.29016852378845215,0.24537235498428345,0.1787707507610321,0.18892748653888702,0.20346391201019287,0.4076463282108307,0.3584248125553131,0.21135757863521576,0.16077116131782532,0.14389030635356903
schools,0.1820785105228424,0.18290331959724426,0.2118925303220749,0.14633430540561676,0.26828762888908386,0.2362271547317505,0.17289116978645325,0.2362271547317505,0.17051498591899872,0.22621867060661316,0.1037396788597107,0.2362271547317505,0.2118925303220749,0.47905486822128296,0.7602541446685791,0.2632134258747101,0.23226670920848846,0.18349280953407288
in,0.30808621644973755,0.30461156368255615,0.539380669593811,0.15339559316635132,0.36843645572662354,0.45010748505592346,0.14415781199932098,0.45010748505592346,0.18412359058856964,0.34976133704185486,0.19259177148342133,0.45010748505592346,0.539380669593811,0.27680689096450806,0.26157811284065247,1.0,0.3800647258758545,0.20430970191955566
the,0.42745697498321533,0.4133751392364502,0.5829201340675354,0.2354632169008255,0.40389683842658997,0.535392165184021,0.1903611719608307,0.535392165184021,0.2581755518913269,0.516537070274353,0.19800683856010437,0.535392165184021,0.5829201340675354,0.26266586780548096,0.22953221201896667,0.6662389636039734,0.46885523200035095,0.22068053483963013
united,0.20036718249320984,0.20624218881130219,0.2732578217983246,0.12114956974983215,0.17950676381587982,0.2715383470058441,0.2079743891954422,0.2715383470058441,0.1830148696899414,0.20338627696037292,0.14088450372219086,0.2715383470058441,0.2732578217983246,0.26909422874450684,0.2464505136013031,0.3938477039337158,0.21775682270526886,0.17266890406608582
states,0.21526020765304565,0.2281532734632492,0.24708621203899384,0.14826281368732452,0.20162390172481537,0.2828785181045532,0.2061566263437271,0.2828785181045532,0.2001410871744156,0.20773419737815857,0.15750405192375183,0.2828785181045532,0.24708621203899384,0.2686215937137604,0.23234744369983673,0.3977442979812622,0.2304183840751648,0.16272737085819244
charged,0.191240593791008,0.24208736419677734,0.21603477001190186,0.09560167044401169,0.18584926426410675,0.17754106223583221,0.2805860638618469,0.17754106223583221,0.23583854734897614,0.185075044631958,0.17997963726520538,0.17754106223583221,0.21603477001190186,0.27983084321022034,0.13862676918506622,0.20106644928455353,0.14708377420902252,0.1305682212114334
substantial,0.33448854088783264,0.3072553277015686,0.28158384561538696,0.1290234923362732,0.3856690526008606,0.31344684958457947,0.3101797103881836,0.31344684958457947,0.1915513575077057,0.29880258440971375,0.19827400147914886,0.31344684958457947,0.28158384561538696,0.19873419404029846,0.16305318474769592,0.248609721660614,0.20812161266803741,0.25194647908210754
tuition,0.2307644784450531,0.2928368151187897,0.27240288257598877,0.2021820843219757,0.2730215787887573,0.28630971908569336,0.43500903248786926,0.28630971908569336,0.21755027770996094,0.25320926308631897,0.21552251279354095,0.28630971908569336,0.27240288257598877,0.3710474669933319,0.4018059968948364,0.24434132874011993,0.15287505090236664,0.2023361474275589
",",0.3087472915649414,0.32586824893951416,0.427140474319458,0.23819732666015625,0.3541618287563324,0.44245919585227966,0.18754567205905914,0.44245919585227966,0.24667364358901978,0.3045167922973633,0.24469749629497528,0.44245919585227966,0.427140474319458,0.26526644825935364,0.27141863107681274,0.5201468467712402,0.42079734802246094,0.31091248989105225
close,0.23424343764781952,0.22383815050125122,0.2293529510498047,0.21403104066848755,0.2633917033672333,0.33802270889282227,0.12183623015880585,0.33802270889282227,0.13402366638183594,0.20285740494728088,0.14743812382221222,0.33802270889282227,0.2293529510498047,0.166533961892128,0.12803392112255096,0.23149028420448303,0.3734341263771057,0.1908312737941742
to,0.455847829580307,0.5965728163719177,0.45503583550453186,0.22610324621200562,0.4544740617275238,1.0,0.26723966002464294,1.0,0.3854542672634125,0.44619059562683105,0.1868607997894287,1.0,0.45503583550453186,0.24950890243053436,0.24496325850486755,0.45010748505592346,0.32762008905410767,0.29463258385658264
$,0.24858909845352173,0.25027239322662354,0.22939236462116241,0.1790265440940857,0.18432669341564178,0.22282108664512634,0.42342352867126465,0.22282108664512634,0.14584296941757202,0.184418186545372,0.14974194765090942,0.22282108664512634,0.22939236462116241,0.2061358392238617,0.18588410317897797,0.21616753935813904,0.200901597738266,0.2786129117012024
"40,000",0.1441991776227951,0.12815037369728088,0.129033163189888,0.16393691301345825,0.09393125027418137,0.1346094012260437,0.12841254472732544,0.1346094012260437,0.019571907818317413,0.10875913500785828,0.26372724771499634,0.1346094012260437,0.129033163189888,0.12465623766183853,0.11720176786184311,0.24079853296279907,0.11529025435447693,0.262452632188797
annually,0.13421958684921265,0.21493804454803467,0.23963487148284912,0.12406673282384872,0.20664232969284058,0.24335816502571106,0.2592095732688904,0.24335816502571106,0.09056665748357773,0.19040289521217346,0.08356896042823792,0.24335816502571106,0.23963487148284912,0.2634352147579193,0.17867563664913177,0.29646036028862,0.2176661491394043,0.1364409476518631
for,0.3017193675041199,0.39877474308013916,0.44038116931915283,0.22875110805034637,0.41175219416618347,0.4451248347759247,0.24382255971431732,0.4451248347759247,0.26787710189819336,0.3406745493412018,0.17354701459407806,0.4451248347759247,0.44038116931915283,0.2551570534706116,0.18618352711200714,0.4322226941585541,0.22560004889965057,0.264628142118454
