,which,belgian,footballer,claimed,that,he,should,be,allowed,to,transfer,from,one,football,club,to,another,when,his,contract,was,fulfilled,?
in,0.4840516746044159,0.14414362609386444,0.12273125350475311,0.21382014453411102,0.435920387506485,0.41690486669540405,0.23054338991641998,0.3481820821762085,0.23683252930641174,0.45010748505592346,0.23500178754329681,0.4274188280105591,0.4129433035850525,0.2378888875246048,0.2541219890117645,0.45010748505592346,0.3397690951824188,0.4431333839893341,0.3598145842552185,0.20341484248638153,0.45514053106307983,0.1884724497795105,0.20430970191955566
a,0.56894451379776,0.19621579349040985,0.1124572679400444,0.19752803444862366,0.47537946701049805,0.4393508732318878,0.2715131938457489,0.39883795380592346,0.275193989276886,0.45503583550453186,0.27985772490501404,0.322764128446579,0.4910551905632019,0.20103967189788818,0.24639363586902618,0.45503583550453186,0.6191956996917725,0.44397395849227905,0.3497250974178314,0.20562967658042908,0.4508470594882965,0.2157033383846283,0.23916715383529663
famous,0.24636515974998474,0.14805926382541656,0.14276276528835297,0.1742658019065857,0.1761402189731598,0.32830536365509033,0.1362072080373764,0.07391472905874252,0.26612135767936707,0.12665097415447235,0.017585206776857376,0.23072338104248047,0.3981626033782959,0.14765359461307526,0.19559860229492188,0.12665097415447235,0.27599069476127625,0.18105973303318024,0.28745037317276,0.10076157003641129,0.31606587767601013,0.20557591319084167,0.10379006713628769
case,0.33281663060188293,0.12664705514907837,0.06330177932977676,0.2368275225162506,0.4129708409309387,0.16707688570022583,0.36858198046684265,0.4101763367652893,0.27649393677711487,0.3172709345817566,0.27226629853248596,0.19219538569450378,0.32077234983444214,0.11354844272136688,0.06802656501531601,0.3172709345817566,0.3988676071166992,0.3450794816017151,0.15487945079803467,0.15346591174602509,0.18986068665981293,0.16911688446998596,0.33232852816581726
",",0.3658004403114319,0.1874546855688095,0.1873365342617035,0.24827811121940613,0.4137537479400635,0.40251094102859497,0.2706286907196045,0.39254459738731384,0.2785535454750061,0.44245919585227966,0.22297655045986176,0.39760664105415344,0.3696635365486145,0.25483596324920654,0.2388690710067749,0.44245919585227966,0.3283841907978058,0.36674630641937256,0.3378419280052185,0.20806868374347687,0.45456063747406006,0.23922765254974365,0.31091248989105225
the,0.6521818041801453,0.19601380825042725,0.10848548263311386,0.2761930227279663,0.5473989248275757,0.4571082592010498,0.32399165630340576,0.4248143136501312,0.2985120713710785,0.535392165184021,0.2638886570930481,0.40150508284568787,0.5514441132545471,0.18794101476669312,0.23249365389347076,0.535392165184021,0.5019711852073669,0.5091903209686279,0.4394008219242096,0.23003633320331573,0.48711544275283813,0.29782068729400635,0.22068053483963013
belgian,0.12586940824985504,0.9999998807907104,0.2558576166629791,0.1702539026737213,0.16766312718391418,0.19604915380477905,0.14843662083148956,0.13350757956504822,0.15328972041606903,0.15929116308689117,0.12140308320522308,0.10962323844432831,0.1951179802417755,0.18833719193935394,0.11418520659208298,0.15929116308689117,0.17406809329986572,0.09834840148687363,0.17890019714832306,0.17186835408210754,0.20621734857559204,0.08614688366651535,0.1179066002368927
football,0.18762435019016266,0.18833719193935394,0.6650341153144836,0.1144273653626442,0.1859128326177597,0.2682691216468811,0.13124781847000122,0.09903853386640549,0.19193261861801147,0.14816443622112274,0.23077763617038727,0.15676109492778778,0.1933949738740921,0.9999999403953552,0.4803026616573334,0.14816443622112274,0.10264477878808975,0.17074745893478394,0.14034968614578247,0.1434766799211502,0.23601193726062775,0.09409143030643463,0.14957410097122192
association,0.22655081748962402,0.17171065509319305,0.2262297421693802,0.11364831030368805,0.16232246160507202,0.23543542623519897,0.11084072291851044,0.12827831506729126,0.20345303416252136,0.19401024281978607,0.15883466601371765,0.18207116425037384,0.1827283650636673,0.40466004610061646,0.38495126366615295,0.19401024281978607,0.10959158092737198,0.17064669728279114,0.15207505226135254,0.20693421363830566,0.21210947632789612,0.07112734764814377,0.1542656421661377
v,0.1653934270143509,0.12183967977762222,0.1772851198911667,0.10070060938596725,0.14623945951461792,0.12488074600696564,0.1939162015914917,0.11805149912834167,0.19912324845790863,0.2109750658273697,0.1347418874502182,0.13980557024478912,0.1586812287569046,0.15987367928028107,0.09359583258628845,0.2109750658273697,0.1380556970834732,0.20079591870307922,0.1461172252893448,0.15516254305839539,0.16128918528556824,0.11284130811691284,0.28677162528038025
bosman,0.16071921586990356,0.31844085454940796,0.3577345013618469,0.2763325572013855,0.12342555075883865,0.38051846623420715,0.10975305736064911,0.09742438048124313,0.09590552747249603,0.1918376088142395,0.13600903749465942,0.13493816554546356,0.18862932920455933,0.28257492184638977,0.2221841663122177,0.1918376088142395,0.20462708175182343,0.19567899405956268,0.3640291392803192,0.17248375713825226,0.3088169991970062,0.20441927015781403,0.17116494476795197
",",0.3658004403114319,0.1874546855688095,0.1873365342617035,0.24827811121940613,0.4137537479400635,0.40251094102859497,0.2706286907196045,0.39254459738731384,0.2785535454750061,0.44245919585227966,0.22297655045986176,0.39760664105415344,0.3696635365486145,0.25483596324920654,0.2388690710067749,0.44245919585227966,0.3283841907978058,0.36674630641937256,0.3378419280052185,0.20806868374347687,0.45456063747406006,0.23922765254974365,0.31091248989105225
a,0.56894451379776,0.19621579349040985,0.1124572679400444,0.19752803444862366,0.47537946701049805,0.4393508732318878,0.2715131938457489,0.39883795380592346,0.275193989276886,0.45503583550453186,0.27985772490501404,0.322764128446579,0.4910551905632019,0.20103967189788818,0.24639363586902618,0.45503583550453186,0.6191956996917725,0.44397395849227905,0.3497250974178314,0.20562967658042908,0.4508470594882965,0.2157033383846283,0.23916715383529663
belgian,0.12586940824985504,0.9999998807907104,0.2558576166629791,0.1702539026737213,0.16766312718391418,0.19604915380477905,0.14843662083148956,0.13350757956504822,0.15328972041606903,0.15929116308689117,0.12140308320522308,0.10962323844432831,0.1951179802417755,0.18833719193935394,0.11418520659208298,0.15929116308689117,0.17406809329986572,0.09834840148687363,0.17890019714832306,0.17186835408210754,0.20621734857559204,0.08614688366651535,0.1179066002368927
footballer,0.10918664932250977,0.2558576166629791,1.0,0.14341261982917786,0.16271597146987915,0.1776740998029709,0.10833095014095306,0.06528705358505249,0.09500740468502045,0.05414673686027527,0.16902397572994232,0.14442819356918335,0.1384575217962265,0.6650341153144836,0.28598523139953613,0.05414673686027527,0.094302237033844,0.10577716678380966,0.1653060019016266,0.1723381131887436,0.17145541310310364,0.09721358120441437,0.12551693618297577
named,0.3135877251625061,0.19983424246311188,0.11987175792455673,0.18670867383480072,0.2836160957813263,0.22493088245391846,0.1207292452454567,0.17938804626464844,0.19167374074459076,0.23689822852611542,0.03279111161828041,0.1969364881515503,0.3621094226837158,0.17605318129062653,0.1914076954126358,0.23689822852611542,0.305269330739975,0.2802571952342987,0.19388648867607117,0.10782293975353241,0.37528327107429504,0.18055227398872375,0.1297498345375061
