,what,is,the,name,of,the,donor,who,helped,establish,the,hutchinson,commons,?
other,0.341873437166214,0.25895947217941284,0.44152235984802246,0.20388714969158173,0.38583824038505554,0.44152235984802246,0.2160814106464386,0.3612329661846161,0.2609464228153229,0.2698657810688019,0.44152235984802246,0.1458992063999176,0.2305249571800232,0.24682199954986572
early,0.2454567849636078,0.18880519270896912,0.34442198276519775,0.1594075858592987,0.30937549471855164,0.34442198276519775,0.1479668766260147,0.23985694348812103,0.3116297423839569,0.23146702349185944,0.34442198276519775,0.2722419202327728,0.10344268381595612,0.15272949635982513
benefactors,0.28412726521492004,0.22382450103759766,0.3105859160423279,0.1862199455499649,0.34314677119255066,0.3105859160423279,0.2632972002029419,0.29839879274368286,0.2116449922323227,0.21624882519245148,0.3105859160423279,0.33367812633514404,0.17853401601314545,0.2648029029369354
included,0.2288810908794403,0.23363345861434937,0.3825419843196869,0.17476937174797058,0.4391688108444214,0.3825419843196869,0.12970371544361115,0.19250646233558655,0.27243855595588684,0.16812609136104584,0.3825419843196869,0.05957949534058571,0.13757815957069397,0.14385655522346497
businessmen,0.21677884459495544,0.1373387575149536,0.2639414370059967,0.13574714958667755,0.24270594120025635,0.2639414370059967,0.2236710488796234,0.39281243085861206,0.2937503457069397,0.22257699072360992,0.2639414370059967,0.1981646716594696,0.23747403919696808,0.15025284886360168
charles,0.18606366217136383,0.16326871514320374,0.20777860283851624,0.12928123772144318,0.22512592375278473,0.20777860283851624,0.20153947174549103,0.27103671431541443,0.16840997338294983,0.13386152684688568,0.20777860283851624,0.2635651230812073,0.18103919923305511,0.17366734147071838
l.,0.11054152995347977,0.049993179738521576,0.06809674203395844,0.09887192398309708,0.0543326660990715,0.06809674203395844,-0.032407667487859726,-0.00789702869951725,-0.11857341229915619,-0.020201031118631363,0.06809674203395844,-0.00888439267873764,-0.050958409905433655,0.05018472298979759
hutchinson,0.19296279549598694,0.16699036955833435,0.24093811213970184,0.2623884975910187,0.23063859343528748,0.24093811213970184,0.27647167444229126,0.27028903365135193,0.11764917522668839,0.1919797956943512,0.24093811213970184,1.0000001192092896,0.2770425081253052,0.1852731704711914
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.1483059823513031,0.2443375140428543,0.1903270184993744,0.19776324927806854,0.33289089798927307,0.2259238362312317,0.19130012392997742,0.40561532974243164
trustee,0.24202090501785278,0.1502865105867386,0.22234539687633514,0.10944750905036926,0.26287978887557983,0.22234539687633514,0.28141745924949646,0.3162195682525635,0.21178600192070007,0.26280319690704346,0.22234539687633514,0.313459187746048,0.3188340961933136,0.11312240362167358
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.19635824859142303,0.3365725874900818,0.2661169171333313,0.19669954478740692,0.4933079481124878,0.26159951090812683,0.2531384229660034,0.31091248989105225
treasurer,0.19715970754623413,0.19029849767684937,0.2843877375125885,0.1886601448059082,0.2722177803516388,0.2843877375125885,0.23221202194690704,0.3065807521343231,0.20308661460876465,0.17675945162773132,0.2843877375125885,0.3090500831604004,0.23298579454421997,0.12087789922952652
