,what,was,brown,'s,job,?
in,0.30808621644973755,0.45514053106307983,0.20236437022686005,-0.037580832839012146,0.2114088088274002,0.20430970191955566
late,0.1576872020959854,0.4393066465854645,0.1447829157114029,0.013811700977385044,0.12747780978679657,0.11339222639799118
1886,0.17057421803474426,0.15760818123817444,-0.008101686835289001,-0.024794330820441246,0.13041558861732483,0.15507127344608307
tesla,0.23221199214458466,0.16455206274986267,0.07134627550840378,0.06449045985937119,0.18396559357643127,0.10250775516033173
met,0.2157946228981018,0.3100595772266388,0.10161585360765457,-0.10467138886451721,0.27961909770965576,0.13848096132278442
alfred,0.13265195488929749,0.27826040983200073,0.16912813484668732,-0.031213775277137756,0.12574593722820282,0.10596195608377457
s.,0.027025721967220306,-0.0905630961060524,0.058565907180309296,-0.0037727716844528913,0.021717097610235214,0.07581593841314316
brown,0.14282190799713135,0.1727168709039688,1.0000001192092896,0.0031092315912246704,0.12021587789058685,0.18920691311359406
",",0.3087472915649414,0.45456063747406006,0.2983597218990326,-0.0016132977325469255,0.27190712094306946,0.31091248989105225
a,0.3320399522781372,0.4508470594882965,0.21047969162464142,0.04866964742541313,0.2834402620792389,0.23916715383529663
western,0.2454150915145874,0.2864105999469757,0.12072498351335526,0.06932425498962402,0.07856228947639465,0.17439141869544983
union,0.1396910548210144,0.23276571929454803,0.14949947595596313,0.10892792046070099,0.11964655667543411,0.07797172665596008
superintendent,0.17211037874221802,0.33779042959213257,0.23975273966789246,-0.016589444130659103,0.26463332772254944,0.08918596059083939
",",0.3087472915649414,0.45456063747406006,0.2983597218990326,-0.0016132977325469255,0.27190712094306946,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.28234389424324036,0.06895173341035843,0.2592610716819763,0.20544172823429108
new,0.2130378633737564,0.2748313844203949,0.12720443308353424,-0.008355522528290749,0.23716533184051514,0.14782847464084625
york,0.15652963519096375,0.2746913433074951,0.1466587632894516,-0.02817569300532341,0.2013859897851944,0.15262620151042938
attorney,0.19245201349258423,0.25042402744293213,0.19537021219730377,-0.08163782209157944,0.2271117866039276,0.14764122664928436
charles,0.18606366217136383,0.28342804312705994,0.22463859617710114,-0.08611538261175156,0.13793541491031647,0.17366734147071838
f.,0.18076683580875397,0.17113131284713745,0.015026392415165901,0.07090789824724197,0.09672772139310837,0.11007396876811981
peck,0.16520589590072632,0.2587347626686096,0.2998613715171814,-0.07934148609638214,0.15709277987480164,0.22361880540847778
.,0.3567904531955719,0.40146201848983765,0.3447112441062927,-0.003708066651597619,0.2807863652706146,0.4130953550338745
