,with,what,european,country,did,the,huguenots,feel,kinship,for,emigration,to,?
consequently,0.2893238663673401,0.2402803599834442,0.1780046969652176,0.22893530130386353,0.21104316413402557,0.2966291010379791,0.31143584847450256,0.19151946902275085,0.15676039457321167,0.3083871603012085,0.28920385241508484,0.39944204688072205,0.15715579688549042
",",0.4120737314224243,0.3087472915649414,0.19684812426567078,0.27878350019454956,0.3015086054801941,0.4933079481124878,0.23394492268562317,0.23670589923858643,0.25182977318763733,0.4464869201183319,0.2729322612285614,0.44245919585227966,0.31091248989105225
many,0.35744401812553406,0.36131182312965393,0.24996337294578552,0.26946935057640076,0.375588983297348,0.4335206151008606,0.27507859468460083,0.2913459539413452,0.2832171618938446,0.40972793102264404,0.2688727080821991,0.40243685245513916,0.2124512493610382
huguenots,0.20256154239177704,0.22128188610076904,0.2767033278942108,0.1987663209438324,0.2420482039451599,0.30745792388916016,1.0,0.1407364457845688,0.30154773592948914,0.17568211257457733,0.3970017731189728,0.2685132324695587,0.16010338068008423
considered,0.24176937341690063,0.2834889590740204,0.20593810081481934,0.19796866178512573,0.2623664438724518,0.4028765559196472,0.1333041489124298,0.28293681144714355,0.21425293385982513,0.3214476406574249,0.15813328325748444,0.2954166829586029,0.19909770786762238
the,0.4223487675189972,0.42745697498321533,0.3423081040382385,0.30432501435279846,0.34736719727516174,1.0,0.30745792388916016,0.264497846364975,0.23398461937904358,0.4739971458911896,0.33268171548843384,0.535392165184021,0.22068053483963013
wealthy,0.1606818437576294,0.1760208159685135,0.13453005254268646,0.25022104382514954,0.24587464332580566,0.2220325618982315,0.39846473932266235,0.1960189938545227,0.3176997900009155,0.15221571922302246,0.23238115012645721,0.2669115960597992,0.07667969912290573
and,0.5477725267410278,0.31309178471565247,0.24143946170806885,0.30884742736816406,0.34479495882987976,0.5171257257461548,0.28783127665519714,0.2860409915447235,0.2918645143508911,0.5064792633056641,0.2547016441822052,0.48971283435821533,0.20544172823429108
calvinist,0.1611146330833435,0.24380050599575043,0.21581891179084778,0.19896794855594635,0.18083077669143677,0.22695963084697723,0.4456140995025635,0.19749882817268372,0.2699446380138397,0.10773555189371109,0.2711820900440216,0.16533730924129486,0.20681126415729523
dutch,0.11541517823934555,0.1643560230731964,0.31322571635246277,0.1899806261062622,0.1729682981967926,0.1705695390701294,0.37400156259536743,0.12449143081903458,0.17239084839820862,0.1401536464691162,0.17033758759498596,0.1383991241455078,0.1081366017460823
republic,0.15649500489234924,0.18626701831817627,0.21235013008117676,0.35216525197029114,0.14819517731666565,0.2862427830696106,0.22882942855358124,0.08395262062549591,0.19627420604228973,0.16072990000247955,0.24219952523708344,0.17235471308231354,0.16880398988723755
",",0.4120737314224243,0.3087472915649414,0.19684812426567078,0.27878350019454956,0.3015086054801941,0.4933079481124878,0.23394492268562317,0.23670589923858643,0.25182977318763733,0.4464869201183319,0.2729322612285614,0.44245919585227966,0.31091248989105225
which,0.46403205394744873,0.5261979103088379,0.2234036773443222,0.2308337539434433,0.2750149369239807,0.6521818041801453,0.24042612314224243,0.2847709357738495,0.2818162143230438,0.44095608592033386,0.2425316870212555,0.5345056653022766,0.25814583897590637
led,0.27114903926849365,0.12112844735383987,0.2244439274072647,0.2360784411430359,0.3213953971862793,0.3267505168914795,0.2371187061071396,0.16047365963459015,0.11990974843502045,0.2628403306007385,0.29987776279449463,0.21815308928489685,0.09273858368396759
the,0.4223487675189972,0.42745697498321533,0.3423081040382385,0.30432501435279846,0.34736719727516174,1.0,0.30745792388916016,0.264497846364975,0.23398461937904358,0.4739971458911896,0.33268171548843384,0.535392165184021,0.22068053483963013
opposition,0.15678618848323822,0.2798226773738861,0.15471911430358887,0.23521409928798676,0.21891070902347565,0.26783087849617004,0.3231984078884125,0.27841904759407043,0.2499888837337494,0.2402389794588089,0.35223156213760376,0.2251589596271515,0.15647298097610474
to,0.4239959120750427,0.455847829580307,0.21011990308761597,0.31281599402427673,0.4452643394470215,0.535392165184021,0.2685132324695587,0.3145853281021118,0.2480468600988388,0.4451248347759247,0.2972380816936493,1.0,0.29463258385658264
louis,0.1528971940279007,0.11922219395637512,0.12836313247680664,0.19514377415180206,0.21384841203689575,0.22078758478164673,0.3942606449127197,0.0908438041806221,0.24942217767238617,0.16085198521614075,0.16306458413600922,0.16961874067783356,0.09819188714027405
xiv,0.15167753398418427,0.14248216152191162,0.1884971410036087,0.14836744964122772,0.19741129875183105,0.24956288933753967,0.3824757933616638,0.08279559016227722,0.21369604766368866,0.19519008696079254,0.2343185842037201,0.20471028983592987,0.19533176720142365
",",0.4120737314224243,0.3087472915649414,0.19684812426567078,0.27878350019454956,0.3015086054801941,0.4933079481124878,0.23394492268562317,0.23670589923858643,0.25182977318763733,0.4464869201183319,0.2729322612285614,0.44245919585227966,0.31091248989105225
as,0.40387406945228577,0.31749409437179565,0.20210161805152893,0.2241005152463913,0.3596470057964325,0.48381632566452026,0.14947842061519623,0.24440717697143555,0.29253262281417847,0.44774648547172546,0.18644748628139496,0.42092081904411316,0.27043893933296204
the,0.4223487675189972,0.42745697498321533,0.3423081040382385,0.30432501435279846,0.34736719727516174,1.0,0.30745792388916016,0.264497846364975,0.23398461937904358,0.4739971458911896,0.33268171548843384,0.535392165184021,0.22068053483963013
most,0.336320698261261,0.3219912350177765,0.21084468066692352,0.2174985557794571,0.2822507321834564,0.47635307908058167,0.22474531829357147,0.22626206278800964,0.22633066773414612,0.3906237483024597,0.1932356208562851,0.321603000164032,0.2107497900724411
attractive,0.1933784931898117,0.1607188582420349,0.06575976312160492,0.12567642331123352,0.09902188926935196,0.18968547880649567,0.13743677735328674,0.3142898678779602,0.15956318378448486,0.2540658116340637,0.17145130038261414,0.2918094992637634,0.059703927487134933
country,0.24760155379772186,0.22705033421516418,0.2651806175708771,1.0000001192092896,0.24348343908786774,0.30432501435279846,0.1987663209438324,0.137406125664711,0.1699671894311905,0.2644098401069641,0.31515705585479736,0.31281599402427673,0.12647280097007751
for,0.39140474796295166,0.3017193675041199,0.2838500738143921,0.2644098401069641,0.318512886762619,0.4739971458911896,0.17568211257457733,0.2635006904602051,0.3010309040546417,0.9999999403953552,0.292254239320755,0.4451248347759247,0.264628142118454
exile,0.11624319851398468,0.1869683712720871,0.11262313276529312,0.27700501680374146,0.1518840342760086,0.2695883810520172,0.3267977237701416,0.06512424349784851,0.16546489298343658,0.12144988030195236,0.3441556990146637,0.2782366871833801,0.0954928770661354
after,0.33843478560447693,0.21973377466201782,0.17162996530532837,0.20467059314250946,0.30330467224121094,0.4565047025680542,0.27856364846229553,0.17316356301307678,0.17376059293746948,0.3650246858596802,0.2487487643957138,0.37890323996543884,0.16608688235282898
the,0.4223487675189972,0.42745697498321533,0.3423081040382385,0.30432501435279846,0.34736719727516174,1.0,0.30745792388916016,0.264497846364975,0.23398461937904358,0.4739971458911896,0.33268171548843384,0.535392165184021,0.22068053483963013
revocation,0.16667725145816803,0.3527876138687134,0.10527876764535904,0.27434051036834717,0.25484439730644226,0.28586745262145996,0.2845973074436188,0.33649536967277527,0.2207345962524414,0.32323306798934937,0.3566741347312927,0.306398868560791,0.32403331995010376
of,0.41827285289764404,0.33290785551071167,0.2507138252258301,0.28866857290267944,0.2513895630836487,0.733189046382904,0.27577435970306396,0.19935615360736847,0.24652467668056488,0.4185989499092102,0.28587231040000916,0.41548454761505127,0.1826142966747284
the,0.4223487675189972,0.42745697498321533,0.3423081040382385,0.30432501435279846,0.34736719727516174,1.0,0.30745792388916016,0.264497846364975,0.23398461937904358,0.4739971458911896,0.33268171548843384,0.535392165184021,0.22068053483963013
edict,0.16914959251880646,0.16707053780555725,0.14703232049942017,0.13302479684352875,0.16355286538600922,0.17931364476680756,0.4464908242225647,0.13548827171325684,0.194763645529747,0.15092115104198456,0.29280781745910645,0.22104638814926147,0.16218337416648865
of,0.41827285289764404,0.33290785551071167,0.2507138252258301,0.28866857290267944,0.2513895630836487,0.733189046382904,0.27577435970306396,0.19935615360736847,0.24652467668056488,0.4185989499092102,0.28587231040000916,0.41548454761505127,0.1826142966747284
nantes,0.18484696745872498,0.13674625754356384,0.19049912691116333,0.11077094078063965,0.1464715451002121,0.20705030858516693,0.5384321808815002,0.14561709761619568,0.25038501620292664,0.1744062602519989,0.25004842877388,0.22604770958423615,0.15215469896793365
.,0.4446153938770294,0.3567904531955719,0.2095622420310974,0.26130348443984985,0.35288307070732117,0.5934505462646484,0.2170230895280838,0.25462567806243896,0.2473854422569275,0.4726039469242096,0.29217660427093506,0.4645031690597534,0.4130953550338745
