,what,is,the,worlds,largest,academic,and,private,library,system,?
it,0.45803478360176086,0.6328473687171936,0.6251175999641418,0.15876232087612152,0.30890756845474243,0.13023914396762848,0.40957894921302795,0.17335385084152222,0.1741359829902649,0.30691424012184143,0.25732165575027466
operates,0.17323419451713562,0.29712775349617004,0.2663705050945282,0.17974774539470673,0.3006333112716675,0.1887863278388977,0.254499614238739,0.2775810658931732,0.20642223954200745,0.3378969728946686,0.12270797789096832
several,0.22446060180664062,0.20361857116222382,0.40559855103492737,0.22761127352714539,0.1781659573316574,0.1609182506799698,0.4663935899734497,0.23570138216018677,0.14943283796310425,0.18149340152740479,0.15595775842666626
arts,0.15975245833396912,0.1983575075864792,0.23374557495117188,0.18072402477264404,0.16537079215049744,0.3772929310798645,0.3013502061367035,0.2491387128829956,0.29444992542266846,0.12523607909679413,0.09471383690834045
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.1796322464942932,0.26626327633857727,0.3273942470550537,0.6633074283599854,0.1899166703224182,0.16805633902549744,0.18439900875091553,0.31091248989105225
cultural,0.18198847770690918,0.1658732146024704,0.23337452113628387,0.17421135306358337,0.21104417741298676,0.3676058053970337,0.28489047288894653,0.187155082821846,0.21870914101600647,0.11666607111692429,0.09798457473516464
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.1796322464942932,0.26626327633857727,0.3273942470550537,0.6633074283599854,0.1899166703224182,0.16805633902549744,0.18439900875091553,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.27785348892211914,0.24602696299552917,0.2552715241909027,1.0,0.2557651102542877,0.18451033532619476,0.231138214468956,0.20544172823429108
scientific,0.18922170996665955,0.24722182750701904,0.24748262763023376,0.14935936033725739,0.213148832321167,0.3793087303638458,0.2165914624929428,0.15400828421115875,0.21957656741142273,0.18353666365146637,0.16215236485004425
museums,0.18489275872707367,0.19032974541187286,0.2721219062805176,0.2400425523519516,0.32291871309280396,0.25281429290771484,0.3102967441082001,0.28417453169822693,0.3587424159049988,0.13463450968265533,0.1374243199825287
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.1796322464942932,0.26626327633857727,0.3273942470550537,0.6633074283599854,0.1899166703224182,0.16805633902549744,0.18439900875091553,0.31091248989105225
alongside,0.154389888048172,0.16038712859153748,0.2475084811449051,0.19072061777114868,0.12212826311588287,0.07596335560083389,0.36740177869796753,0.14603325724601746,0.08784740418195724,0.11363371461629868,0.20579710602760315
the,0.42745697498321533,0.5823672413825989,1.0,0.2276933789253235,0.3757036626338959,0.15387672185897827,0.5171257257461548,0.18291357159614563,0.19920319318771362,0.3233085572719574,0.22068053483963013
harvard,0.2177114188671112,0.15387701988220215,0.24496200680732727,0.1985817849636078,0.10061108320951462,0.41330868005752563,0.2453373372554779,0.19922538101673126,0.28255677223205566,0.19500991702079773,0.11685016006231308
library,0.19149379432201385,0.16916222870349884,0.19920319318771362,0.18860983848571777,0.21099962294101715,0.2728489935398102,0.18451033532619476,0.20243872702121735,0.9999999403953552,0.19369082152843475,0.18938742578029633
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.1796322464942932,0.26626327633857727,0.3273942470550537,0.6633074283599854,0.1899166703224182,0.16805633902549744,0.18439900875091553,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.21644167602062225,0.29749369621276855,0.07518897950649261,0.506277859210968,0.21277280151844025,0.1813201606273651,0.37390631437301636,0.25814583897590637
is,0.28837618231773376,1.0,0.5823672413825989,0.14935344457626343,0.3413417339324951,0.19421102106571198,0.3859752118587494,0.1420905888080597,0.16916222870349884,0.2282046526670456,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.2276933789253235,0.3757036626338959,0.15387672185897827,0.5171257257461548,0.18291357159614563,0.19920319318771362,0.3233085572719574,0.22068053483963013
world,0.21669597923755646,0.24458536505699158,0.33604270219802856,0.5605757832527161,0.344524085521698,0.2199455052614212,0.3246132433414459,0.20038117468357086,0.18265527486801147,0.1705089509487152,0.17579582333564758
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.14571480453014374,-0.02050611935555935,0.0384543351829052,0.06895173341035843,0.08433578908443451,-0.09959429502487183,0.04329425096511841,-0.023395681753754616
largest,0.13463157415390015,0.3413417339324951,0.3757036626338959,0.1880643367767334,0.9999999403953552,0.12686534225940704,0.24602696299552917,0.2097262591123581,0.21099962294101715,0.21437762677669525,0.12401245534420013
academic,0.10352335125207901,0.19421102106571198,0.15387672185897827,0.1310604065656662,0.12686534225940704,0.9999998807907104,0.2552715241909027,0.202907994389534,0.2728489935398102,0.11068961024284363,0.11011603474617004
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.27785348892211914,0.24602696299552917,0.2552715241909027,1.0,0.2557651102542877,0.18451033532619476,0.231138214468956,0.20544172823429108
private,0.16778090596199036,0.1420905888080597,0.18291357159614563,0.20556460320949554,0.2097262591123581,0.202907994389534,0.2557651102542877,1.0,0.20243872702121735,0.18003414571285248,0.14389030635356903
library,0.19149379432201385,0.16916222870349884,0.19920319318771362,0.18860983848571777,0.21099962294101715,0.2728489935398102,0.18451033532619476,0.20243872702121735,0.9999999403953552,0.19369082152843475,0.18938742578029633
system,0.23557309806346893,0.2282046526670456,0.3233085572719574,0.17358249425888062,0.21437762677669525,0.11068961024284363,0.231138214468956,0.18003414571285248,0.19369082152843475,1.0000001192092896,0.15556083619594574
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.1796322464942932,0.26626327633857727,0.3273942470550537,0.6633074283599854,0.1899166703224182,0.16805633902549744,0.18439900875091553,0.31091248989105225
comprising,0.13995948433876038,0.3015725612640381,0.3166780471801758,0.14010034501552582,0.3155554234981537,0.24593806266784668,0.30059969425201416,0.13699744641780853,0.16138026118278503,0.1309627741575241,0.043617378920316696
79,0.08464095741510391,0.20530419051647186,0.10815461724996567,0.0797172263264656,0.039564620703458786,0.12068433314561844,0.17603720724582672,0.022313594818115234,0.04726657271385193,-0.004565354902297258,0.07359330356121063
individual,0.34021541476249695,0.21069909632205963,0.3706541955471039,0.25090235471725464,0.15576331317424774,0.18388429284095764,0.30311039090156555,0.21468594670295715,0.0871775820851326,0.237809956073761,0.2058374285697937
libraries,0.17814436554908752,0.17780977487564087,0.2134861946105957,0.2756480574607849,0.2626825273036957,0.3473966121673584,0.28810685873031616,0.3285027742385864,0.7666171193122864,0.2806265354156494,0.20525334775447845
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.24654653668403625,0.16282805800437927,0.13608743250370026,0.5477725267410278,0.20792533457279205,0.1252506524324417,0.14296101033687592,0.2433311939239502
over,0.28007611632347107,0.2159561663866043,0.39856547117233276,0.2118472009897232,0.2755204439163208,0.17211315035820007,0.4021143913269043,0.16284549236297607,0.15256260335445404,0.20886710286140442,0.25742942094802856
18,-0.09284763038158417,-0.09313851594924927,-0.07796193659305573,-0.07492990046739578,-0.00999864935874939,0.06616156548261642,-0.07680561393499374,-0.041027408093214035,-0.02788235992193222,-0.08916128426790237,-0.04919438064098358
