,where,do,platycenida,live,?
platyctenids,0.18989919126033783,0.2775275409221649,0.8467671275138855,0.31423863768577576,0.1917940229177475
are,0.32389864325523376,0.41111594438552856,0.26215648651123047,0.30489251017570496,0.24591213464736938
usually,0.4019157886505127,0.3498661518096924,0.21546615660190582,0.17689292132854462,0.19435347616672516
cryptically,0.1884315013885498,0.1345623880624771,0.2775755226612091,0.1883297860622406,0.11587347090244293
colored,0.21686500310897827,0.20832467079162598,0.1929481327533722,0.1218932494521141,0.17333996295928955
",",0.3149496018886566,0.3283645510673523,0.33363914489746094,0.29754534363746643,0.31091248989105225
live,0.29394233226776123,0.2297554910182953,0.31774669885635376,1.0,0.19481121003627777
on,0.37630224227905273,0.3025321364402771,0.20984876155853271,0.24591919779777527,0.2714994251728058
rocks,0.24500836431980133,0.2351894974708557,0.4102185368537903,0.18727272748947144,0.17394492030143738
",",0.3149496018886566,0.3283645510673523,0.33363914489746094,0.29754534363746643,0.31091248989105225
algae,0.13708308339118958,0.24521787464618683,0.41290557384490967,0.22370995581150055,0.15479309856891632
",",0.3149496018886566,0.3283645510673523,0.33363914489746094,0.29754534363746643,0.31091248989105225
or,0.3651050925254822,0.39439281821250916,0.2468218207359314,0.16903264820575714,0.32389625906944275
the,0.5003893971443176,0.30239659547805786,0.24191129207611084,0.2995128035545349,0.22068053483963013
body,0.21554996073246002,0.1887626349925995,0.2218845635652542,0.06842035055160522,0.20136451721191406
surfaces,0.25704801082611084,0.20836758613586426,0.34911200404167175,0.18482938408851624,0.15262344479560852
of,0.38066378235816956,0.26150479912757874,0.28116098046302795,0.27734068036079407,0.1826142966747284
other,0.3730994164943695,0.34946969151496887,0.21152333915233612,0.20985135436058044,0.24682199954986572
invertebrates,0.20810280740261078,0.28329378366470337,0.5188667178153992,0.22936470806598663,0.20238085091114044
",",0.3149496018886566,0.3283645510673523,0.33363914489746094,0.29754534363746643,0.31091248989105225
and,0.43859338760375977,0.276123583316803,0.2804274260997772,0.29040172696113586,0.20544172823429108
are,0.32389864325523376,0.41111594438552856,0.26215648651123047,0.30489251017570496,0.24591213464736938
often,0.4629369378089905,0.30438441038131714,0.2110859453678131,0.21985797584056854,0.23748154938220978
revealed,0.13528285920619965,0.19205743074417114,0.18008533120155334,0.07836358994245529,0.21034270524978638
by,0.2641284465789795,0.1481526494026184,0.1801041066646576,0.08095370978116989,0.17966607213020325
their,0.3356108069419861,0.35424983501434326,0.20262040197849274,0.28444966673851013,0.1898253709077835
long,0.22579649090766907,0.25471416115760803,0.2705995738506317,0.20588193833827972,0.19699987769126892
tentacles,0.1650160700082779,0.2578895092010498,0.4011441767215729,0.19218552112579346,0.15145425498485565
with,0.4142743945121765,0.23744353652000427,0.17588670551776886,0.19521716237068176,0.2433311939239502
many,0.4338301420211792,0.38738366961479187,0.22298745810985565,0.31241026520729065,0.2124512493610382
sidebranches,0.32287362217903137,0.30127522349357605,0.38901370763778687,0.2110772728919983,0.22270384430885315
",",0.3149496018886566,0.3283645510673523,0.33363914489746094,0.29754534363746643,0.31091248989105225
seen,0.25857648253440857,0.2340354472398758,0.18258725106716156,0.20915980637073517,0.2567344307899475
streaming,0.2478773146867752,0.16950736939907074,0.23641729354858398,0.3215104639530182,0.19690081477165222
off,0.30548539757728577,0.2069602608680725,0.18508300185203552,0.13759273290634155,0.12937544286251068
the,0.5003893971443176,0.30239659547805786,0.24191129207611084,0.2995128035545349,0.22068053483963013
back,0.373447060585022,0.2184148132801056,0.1585746705532074,0.22199426591396332,0.2397768795490265
of,0.38066378235816956,0.26150479912757874,0.28116098046302795,0.27734068036079407,0.1826142966747284
the,0.5003893971443176,0.30239659547805786,0.24191129207611084,0.2995128035545349,0.22068053483963013
ctenophore,0.1630910038948059,0.31213733553886414,0.5595040321350098,0.19288623332977295,0.2190871685743332
into,0.335035502910614,0.20546826720237732,0.19659458100795746,0.14913488924503326,0.15662476420402527
the,0.5003893971443176,0.30239659547805786,0.24191129207611084,0.2995128035545349,0.22068053483963013
current,0.21811948716640472,0.20353420078754425,0.1655830591917038,0.13589739799499512,0.12074550241231918
.,0.41390106081962585,0.3613996207714081,0.32635697722435,0.32964062690734863,0.4130953550338745
