,where,does,the,rhine,end,?
the,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.39658910036087036,0.22068053483963013
length,0.17323808372020721,0.1581840068101883,0.26581600308418274,0.20094704627990723,0.2428112030029297,0.16668567061424255
of,0.38066378235816956,0.3119818866252899,0.733189046382904,0.2548927664756775,0.2215006798505783,0.1826142966747284
the,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.39658910036087036,0.22068053483963013
rhine,0.2007746696472168,0.13532963395118713,0.30735138058662415,1.0,0.19766965508460999,0.13754533231258392
is,0.3586711287498474,0.4403602182865143,0.5823672413825989,0.15617261826992035,0.2179071456193924,0.22961433231830597
conventionally,0.3188394010066986,0.2763890027999878,0.3092604875564575,0.1699018031358719,0.2369082272052765,0.1562664955854416
measured,0.21141056716442108,0.18513734638690948,0.279002845287323,0.126449316740036,0.1585911512374878,0.17351430654525757
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.24648422002792358,0.28539085388183594,0.20430970191955566
``,0.020612511783838272,0.06539655476808548,0.029072100296616554,0.031863048672676086,0.09823527187108994,0.0685480609536171
rhine-kilometers,0.3077027201652527,0.1594022661447525,0.3899826407432556,0.5765131711959839,0.2532036602497101,0.12356684356927872
'',0.016034942120313644,-0.004023602232336998,0.041273195296525955,-0.003653771709650755,-0.02458004280924797,0.018684765323996544
(,0.1970011591911316,0.2728188931941986,0.33289089798927307,0.12381801009178162,0.21691228449344635,0.40561532974243164
rheinkilometer,0.29986509680747986,0.1868865042924881,0.377916544675827,0.5023218989372253,0.2648574113845825,0.2017219215631485
),0.20711064338684082,0.2575884759426117,0.3456730246543884,0.12686386704444885,0.2439398169517517,0.42300865054130554
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.167837992310524,0.25448864698410034,0.31091248989105225
a,0.40997210144996643,0.38201746344566345,0.5829201340675354,0.1823403388261795,0.28924596309661865,0.23916715383529663
scale,0.17809957265853882,0.11024517565965652,0.1833842247724533,0.09456667304039001,0.183313250541687,0.21142835915088654
introduced,0.16159963607788086,0.13910196721553802,0.242969810962677,0.09226672351360321,0.08293730020523071,0.16386865079402924
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.24648422002792358,0.28539085388183594,0.20430970191955566
1939,0.1717550903558731,0.13450099527835846,0.3322303593158722,0.16051381826400757,0.19256459176540375,-0.0777229517698288
which,0.5477990508079529,0.39111801981925964,0.6521818041801453,0.18744276463985443,0.31110426783561707,0.25814583897590637
runs,0.26139166951179504,0.2957790493965149,0.30832576751708984,0.24514833092689514,0.2596242427825928,0.08094297349452972
from,0.3713873624801636,0.1777622550725937,0.40150508284568787,0.2181936800479889,0.31609439849853516,0.19969791173934937
the,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.39658910036087036,0.22068053483963013
old,0.24182595312595367,0.20156827569007874,0.31849798560142517,0.18212221562862396,0.18747934699058533,0.20577076077461243
rhine,0.2007746696472168,0.13532963395118713,0.30735138058662415,1.0,0.19766965508460999,0.13754533231258392
bridge,0.10934001207351685,0.09930194914340973,0.27692803740501404,0.2627650499343872,0.20267608761787415,0.1396101862192154
at,0.4402937591075897,0.17465277016162872,0.457212895154953,0.19469857215881348,0.3223728835582733,0.21978627145290375
constance,0.2565965950489044,0.08125069737434387,0.23177717626094818,0.33406126499176025,0.1916208416223526,0.1427515298128128
(,0.1970011591911316,0.2728188931941986,0.33289089798927307,0.12381801009178162,0.21691228449344635,0.40561532974243164
0,0.0004838571767322719,-0.035647839307785034,0.06647186726331711,0.019290808588266373,-0.03795582428574562,0.0436553880572319
km,0.18477274477481842,0.012100671418011189,0.21376769244670868,0.22496221959590912,0.14705954492092133,0.08180338144302368
),0.20711064338684082,0.2575884759426117,0.3456730246543884,0.12686386704444885,0.2439398169517517,0.42300865054130554
to,0.47735077142715454,0.4391997456550598,0.535392165184021,0.1736302673816681,0.3229445815086365,0.29463258385658264
hoek,0.21770526468753815,0.092440664768219,0.24397946894168854,0.43599072098731995,0.17037656903266907,0.15933550894260406
van,0.16598330438137054,0.07123459130525589,0.13541297614574432,0.2172645628452301,0.09527738392353058,0.15528257191181183
holland,0.162776380777359,0.09043018519878387,0.21247440576553345,0.374037504196167,0.15930457413196564,0.14312024414539337
(,0.1970011591911316,0.2728188931941986,0.33289089798927307,0.12381801009178162,0.21691228449344635,0.40561532974243164
1036.20,0.02482164278626442,-0.0014244156191125512,0.079269178211689,0.04667671024799347,0.005179218482226133,-0.020128324627876282
km,0.18477274477481842,0.012100671418011189,0.21376769244670868,0.22496221959590912,0.14705954492092133,0.08180338144302368
),0.20711064338684082,0.2575884759426117,0.3456730246543884,0.12686386704444885,0.2439398169517517,0.42300865054130554
.,0.41390106081962585,0.3022993505001068,0.5934505462646484,0.2089352011680603,0.26526886224746704,0.4130953550338745
