,which,region,invented,the,machine,gun,?
this,0.6719430088996887,0.1878165900707245,0.20334137976169586,0.6274310946464539,0.24642139673233032,0.20362749695777893,0.3155723512172699
technology,0.24444639682769775,0.19629421830177307,0.24486812949180603,0.21669498085975647,0.2671034336090088,0.16285061836242676,0.11564995348453522
gave,0.19981732964515686,0.1313968151807785,0.20058123767375946,0.32555076479911804,0.10768873244524002,0.1719299703836441,0.1910865753889084
european,0.2234036773443222,0.21243055164813995,0.16984480619430542,0.3423081040382385,0.1471196711063385,0.11044248193502426,0.14560863375663757
armies,0.18109287321567535,0.19462285935878754,0.12010584771633148,0.33505764603614807,0.21716859936714172,0.31019163131713867,0.17227305471897125
an,0.3611921966075897,0.13773460686206818,0.16599276661872864,0.4207492768764496,0.18184466660022736,0.1399056762456894,0.19793890416622162
advantage,0.2986800968647003,0.11027321219444275,0.20581188797950745,0.2844003438949585,0.26739099621772766,0.13481014966964722,0.10412604361772537
over,0.4256240129470825,0.19301480054855347,0.1431138515472412,0.39856547117233276,0.13639846444129944,0.14896446466445923,0.25742942094802856
their,0.4582767188549042,0.1464851349592209,0.1647348552942276,0.516537070274353,0.22587989270687103,0.1375623345375061,0.1898253709077835
opponents,0.24498093128204346,0.06635521352291107,0.14527598023414612,0.2483137845993042,0.2405025064945221,0.22961731255054474,0.12975426018238068
",",0.3658004403114319,0.2119160145521164,0.21420055627822876,0.4933079481124878,0.21841607987880707,0.20479370653629303,0.31091248989105225
as,0.41006597876548767,0.17285758256912231,0.19728437066078186,0.48381632566452026,0.20022566616535187,0.19629111886024475,0.27043893933296204
armies,0.18109287321567535,0.19462285935878754,0.12010584771633148,0.33505764603614807,0.21716859936714172,0.31019163131713867,0.17227305471897125
in,0.4840516746044159,0.3524819314479828,0.21565213799476624,0.6662389636039734,0.16716814041137695,0.20541951060295105,0.20430970191955566
less-developed,0.3717684745788574,0.22673682868480682,0.4252844750881195,0.3251519799232483,0.24219758808612823,0.17899982631206512,0.1424001306295395
countries,0.29131221771240234,0.3022323548793793,0.15757176280021667,0.33290645480155945,0.14960964024066925,0.13200101256370544,0.15128466486930847
were,0.2807837128639221,0.16843447089195251,0.21718862652778625,0.3906462490558624,0.15534716844558716,0.18273253738880157,0.17890112102031708
still,0.4167596399784088,0.2069346159696579,0.2343190610408783,0.40142056345939636,0.2307283580303192,0.23359942436218262,0.3039587736129761
fighting,0.22858788073062897,0.10487712174654007,0.11238357424736023,0.29008734226226807,0.13363265991210938,0.2618367671966553,0.15496447682380676
with,0.46403205394744873,0.16874971985816956,0.19030655920505524,0.4223487675189972,0.1688918024301529,0.15309518575668335,0.2433311939239502
arrows,0.26417604088783264,0.06118969991803169,0.1347002387046814,0.2550988495349884,0.24209511280059814,0.22653190791606903,0.14695002138614655
",",0.3658004403114319,0.2119160145521164,0.21420055627822876,0.4933079481124878,0.21841607987880707,0.20479370653629303,0.31091248989105225
swords,0.29208967089653015,0.1001618430018425,0.14470994472503662,0.2634007930755615,0.2701883912086487,0.28344857692718506,0.10372216254472733
",",0.3658004403114319,0.2119160145521164,0.21420055627822876,0.4933079481124878,0.21841607987880707,0.20479370653629303,0.31091248989105225
and,0.506277859210968,0.2372262328863144,0.10205988585948944,0.5171257257461548,0.20538194477558136,0.20436137914657593,0.20544172823429108
leather,0.3185843229293823,0.13610926270484924,0.2313953936100006,0.23615260422229767,0.3002620041370392,0.2335350215435028,0.12757006287574768
shields,0.2155384123325348,0.034779325127601624,0.07787729054689407,0.21226775646209717,0.2443893700838089,0.26481854915618896,0.08820432424545288
(,0.2589828372001648,0.1544569879770279,0.07332375645637512,0.33289089798927307,0.13877293467521667,0.14679734408855438,0.40561532974243164
e.g,0.03439841419458389,0.04573417082428932,0.00794797670096159,0.08954983949661255,0.014055786654353142,0.021274831146001816,-0.03681480139493942
.,0.45942068099975586,0.2506107687950134,0.2224365919828415,0.5934505462646484,0.20798662304878235,0.22047802805900574,0.4130953550338745
,which,region,invented,the,machine,gun,?
along,0.33404073119163513,0.18702514469623566,0.1494571715593338,0.39495137333869934,0.13713306188583374,0.16029195487499237,0.17134909331798553
with,0.46403205394744873,0.16874971985816956,0.19030655920505524,0.4223487675189972,0.1688918024301529,0.15309518575668335,0.2433311939239502
advancements,0.30577054619789124,0.14914415776729584,0.2150764763355255,0.3423151671886444,0.2761058211326599,0.13019108772277832,0.15546661615371704
in,0.4840516746044159,0.3524819314479828,0.21565213799476624,0.6662389636039734,0.16716814041137695,0.20541951060295105,0.20430970191955566
communication,0.33749517798423767,0.16442115604877472,0.2244306206703186,0.2984345257282257,0.2759573757648468,0.13569189608097076,0.1517418920993805
",",0.3658004403114319,0.2119160145521164,0.21420055627822876,0.4933079481124878,0.21841607987880707,0.20479370653629303,0.31091248989105225
europe,0.23978596925735474,0.2955283522605896,0.18757034838199615,0.34463706612586975,0.1367940455675125,0.09878586232662201,0.18278923630714417
also,0.6566565632820129,0.24685944616794586,0.20770762860774994,0.6021018624305725,0.20545156300067902,0.19795899093151093,0.21848613023757935
continued,0.18392246961593628,0.12294290214776993,0.20816706120967865,0.29953038692474365,0.13232406973838806,0.1378905326128006,0.10404038429260254
to,0.5345056653022766,0.24118299782276154,0.16078732907772064,0.535392165184021,0.1634126603603363,0.1995566040277481,0.29463258385658264
advance,0.21728181838989258,0.1466313600540161,0.16098608076572418,0.2887929677963257,0.2289646863937378,0.18841028213500977,0.21102593839168549
in,0.4840516746044159,0.3524819314479828,0.21565213799476624,0.6662389636039734,0.16716814041137695,0.20541951060295105,0.20430970191955566
military,0.18082310259342194,0.19703708589076996,0.13310272991657257,0.2290858030319214,0.2020389437675476,0.25806206464767456,0.1890317052602768
technology,0.24444639682769775,0.19629421830177307,0.24486812949180603,0.21669498085975647,0.2671034336090088,0.16285061836242676,0.11564995348453522
.,0.45942068099975586,0.2506107687950134,0.2224365919828415,0.5934505462646484,0.20798662304878235,0.22047802805900574,0.4130953550338745
