,what,was,the,name,given,to,the,undergraduate,college,'s,liberal-arts,curriculum,?
hutchins,0.15114648640155792,0.17060819268226624,0.19606207311153412,0.1855587512254715,0.12081008404493332,0.16750961542129517,0.19606207311153412,0.1655968874692917,0.22348344326019287,0.05052611976861954,0.20076371729373932,0.15121489763259888,0.18799783289432526
eliminated,0.14590737223625183,0.12895357608795166,0.20512576401233673,0.11054449528455734,0.11114586144685745,0.18241703510284424,0.20512576401233673,0.11546490341424942,0.05875828117132187,-0.055016759783029556,0.11189956963062286,0.15576675534248352,0.09558668732643127
varsity,0.24461576342582703,0.17343401908874512,0.26101571321487427,0.21991688013076782,0.17655564844608307,0.21207116544246674,0.26101571321487427,0.37911033630371094,0.42646849155426025,0.04038438946008682,0.24459728598594666,0.24900758266448975,0.09397696703672409
football,0.21136903762817383,0.23601193726062775,0.18794101476669312,0.1898173987865448,0.06481022387742996,0.14816443622112274,0.18794101476669312,0.2114461213350296,0.29952001571655273,-0.03938785195350647,0.30670255422592163,0.18028025329113007,0.14957410097122192
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.2635002136230469,0.28116533160209656,0.4069952368736267,0.40150508284568787,0.17882651090621948,0.19399894773960114,-0.01936490088701248,0.24685807526111603,0.1670268476009369,0.19969791173934937
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.37508252263069153,0.535392165184021,1.0,0.20609073340892792,0.19751401245594025,-0.01540423184633255,0.2626859247684479,0.21278034150600433,0.22068053483963013
university,0.20256435871124268,0.290752112865448,0.263973206281662,0.1568726748228073,0.14161303639411926,0.20192374289035797,0.263973206281662,0.6374419927597046,0.6649739742279053,-0.007441582623869181,0.3314436376094818,0.36921340227127075,0.11887256056070328
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.2528568208217621,0.45010748505592346,0.6662389636039734,0.2541961967945099,0.2160365730524063,-0.037580832839012146,0.21376706659793854,0.2303178757429123,0.20430970191955566
an,0.2821882665157318,0.3694365322589874,0.4207492768764496,0.22033736109733582,0.25091034173965454,0.3138085603713989,0.4207492768764496,0.14651335775852203,0.16202573478221893,0.025255560874938965,0.1788291037082672,0.12383841723203659,0.19793890416622162
attempt,0.2411041408777237,0.2327374517917633,0.2614527940750122,0.033245064318180084,0.18474507331848145,0.4458620846271515,0.2614527940750122,0.16142384707927704,0.10677551478147507,0.08348104357719421,0.1895986795425415,0.16047058999538422,0.16559520363807678
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.3428947925567627,1.0,0.535392165184021,0.20790506899356842,0.21170179545879364,0.03782717138528824,0.2401154786348343,0.2018750011920929,0.29463258385658264
emphasize,0.326076477766037,0.12959136068820953,0.23146559298038483,0.16874440014362335,0.17400138080120087,0.30830588936805725,0.23146559298038483,0.19171224534511566,0.15421712398529053,0.04138495773077011,0.20671017467975616,0.2760976254940033,0.2706180810928345
academics,0.1989833265542984,0.2097039371728897,0.17319679260253906,0.08620788902044296,0.19392076134681702,0.22121617197990417,0.17319679260253906,0.5097106695175171,0.34659862518310547,0.06872408092021942,0.4156760275363922,0.4525666832923889,0.15616270899772644
over,0.28007611632347107,0.24486446380615234,0.39856547117233276,0.1520776003599167,0.22468283772468567,0.38635820150375366,0.39856547117233276,0.23132285475730896,0.12901878356933594,0.016215575858950615,0.21881528198719025,0.17352934181690216,0.25742942094802856
athletics,0.18140217661857605,0.19523926079273224,0.23869381844997406,0.10814013332128525,0.17365315556526184,0.1829328089952469,0.23869381844997406,0.3328225016593933,0.313257098197937,0.02800878882408142,0.2930613160133362,0.2417120784521103,0.10309170186519623
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.2843315005302429,0.44245919585227966,0.4933079481124878,0.22508656978607178,0.23942269384860992,-0.0016132977325469255,0.32481473684310913,0.238981232047081,0.31091248989105225
instituted,0.15921105444431305,0.279317170381546,0.30944254994392395,0.12233187258243561,0.2697324752807617,0.18246716260910034,0.30944254994392395,0.4085123538970947,0.3312020003795624,-0.04588659107685089,0.2896423041820526,0.32803526520729065,0.1225171610713005
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.37508252263069153,0.535392165184021,1.0,0.20609073340892792,0.19751401245594025,-0.01540423184633255,0.2626859247684479,0.21278034150600433,0.22068053483963013
undergraduate,0.1996101438999176,0.20928749442100525,0.20609073340892792,0.13426585495471954,0.26570725440979004,0.20790506899356842,0.20609073340892792,0.9999999403953552,0.5837699770927429,-0.004796732682734728,0.2884255349636078,0.5547714233398438,0.1531745046377182
college,0.20568516850471497,0.275774210691452,0.19751401245594025,0.16414910554885864,0.17117242515087128,0.21170179545879364,0.19751401245594025,0.5837699770927429,0.9999999403953552,0.012106797657907009,0.2784428298473358,0.374206006526947,0.11076676845550537
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.08507627248764038,-0.024429189041256905,0.03782717138528824,-0.01540423184633255,-0.004796732682734728,0.012106797657907009,0.9999999403953552,0.016427159309387207,-0.012994492426514626,-0.023395681753754616
liberal-arts,0.22437241673469543,0.3104921281337738,0.2626859247684479,0.10663851350545883,0.13815580308437347,0.2401154786348343,0.2626859247684479,0.2884255349636078,0.2784428298473358,0.016427159309387207,1.0,0.32135915756225586,0.16006925702095032
curriculum,0.21728472411632538,0.13101807236671448,0.21278034150600433,0.08045574277639389,0.1481160670518875,0.2018750011920929,0.21278034150600433,0.5547714233398438,0.374206006526947,-0.012994492426514626,0.32135915756225586,1.0,0.24092517793178558
known,0.20381177961826324,0.35203275084495544,0.3624623417854309,0.3659360110759735,0.2580932676792145,0.14337651431560516,0.3624623417854309,0.1622784435749054,0.1590050309896469,0.008368984796106815,0.17910048365592957,0.06680473685264587,0.18314571678638458
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.2851914167404175,0.32487574219703674,0.42092081904411316,0.48381632566452026,0.22112645208835602,0.18513722717761993,-0.05775856226682663,0.24799631536006927,0.2173040360212326,0.27043893933296204
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.37508252263069153,0.535392165184021,1.0,0.20609073340892792,0.19751401245594025,-0.01540423184633255,0.2626859247684479,0.21278034150600433,0.22068053483963013
common,0.19989867508411407,0.0880795493721962,0.2705984115600586,0.21047087013721466,0.1862429529428482,0.21109338104724884,0.2705984115600586,0.13834074139595032,0.1223122626543045,0.04670591652393341,0.17535029351711273,0.19685585796833038,0.20434872806072235
core,0.2474994957447052,0.12617303431034088,0.21890558302402496,0.15534736216068268,0.13413740694522858,0.22665469348430634,0.21890558302402496,0.16845647990703583,0.05441437289118767,-0.039785515516996384,0.10723372548818588,0.2849723994731903,0.20309162139892578
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.2843315005302429,0.44245919585227966,0.4933079481124878,0.22508656978607178,0.23942269384860992,-0.0016132977325469255,0.32481473684310913,0.238981232047081,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.30185943841934204,0.48971283435821533,0.5171257257461548,0.2686167359352112,0.24619808793067932,0.06895173341035843,0.3379802107810974,0.2189425677061081,0.20544172823429108
organized,0.19144229590892792,0.2777135372161865,0.28001853823661804,0.07264363765716553,0.17153017222881317,0.2154233157634735,0.28001853823661804,0.23494406044483185,0.14850538969039917,0.0976928249001503,0.17844845354557037,0.2031223326921463,0.10524328798055649
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.37508252263069153,0.535392165184021,1.0,0.20609073340892792,0.19751401245594025,-0.01540423184633255,0.2626859247684479,0.21278034150600433,0.22068053483963013
university,0.20256435871124268,0.290752112865448,0.263973206281662,0.1568726748228073,0.14161303639411926,0.20192374289035797,0.263973206281662,0.6374419927597046,0.6649739742279053,-0.007441582623869181,0.3314436376094818,0.36921340227127075,0.11887256056070328
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.08507627248764038,-0.024429189041256905,0.03782717138528824,-0.01540423184633255,-0.004796732682734728,0.012106797657907009,0.9999999403953552,0.016427159309387207,-0.012994492426514626,-0.023395681753754616
