,what,was,the,dutch,leader,'s,religious,affiliation,?
louise,0.09389559924602509,0.266532301902771,0.16504040360450745,0.19042953848838806,0.1037844642996788,0.053953371942043304,0.14255350828170776,0.1998651623725891,0.20083898305892944
de,0.10476839542388916,0.20575080811977386,0.23491892218589783,0.2948541045188904,0.1781565248966217,0.018396059051156044,0.14787127077579498,0.18437662720680237,0.11064168810844421
coligny,0.14214760065078735,0.23910623788833618,0.3161560595035553,0.23838256299495697,0.16560788452625275,0.03330237418413162,0.20816092193126678,0.16564366221427917,0.1094585508108139
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.23674406111240387,0.23893310129642487,-0.0016132977325469255,0.2753547728061676,0.2197432518005371,0.31091248989105225
daughter,0.12990505993366241,0.2568452060222626,0.16813424229621887,0.11570215970277786,0.21016795933246613,-0.04211100563406944,0.18278518319129944,0.10039173066616058,0.10566599667072296
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.14408773183822632,0.24122127890586853,-0.03817026689648628,0.2958606779575348,0.27520081400871277,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.1705695390701294,0.27799519896507263,-0.01540423184633255,0.22950971126556396,0.2764122486114502,0.22068053483963013
murdered,0.19844964146614075,0.33564668893814087,0.21448278427124023,0.1452268660068512,0.28924843668937683,0.021340660750865936,0.21967485547065735,0.14991559088230133,0.1576319932937622
huguenot,0.1912020891904831,0.24281072616577148,0.29557526111602783,0.39192789793014526,0.2962123155593872,-0.03130035102367401,0.3950275480747223,0.3310888707637787,0.1359742432832718
leader,0.15734966099262238,0.3073844909667969,0.27799519896507263,0.19109956920146942,1.0,0.01118219830095768,0.3249598741531372,0.29995718598365784,0.09527933597564697
gaspard,0.12999765574932098,0.26322290301322937,0.20091621577739716,0.2890709340572357,0.30416160821914673,0.03488472104072571,0.1831403374671936,0.14795297384262085,0.14066632091999054
de,0.10476839542388916,0.20575080811977386,0.23491892218589783,0.2948541045188904,0.1781565248966217,0.018396059051156044,0.14787127077579498,0.18437662720680237,0.11064168810844421
coligny,0.14214760065078735,0.23910623788833618,0.3161560595035553,0.23838256299495697,0.16560788452625275,0.03330237418413162,0.20816092193126678,0.16564366221427917,0.1094585508108139
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.23674406111240387,0.23893310129642487,-0.0016132977325469255,0.2753547728061676,0.2197432518005371,0.31091248989105225
married,0.13977670669555664,0.3079395592212677,0.10720405727624893,0.1496894210577011,0.2366369515657425,-0.05299868807196617,0.15730403363704681,0.11943810433149338,0.18062160909175873
william,0.24990826845169067,0.28444796800613403,0.21537061035633087,0.2614935338497162,0.136001855134964,0.00675395829603076,0.18302898108959198,0.1483471691608429,0.14462219178676605
the,0.42745697498321533,0.48711544275283813,1.0,0.1705695390701294,0.27799519896507263,-0.01540423184633255,0.22950971126556396,0.2764122486114502,0.22068053483963013
silent,0.20245704054832458,0.1703513115644455,0.18443737924098969,0.21103709936141968,0.14913146197795868,0.061602767556905746,0.14532026648521423,0.11934930831193924,0.11667241156101227
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.23674406111240387,0.23893310129642487,-0.0016132977325469255,0.2753547728061676,0.2197432518005371,0.31091248989105225
leader,0.15734966099262238,0.3073844909667969,0.27799519896507263,0.19109956920146942,1.0,0.01118219830095768,0.3249598741531372,0.29995718598365784,0.09527933597564697
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.14408773183822632,0.24122127890586853,-0.03817026689648628,0.2958606779575348,0.27520081400871277,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.1705695390701294,0.27799519896507263,-0.01540423184633255,0.22950971126556396,0.2764122486114502,0.22068053483963013
dutch,0.1643560230731964,0.2182149887084961,0.1705695390701294,0.9999999403953552,0.19109956920146942,0.08659562468528748,0.1696881204843521,0.15226610004901886,0.1081366017460823
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.1816992163658142,0.2302042543888092,0.0012731997994706035,0.15090744197368622,0.26636573672294617,0.40561532974243164
calvinist,0.24380050599575043,0.24438394606113434,0.22695963084697723,0.31896889209747314,0.34302183985710144,0.01071988046169281,0.4525996148586273,0.24234959483146667,0.20681126415729523
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.1930844932794571,0.261921226978302,0.021107977256178856,0.20548176765441895,0.27376431226730347,0.42300865054130554
revolt,0.21133480966091156,0.25198274850845337,0.26279088854789734,0.22567413747310638,0.294393926858902,-0.053470678627491,0.2775116264820099,0.21321751177310944,0.13996845483779907
against,0.24561616778373718,0.22972732782363892,0.3090755045413971,0.16193445026874542,0.23841425776481628,-0.0006242102244868875,0.24273830652236938,0.21268899738788605,0.18095137178897858
spanish,0.13950122892856598,0.2310291975736618,0.23213517665863037,0.41973862051963806,0.15101678669452667,0.03341219201683998,0.21931150555610657,0.14205852150917053,0.14750491082668304
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.1816992163658142,0.2302042543888092,0.0012731997994706035,0.15090744197368622,0.26636573672294617,0.40561532974243164
catholic,0.1882777214050293,0.2832975387573242,0.26391419768333435,0.18072840571403503,0.22463567554950714,0.06979791074991226,0.48624303936958313,0.34145379066467285,0.16609853506088257
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.1930844932794571,0.261921226978302,0.021107977256178856,0.20548176765441895,0.27376431226730347,0.42300865054130554
rule,0.30539435148239136,0.19895824790000916,0.29894936084747314,0.15533389151096344,0.21658270061016083,0.04595634341239929,0.17683184146881104,0.18423037230968475,0.1955260932445526
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2196396291255951,0.21285216510295868,-0.003708066651597619,0.23880675435066223,0.22413231432437897,0.4130953550338745
