,who,wrote,the,paper,that,the,``,millennial,northern,hemisphere,temperature,reconstruction,'',graph,was,based,on,?
the,0.3733934462070465,0.2426944375038147,1.0,0.2077420949935913,0.5473989248275757,1.0,0.029072100296616554,0.3342130482196808,0.3422943353652954,0.33851611614227295,0.27585095167160034,0.32034212350845337,0.041273195296525955,0.26083993911743164,0.48711544275283813,0.29860720038414,0.5107308030128479,0.22068053483963013
third,0.20739443600177765,0.17826016247272491,0.4229298532009125,0.10579490661621094,0.23549747467041016,0.4229298532009125,0.04341840744018555,0.16513875126838684,0.19236981868743896,0.2271914780139923,0.1710539013147354,0.16825547814369202,-0.003199114231392741,0.17155224084854126,0.3460187017917633,0.22280770540237427,0.24143609404563904,0.15394791960716248
assessment,0.18082007765769958,0.16214823722839355,0.28427207469940186,0.21187591552734375,0.291616827249527,0.28427207469940186,-0.0033106599003076553,0.26482954621315,0.12296156585216522,0.19809435307979584,0.2584882378578186,0.27432501316070557,-0.008523830212652683,0.2587076723575592,0.1369474083185196,0.23483408987522125,0.26436975598335266,0.22666098177433014
report,0.17796188592910767,0.2288370430469513,0.2556745111942291,0.3007712662220001,0.30103304982185364,0.2556745111942291,-0.049207452684640884,0.20335479080677032,0.12139280140399933,0.13282151520252228,0.19190552830696106,0.26388415694236755,-0.046842265874147415,0.18454702198505402,0.19926786422729492,0.17583344876766205,0.29382312297821045,0.3138936758041382
(,0.2443375140428543,0.16633541882038116,0.33289089798927307,0.14301030337810516,0.2264307141304016,0.33289089798927307,0.15585018694400787,0.17656046152114868,0.21831387281417847,0.24475286900997162,0.20595431327819824,0.192762553691864,-0.022970275953412056,0.1669061928987503,0.2980341613292694,0.17193058133125305,0.28656116127967834,0.40561532974243164
tar,0.10777024179697037,0.08445009589195251,0.20640505850315094,0.2259717583656311,0.16651612520217896,0.20640505850315094,0.017357949167490005,0.1474720984697342,0.16439664363861084,0.09700512886047363,0.19769713282585144,0.14294640719890594,0.10383615642786026,0.1061273142695427,0.13091522455215454,0.10467284172773361,0.09376733750104904,0.09344086050987244
),0.2457384318113327,0.18445713818073273,0.3456730246543884,0.15218879282474518,0.23478686809539795,0.3456730246543884,0.1698397845029831,0.1471124291419983,0.19624486565589905,0.23663382232189178,0.2232651710510254,0.1923089325428009,-0.028269650414586067,0.17717987298965454,0.3267642855644226,0.1946181356906891,0.29937487840652466,0.42300865054130554
prominently,0.3413804769515991,0.1504185050725937,0.2969973683357239,0.12325895577669144,0.2930993139743805,0.2969973683357239,0.02966533787548542,0.26080721616744995,0.14201539754867554,0.2568631172180176,0.09506946802139282,0.19305899739265442,0.004710470791906118,0.14606249332427979,0.25729480385780334,0.11513546854257584,0.28547021746635437,0.17388345301151276
featured,0.25015440583229065,0.23493626713752747,0.28660184144973755,0.13965663313865662,0.2773626148700714,0.28660184144973755,-0.16002269089221954,0.24818304181098938,0.09131195396184921,0.10774129629135132,0.10492729395627975,0.13131959736347198,0.06251674890518188,0.18230849504470825,0.3064519464969635,0.236380472779274,0.38461124897003174,0.2944096624851227
a,0.36608949303627014,0.232523575425148,0.5829201340675354,0.25947141647338867,0.47537946701049805,0.5829201340675354,0.07272057235240936,0.2664129137992859,0.22329643368721008,0.20307886600494385,0.2321433275938034,0.2340194433927536,0.04890415817499161,0.2952152192592621,0.4508470594882965,0.2977409064769745,0.3848365545272827,0.23916715383529663
