,who,did,abc,sell,it,'s,recording,division,to,in,1979,?
in,0.2792111933231354,0.2593238651752472,0.1697147786617279,0.23190630972385406,0.5130809545516968,-0.037580832839012146,0.2528064250946045,0.2658538520336151,0.45010748505592346,1.0,0.26264503598213196,0.20430970191955566
february,0.2668350636959076,0.25426602363586426,0.19947807490825653,0.13527576625347137,0.2681677043437958,-0.056284528225660324,0.19081856310367584,0.13681820034980774,0.20325583219528198,0.2990526556968689,0.03894972428679466,0.29594847559928894
1979,0.215601846575737,0.12377073615789413,0.140679270029068,0.05553686246275902,0.29221290349960327,0.08197584748268127,0.016185076907277107,0.13255392014980316,0.260578453540802,0.26264503598213196,1.0000001192092896,0.09159877151250839
",",0.3365725874900818,0.3015086054801941,0.2097204476594925,0.26397812366485596,0.48329564929008484,-0.0016132977325469255,0.26766908168792725,0.24344468116760254,0.44245919585227966,0.5201468467712402,0.24932532012462616,0.31091248989105225
abc,0.14673753082752228,0.13353709876537323,1.0000001192092896,0.10742729157209396,0.17324577271938324,0.06670809537172318,0.1994798630475998,0.24142871797084808,0.1762417107820511,0.1697147786617279,0.140679270029068,0.19065172970294952
sold,0.15799525380134583,0.22639408707618713,0.15177004039287567,0.6424343585968018,0.2950914204120636,0.0745566189289093,0.2832467257976532,0.14364226162433624,0.17380841076374054,0.2828634977340698,0.06629679352045059,0.14943712949752808
its,0.1326070874929428,0.19922670722007751,0.19045390188694,0.2351435273885727,0.5786119699478149,0.03202139586210251,0.10663896054029465,0.18290209770202637,0.3691340684890747,0.3793783485889435,0.2441880851984024,0.15103481709957123
recording,0.1975584477186203,0.20224055647850037,0.1994798630475998,0.21480205655097961,0.22649690508842468,0.04676385223865509,1.0000001192092896,0.11315486580133438,0.20760086178779602,0.2528064250946045,0.016185076907277107,0.18037092685699463
division,0.14196254312992096,0.14262770116329193,0.24142871797084808,0.09223434329032898,0.2437172681093216,-0.006703963968902826,0.11315486580133438,1.0,0.20332986116409302,0.2658538520336151,0.13255392014980316,0.08900629729032516
to,0.42656609416007996,0.4452643394470215,0.1762417107820511,0.35664159059524536,0.513711154460907,0.03782717138528824,0.20760086178779602,0.20332986116409302,1.0,0.45010748505592346,0.260578453540802,0.29463258385658264
mca,0.11065798997879028,0.12614326179027557,0.3519832193851471,0.18190863728523254,0.19964049756526947,0.06827152520418167,0.36335018277168274,0.17552916705608368,0.19994473457336426,0.13728944957256317,-0.010390674695372581,0.18983742594718933
inc.,0.2538697421550751,0.23379820585250854,0.1840439736843109,0.19280047714710236,0.2562052309513092,-0.021506981924176216,0.19467581808567047,0.14548656344413757,0.2632971704006195,0.1839877963066101,0.1965315043926239,0.2727344036102295
for,0.37110671401023865,0.318512886762619,0.22510288655757904,0.2719201445579529,0.32171204686164856,-0.07241261005401611,0.28583967685699463,0.20737119019031525,0.4451248347759247,0.4322226941585541,0.12817136943340302,0.264628142118454
$,0.14688296616077423,0.23203131556510925,0.2139672338962555,0.3366301655769348,0.21609486639499664,0.03734852001070976,0.19176222383975983,0.15134252607822418,0.22282108664512634,0.21616753935813904,0.06479298323392868,0.2786129117012024
