,what,register,did,chris,keates,think,that,some,teachers,should,not,be,placed,on,?
chris,0.1438586264848709,0.07450314611196518,0.17452692985534668,0.9999999403953552,0.24451492726802826,0.13331495225429535,0.14143313467502594,0.05842360854148865,0.10518679767847061,0.1673530638217926,0.13118961453437805,0.15643265843391418,0.09026384353637695,0.19975343346595764,0.12341532111167908
keates,0.17492680251598358,0.22019128501415253,0.17674505710601807,0.24451492726802826,1.0000001192092896,0.19730938971042633,0.2758037745952606,0.19298137724399567,0.14973405003547668,0.20695659518241882,0.23650211095809937,0.27722227573394775,0.2757841646671295,0.3225181996822357,0.13968534767627716
",",0.3087472915649414,0.20487578213214874,0.3015086054801941,0.2630874216556549,0.2677960991859436,0.3095206320285797,0.4137537479400635,0.42400437593460083,0.28049156069755554,0.2706286907196045,0.3769696354866028,0.39254459738731384,0.2528902292251587,0.49057599902153015,0.31091248989105225
the,0.42745697498321533,0.21045131981372833,0.34736719727516174,0.1503218412399292,0.2620507478713989,0.3102172613143921,0.5473989248275757,0.4566698372364044,0.22025763988494873,0.32399165630340576,0.4310511648654938,0.4248143136501312,0.38702741265296936,0.5107308030128479,0.22068053483963013
general,0.24928055703639984,0.12054441124200821,0.19499315321445465,0.16537192463874817,0.16928230226039886,0.15774479508399963,0.2510950565338135,0.21401871740818024,0.16037723422050476,0.21871064603328705,0.19737575948238373,0.1851358562707901,0.18460458517074585,0.18019753694534302,0.1972234547138214
secretary,0.14278742671012878,0.15797673165798187,0.18588460981845856,0.13975505530834198,0.256079763174057,0.14936336874961853,0.18073731660842896,0.14047229290008545,0.21682043373584747,0.19308027625083923,0.12748879194259644,0.11574884504079819,0.18509428203105927,0.18767742812633514,0.10113837569952011
of,0.33290785551071167,0.17440496385097504,0.2513895630836487,0.05191632732748985,0.25467649102211,0.2625778615474701,0.41498205065727234,0.4300730526447296,0.27737662196159363,0.23792634904384613,0.3307090103626251,0.33904364705085754,0.2962164878845215,0.3966929316520691,0.1826142966747284
national,0.16882304847240448,0.2875954210758209,0.17743784189224243,0.14873717725276947,0.23047256469726562,0.14500652253627777,0.20268747210502625,0.19008179008960724,0.1428430825471878,0.18848706781864166,0.18304212391376495,0.1411116123199463,0.21277602016925812,0.18674622476100922,0.15643028914928436
association,0.13908448815345764,0.19160938262939453,0.13464757800102234,0.11547330021858215,0.13541513681411743,0.19657954573631287,0.16232246160507202,0.17932243645191193,0.27001574635505676,0.11084072291851044,0.18355706334114075,0.12827831506729126,0.10861420631408691,0.12186131626367569,0.1542656421661377
of,0.33290785551071167,0.17440496385097504,0.2513895630836487,0.05191632732748985,0.25467649102211,0.2625778615474701,0.41498205065727234,0.4300730526447296,0.27737662196159363,0.23792634904384613,0.3307090103626251,0.33904364705085754,0.2962164878845215,0.3966929316520691,0.1826142966747284
schoolmasters,0.2495754361152649,0.3029194176197052,0.2838360071182251,0.26590442657470703,0.31991952657699585,0.2969939410686493,0.2940709590911865,0.2842442989349365,0.5886385440826416,0.23865912854671478,0.24024684727191925,0.2214430719614029,0.14519378542900085,0.27691414952278137,0.25438573956489563
union,0.1396910548210144,0.14259059727191925,0.185054212808609,0.09913414716720581,0.08490092307329178,0.14616701006889343,0.17320044338703156,0.18898412585258484,0.19396467506885529,0.23935925960540771,0.22089463472366333,0.16980519890785217,0.14106673002243042,0.15769828855991364,0.07797172665596008
of,0.33290785551071167,0.17440496385097504,0.2513895630836487,0.05191632732748985,0.25467649102211,0.2625778615474701,0.41498205065727234,0.4300730526447296,0.27737662196159363,0.23792634904384613,0.3307090103626251,0.33904364705085754,0.2962164878845215,0.3966929316520691,0.1826142966747284
women,0.14828920364379883,0.1359495222568512,0.24222777783870697,0.1167285144329071,0.16944558918476105,0.20346705615520477,0.18742111325263977,0.20219233632087708,0.30141299962997437,0.23267942667007446,0.20434243977069855,0.19141218066215515,0.09512387961149216,0.15954512357711792,0.1616753786802292
