,when,did,great,britain,claim,australia,?
with,0.5075214505195618,0.25472134351730347,0.21752162277698517,0.23444151878356934,0.16929714381694794,0.1884058564901352,0.2433311939239502
great,0.2342798113822937,0.2083706259727478,1.0,0.5453594923019409,0.1591939479112625,0.19248181581497192,0.13135133683681488
britain,0.21153636276721954,0.23567047715187073,0.5453594923019409,1.0000001192092896,0.17720146477222443,0.4283146560192108,0.1268460750579834
having,0.4296937882900238,0.3157401978969574,0.18356099724769592,0.248094379901886,0.26065346598625183,0.167960986495018,0.22418256103992462
claimed,0.24380207061767578,0.34913167357444763,0.15422280132770538,0.22440333664417267,0.686729907989502,0.203987255692482,0.2083493024110794
the,0.5091903209686279,0.34736719727516174,0.2822027802467346,0.29784059524536133,0.25873351097106934,0.26828548312187195,0.22068053483963013
entire,0.32359495759010315,0.22471237182617188,0.2189529836177826,0.19709263741970062,0.23134520649909973,0.1269603669643402,0.17068447172641754
australian,0.1641685515642166,0.17783285677433014,0.10907616466283798,0.25429004430770874,0.1293986588716507,0.7325041890144348,0.10848008096218109
continent,0.21343471109867096,0.13197697699069977,0.22570465505123138,0.353067547082901,0.21015116572380066,0.32225003838539124,0.17592057585716248
east,0.23069076240062714,0.17160435020923615,0.21790668368339539,0.24323202669620514,0.1379147171974182,0.2622566521167755,0.10070597380399704
of,0.3757161796092987,0.2513895630836487,0.3168134391307831,0.28899943828582764,0.2833690047264099,0.2669609785079956,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.2822027802467346,0.29784059524536133,0.25873351097106934,0.26828548312187195,0.22068053483963013
135th,0.14913310110569,0.09611282497644424,0.14987438917160034,0.1737861931324005,0.07997367531061172,0.16569674015045166,0.03583397716283798
meridian,0.15103380382061005,0.176460400223732,0.1936430037021637,0.21063640713691711,0.1729804277420044,0.23026897013187408,0.09583532810211182
east,0.23069076240062714,0.17160435020923615,0.21790668368339539,0.24323202669620514,0.1379147171974182,0.2622566521167755,0.10070597380399704
in,0.4431333839893341,0.2593238651752472,0.23348836600780487,0.26246872544288635,0.16881313920021057,0.2697675824165344,0.20430970191955566
1788,0.02035507746040821,0.005802822764962912,-0.008931407704949379,0.01325733307749033,0.10063307732343674,0.01996009238064289,0.10552866011857986
",",0.36674630641937256,0.3015086054801941,0.29579275846481323,0.26227492094039917,0.2664267122745514,0.22314006090164185,0.31091248989105225
victoria,0.18752387166023254,0.15437227487564087,0.23396070301532745,0.3553982973098755,0.10701538622379303,0.5548879504203796,0.12246892601251602
was,0.37326499819755554,0.41399896144866943,0.19652196764945984,0.27792006731033325,0.15881295502185822,0.2358046919107437,0.18412111699581146
included,0.16109678149223328,0.32908451557159424,0.16469639539718628,0.19329583644866943,0.21117696166038513,0.21016964316368103,0.14385655522346497
in,0.4431333839893341,0.2593238651752472,0.23348836600780487,0.26246872544288635,0.16881313920021057,0.2697675824165344,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.2822027802467346,0.29784059524536133,0.25873351097106934,0.26828548312187195,0.22068053483963013
wider,0.23692822456359863,0.21358631551265717,0.16982121765613556,0.18914759159088135,0.16053597629070282,0.20248037576675415,0.20532488822937012
colony,0.23867273330688477,0.17398406565189362,0.15350523591041565,0.33384376764297485,0.1790609061717987,0.23187807202339172,0.13831071555614471
of,0.3757161796092987,0.2513895630836487,0.3168134391307831,0.28899943828582764,0.2833690047264099,0.2669609785079956,0.1826142966747284
new,0.257220059633255,0.227974995970726,0.1816246211528778,0.24666990339756012,0.1320084035396576,0.3481972813606262,0.14782847464084625
south,0.18115942180156708,0.1510593444108963,0.24136881530284882,0.2777007520198822,0.19059109687805176,0.42718440294265747,0.12336621433496475
wales,0.17104144394397736,0.18606702983379364,0.19835542142391205,0.38962191343307495,0.20101948082447052,0.5489135980606079,0.15627945959568024
.,0.475719153881073,0.35288307070732117,0.2178412526845932,0.25750598311424255,0.24773532152175903,0.2899940609931946,0.4130953550338745
