,what,did,gano,hit,on,his,44-yard,field,goal,attempt,?
but,0.5029441118240356,0.49033689498901367,0.16871853172779083,0.23200547695159912,0.3584071099758148,0.38552024960517883,0.27511900663375854,0.22850951552391052,0.20926803350448608,0.326554536819458,0.27921953797340393
the,0.42745697498321533,0.34736719727516174,0.22641095519065857,0.2674407958984375,0.5107308030128479,0.4394008219242096,0.29883286356925964,0.2105809599161148,0.2443244755268097,0.2614527940750122,0.22068053483963013
broncos,0.1787765771150589,0.1738176792860031,0.20190219581127167,0.21493202447891235,0.17311601340770721,0.22318051755428314,0.20530930161476135,0.17617598176002502,0.2679499089717865,0.1423623412847519,0.18377114832401276
defense,0.193815678358078,0.14361093938350677,0.11950249969959259,0.16292297840118408,0.1953054964542389,0.22809889912605286,0.15081538259983063,0.21468985080718994,0.2372472584247589,0.22470471262931824,0.21935760974884033
halted,0.1885741651058197,0.2368529587984085,0.12429025024175644,0.23627005517482758,0.2809292674064636,0.27213969826698303,0.20809268951416016,0.2204175889492035,0.2825532853603363,0.3207259178161621,0.202400803565979
the,0.42745697498321533,0.34736719727516174,0.22641095519065857,0.2674407958984375,0.5107308030128479,0.4394008219242096,0.29883286356925964,0.2105809599161148,0.2443244755268097,0.2614527940750122,0.22068053483963013
drive,0.21679377555847168,0.1745801717042923,0.19872908294200897,0.23309354484081268,0.1695663183927536,0.14205576479434967,0.232187420129776,0.10428697615861893,0.27302247285842896,0.20045244693756104,0.11447915434837341
on,0.34226128458976746,0.2670976221561432,0.13263817131519318,0.32378342747688293,0.9999999403953552,0.32064297795295715,0.1933833509683609,0.192391499876976,0.2157920002937317,0.20310603082180023,0.2714994251728058
the,0.42745697498321533,0.34736719727516174,0.22641095519065857,0.2674407958984375,0.5107308030128479,0.4394008219242096,0.29883286356925964,0.2105809599161148,0.2443244755268097,0.2614527940750122,0.22068053483963013
26-yard,0.23500920832157135,0.19612254202365875,0.2154732197523117,0.2463436722755432,0.24314555525779724,0.3334115147590637,0.9161805510520935,0.28308311104774475,0.25667035579681396,0.24663127958774567,0.134776771068573
line,0.2245367169380188,0.14681050181388855,0.13126851618289948,0.18609902262687683,0.2094266265630722,0.18334023654460907,0.1840028315782547,0.21467329561710358,0.19901156425476074,0.15477266907691956,0.16271452605724335
",",0.3087472915649414,0.3015086054801941,0.26719462871551514,0.2842342257499695,0.49057599902153015,0.3378419280052185,0.24033795297145844,0.27645614743232727,0.2145523726940155,0.19646479189395905,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.18752357363700867,0.24528738856315613,0.4077630043029785,0.4234102666378021,0.2926081418991089,0.26487240195274353,0.20885969698429108,0.22292351722717285,0.20544172823429108
it,0.45803478360176086,0.2993364930152893,0.1662406027317047,0.29964008927345276,0.4529881477355957,0.2876833975315094,0.19001835584640503,0.1835959255695343,0.1903461366891861,0.22944627702236176,0.25732165575027466
ended,0.1532270610332489,0.33372020721435547,0.08490674942731857,0.16072572767734528,0.3346478044986725,0.2953362762928009,0.16033300757408142,0.0627288669347763,0.23189735412597656,0.24846379458904266,0.15429291129112244
with,0.2464839518070221,0.25472134351730347,0.20161351561546326,0.20896050333976746,0.40749499201774597,0.33836179971694946,0.1679506003856659,0.15400348603725433,0.1991085708141327,0.14728452265262604,0.2433311939239502
no,0.339326947927475,0.23735837638378143,0.14893297851085663,0.19590578973293304,0.3244728446006775,0.22992993891239166,0.19628587365150452,0.17145898938179016,0.10200107842683792,0.18355101346969604,0.32165053486824036
points,0.2184005230665207,0.2069225311279297,0.14179104566574097,0.2574704885482788,0.1853724867105484,0.20367783308029175,0.22067023813724518,0.19660845398902893,0.404293417930603,0.20239056646823883,0.11006313562393188
when,0.4700249433517456,0.3228907287120819,0.1759932041168213,0.30746638774871826,0.37706470489501953,0.37120407819747925,0.2746087312698364,0.20833460986614227,0.16456450521945953,0.2626323103904724,0.22841128706932068
graham,0.19604507088661194,0.14297722280025482,0.16287410259246826,0.1567373275756836,0.18537983298301697,0.24320179224014282,0.31633350253105164,0.09765046089887619,0.13701669871807098,0.11864320188760757,0.11933253705501556
gano,0.07450375705957413,0.07568075507879257,1.0,0.1689235270023346,0.13263817131519318,0.2161262035369873,0.16837264597415924,0.1191931962966919,0.13990363478660583,0.12711435556411743,0.12128016352653503
hit,0.22790727019309998,0.2622179090976715,0.1689235270023346,1.0000001192092896,0.32378342747688293,0.24520030617713928,0.17297112941741943,0.1634659618139267,0.2308536171913147,0.2696496248245239,0.14460130035877228
the,0.42745697498321533,0.34736719727516174,0.22641095519065857,0.2674407958984375,0.5107308030128479,0.4394008219242096,0.29883286356925964,0.2105809599161148,0.2443244755268097,0.2614527940750122,0.22068053483963013
uprights,0.23224811255931854,0.18510301411151886,0.05324750393629074,0.19144177436828613,0.22249042987823486,0.16747638583183289,0.33079755306243896,0.1829681098461151,0.21627283096313477,0.090488500893116,0.1998007446527481
on,0.34226128458976746,0.2670976221561432,0.13263817131519318,0.32378342747688293,0.9999999403953552,0.32064297795295715,0.1933833509683609,0.192391499876976,0.2157920002937317,0.20310603082180023,0.2714994251728058
a,0.3320399522781372,0.2552328109741211,0.21979376673698425,0.2646505832672119,0.3848365545272827,0.3497250974178314,0.27266836166381836,0.2030690312385559,0.20853768289089203,0.2390216588973999,0.23916715383529663
