,who,was,the,first,known,european,to,visit,china,and,return,?
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.3624623417854309,0.3423081040382385,0.535392165184021,0.28665876388549805,0.3110525608062744,0.5171257257461548,0.2543797492980957,0.22068053483963013
most,0.35393568873405457,0.29933857917785645,0.47635307908058167,0.34339818358421326,0.3850763440132141,0.21084468066692352,0.321603000164032,0.21623484790325165,0.2610761225223541,0.4309377074241638,0.14053671061992645,0.2107497900724411
famous,0.31358224153518677,0.31606587767601013,0.28616565465927124,0.36207643151283264,0.5231455564498901,0.17776097357273102,0.12665097415447235,0.31937655806541443,0.21850241720676422,0.2970265746116638,0.09926022589206696,0.10379006713628769
traveler,0.3266371190547943,0.2836461365222931,0.2594796121120453,0.3024851083755493,0.22382275760173798,0.25966906547546387,0.2584019601345062,0.4672616720199585,0.23358827829360962,0.25550466775894165,0.26877328753471375,0.14112651348114014
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.3536086082458496,0.35814476013183594,0.2507138252258301,0.41548454761505127,0.2779003083705902,0.27699828147888184,0.5116966962814331,0.20821265876293182,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.3624623417854309,0.3423081040382385,0.535392165184021,0.28665876388549805,0.3110525608062744,0.5171257257461548,0.2543797492980957,0.22068053483963013
period,0.2116105854511261,0.2820133864879608,0.3125074505805969,0.3305831849575043,0.19355720281600952,0.17045241594314575,0.24346192181110382,0.2137596756219864,0.26020902395248413,0.23878438770771027,0.1685645580291748,0.18706195056438446
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.35203275084495544,0.22463937103748322,0.3636345863342285,0.1841222643852234,0.20567192137241364,0.3740963041782379,0.12940508127212524,0.18412111699581146
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.3624623417854309,0.3423081040382385,0.535392165184021,0.28665876388549805,0.3110525608062744,0.5171257257461548,0.2543797492980957,0.22068053483963013
venetian,0.25432154536247253,0.2021479457616806,0.21322013437747955,0.13566087186336517,0.1646878868341446,0.30494481325149536,0.17106519639492035,0.10197750478982925,0.24183782935142517,0.20568491518497467,0.1555817872285843,0.09660717099905014
marco,0.21735166013240814,0.20019342005252838,0.19851668179035187,0.19705916941165924,0.16908662021160126,0.15486600995063782,0.20563656091690063,0.15023384988307953,0.23763126134872437,0.22847558557987213,0.030463356524705887,0.14696723222732544
polo,0.23771284520626068,0.19987893104553223,0.2024979293346405,0.2064642459154129,0.15582098066806793,0.1695389449596405,0.22384761273860931,0.14100462198257446,0.29174625873565674,0.20805776119232178,0.11325032263994217,0.10919596254825592
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.3604377806186676,0.19684812426567078,0.44245919585227966,0.2669648230075836,0.27650898694992065,0.6633074283599854,0.20895273983478546,0.31091248989105225
whose,0.48551782965660095,0.2162860482931137,0.38253846764564514,0.21891677379608154,0.26049527525901794,0.1643618792295456,0.320825457572937,0.11217400431632996,0.1135101318359375,0.3339773118495941,0.13519655168056488,0.16990536451339722
account,0.32250672578811646,0.23784546554088593,0.21117976307868958,0.192396879196167,0.1737237572669983,0.13216136395931244,0.2893601059913635,0.20816919207572937,0.14968731999397278,0.20756186544895172,0.17305000126361847,0.34417325258255005
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.3536086082458496,0.35814476013183594,0.2507138252258301,0.41548454761505127,0.2779003083705902,0.27699828147888184,0.5116966962814331,0.20821265876293182,0.1826142966747284
his,0.44966956973075867,0.4405253231525421,0.4394008219242096,0.3241460621356964,0.29665085673332214,0.18071316182613373,0.3715193271636963,0.21993261575698853,0.12265565246343613,0.4234102666378021,0.27887892723083496,0.18075084686279297
trip,0.2519436180591583,0.2776995003223419,0.2299763560295105,0.28243494033813477,0.09358341246843338,0.20961952209472656,0.29589349031448364,0.456734299659729,0.18286821246147156,0.28617945313453674,0.2856065332889557,0.09162633121013641
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.3792489171028137,0.14337651431560516,0.21011990308761597,1.0,0.3528536260128021,0.1938052773475647,0.48971283435821533,0.3110596537590027,0.29463258385658264
``,0.02397952415049076,-0.012679691426455975,0.029072100296616554,0.006519378628581762,0.00922766886651516,-0.03151248022913933,0.06720756739377975,-0.0422937348484993,0.09333697706460953,0.036644238978624344,0.09640642255544662,0.0685480609536171
