,how,did,luther,'s,tutors,advise,him,to,test,what,he,learned,?
he,0.2594625651836395,0.3292143940925598,0.2454872578382492,0.024063590914011,0.2230280488729477,0.2650654911994934,0.6241704225540161,0.385390967130661,0.17305444180965424,0.3114890456199646,1.0000001192092896,0.3828228712081909,0.2089974731206894
was,0.16678167879581451,0.41399896144866943,0.19185513257980347,0.008974763564765453,0.1489809900522232,0.20543920993804932,0.3675798773765564,0.3636345863342285,0.13941486179828644,0.22111038863658905,0.5410010814666748,0.2962099611759186,0.18412111699581146
deeply,0.3038727641105652,0.21373361349105835,0.20172731578350067,-0.007985332980751991,0.18720191717147827,0.21000553667545319,0.3026967942714691,0.26060009002685547,0.05644429847598076,0.29809579253196716,0.26231682300567627,0.25163522362709045,0.16279490292072296
influenced,0.2615410089492798,0.22115233540534973,0.16982164978981018,-0.0006173446890898049,0.22366644442081451,0.16045443713665009,0.15327967703342438,0.11829091608524323,0.06540173292160034,0.22395093739032745,0.19104300439357758,0.37550878524780273,0.1310873031616211
by,0.34370526671409607,0.18574509024620056,0.15382802486419678,-0.010884488001465797,0.22571274638175964,0.18721888959407806,0.29878008365631104,0.33534231781959534,0.17227891087532043,0.2455483376979828,0.2485479861497879,0.20625418424606323,0.17966607213020325
two,0.2499001920223236,0.2755576968193054,0.18037931621074677,0.038143858313560486,0.22123222053050995,0.10837303847074509,0.2173919677734375,0.3343428373336792,0.13729165494441986,0.23363454639911652,0.27156874537467957,0.2113020420074463,0.19645625352859497
tutors,0.30289387702941895,0.22139404714107513,0.07255556434392929,-0.016069073230028152,1.0000001192092896,0.32774659991264343,0.3159240484237671,0.2640037536621094,0.188470721244812,0.22174972295761108,0.2230280488729477,0.36522018909454346,0.19638000428676605
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,-0.0016132977325469255,0.19496317207813263,0.25493496656417847,0.31121695041656494,0.44245919585227966,0.17614826560020447,0.3087472915649414,0.40251094102859497,0.26903724670410156,0.31091248989105225
bartholomaeus,0.1450527459383011,0.20521743595600128,0.37782931327819824,0.04908822849392891,0.14508023858070374,0.09455137699842453,0.23860575258731842,0.1872691661119461,0.09967450797557831,0.19196704030036926,0.2603345811367035,0.22843380272388458,0.2000376433134079
arnoldi,0.13719125092029572,0.16955193877220154,0.2744908928871155,0.05078812316060066,0.1618732362985611,0.131144180893898,0.25799670815467834,0.1827041059732437,0.11504308134317398,0.13124559819698334,0.2665172815322876,0.1715599149465561,0.1740122139453888
von,0.1710921674966812,0.22224590182304382,0.30416905879974365,0.014292019419372082,0.13033360242843628,0.12919843196868896,0.2287486493587494,0.17537063360214233,0.09710224717855453,0.18003655970096588,0.1780691146850586,0.2030991166830063,0.13907472789287567
usingen,0.10921525955200195,0.12041642516851425,0.25363343954086304,0.014351516962051392,0.1494569182395935,0.07086843997240067,0.08435573428869247,0.13098612427711487,0.1109989732503891,0.1291576474905014,0.1674610674381256,0.15813198685646057,0.148151695728302
and,0.33647966384887695,0.34479495882987976,0.20796556770801544,0.06895173341035843,0.24576671421527863,0.28130486607551575,0.35759612917900085,0.48971283435821533,0.22158049046993256,0.31309178471565247,0.45427167415618896,0.25679853558540344,0.20544172823429108
jodocus,0.20270702242851257,0.1292775571346283,0.20201332867145538,0.0787152647972107,0.11206664144992828,0.09444285184144974,0.16245770454406738,0.1728673130273819,0.07091410458087921,0.2557641267776489,0.1611061692237854,0.12827256321907043,0.21908433735370636
trutfetter,0.373883992433548,0.23834683001041412,0.26372256875038147,0.08454495668411255,0.28732943534851074,0.246620312333107,0.26122069358825684,0.25374817848205566,0.22917093336582184,0.33526521921157837,0.2693438231945038,0.2746175527572632,0.2732255160808563
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,-0.0016132977325469255,0.19496317207813263,0.25493496656417847,0.31121695041656494,0.44245919585227966,0.17614826560020447,0.3087472915649414,0.40251094102859497,0.26903724670410156,0.31091248989105225
who,0.4070430099964142,0.34038686752319336,0.21013082563877106,0.05599616840481758,0.4016485810279846,0.35139742493629456,0.5491244792938232,0.42656609416007996,0.14540761709213257,0.40942975878715515,0.5500732064247131,0.31839245557785034,0.26220351457595825
taught,0.2870776951313019,0.3282313942909241,0.1697547286748886,0.015992429107427597,0.4653823971748352,0.2734668254852295,0.30508455634117126,0.25677984952926636,0.14110271632671356,0.25590506196022034,0.41113075613975525,0.6481422185897827,0.18297621607780457
