,what,did,luther,identify,the,papacy,as,?
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.2653810381889343,1.0,0.2202257215976715,0.48381632566452026,0.22068053483963013
antichrist,0.2440682202577591,0.23274663090705872,0.3074256479740143,0.14155760407447815,0.27070361375808716,0.3256169557571411,0.24850696325302124,0.19611422717571259
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.244131401181221,0.733189046382904,0.22376632690429688,0.3886612355709076,0.1826142966747284
2,-0.049862053245306015,-0.044790901243686676,0.05590825900435448,-0.06659002602100372,-0.019434669986367226,0.07779067009687424,-0.038299113512039185,0.001977203879505396
thessalonians,0.19030912220478058,0.17768166959285736,0.2127547562122345,0.10261096805334091,0.3242272138595581,0.35745805501937866,0.1927865892648697,0.13789008557796478
2,-0.049862053245306015,-0.044790901243686676,0.05590825900435448,-0.06659002602100372,-0.019434669986367226,0.07779067009687424,-0.038299113512039185,0.001977203879505396
was,0.22111038863658905,0.41399896144866943,0.19185513257980347,0.11893568187952042,0.48711544275283813,0.2179301381111145,0.3677520453929901,0.18412111699581146
identified,0.16489295661449432,0.15355098247528076,0.0964173972606659,0.6853441596031189,0.3162215054035187,0.17048010230064392,0.31918391585350037,0.18080152571201324
as,0.31749409437179565,0.3596470057964325,0.20242992043495178,0.31351298093795776,0.48381632566452026,0.2060508280992508,1.0,0.27043893933296204
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.2653810381889343,1.0,0.2202257215976715,0.48381632566452026,0.22068053483963013
power,0.22216427326202393,0.2120266556739807,0.09083929657936096,0.13550592958927155,0.2647338807582855,0.25966936349868774,0.20748355984687805,0.15304024517536163
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.244131401181221,0.733189046382904,0.22376632690429688,0.3886612355709076,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.2653810381889343,1.0,0.2202257215976715,0.48381632566452026,0.22068053483963013
papacy,0.13845030963420868,0.18356378376483917,0.2991804778575897,0.12903118133544922,0.2202257215976715,0.9999999403953552,0.2060508280992508,0.18605810403823853
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.2023741602897644,0.5934505462646484,0.1934683918952942,0.515582263469696,0.4130953550338745
,what,did,luther,identify,the,papacy,as,?
his,0.26976513862609863,0.3546801507472992,0.27093374729156494,0.16506801545619965,0.4394008219242096,0.36707115173339844,0.3146366477012634,0.18075084686279297
main,0.2344268560409546,0.15925762057304382,0.14779585599899292,0.18978281319141388,0.38631999492645264,0.0390031673014164,0.25940921902656555,0.1665669083595276
interest,0.23849236965179443,0.21788068115711212,0.14109325408935547,0.26528507471084595,0.197127103805542,0.22268952429294586,0.2380698025226593,0.2411724328994751
was,0.22111038863658905,0.41399896144866943,0.19185513257980347,0.11893568187952042,0.48711544275283813,0.2179301381111145,0.3677520453929901,0.18412111699581146
centered,0.24975672364234924,0.16757643222808838,0.0999404639005661,0.17415174841880798,0.346942275762558,0.12954099476337433,0.23748137056827545,0.17524833977222443
on,0.34226128458976746,0.2670976221561432,0.19090485572814941,0.16911089420318604,0.5107308030128479,0.14356729388237,0.36047765612602234,0.2714994251728058
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.2653810381889343,1.0,0.2202257215976715,0.48381632566452026,0.22068053483963013
prophecy,0.29904302954673767,0.2735152840614319,0.2620737552642822,0.20778141915798187,0.24064886569976807,0.3331005871295929,0.1740335077047348,0.21778744459152222
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.244131401181221,0.733189046382904,0.22376632690429688,0.3886612355709076,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.2653810381889343,1.0,0.2202257215976715,0.48381632566452026,0.22068053483963013
little,0.2614184617996216,0.19468741118907928,0.09733652323484421,0.08473649621009827,0.2412613034248352,0.16323688626289368,0.27529188990592957,0.20336517691612244
horn,0.19444377720355988,0.14198768138885498,0.14227204024791718,0.10531682521104813,0.27075842022895813,0.06454108655452728,0.2077719122171402,0.1272401511669159
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.1658037155866623,0.6662389636039734,0.19163338840007782,0.3887844979763031,0.20430970191955566
daniel,0.09604346752166748,0.12625107169151306,0.16370601952075958,0.09289313107728958,0.16781723499298096,0.10237736254930496,0.15492023527622223,0.1540297418832779
8:9–12,-0.04999932646751404,-0.055495209991931915,-0.04952092468738556,0.034287113696336746,0.028124559670686722,0.10239721834659576,0.06068244203925133,-0.02356485277414322
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.1614028364419937,0.4933079481124878,0.1488802284002304,0.48816442489624023,0.31091248989105225
23–25,-0.0439341738820076,-0.047187045216560364,-0.007666454650461674,0.06139958277344704,-0.09521739184856415,-0.12796702980995178,-0.01861826330423355,0.027718178927898407
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.2023741602897644,0.5934505462646484,0.1934683918952942,0.515582263469696,0.4130953550338745
