,when,did,the,world,'s,population,finally,recover,from,the,black,death,?
the,0.5091903209686279,0.34736719727516174,1.0,0.33604270219802856,-0.01540423184633255,0.32044094800949097,0.4516841769218445,0.2766178250312805,0.40150508284568787,1.0,0.28466513752937317,0.21438048779964447,0.22068053483963013
world,0.23794586956501007,0.1944720596075058,0.33604270219802856,1.0000001192092896,0.11877062171697617,0.21740390360355377,0.21774667501449585,0.16584105789661407,0.22603429853916168,0.33604270219802856,0.1495245099067688,0.21252860128879547,0.17579582333564758
population,0.19297641515731812,0.0652005523443222,0.32044094800949097,0.21740390360355377,0.012951160781085491,1.0,0.15916332602500916,0.1801089197397232,0.22323650121688843,0.32044094800949097,0.17196610569953918,0.1300671100616455,0.14449454843997955
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.22848254442214966,-0.05775856226682663,0.22002090513706207,0.28214770555496216,0.23665258288383484,0.3251767158508301,0.48381632566452026,0.19815593957901,0.19013920426368713,0.27043893933296204
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.22239887714385986,0.04866964742541313,0.2345738559961319,0.3044660985469818,0.2554085850715637,0.322764128446579,0.5829201340675354,0.23173153400421143,0.16249743103981018,0.23916715383529663
whole,0.3172232210636139,0.23628540337085724,0.4517841339111328,0.27496787905693054,0.08568435162305832,0.2258811891078949,0.2853231430053711,0.2657009959220886,0.23822355270385742,0.4517841339111328,0.19661082327365875,0.11017812788486481,0.21052291989326477
did,0.3228907287120819,1.0,0.34736719727516174,0.1944720596075058,0.05069678649306297,0.0652005523443222,0.284234881401062,0.2790934145450592,0.20248863101005554,0.34736719727516174,0.14310608804225922,0.2252790331840515,0.3023456633090973
not,0.4799930453300476,0.6481515765190125,0.4310511648654938,0.2053144872188568,0.002583299996331334,0.19793428480625153,0.3135245144367218,0.29991018772125244,0.2567668557167053,0.4310511648654938,0.17841291427612305,0.23071882128715515,0.41942933201789856
recover,0.3255491852760315,0.2790934145450592,0.2766178250312805,0.16584105789661407,0.03192216902971268,0.1801089197397232,0.32046738266944885,0.9999998807907104,0.2689698338508606,0.2766178250312805,0.10422756522893906,0.2657700479030609,0.1497272402048111
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.26213452219963074,0.03782717138528824,0.19776633381843567,0.4384642541408539,0.3433571755886078,0.4069952368736267,0.535392165184021,0.23292754590511322,0.19568277895450592,0.29463258385658264
pre-plague,0.33077844977378845,0.22585272789001465,0.3485097885131836,0.2376483678817749,-0.001297813723795116,0.32816779613494873,0.30733901262283325,0.3558526337146759,0.2885558009147644,0.3485097885131836,0.30292731523513794,0.3068029582500458,0.213126078248024
levels,0.2584584951400757,0.16511613130569458,0.286034494638443,0.17204682528972626,0.0031945309601724148,0.15326029062271118,0.16761328279972076,0.23301617801189423,0.19019560515880585,0.286034494638443,0.16831357777118683,0.10068248957395554,0.1541307419538498
until,0.494509756565094,0.33905428647994995,0.37191009521484375,0.20353442430496216,0.02445155940949917,0.14316082000732422,0.4202299416065216,0.30447545647621155,0.3746030032634735,0.37191009521484375,0.1231197714805603,0.4438048005104065,0.20304496586322784
the,0.5091903209686279,0.34736719727516174,1.0,0.33604270219802856,-0.01540423184633255,0.32044094800949097,0.4516841769218445,0.2766178250312805,0.40150508284568787,1.0,0.28466513752937317,0.21438048779964447,0.22068053483963013
17th,0.1468975991010666,0.0865093395113945,0.2679309546947479,0.13826145231723785,0.12547391653060913,0.2859680950641632,0.12602941691875458,0.12179882824420929,0.1326213926076889,0.2679309546947479,0.18610119819641113,0.20009520649909973,0.096589595079422
century,0.22992412745952606,0.2333737462759018,0.3617299497127533,0.2372988611459732,-0.0005286295781843364,0.25321948528289795,0.18572312593460083,0.1593393087387085,0.24901773035526276,0.3617299497127533,0.20102627575397491,0.19344501197338104,0.1026201918721199
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.3177160322666168,-0.003708066651597619,0.26950228214263916,0.31775936484336853,0.26738452911376953,0.41536515951156616,0.5934505462646484,0.24577875435352325,0.24631039798259735,0.4130953550338745
