,what,is,the,shortened,name,of,the,annual,yacht,race,that,takes,place,?
the,0.42745697498321533,0.5823672413825989,1.0,0.29444620013237,0.3171212375164032,0.733189046382904,1.0,0.2958983778953552,0.20272383093833923,0.2584857642650604,0.5473989248275757,0.33578023314476013,0.4179787337779999,0.22068053483963013
annual,0.14798973500728607,0.20538382232189178,0.2958983778953552,0.1292739063501358,0.09007395803928375,0.29535046219825745,0.2958983778953552,1.0000001192092896,0.23374521732330322,0.21630245447158813,0.217058464884758,0.2206360399723053,0.2368735522031784,0.1083487942814827
transpacific,0.29893046617507935,0.26834210753440857,0.3403639495372772,0.22018976509571075,0.13680030405521393,0.310612291097641,0.3403639495372772,0.172416090965271,0.16325955092906952,0.11937354505062103,0.38465645909309387,0.18898804485797882,0.2813722491264343,0.2961425483226776
yacht,0.12988698482513428,0.10867790877819061,0.20272383093833923,0.14507347345352173,0.19161063432693481,0.12315438687801361,0.20272383093833923,0.23374521732330322,1.0,0.29084745049476624,0.18310686945915222,0.13781113922595978,0.1667451113462448,0.12980422377586365
race,0.1748659759759903,0.18486739695072174,0.2584857642650604,0.10443529486656189,0.11424532532691956,0.22476476430892944,0.2584857642650604,0.21630245447158813,0.29084745049476624,0.9999999403953552,0.25283321738243103,0.14757253229618073,0.23713690042495728,0.1390368491411209
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.19317789375782013,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.1683935970067978,0.13909515738487244,0.28230950236320496,0.4137537479400635,0.2755669057369232,0.34068408608436584,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.30249103903770447,0.19621294736862183,0.3792596757411957,0.4174870550632477,0.24306827783584595,0.2098124921321869,0.206315279006958,0.4729836881160736,0.275495320558548,0.2604328393936157,0.32389625906944275
transpac,0.28854018449783325,0.2503472566604614,0.26255834102630615,0.1798688918352127,0.09474705159664154,0.2621864676475525,0.26255834102630615,0.17528288066387177,0.1337745636701584,0.10772056132555008,0.3552444875240326,0.1834212690591812,0.1965371072292328,0.2954860329627991
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.19317789375782013,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.1683935970067978,0.13909515738487244,0.28230950236320496,0.4137537479400635,0.2755669057369232,0.34068408608436584,0.31091248989105225
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.1620403379201889,0.2635002136230469,0.4249346852302551,0.40150508284568787,0.18915630877017975,0.10061368346214294,0.18965262174606323,0.3477667272090912,0.22145387530326843,0.31214648485183716,0.19969791173934937
los,0.12322991341352463,0.17008589208126068,0.2502395510673523,0.09937271475791931,0.06927964091300964,0.17343297600746155,0.2502395510673523,0.09362670034170151,0.1613067090511322,0.13361692428588867,0.18935614824295044,0.1203790009021759,0.2004077285528183,0.15495611727237701
