,who,were,later,yuan,emperors,isolated,from,?
uninterested,0.3250179588794708,0.21614237129688263,0.21977262198925018,0.13632149994373322,0.18041440844535828,0.19592076539993286,0.1791037768125534,0.3025064468383789
in,0.2792111933231354,0.3815755248069763,0.40857815742492676,0.14850552380084991,0.2514701783657074,0.2690384089946747,0.4274188280105591,0.20430970191955566
administration,0.2072920948266983,0.19474460184574127,0.20293402671813965,0.23424610495567322,0.21035291254520416,0.18287622928619385,0.20467402040958405,0.14283715188503265
",",0.3365725874900818,0.36755475401878357,0.35016918182373047,0.20958951115608215,0.24660007655620575,0.19693833589553833,0.39760664105415344,0.31091248989105225
they,0.47879111766815186,0.5580583214759827,0.370341420173645,0.16464252769947052,0.27823787927627563,0.26726335287094116,0.3321932256221771,0.2753053903579712
were,0.3188014328479767,1.0000001192092896,0.46195727586746216,0.19657303392887115,0.32265302538871765,0.2041555792093277,0.29991888999938965,0.17890112102031708
separated,0.07790867984294891,0.27522769570350647,0.22682268917560577,0.034823257476091385,0.1776525229215622,0.3871520161628723,0.2992449700832367,0.0923643484711647
from,0.27839982509613037,0.29991888999938965,0.34398579597473145,0.09845740348100662,0.19567647576332092,0.20534048974514008,1.0,0.19969791173934937
both,0.31663915514945984,0.4254525601863861,0.3317738473415375,0.10960843414068222,0.17084401845932007,0.16931866109371185,0.299375057220459,0.19455738365650177
the,0.3733934462070465,0.3906462490558624,0.4060266613960266,0.2548272907733917,0.3175390362739563,0.28042563796043396,0.40150508284568787,0.22068053483963013
army,0.2866576313972473,0.2540908753871918,0.31001994013786316,0.20079098641872406,0.23671859502792358,0.15817631781101227,0.2187274545431137,0.180583193898201
and,0.41279885172843933,0.42175528407096863,0.4216292202472687,0.22359056770801544,0.20162275433540344,0.2341340333223343,0.3601827025413513,0.20544172823429108
the,0.3733934462070465,0.3906462490558624,0.4060266613960266,0.2548272907733917,0.3175390362739563,0.28042563796043396,0.40150508284568787,0.22068053483963013
populace,0.2714945673942566,0.22294414043426514,0.17314574122428894,0.1444096714258194,0.24817949533462524,0.22741612792015076,0.22589349746704102,0.2383187860250473
",",0.3365725874900818,0.36755475401878357,0.35016918182373047,0.20958951115608215,0.24660007655620575,0.19693833589553833,0.39760664105415344,0.31091248989105225
and,0.41279885172843933,0.42175528407096863,0.4216292202472687,0.22359056770801544,0.20162275433540344,0.2341340333223343,0.3601827025413513,0.20544172823429108
china,0.17514774203300476,0.2312094271183014,0.22728987038135529,0.5794417262077332,0.3638975918292999,0.12043985724449158,0.17287437617778778,0.18007943034172058
was,0.3318818509578705,0.590133786201477,0.5684447288513184,0.19482262432575226,0.23466189205646515,0.15065668523311615,0.31171464920043945,0.18412111699581146
torn,0.12410213053226471,0.26587361097335815,0.24132214486598969,0.01575911045074463,0.13941439986228943,0.11480629444122314,0.28680911660194397,0.13564015924930573
by,0.39727845788002014,0.4406847059726715,0.3747883439064026,0.19831176102161407,0.20061898231506348,0.225118026137352,0.3373257517814636,0.17966607213020325
dissension,0.23782436549663544,0.21610723435878754,0.22261695563793182,0.12602807581424713,0.19316472113132477,0.18324798345565796,0.22215284407138824,0.25822630524635315
and,0.41279885172843933,0.42175528407096863,0.4216292202472687,0.22359056770801544,0.20162275433540344,0.2341340333223343,0.3601827025413513,0.20544172823429108
unrest,0.1525976061820984,0.21922685205936432,0.19198478758335114,0.18887807428836823,0.23652921617031097,0.2526312470436096,0.17715118825435638,0.08488935232162476
.,0.3541337847709656,0.3378238379955292,0.3488861322402954,0.17233723402023315,0.2601882815361023,0.22219684720039368,0.41536515951156616,0.4130953550338745
