,who,is,the,only,other,afc,champion,team,to,wear,road,jerseys,in,a,super,bowl,?
the,0.3733934462070465,0.5823672413825989,1.0,0.5497692227363586,0.44152235984802246,0.25863510370254517,0.23575055599212646,0.22564226388931274,0.535392165184021,0.27011215686798096,0.27181798219680786,0.279405415058136,0.6662389636039734,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
only,0.4202229380607605,0.44708555936813354,0.5497692227363586,1.0,0.43831267952919006,0.22832630574703217,0.17840930819511414,0.14910441637039185,0.5096819996833801,0.19949917495250702,0.12197449058294296,0.23637858033180237,0.42992329597473145,0.47549712657928467,0.2209789752960205,0.1793411821126938,0.2767370045185089
other,0.3612329661846161,0.25895947217941284,0.44152235984802246,0.43831267952919006,0.9999999403953552,0.17184513807296753,0.10454722493886948,0.15695661306381226,0.4193183183670044,0.23732523620128632,0.14551588892936707,0.25116103887557983,0.39989137649536133,0.2806335389614105,0.15647977590560913,0.12835361063480377,0.24682199954986572
afc,0.13655321300029755,0.16175919771194458,0.25863510370254517,0.22832630574703217,0.17184513807296753,1.0,0.40495696663856506,0.40331706404685974,0.18302594125270844,0.15818652510643005,0.10557936877012253,0.30319443345069885,0.20746317505836487,0.13271647691726685,0.37206512689590454,0.41199249029159546,0.2026895433664322
champion,0.17719091475009918,0.1624361276626587,0.23575055599212646,0.17840930819511414,0.10454722493886948,0.40495696663856506,1.0,0.41956013441085815,0.19018547236919403,0.17339611053466797,0.20672179758548737,0.31765931844711304,0.1986149251461029,0.1898709237575531,0.3463263213634491,0.34389644861221313,0.14080514013767242
team,0.22248858213424683,0.14871908724308014,0.22564226388931274,0.14910441637039185,0.15695661306381226,0.40331706404685974,0.41956013441085815,1.0,0.23889471590518951,0.17859122157096863,0.21200257539749146,0.3443291187286377,0.18841172754764557,0.19125498831272125,0.23339706659317017,0.20460736751556396,0.11243411153554916
to,0.42656609416007996,0.42745086550712585,0.535392165184021,0.5096819996833801,0.4193183183670044,0.18302594125270844,0.19018547236919403,0.23889471590518951,1.0,0.28873685002326965,0.21026462316513062,0.3111730217933655,0.45010748505592346,0.45503583550453186,0.17783479392528534,0.16993016004562378,0.29463258385658264
have,0.39246654510498047,0.3613572418689728,0.40389683842658997,0.5199421048164368,0.559082567691803,0.1852124035358429,0.1374596357345581,0.16041462123394012,0.4544740617275238,0.33801281452178955,0.13440147042274475,0.28025034070014954,0.36843645572662354,0.338716596364975,0.19903038442134857,0.19536113739013672,0.32991164922714233
worn,0.24751344323158264,0.13066698610782623,0.23708905279636383,0.1751384735107422,0.21334634721279144,0.13565868139266968,0.19497083127498627,0.1941991001367569,0.18714819848537445,0.7105575203895569,0.21150916814804077,0.48177334666252136,0.17506258189678192,0.18595445156097412,0.1277799755334854,0.13037872314453125,0.09836873412132263
white,0.19768168032169342,0.18489928543567657,0.25492873787879944,0.26040276885032654,0.2389199435710907,0.13879431784152985,0.13874876499176025,0.1012396290898323,0.23700939118862152,0.25586411356925964,0.12117187678813934,0.31623485684394836,0.1821274310350418,0.2137410044670105,0.11256568133831024,0.17490817606449127,0.124679796397686
as,0.3923053741455078,0.43216490745544434,0.48381632566452026,0.41781148314476013,0.42805421352386475,0.18916966021060944,0.1872032731771469,0.14189721643924713,0.42092081904411316,0.21440273523330688,0.14971306920051575,0.23326656222343445,0.3887844979763031,0.39550232887268066,0.21450649201869965,0.14539222419261932,0.27043893933296204
the,0.3733934462070465,0.5823672413825989,1.0,0.5497692227363586,0.44152235984802246,0.25863510370254517,0.23575055599212646,0.22564226388931274,0.535392165184021,0.27011215686798096,0.27181798219680786,0.279405415058136,0.6662389636039734,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
designated,0.08669188618659973,0.20732922852039337,0.23178240656852722,0.2023811936378479,0.1616896390914917,0.13634257018566132,0.17735867202281952,0.17280033230781555,0.194892019033432,0.20904937386512756,0.14740833640098572,0.26414793729782104,0.25212356448173523,0.2710168659687042,0.14785414934158325,0.16266454756259918,0.1318070888519287
home,0.2542758285999298,0.22316986322402954,0.28978195786476135,0.24802060425281525,0.2030264139175415,0.16574546694755554,0.1688181608915329,0.2163287252187729,0.31056779623031616,0.15464168787002563,0.2210714966058731,0.222715362906456,0.30467477440834045,0.26260659098625183,0.12418482452630997,0.1429641842842102,0.0757145956158638
team,0.22248858213424683,0.14871908724308014,0.22564226388931274,0.14910441637039185,0.15695661306381226,0.40331706404685974,0.41956013441085815,1.0,0.23889471590518951,0.17859122157096863,0.21200257539749146,0.3443291187286377,0.18841172754764557,0.19125498831272125,0.23339706659317017,0.20460736751556396,0.11243411153554916
in,0.2792111933231354,0.5394441485404968,0.6662389636039734,0.42992329597473145,0.39989137649536133,0.20746317505836487,0.1986149251461029,0.18841172754764557,0.45010748505592346,0.20694924890995026,0.23586870729923248,0.2633516192436218,1.0,0.539380669593811,0.18576006591320038,0.17236235737800598,0.20430970191955566
the,0.3733934462070465,0.5823672413825989,1.0,0.5497692227363586,0.44152235984802246,0.25863510370254517,0.23575055599212646,0.22564226388931274,0.535392165184021,0.27011215686798096,0.27181798219680786,0.279405415058136,0.6662389636039734,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
