,where,did,ht,fail,to,pull,off,a,bloodless,coup,in,1974,?
it,0.36972272396087646,0.2993364930152893,0.16612723469734192,0.2470325231552124,0.513711154460907,0.23149190843105316,0.2778407037258148,0.5452592968940735,0.20963162183761597,0.1997338831424713,0.5130809545516968,-0.0034117570612579584,0.25732165575027466
allegedly,0.2568395137786865,0.23400627076625824,0.09696055948734283,0.16084979474544525,0.19996404647827148,0.18397046625614166,0.23289087414741516,0.23506614565849304,0.27491050958633423,0.3026163876056671,0.18263627588748932,0.03309963271021843,0.07345700263977051
attempted,0.17273682355880737,0.3748961389064789,0.035874802619218826,0.3215257227420807,0.4076770544052124,0.16926388442516327,0.21822500228881836,0.25313758850097656,0.27459365129470825,0.36113300919532776,0.22081954777240753,0.001427323673851788,0.11123745888471603
and,0.43859338760375977,0.34479495882987976,0.11999765783548355,0.27626097202301025,0.48971283435821533,0.25653940439224243,0.2800697982311249,0.3739250600337982,0.25049757957458496,0.1765390783548355,0.4954058527946472,0.040896281599998474,0.20544172823429108
failed,0.1791430413722992,0.5037672519683838,0.13570454716682434,0.6641272902488708,0.4406343400478363,0.15187597274780273,0.23965954780578613,0.26673170924186707,0.2808029353618622,0.3607962727546692,0.21989236772060394,0.005007514730095863,0.16487033665180206
such,0.3198639750480652,0.24497397243976593,0.1275794506072998,0.17143630981445312,0.2871878743171692,0.16636839509010315,0.1798459142446518,0.2706976532936096,0.2066752165555954,0.10786233097314835,0.2704046070575714,-0.18040455877780914,0.17851735651493073
coups,0.14615598320960999,0.22404229640960693,0.20705708861351013,0.22846029698848724,0.23576593399047852,0.2319103628396988,0.19194699823856354,0.20799006521701813,0.3880229592323303,0.665041446685791,0.18937478959560394,-0.1389118731021881,0.15338534116744995
in,0.5344807505607605,0.2593238651752472,0.11868356168270111,0.1670188158750534,0.45010748505592346,0.1557469218969345,0.25627145171165466,0.539380669593811,0.21626393496990204,0.19842416048049927,1.0,0.0828641727566719,0.20430970191955566
1968,-0.012262645177543163,-0.016806963831186295,0.038598064333200455,0.006677617318928242,0.06488213688135147,-0.061659540981054306,0.005391531623899937,-0.025953760370612144,-0.06151122227311134,-0.023710986599326134,0.08920387923717499,0.1000102162361145,-0.08543776720762253
and,0.43859338760375977,0.34479495882987976,0.11999765783548355,0.27626097202301025,0.48971283435821533,0.25653940439224243,0.2800697982311249,0.3739250600337982,0.25049757957458496,0.1765390783548355,0.4954058527946472,0.040896281599998474,0.20544172823429108
1969,0.16538465023040771,0.20070725679397583,0.23505273461341858,0.1256331503391266,0.2237721085548401,0.14924602210521698,0.09583274275064468,0.18597425520420074,0.2792041003704071,0.2537243962287903,0.20296303927898407,-0.005319301038980484,0.19860808551311493
in,0.5344807505607605,0.2593238651752472,0.11868356168270111,0.1670188158750534,0.45010748505592346,0.1557469218969345,0.25627145171165466,0.539380669593811,0.21626393496990204,0.19842416048049927,1.0,0.0828641727566719,0.20430970191955566
jordan,0.16878832876682281,0.16887551546096802,0.03650156781077385,0.06386023759841919,0.11431849747896194,0.06112370267510414,0.15325306355953217,0.15182308852672577,0.2283557653427124,0.1401381939649582,0.1776425987482071,0.09874241054058075,0.10991371423006058
",",0.3149496018886566,0.3015086054801941,0.17012560367584229,0.32029256224632263,0.44245919585227966,0.1871376484632492,0.26180344820022583,0.427140474319458,0.30928876996040344,0.20393610000610352,0.5201468467712402,0.06735701113939285,0.31091248989105225
and,0.43859338760375977,0.34479495882987976,0.11999765783548355,0.27626097202301025,0.48971283435821533,0.25653940439224243,0.2800697982311249,0.3739250600337982,0.25049757957458496,0.1765390783548355,0.4954058527946472,0.040896281599998474,0.20544172823429108
in,0.5344807505607605,0.2593238651752472,0.11868356168270111,0.1670188158750534,0.45010748505592346,0.1557469218969345,0.25627145171165466,0.539380669593811,0.21626393496990204,0.19842416048049927,1.0,0.0828641727566719,0.20430970191955566
1974,0.08023340255022049,-0.07115182280540466,-0.14008764922618866,-0.06922432035207748,0.018285049125552177,0.0028074474539607763,0.04999235272407532,-0.032648567110300064,-0.1040365919470787,-0.07237838953733444,0.0828641727566719,1.0,-0.17742674052715302
in,0.5344807505607605,0.2593238651752472,0.11868356168270111,0.1670188158750534,0.45010748505592346,0.1557469218969345,0.25627145171165466,0.539380669593811,0.21626393496990204,0.19842416048049927,1.0,0.0828641727566719,0.20430970191955566
egypt,0.20416465401649475,0.1887594312429428,0.11975495517253876,0.1582867056131363,0.2233564704656601,0.1464192271232605,0.13455113768577576,0.14361631870269775,0.28205394744873047,0.3267490267753601,0.21889975666999817,-0.059384770691394806,0.17769601941108704
",",0.3149496018886566,0.3015086054801941,0.17012560367584229,0.32029256224632263,0.44245919585227966,0.1871376484632492,0.26180344820022583,0.427140474319458,0.30928876996040344,0.20393610000610352,0.5201468467712402,0.06735701113939285,0.31091248989105225
and,0.43859338760375977,0.34479495882987976,0.11999765783548355,0.27626097202301025,0.48971283435821533,0.25653940439224243,0.2800697982311249,0.3739250600337982,0.25049757957458496,0.1765390783548355,0.4954058527946472,0.040896281599998474,0.20544172823429108
is,0.3586711287498474,0.19247472286224365,0.11406662315130234,0.1806677132844925,0.42745086550712585,0.18347619473934174,0.20147104561328888,0.658733606338501,0.1401820033788681,0.13152340054512024,0.5394441485404968,-0.0024547772482037544,0.22961433231830597
now,0.3524799346923828,0.2646316885948181,0.16790857911109924,0.25541916489601135,0.3925153911113739,0.15369656682014465,0.25204554200172424,0.3046339154243469,0.12070780247449875,0.09025796502828598,0.3619694113731384,0.08835501968860626,0.29641881585121155
banned,0.1961364597082138,0.3102046251296997,0.2707903981208801,0.20557568967342377,0.20784404873847961,0.13457253575325012,0.16299203038215637,0.21297195553779602,0.2083427906036377,0.20185093581676483,0.2067507654428482,-0.12679167091846466,0.3147534728050232
in,0.5344807505607605,0.2593238651752472,0.11868356168270111,0.1670188158750534,0.45010748505592346,0.1557469218969345,0.25627145171165466,0.539380669593811,0.21626393496990204,0.19842416048049927,1.0,0.0828641727566719,0.20430970191955566
