,what,is,needed,to,pack,electrons,densely,together,?
this,0.5489566326141357,0.480927973985672,0.45758479833602905,0.5759071707725525,0.18990877270698547,0.2807442843914032,0.27050888538360596,0.278789222240448,0.3155723512172699
means,0.2553325295448303,0.4087343215942383,0.25713640451431274,0.2301892638206482,0.10003366321325302,0.2359997034072876,0.19245347380638123,0.2033049613237381,0.21233566105365753
that,0.6297725439071655,0.3995479643344879,0.45214173197746277,0.5436353087425232,0.22077998518943787,0.30003416538238525,0.23052752017974854,0.28340306878089905,0.32716336846351624
it,0.45803478360176086,0.6328473687171936,0.28543469309806824,0.513711154460907,0.11445968598127365,0.24132908880710602,0.3651105463504791,0.22456704080104828,0.25732165575027466
takes,0.15264007449150085,0.4061736762523651,0.274084210395813,0.29472896456718445,0.11940652877092361,0.16446097195148468,0.14095044136047363,0.20014643669128418,0.10935472697019577
energy,0.190252885222435,0.2171693742275238,0.2959649860858917,0.27179354429244995,0.19591441750526428,0.506034791469574,0.16405171155929565,0.2111751288175583,0.14860127866268158
to,0.455847829580307,0.42745086550712585,0.45002421736717224,1.0,0.26196593046188354,0.2753003239631653,0.28154584765434265,0.33225905895233154,0.29463258385658264
pack,0.17581790685653687,0.12983720004558563,0.20185807347297668,0.26196593046188354,0.9999999403953552,0.18717482686042786,0.15856963396072388,0.21923421323299408,0.15516062080860138
them,0.4994642734527588,0.2390832006931305,0.4792753756046295,0.5916602611541748,0.2765803933143616,0.33563706278800964,0.28074362874031067,0.3777691125869751,0.35435691475868225
together,0.22179445624351501,0.1995578110218048,0.24189218878746033,0.33225905895233154,0.21923421323299408,0.2308097928762436,0.2467099130153656,1.0000001192092896,0.1690303236246109
.,0.3567904531955719,0.4569662809371948,0.31272366642951965,0.4645031690597534,0.19552353024482727,0.2193155288696289,0.25654587149620056,0.2842161953449249,0.4130953550338745
,what,is,needed,to,pack,electrons,densely,together,?
when,0.4700249433517456,0.3471449911594391,0.3670521080493927,0.5423505902290344,0.2266509234905243,0.26816973090171814,0.22532625496387482,0.3263470232486725,0.22841128706932068
the,0.42745697498321533,0.5823672413825989,0.3064746856689453,0.535392165184021,0.18000103533267975,0.2109822928905487,0.33806583285331726,0.26662585139274597,0.22068053483963013
electrons,0.23107858002185822,0.20416733622550964,0.27296680212020874,0.2753003239631653,0.18717482686042786,1.0,0.23559421300888062,0.2308097928762436,0.15516111254692078
in,0.30808621644973755,0.5394441485404968,0.21117523312568665,0.45010748505592346,0.1526297926902771,0.15858358144760132,0.3320384919643402,0.3252169191837311,0.20430970191955566
a,0.3320399522781372,0.658733606338501,0.2915569543838501,0.45503583550453186,0.20972049236297607,0.2377878874540329,0.2598201036453247,0.25249844789505005,0.23916715383529663
material,0.2591213285923004,0.2518187463283539,0.27084627747535706,0.29219651222229004,0.15371282398700714,0.38430044054985046,0.22444508969783783,0.22396919131278992,0.18117131292819977
are,0.29724663496017456,0.5330929756164551,0.3141024708747864,0.3504326641559601,0.21247291564941406,0.25583213567733765,0.3616943657398224,0.3098504841327667,0.24591213464736938
densely,0.19661039113998413,0.3503496050834656,0.10987920314073563,0.28154584765434265,0.15856963396072388,0.23559421300888062,1.0000001192092896,0.2467099130153656,0.06828517466783524
packed,0.2140137106180191,0.15412002801895142,0.2582222521305084,0.23994310200214386,0.48493364453315735,0.278340220451355,0.3650568127632141,0.33177387714385986,0.10715027153491974
together,0.22179445624351501,0.1995578110218048,0.24189218878746033,0.33225905895233154,0.21923421323299408,0.2308097928762436,0.2467099130153656,1.0000001192092896,0.1690303236246109
",",0.3087472915649414,0.4691906273365021,0.29017356038093567,0.44245919585227966,0.21066898107528687,0.2110055536031723,0.29475733637809753,0.2912277579307556,0.31091248989105225
there,0.35085538029670715,0.3904260993003845,0.42806243896484375,0.40669289231300354,0.13113756477832794,0.22154594957828522,0.30849015712738037,0.28516852855682373,0.29405656456947327
are,0.29724663496017456,0.5330929756164551,0.3141024708747864,0.3504326641559601,0.21247291564941406,0.25583213567733765,0.3616943657398224,0.3098504841327667,0.24591213464736938
not,0.5449194312095642,0.3776007890701294,0.49983495473861694,0.5149973034858704,0.18601655960083008,0.2506066858768463,0.18884722888469696,0.1947679966688156,0.41942933201789856
enough,0.3944990336894989,0.259046345949173,0.5858259201049805,0.43150144815444946,0.2187696397304535,0.2555493712425232,0.19412022829055786,0.18593353033065796,0.3526461720466614
lower,0.20079238712787628,0.20806168019771576,0.22997817397117615,0.233318492770195,0.11964663863182068,0.2151140719652176,0.23517285287380219,0.15108895301818848,0.08471795171499252
energy,0.190252885222435,0.2171693742275238,0.2959649860858917,0.27179354429244995,0.19591441750526428,0.506034791469574,0.16405171155929565,0.2111751288175583,0.14860127866268158
quantum,0.3095471262931824,0.2059895545244217,0.212408646941185,0.2208167314529419,0.16427752375602722,0.5287118554115295,0.1781996786594391,0.2697541117668152,0.20770002901554108
mechanical,0.22318285703659058,0.2110103964805603,0.34850284457206726,0.23466935753822327,0.19334541261196136,0.290193647146225,0.167611226439476,0.19648477435112,0.10079140216112137
states,0.21526020765304565,0.21939043700695038,0.1881115585565567,0.2828785181045532,0.14403678476810455,0.19627273082733154,0.2184525579214096,0.14287161827087402,0.16272737085819244
for,0.3017193675041199,0.43268078565597534,0.38127243518829346,0.4451248347759247,0.21056699752807617,0.16157317161560059,0.16897164285182953,0.20928718149662018,0.264628142118454
them,0.4994642734527588,0.2390832006931305,0.4792753756046295,0.5916602611541748,0.2765803933143616,0.33563706278800964,0.28074362874031067,0.3777691125869751,0.35435691475868225
all,0.41981086134910583,0.2553904056549072,0.3570329546928406,0.42520734667778015,0.25071418285369873,0.2503911554813385,0.2583037316799164,0.2828194797039032,0.29575422406196594
",",0.3087472915649414,0.4691906273365021,0.29017356038093567,0.44245919585227966,0.21066898107528687,0.2110055536031723,0.29475733637809753,0.2912277579307556,0.31091248989105225
so,0.539469838142395,0.3153412640094757,0.5276576280593872,0.5091881155967712,0.22553719580173492,0.3505491018295288,0.2586430311203003,0.3034808337688446,0.43163934350013733
some,0.4491020441055298,0.3038453459739685,0.4357472062110901,0.4636894166469574,0.20191162824630737,0.238648921251297,0.2933499217033386,0.27890723943710327,0.2562315762042999
of,0.33290785551071167,0.4854315221309662,0.27215874195098877,0.41548454761505127,0.14827680587768555,0.1921376883983612,0.3541527986526489,0.26678720116615295,0.1826142966747284
them,0.4994642734527588,0.2390832006931305,0.4792753756046295,0.5916602611541748,0.2765803933143616,0.33563706278800964,0.28074362874031067,0.3777691125869751,0.35435691475868225
must,0.30362528562545776,0.3093329071998596,0.43420615792274475,0.43356871604919434,0.18938378989696503,0.2746064364910126,0.06710010021924973,0.2103865146636963,0.23707495629787445
be,0.3929833769798279,0.4819129705429077,0.44150373339653015,0.4972836375236511,0.1964760422706604,0.2835671901702881,0.23458661139011383,0.20941530168056488,0.3324260413646698
in,0.30808621644973755,0.5394441485404968,0.21117523312568665,0.45010748505592346,0.1526297926902771,0.15858358144760132,0.3320384919643402,0.3252169191837311,0.20430970191955566
higher,0.2538340389728546,0.24683357775211334,0.3282777965068817,0.3279348313808441,0.16716837882995605,0.27567967772483826,0.26950597763061523,0.20164020359516144,0.15679465234279633
energy,0.190252885222435,0.2171693742275238,0.2959649860858917,0.27179354429244995,0.19591441750526428,0.506034791469574,0.16405171155929565,0.2111751288175583,0.14860127866268158
states,0.21526020765304565,0.21939043700695038,0.1881115585565567,0.2828785181045532,0.14403678476810455,0.19627273082733154,0.2184525579214096,0.14287161827087402,0.16272737085819244
.,0.3567904531955719,0.4569662809371948,0.31272366642951965,0.4645031690597534,0.19552353024482727,0.2193155288696289,0.25654587149620056,0.2842161953449249,0.4130953550338745
