,newcastle,was,one,of,the,first,cities,in,the,world,to,have,what,innovation,?
newcastle,1.0000001192092896,0.25710436701774597,0.20140469074249268,0.18781472742557526,0.2253497689962387,0.2823651134967804,0.18326705694198608,0.19270820915699005,0.2253497689962387,0.1675499528646469,0.23559264838695526,0.136333167552948,0.16276082396507263,0.15178047120571136,0.0902252271771431
was,0.25710436701774597,1.0000001192092896,0.3752199709415436,0.4069072902202606,0.48711544275283813,0.5022147297859192,0.17598430812358856,0.45514053106307983,0.48711544275283813,0.3097524344921112,0.3636345863342285,0.2863433063030243,0.22111038863658905,0.20971418917179108,0.18412111699581146
one,0.20140469074249268,0.3752199709415436,1.0000001192092896,0.4999135136604309,0.5514441132545471,0.4552372097969055,0.2687361240386963,0.4129433035850525,0.5514441132545471,0.36872437596321106,0.4025384783744812,0.4507926106452942,0.376489520072937,0.24095426499843597,0.2673267424106598
of,0.18781472742557526,0.4069072902202606,0.4999135136604309,1.0,0.733189046382904,0.3536086082458496,0.29528072476387024,0.5696388483047485,0.733189046382904,0.2828933000564575,0.41548454761505127,0.3802283704280853,0.33290785551071167,0.3399965465068817,0.1826142966747284
the,0.2253497689962387,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.49448907375335693,0.2621172070503235,0.6662389636039734,1.0,0.33604270219802856,0.535392165184021,0.40389683842658997,0.42745697498321533,0.3283994793891907,0.22068053483963013
first,0.2823651134967804,0.5022147297859192,0.4552372097969055,0.3536086082458496,0.49448907375335693,1.0,0.18753007054328918,0.4127444326877594,0.49448907375335693,0.31190985441207886,0.3792489171028137,0.3030114769935608,0.28086137771606445,0.23713767528533936,0.18701928853988647
cities,0.18326705694198608,0.17598430812358856,0.2687361240386963,0.29528072476387024,0.2621172070503235,0.18753007054328918,1.0,0.32293570041656494,0.2621172070503235,0.20946568250656128,0.20735321938991547,0.1965736299753189,0.161918506026268,0.110010527074337,0.13339310884475708
in,0.19270820915699005,0.45514053106307983,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.4127444326877594,0.32293570041656494,1.0,0.6662389636039734,0.3038199245929718,0.45010748505592346,0.36843645572662354,0.30808621644973755,0.24531784653663635,0.20430970191955566
the,0.2253497689962387,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.49448907375335693,0.2621172070503235,0.6662389636039734,1.0,0.33604270219802856,0.535392165184021,0.40389683842658997,0.42745697498321533,0.3283994793891907,0.22068053483963013
world,0.1675499528646469,0.3097524344921112,0.36872437596321106,0.2828933000564575,0.33604270219802856,0.31190985441207886,0.20946568250656128,0.3038199245929718,0.33604270219802856,1.0000001192092896,0.26213452219963074,0.2620723843574524,0.21669597923755646,0.3056488335132599,0.17579582333564758
to,0.23559264838695526,0.3636345863342285,0.4025384783744812,0.41548454761505127,0.535392165184021,0.3792489171028137,0.20735321938991547,0.45010748505592346,0.535392165184021,0.26213452219963074,1.0,0.4544740617275238,0.455847829580307,0.19758492708206177,0.29463258385658264
be,0.15002311766147614,0.42228707671165466,0.4154875874519348,0.33904364705085754,0.4248143136501312,0.29818081855773926,0.15688899159431458,0.3481820821762085,0.4248143136501312,0.2187124341726303,0.4972836375236511,0.5760743618011475,0.3929833769798279,0.17706845700740814,0.3324260413646698
lit,0.04311608150601387,0.15626856684684753,0.15547262132167816,0.145862877368927,0.20298683643341064,0.12091543525457382,0.03543680161237717,0.17304253578186035,0.20298683643341064,0.10593472421169281,0.07580047100782394,0.1251337230205536,0.06459251046180725,0.11137628555297852,0.14552001655101776
up,0.16100791096687317,0.24070115387439728,0.30488982796669006,0.32945773005485535,0.38423117995262146,0.2506323456764221,0.18197079002857208,0.3120773434638977,0.38423117995262146,0.2586722671985626,0.40375280380249023,0.34569859504699707,0.28591108322143555,0.11195269972085953,0.1819818764925003
by,0.1767825335264206,0.4752357602119446,0.29445651173591614,0.3646814823150635,0.4408751428127289,0.3877052962779999,0.14042139053344727,0.370934396982193,0.4408751428127289,0.22306372225284576,0.33534231781959534,0.3359639644622803,0.2455483376979828,0.18065384030342102,0.17966607213020325
electric,0.15911492705345154,0.17723047733306885,0.22152496874332428,0.17329032719135284,0.21345196664333344,0.2202359288930893,0.11805686354637146,0.19779469072818756,0.21345196664333344,0.1332201212644577,0.2115597426891327,0.19374091923236847,0.15451551973819733,0.21212634444236755,0.15674720704555511
lighting,0.15384981036186218,0.19339853525161743,0.24598176777362823,0.22980383038520813,0.2831954061985016,0.15846022963523865,0.15085364878177643,0.254514217376709,0.2831954061985016,0.18880724906921387,0.22529518604278564,0.23952537775039673,0.2408788651227951,0.34755030274391174,0.13502714037895203
.,0.2714749276638031,0.40146201848983765,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.4345304071903229,0.2525215446949005,0.5591574311256409,0.5934505462646484,0.3177160322666168,0.4645031690597534,0.41614407300949097,0.3567904531955719,0.2152167558670044,0.4130953550338745
,newcastle,was,one,of,the,first,cities,in,the,world,to,have,what,innovation,?
on,0.1698579639196396,0.3909217119216919,0.3601475656032562,0.3966929316520691,0.5107308030128479,0.3120559751987457,0.18104544281959534,0.46853652596473694,0.5107308030128479,0.22789059579372406,0.41031414270401,0.36494916677474976,0.34226128458976746,0.16280904412269592,0.2714994251728058
3,0.02655678614974022,0.06170157715678215,0.04079316928982735,0.046857766807079315,0.06283142417669296,0.03959788382053375,-0.04661813750863075,0.06326868385076523,0.06283142417669296,0.010903672315180302,0.09797177463769913,0.08414030820131302,0.04473085701465607,0.0694044828414917,0.005975271109491587
february,0.2465735673904419,0.446986585855484,0.2376423329114914,0.20366249978542328,0.26483774185180664,0.27188631892204285,0.16523541510105133,0.2990526556968689,0.26483774185180664,0.18396277725696564,0.20325583219528198,0.14124199748039246,0.1913013905286789,0.14060236513614655,0.29594847559928894
1879,0.15997625887393951,0.086683489382267,-0.08892259001731873,-0.045452363789081573,-0.02315060794353485,0.06397659331560135,-0.07271091639995575,0.031225789338350296,-0.02315060794353485,-0.08550520241260529,-0.0397687628865242,-0.15224464237689972,-0.07866717875003815,-0.130647674202919,0.057432834059000015
",",0.251589834690094,0.45456063747406006,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.31927579641342163,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.44245919585227966,0.3541618287563324,0.3087472915649414,0.2138882577419281,0.31091248989105225
mosley,0.248823881149292,0.27815255522727966,0.1846834272146225,0.1961226612329483,0.2157961130142212,0.22166380286216736,0.036865927278995514,0.19677160680294037,0.2157961130142212,0.2678910493850708,0.17291614413261414,0.2024998813867569,0.16875243186950684,0.246645987033844,0.2007741928100586
street,0.18945761024951935,0.21281053125858307,0.18605993688106537,0.18984536826610565,0.20947860181331635,0.16979321837425232,0.1723964661359787,0.2281111478805542,0.20947860181331635,0.19342535734176636,0.1956864446401596,0.16999748349189758,0.14271703362464905,0.19021756947040558,0.07315441966056824
in,0.19270820915699005,0.45514053106307983,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.4127444326877594,0.32293570041656494,1.0,0.6662389636039734,0.3038199245929718,0.45010748505592346,0.36843645572662354,0.30808621644973755,0.24531784653663635,0.20430970191955566
the,0.2253497689962387,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.49448907375335693,0.2621172070503235,0.6662389636039734,1.0,0.33604270219802856,0.535392165184021,0.40389683842658997,0.42745697498321533,0.3283994793891907,0.22068053483963013
city,0.32860881090164185,0.3188765048980713,0.26093539595603943,0.32503411173820496,0.35769423842430115,0.20456640422344208,0.5864919424057007,0.3911624252796173,0.35769423842430115,0.2572607696056366,0.20300441980361938,0.154191792011261,0.17493832111358643,0.17205090820789337,0.13423943519592285
",",0.251589834690094,0.45456063747406006,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.31927579641342163,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.44245919585227966,0.3541618287563324,0.3087472915649414,0.2138882577419281,0.31091248989105225
was,0.25710436701774597,1.0000001192092896,0.3752199709415436,0.4069072902202606,0.48711544275283813,0.5022147297859192,0.17598430812358856,0.45514053106307983,0.48711544275283813,0.3097524344921112,0.3636345863342285,0.2863433063030243,0.22111038863658905,0.20971418917179108,0.18412111699581146
the,0.2253497689962387,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.49448907375335693,0.2621172070503235,0.6662389636039734,1.0,0.33604270219802856,0.535392165184021,0.40389683842658997,0.42745697498321533,0.3283994793891907,0.22068053483963013
first,0.2823651134967804,0.5022147297859192,0.4552372097969055,0.3536086082458496,0.49448907375335693,1.0,0.18753007054328918,0.4127444326877594,0.49448907375335693,0.31190985441207886,0.3792489171028137,0.3030114769935608,0.28086137771606445,0.23713767528533936,0.18701928853988647
public,0.12273108959197998,0.2513592839241028,0.255158394575119,0.2391265481710434,0.22857438027858734,0.2044575810432434,0.24477599561214447,0.29074716567993164,0.22857438027858734,0.1668698787689209,0.2672370672225952,0.20625129342079163,0.1729622185230255,0.27621984481811523,0.19872993230819702
road,0.20966708660125732,0.21728332340717316,0.20433610677719116,0.24218276143074036,0.27181798219680786,0.16960225999355316,0.1855114996433258,0.23586870729923248,0.27181798219680786,0.16255925595760345,0.21026462316513062,0.13440147042274475,0.14859327673912048,0.11808034032583237,0.10894691944122314
in,0.19270820915699005,0.45514053106307983,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.4127444326877594,0.32293570041656494,1.0,0.6662389636039734,0.3038199245929718,0.45010748505592346,0.36843645572662354,0.30808621644973755,0.24531784653663635,0.20430970191955566
the,0.2253497689962387,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.49448907375335693,0.2621172070503235,0.6662389636039734,1.0,0.33604270219802856,0.535392165184021,0.40389683842658997,0.42745697498321533,0.3283994793891907,0.22068053483963013
world,0.1675499528646469,0.3097524344921112,0.36872437596321106,0.2828933000564575,0.33604270219802856,0.31190985441207886,0.20946568250656128,0.3038199245929718,0.33604270219802856,1.0000001192092896,0.26213452219963074,0.2620723843574524,0.21669597923755646,0.3056488335132599,0.17579582333564758
to,0.23559264838695526,0.3636345863342285,0.4025384783744812,0.41548454761505127,0.535392165184021,0.3792489171028137,0.20735321938991547,0.45010748505592346,0.535392165184021,0.26213452219963074,1.0,0.4544740617275238,0.455847829580307,0.19758492708206177,0.29463258385658264
be,0.15002311766147614,0.42228707671165466,0.4154875874519348,0.33904364705085754,0.4248143136501312,0.29818081855773926,0.15688899159431458,0.3481820821762085,0.4248143136501312,0.2187124341726303,0.4972836375236511,0.5760743618011475,0.3929833769798279,0.17706845700740814,0.3324260413646698
lit,0.04311608150601387,0.15626856684684753,0.15547262132167816,0.145862877368927,0.20298683643341064,0.12091543525457382,0.03543680161237717,0.17304253578186035,0.20298683643341064,0.10593472421169281,0.07580047100782394,0.1251337230205536,0.06459251046180725,0.11137628555297852,0.14552001655101776
up,0.16100791096687317,0.24070115387439728,0.30488982796669006,0.32945773005485535,0.38423117995262146,0.2506323456764221,0.18197079002857208,0.3120773434638977,0.38423117995262146,0.2586722671985626,0.40375280380249023,0.34569859504699707,0.28591108322143555,0.11195269972085953,0.1819818764925003
by,0.1767825335264206,0.4752357602119446,0.29445651173591614,0.3646814823150635,0.4408751428127289,0.3877052962779999,0.14042139053344727,0.370934396982193,0.4408751428127289,0.22306372225284576,0.33534231781959534,0.3359639644622803,0.2455483376979828,0.18065384030342102,0.17966607213020325
the,0.2253497689962387,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.49448907375335693,0.2621172070503235,0.6662389636039734,1.0,0.33604270219802856,0.535392165184021,0.40389683842658997,0.42745697498321533,0.3283994793891907,0.22068053483963013
incandescent,0.1460029035806656,0.19714747369289398,0.2610509693622589,0.25759440660476685,0.2785658538341522,0.24264004826545715,0.17678870260715485,0.21223463118076324,0.2785658538341522,0.14290176331996918,0.28692182898521423,0.3182840645313263,0.24808262288570404,0.2883426547050476,0.17212344706058502
lightbulb,0.10689839720726013,0.17894738912582397,0.254803329706192,0.17916478216648102,0.2780035734176636,0.20756672322750092,0.09832069277763367,0.1984824389219284,0.2780035734176636,0.12563231587409973,0.23749391734600067,0.22310525178909302,0.25146982073783875,0.2466874122619629,0.20289388298988342
.,0.2714749276638031,0.40146201848983765,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.4345304071903229,0.2525215446949005,0.5591574311256409,0.5934505462646484,0.3177160322666168,0.4645031690597534,0.41614407300949097,0.3567904531955719,0.2152167558670044,0.4130953550338745
