,what,has,replaced,the,former,shipping,premises,?
large-scale,0.26211512088775635,0.22864997386932373,0.2044163942337036,0.3744625151157379,0.20935094356536865,0.25581666827201843,0.2719077169895172,0.238608717918396
regeneration,0.22060240805149078,0.17828752100467682,0.2229512631893158,0.3351733982563019,0.0821714848279953,0.17671944200992584,0.17865583300590515,0.13848066329956055
has,0.20338068902492523,1.0,0.16623616218566895,0.4177538752555847,0.23981837928295135,0.19512031972408295,0.20227183401584625,0.15994466841220856
replaced,0.12975038588047028,0.16623616218566895,1.0,0.2645455598831177,0.2474079132080078,0.1300341635942459,0.11417461931705475,0.14945141971111298
former,0.13598288595676422,0.23981837928295135,0.2474079132080078,0.2251449078321457,1.0,0.15518932044506073,0.12108293920755386,0.10570605844259262
shipping,0.165150985121727,0.19512031972408295,0.1300341635942459,0.2677045166492462,0.15518932044506073,1.0,0.15102094411849976,0.1596645563840866
premises,0.2831939160823822,0.20227183401584625,0.11417461931705475,0.2627373933792114,0.12108293920755386,0.15102094411849976,1.0000001192092896,0.17318350076675415
with,0.2464839518070221,0.44092974066734314,0.24342618882656097,0.4223487675189972,0.16752652823925018,0.20407156646251678,0.1270054578781128,0.2433311939239502
imposing,0.3211579918861389,0.15114052593708038,0.06496406346559525,0.21148686110973358,0.14774928987026215,0.3084038197994232,0.23681394755840302,0.1977396309375763
new,0.2130378633737564,0.20920851826667786,0.19021332263946533,0.3845241069793701,0.2383175641298294,0.18973895907402039,0.12367129325866699,0.14782847464084625
office,0.12159775197505951,0.16802968084812164,0.20824690163135529,0.27314993739128113,0.20754021406173706,0.2448519617319107,0.2594671845436096,0.16497313976287842
developments,0.22913794219493866,0.26771363615989685,0.16308273375034332,0.35879647731781006,0.17243339121341705,0.20787467062473297,0.26284143328666687,0.1302815079689026
;,0.10986888408660889,0.05589579790830612,0.0020549604669213295,0.09152708947658539,-0.07176365703344345,0.05098387226462364,-0.01241771038621664,0.10349778085947037
an,0.2821882665157318,0.2991473078727722,0.1565866619348526,0.4207492768764496,0.128716379404068,0.16819649934768677,0.16407181322574615,0.19793890416622162
innovative,0.20474673807621002,0.2269774228334427,0.22124679386615753,0.2686367630958557,0.16416724026203156,0.26191601157188416,0.2843134105205536,0.20593076944351196
tilting,0.27358168363571167,0.17708280682563782,0.19835740327835083,0.3002343773841858,0.12183354794979095,0.3402019739151001,0.2906198799610138,0.15322691202163696
bridge,0.16739098727703094,0.12852002680301666,0.1706039309501648,0.27692803740501404,0.10415758192539215,0.27778202295303345,0.15611816942691803,0.1396101862192154
",",0.3087472915649414,0.3734780251979828,0.21472671627998352,0.4933079481124878,0.2738454341888428,0.2682719826698303,0.17974863946437836,0.31091248989105225
the,0.42745697498321533,0.4177538752555847,0.2645455598831177,1.0,0.2251449078321457,0.2677045166492462,0.2627373933792114,0.22068053483963013
gateshead,0.15238600969314575,0.1904834657907486,0.22840005159378052,0.29985129833221436,0.21587252616882324,0.31637030839920044,0.1724592000246048,0.14773961901664734
millennium,0.1442859023809433,0.2359069287776947,0.1332615315914154,0.3144892454147339,0.0226176418364048,0.18116550147533417,0.2520987391471863,0.13189996778964996
bridge,0.16739098727703094,0.12852002680301666,0.1706039309501648,0.27692803740501404,0.10415758192539215,0.27778202295303345,0.15611816942691803,0.1396101862192154
was,0.22111038863658905,0.40313825011253357,0.34946855902671814,0.48711544275283813,0.2544213533401489,0.30183151364326477,0.1727694272994995,0.18412111699581146
commissioned,0.16373956203460693,0.15182971954345703,0.27626118063926697,0.2864282727241516,0.24251146614551544,0.2536756992340088,0.19547565281391144,0.13426002860069275
by,0.2455483376979828,0.3254803419113159,0.31910058856010437,0.4408751428127289,0.18490687012672424,0.19521912932395935,0.15142805874347687,0.17966607213020325
gateshead,0.15238600969314575,0.1904834657907486,0.22840005159378052,0.29985129833221436,0.21587252616882324,0.31637030839920044,0.1724592000246048,0.14773961901664734
council,0.16933071613311768,0.18650029599666595,0.14499956369400024,0.2829204201698303,0.166977658867836,0.19128826260566711,0.2611764371395111,0.1160062924027443
and,0.31309178471565247,0.43716782331466675,0.2584592401981354,0.5171257257461548,0.2516189515590668,0.3370305597782135,0.23800139129161835,0.20544172823429108
has,0.20338068902492523,1.0,0.16623616218566895,0.4177538752555847,0.23981837928295135,0.19512031972408295,0.20227183401584625,0.15994466841220856
integrated,0.16303282976150513,0.21276460587978363,0.21092259883880615,0.2578928470611572,0.14277230203151703,0.213196262717247,0.16091303527355194,0.13383129239082336
the,0.42745697498321533,0.4177538752555847,0.2645455598831177,1.0,0.2251449078321457,0.2677045166492462,0.2627373933792114,0.22068053483963013
older,0.19250206649303436,0.24311040341854095,0.3296530544757843,0.21663418412208557,0.13932399451732635,0.1206972673535347,0.11924440413713455,0.1524270623922348
newcastle,0.16276082396507263,0.18862372636795044,0.11349095404148102,0.2253497689962387,0.19742733240127563,0.2776440680027008,0.10113994777202606,0.0902252271771431
quayside,0.19494862854480743,0.2508991062641144,0.1545497179031372,0.27416083216667175,0.27454906702041626,0.2698395252227783,0.24176892638206482,0.10773716121912003
more,0.3484537899494171,0.3442428410053253,0.20002970099449158,0.39758381247520447,0.11960987746715546,0.2645740211009979,0.16986224055290222,0.27894994616508484
