,where,is,the,oldest,pharmacy,stated,to,be,located,?
the,0.5003893971443176,0.5823672413825989,1.0,0.30836519598960876,0.1938311904668808,0.2814950942993164,0.535392165184021,0.4248143136501312,0.407527357339859,0.22068053483963013
oldest,0.18776172399520874,0.3135911226272583,0.30836519598960876,0.9999999403953552,0.1127052828669548,0.08386848121881485,0.16884976625442505,0.1469913125038147,0.2434401512145996,0.14864160120487213
is,0.3586711287498474,1.0,0.5823672413825989,0.3135911226272583,0.16101746261119843,0.19155573844909668,0.42745086550712585,0.4819129705429077,0.35717159509658813,0.22961433231830597
claimed,0.1889020800590515,0.17499059438705444,0.2761930227279663,0.19088418781757355,0.07714242488145828,0.5120334625244141,0.2575981914997101,0.22778548300266266,0.20757126808166504,0.2083493024110794
to,0.47735077142715454,0.42745086550712585,0.535392165184021,0.16884976625442505,0.1824638396501541,0.3195562958717346,1.0,0.4972836375236511,0.20850814878940582,0.29463258385658264
have,0.412650465965271,0.3613572418689728,0.40389683842658997,0.20033782720565796,0.172938272356987,0.3213719129562378,0.4544740617275238,0.5760743618011475,0.14775225520133972,0.32991164922714233
been,0.24669882655143738,0.39566612243652344,0.3563927710056305,0.2191784828901291,0.07285185903310776,0.35759779810905457,0.34945759177207947,0.5304332375526428,0.13127942383289337,0.24354910850524902
set,0.27437397837638855,0.21148966252803802,0.2927955985069275,0.05283316224813461,0.1234428659081459,0.2558589577674866,0.320547491312027,0.19580282270908356,0.20846545696258545,0.1698019951581955
up,0.341964989900589,0.2853454053401947,0.38423117995262146,0.12165079265832901,0.13557898998260498,0.16762983798980713,0.40375280380249023,0.27963516116142273,0.09097816795110703,0.1819818764925003
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.33251360058784485,0.22082467377185822,0.24313503503799438,0.45010748505592346,0.3481820821762085,0.35149815678596497,0.20430970191955566
1221,0.1559341698884964,0.12556546926498413,0.0773986354470253,0.07672490924596786,0.24493065476417542,0.14492297172546387,0.09441270679235458,0.1822109967470169,0.07486404478549957,0.3804313540458679
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.33251360058784485,0.22082467377185822,0.24313503503799438,0.45010748505592346,0.3481820821762085,0.35149815678596497,0.20430970191955566
the,0.5003893971443176,0.5823672413825989,1.0,0.30836519598960876,0.1938311904668808,0.2814950942993164,0.535392165184021,0.4248143136501312,0.407527357339859,0.22068053483963013
church,0.173080712556839,0.203276589512825,0.23846197128295898,0.21877340972423553,0.07648252695798874,0.1335766464471817,0.24439501762390137,0.14655785262584686,0.133106991648674,0.18081501126289368
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.33351290225982666,0.18226979672908783,0.22148488461971283,0.41548454761505127,0.33904364705085754,0.32520920038223267,0.1826142966747284
santa,0.18257969617843628,0.1796122044324875,0.23511074483394623,0.1465904265642166,0.1271529495716095,0.10169776529073715,0.17084521055221558,0.1267155110836029,0.1778476983308792,0.17321589589118958
maria,0.12520430982112885,0.12217415869235992,0.15531538426876068,0.17457345128059387,0.07144766300916672,0.14641444385051727,0.18360072374343872,0.14040841162204742,0.1348719596862793,0.16458186507225037
novella,0.11973873525857925,0.19713011384010315,0.22541211545467377,0.1087321788072586,0.05257410556077957,0.10706879198551178,0.11256209760904312,0.1263960599899292,0.11425378918647766,0.1674106866121292
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.33251360058784485,0.22082467377185822,0.24313503503799438,0.45010748505592346,0.3481820821762085,0.35149815678596497,0.20430970191955566
florence,0.17130638659000397,0.1600719690322876,0.17304638028144836,0.1180032342672348,0.17052693665027618,0.12389019876718521,0.185014545917511,0.1042092815041542,0.15443633496761322,0.14859086275100708
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.23638197779655457,0.19815339148044586,0.2962069809436798,0.44245919585227966,0.39254459738731384,0.2678719460964203,0.31091248989105225
italy,0.2641044557094574,0.16406619548797607,0.2633645832538605,0.15603119134902954,0.155130073428154,0.08232585340738297,0.19335418939590454,0.1758272349834442,0.1195666566491127,0.11567100137472153
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.23638197779655457,0.19815339148044586,0.2962069809436798,0.44245919585227966,0.39254459738731384,0.2678719460964203,0.31091248989105225
which,0.5477990508079529,0.4457404911518097,0.6521818041801453,0.19479234516620636,0.18910500407218933,0.2548240125179291,0.5345056653022766,0.476310670375824,0.29797419905662537,0.25814583897590637
now,0.3524799346923828,0.39589470624923706,0.38266420364379883,0.23533108830451965,0.2329590767621994,0.18738658726215363,0.3925153911113739,0.30492115020751953,0.2931715250015259,0.29641881585121155
houses,0.24262011051177979,0.1995694637298584,0.2692612111568451,0.20207105576992035,0.17162755131721497,0.05364663153886795,0.20746637880802155,0.173725888133049,0.28435438871383667,0.10120081901550293
a,0.40997210144996643,0.658733606338501,0.5829201340675354,0.2483421117067337,0.21975059807300568,0.22154705226421356,0.45503583550453186,0.39883795380592346,0.2605401277542114,0.23916715383529663
perfume,0.15416304767131805,0.23372898995876312,0.2074599415063858,0.14396727085113525,0.3200179636478424,0.14308764040470123,0.18370945751667023,0.22101175785064697,0.10514017939567566,0.2030310481786728
museum,0.17054861783981323,0.18299639225006104,0.24861779808998108,0.22335921227931976,0.19665493071079254,0.0910310298204422,0.1640389859676361,0.1328076720237732,0.35259270668029785,0.14128351211547852
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.2520267069339752,0.23916830122470856,0.26454663276672363,0.4645031690597534,0.4383580684661865,0.28226932883262634,0.4130953550338745
