,what,stadium,did,super,bowl,50,take,place,in,?
the,0.42745697498321533,0.21145665645599365,0.34736719727516174,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.31620436906814575,0.4179787337779999,0.6662389636039734,0.22068053483963013
game,0.2246788740158081,0.27498841285705566,0.19789010286331177,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.20187129080295563,0.19114939868450165,0.23986028134822845,0.1829071193933487
was,0.22111038863658905,0.20318599045276642,0.41399896144866943,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.15919329226016998,0.26867109537124634,0.45514053106307983,0.18412111699581146
played,0.14831039309501648,0.2688959240913391,0.19653649628162384,0.21511296927928925,0.19033360481262207,0.014823445118963718,0.20975211262702942,0.20924867689609528,0.27605336904525757,0.14096300303936005
on,0.34226128458976746,0.16608425974845886,0.2670976221561432,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.27423644065856934,0.32431602478027344,0.46853652596473694,0.2714994251728058
february,0.1913013905286789,0.15889927744865417,0.25426602363586426,0.11098520457744598,0.14879822731018066,-0.03776301443576813,0.14701907336711884,0.19406801462173462,0.2990526556968689,0.29594847559928894
7,-0.1699475795030594,-0.05620652437210083,-0.147744283080101,-0.11163666844367981,-0.12705844640731812,-0.104477159678936,-0.18966534733772278,-0.13138021528720856,-0.02604081481695175,-0.15092156827449799
",",0.3087472915649414,0.2056228220462799,0.3015086054801941,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2881867289543152,0.34068408608436584,0.5201468467712402,0.31091248989105225
2016,0.10915659368038177,0.03407561406493187,0.1935887485742569,-0.016256341710686684,0.014497322961688042,-0.04264228418469429,0.04472174495458603,0.06014300510287285,0.05308714509010315,-0.12147852033376694
",",0.3087472915649414,0.2056228220462799,0.3015086054801941,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2881867289543152,0.34068408608436584,0.5201468467712402,0.31091248989105225
at,0.2838611304759979,0.22218671441078186,0.28390252590179443,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.27566230297088623,0.3307865858078003,0.4374977946281433,0.21978627145290375
levi,0.13056978583335876,0.16388165950775146,0.1928999423980713,0.08340612053871155,0.1602962166070938,-0.008762326091527939,0.10926367342472076,0.0895209088921547,0.13398480415344238,0.09252339601516724
's,0.02692362666130066,0.06718146800994873,0.05069678649306297,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,0.02030942589044571,-0.03236493840813637,-0.037580832839012146,-0.023395681753754616
stadium,0.12456028908491135,1.0,0.14029206335544586,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.1042487695813179,0.2594786286354065,0.21361783146858215,0.07579939067363739
in,0.30808621644973755,0.21361783146858215,0.2593238651752472,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.21975718438625336,0.38128477334976196,1.0,0.20430970191955566
the,0.42745697498321533,0.21145665645599365,0.34736719727516174,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.31620436906814575,0.4179787337779999,0.6662389636039734,0.22068053483963013
san,0.19375550746917725,0.2035229355096817,0.1785750538110733,0.15279507637023926,0.18508543074131012,0.02022494748234749,0.13093869388103485,0.19986800849437714,0.2617562413215637,0.10952327400445938
francisco,0.17887917160987854,0.21494066715240479,0.1959451586008072,0.1658499836921692,0.20152677595615387,-0.012375159189105034,0.15135663747787476,0.16960975527763367,0.21278683841228485,0.1020219698548317
bay,0.20251236855983734,0.22726500034332275,0.05503932014107704,0.12241406738758087,0.1972428411245346,-0.04651472717523575,0.16412900388240814,0.19794072210788727,0.1926257163286209,0.10773546993732452
area,0.21965408325195312,0.22079673409461975,0.14067986607551575,0.09147491306066513,0.19680163264274597,0.004881815519183874,0.1462567150592804,0.3004036247730255,0.33632898330688477,0.12640461325645447
at,0.2838611304759979,0.22218671441078186,0.28390252590179443,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.27566230297088623,0.3307865858078003,0.4374977946281433,0.21978627145290375
santa,0.23841293156147003,0.15306082367897034,0.11785970628261566,0.13846853375434875,0.1749918907880783,-0.04490520805120468,0.14487585425376892,0.13105420768260956,0.20108501613140106,0.17321589589118958
clara,0.23403491079807281,0.15461671352386475,0.15096807479858398,0.14021645486354828,0.06447336077690125,-0.020092638209462166,0.15002340078353882,0.09976069629192352,0.1910705864429474,0.11961202323436737
",",0.3087472915649414,0.2056228220462799,0.3015086054801941,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2881867289543152,0.34068408608436584,0.5201468467712402,0.31091248989105225
california,0.1811584085226059,0.1301199197769165,0.1524294763803482,0.15213294327259064,0.22235432267189026,-0.060681313276290894,0.1321188509464264,0.1805843710899353,0.2772824168205261,0.1409905105829239
.,0.3567904531955719,0.1958179920911789,0.35288307070732117,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.3045158088207245,0.2844318151473999,0.5591574311256409,0.4130953550338745
