,suzuki,chokichi,'s,incense,burner,dated,1875,is,made,of,what,from,material,?
one,0.18109190464019775,0.22261324524879456,0.06913424283266068,0.16486261785030365,0.14416421949863434,0.17455975711345673,0.10249881446361542,0.4544198513031006,0.3043140470981598,0.4999135136604309,0.376489520072937,0.32194891571998596,0.2350570559501648,0.2673267424106598
of,0.12189456075429916,0.1755668669939041,-0.03817026689648628,0.2113138884305954,0.13791093230247498,0.210488960146904,0.20083793997764587,0.4854315221309662,0.33167365193367004,1.0,0.33290785551071167,0.4249346852302551,0.27520954608917236,0.1826142966747284
the,0.11115426570177078,0.2029842585325241,-0.01540423184633255,0.20689111948013306,0.20870542526245117,0.2046709507703781,0.20612575113773346,0.5823672413825989,0.3885267674922943,0.733189046382904,0.42745697498321533,0.40150508284568787,0.26762521266937256,0.22068053483963013
finest,0.07641638815402985,0.11154238879680634,0.034502096474170685,0.32367005944252014,0.20077094435691833,0.11896839737892151,0.05688663572072983,0.24484387040138245,0.22182486951351166,0.3590813875198364,0.22646312415599823,0.19426770508289337,0.18761439621448517,0.1559486985206604
objects,0.14472301304340363,0.14887547492980957,0.013840041123330593,0.2931034564971924,0.15080074965953827,0.1301525980234146,-0.026559464633464813,0.23756065964698792,0.18952734768390656,0.23814009130001068,0.24020016193389893,0.22604778409004211,0.46336403489112854,0.15479016304016113
displayed,0.07960763573646545,0.051320601254701614,-0.039775438606739044,0.1966865360736847,0.19013579189777374,0.23530320823192596,0.11014773696660995,0.1811804473400116,0.13784267008304596,0.22871877253055573,0.22588716447353363,0.12746192514896393,0.1935383528470993,0.20322057604789734
is,0.13008201122283936,0.2123359739780426,0.02396530658006668,0.16672059893608093,0.1781613528728485,0.13580690324306488,0.0883140042424202,1.0,0.29543453454971313,0.4854315221309662,0.28837618231773376,0.27355384826660156,0.2518187463283539,0.22961433231830597
suzuki,1.0,0.5544669032096863,0.008040421642363071,0.0666089579463005,0.14818815886974335,0.16221529245376587,0.2327745109796524,0.13008201122283936,0.12084604054689407,0.12189456075429916,0.16251406073570251,0.15181389451026917,0.11997333914041519,0.12390094995498657
chokichi,0.5544669032096863,1.0,-0.0699569433927536,0.17011070251464844,0.2099652737379074,0.16351892054080963,0.3614618480205536,0.2123359739780426,0.15837106108665466,0.1755668669939041,0.20803511142730713,0.18198835849761963,0.18977302312850952,0.18383313715457916
's,0.008040421642363071,-0.0699569433927536,0.9999999403953552,0.03938554599881172,0.04862038791179657,-0.12385178357362747,0.007918255403637886,0.02396530658006668,0.08483956009149551,-0.03817026689648628,0.02692362666130066,-0.01936490088701248,-0.026550788432359695,-0.023395681753754616
bronze,0.12245603650808334,0.1663854718208313,0.048185981810092926,0.2860353887081146,0.10195339471101761,0.23938889801502228,0.10483299195766449,0.15866197645664215,0.18397870659828186,0.2355436533689499,0.09919140487909317,0.16964833438396454,0.19139248132705688,0.12390820682048798
incense,0.0666089579463005,0.17011070251464844,0.03938554599881172,1.0,0.3280123770236969,0.16134202480316162,0.13351361453533173,0.16672059893608093,0.20566996932029724,0.2113138884305954,0.25203102827072144,0.18890365958213806,0.3024480938911438,0.20434530079364777
burner,0.14818815886974335,0.2099652737379074,0.04862038791179657,0.3280123770236969,1.0,0.17232969403266907,0.13835574686527252,0.1781613528728485,0.15764033794403076,0.13791093230247498,0.19893716275691986,0.14927944540977478,0.25074532628059387,0.20375025272369385
(,0.19195277988910675,0.202922061085701,0.0012731997994706035,0.12135355174541473,0.23270386457443237,0.20826175808906555,0.19879673421382904,0.35393038392066956,0.20796485245227814,0.35032153129577637,0.2411840260028839,0.25806233286857605,0.1441175639629364,0.40561532974243164
koro,0.39380764961242676,0.4738638699054718,0.03270817920565605,0.12454678118228912,0.014851338230073452,0.1035296767950058,0.27374306321144104,0.11225578933954239,0.12793903052806854,0.15096153318881989,0.19913533329963684,0.13391432166099548,0.07578893005847931,0.18185493350028992
),0.20162959396839142,0.21722100675106049,0.021107977256178856,0.1375545859336853,0.23471452295780182,0.21000832319259644,0.20842067897319794,0.37732169032096863,0.22539687156677246,0.3680361211299896,0.26259949803352356,0.2672361731529236,0.14725950360298157,0.42300865054130554
dated,0.16221529245376587,0.16351892054080963,-0.12385178357362747,0.16134202480316162,0.17232969403266907,1.0000001192092896,0.11142110079526901,0.13580690324306488,0.20276255905628204,0.210488960146904,0.15505221486091614,0.22167015075683594,0.23270247876644135,0.215650275349617
1875,0.2327745109796524,0.3614618480205536,0.007918255403637886,0.13351361453533173,0.13835574686527252,0.11142110079526901,0.9999998807907104,0.0883140042424202,0.09976782649755478,0.20083793997764587,0.12304215133190155,0.13344387710094452,0.0852702260017395,0.22339659929275513
",",0.19858232140541077,0.22450962662696838,-0.0016132977325469255,0.22038112580776215,0.22975701093673706,0.2621086835861206,0.20786653459072113,0.4691906273365021,0.32507219910621643,0.4946078956127167,0.3087472915649414,0.39760664105415344,0.2189585268497467,0.31091248989105225
standing,0.050412368029356,0.15286429226398468,-0.062237318605184555,0.24375103414058685,0.1337530016899109,0.2066669464111328,0.16996149718761444,0.23029260337352753,0.21971242129802704,0.30196839570999146,0.19543994963169098,0.20452319085597992,0.2504492402076721,0.11972658336162567
at,0.12802527844905853,0.15125826001167297,-0.08481216430664062,0.16394199430942535,0.17483791708946228,0.20202228426933289,0.17460308969020844,0.25906258821487427,0.20185844600200653,0.42558613419532776,0.2838611304759979,0.3447161316871643,0.21523575484752655,0.21978627145290375
over,0.11448481678962708,0.17358426749706268,0.016215575858950615,0.200110524892807,0.22226373851299286,0.12714560329914093,0.17160147428512573,0.2159561663866043,0.2679975628852844,0.36136594414711,0.28007611632347107,0.37539660930633545,0.28127437829971313,0.25742942094802856
2.25,0.12201674282550812,0.21236123144626617,-0.01529732160270214,0.09311188012361526,-0.024632256478071213,0.025239823386073112,0.21769893169403076,0.10323144495487213,0.12510286271572113,0.2223905622959137,0.1253894567489624,0.10993427783250809,0.036343708634376526,0.1923867166042328
metres,0.06381340324878693,0.11450932174921036,0.053461723029613495,0.15798231959342957,0.14409711956977844,0.16553732752799988,0.06923013180494308,0.2701532244682312,0.16873371601104736,0.21713921427726746,0.1849192976951599,0.15198300778865814,0.20694272220134735,0.11151815950870514
high,0.09391091018915176,0.19147494435310364,-0.04658069461584091,0.1467200517654419,0.2259087711572647,0.14205899834632874,0.08235497027635574,0.2383800595998764,0.1815108060836792,0.2803038954734802,0.20466077327728271,0.193696990609169,0.20993101596832275,0.11137914657592773
and,0.1505221575498581,0.19830939173698425,0.06895173341035843,0.215427964925766,0.24241183698177338,0.19221575558185577,0.09004559367895126,0.3859752118587494,0.34954607486724854,0.5116966962814331,0.31309178471565247,0.3601827025413513,0.2923409640789032,0.20544172823429108
1.25,0.14071574807167053,0.20092864334583282,0.009353828616440296,0.17381484806537628,0.026913071051239967,0.04775985702872276,0.08726365864276886,0.18711213767528534,0.13046817481517792,0.24434517323970795,0.1688997447490692,0.1561773121356964,0.14223095774650574,0.2235836684703827
metres,0.06381340324878693,0.11450932174921036,0.053461723029613495,0.15798231959342957,0.14409711956977844,0.16553732752799988,0.06923013180494308,0.2701532244682312,0.16873371601104736,0.21713921427726746,0.1849192976951599,0.15198300778865814,0.20694272220134735,0.11151815950870514
in,0.17565691471099854,0.1704154908657074,-0.037580832839012146,0.17556554079055786,0.22378741204738617,0.1982845962047577,0.11490650475025177,0.5394441485404968,0.25271502137184143,0.5696388483047485,0.30808621644973755,0.4274188280105591,0.20527449250221252,0.20430970191955566
diameter,0.14073006808757782,0.14596106112003326,0.02718695066869259,0.26528844237327576,0.1696336269378662,0.17725756764411926,0.026918575167655945,0.22536897659301758,0.19441871345043182,0.16086798906326294,0.18005183339118958,0.15373899042606354,0.260673463344574,0.16941580176353455
it,0.10002758353948593,0.17009223997592926,0.06608816236257553,0.238657608628273,0.27695637941360474,0.19492605328559875,0.026968156918883324,0.6328473687171936,0.3944323658943176,0.38761502504348755,0.45803478360176086,0.325604110956192,0.3145681917667389,0.25732165575027466
is,0.13008201122283936,0.2123359739780426,0.02396530658006668,0.16672059893608093,0.1781613528728485,0.13580690324306488,0.0883140042424202,1.0,0.29543453454971313,0.4854315221309662,0.28837618231773376,0.27355384826660156,0.2518187463283539,0.22961433231830597
also,0.1652878075838089,0.2528315782546997,-0.0014726108638569713,0.30320584774017334,0.21438699960708618,0.10305439680814743,0.15327896177768707,0.5012649297714233,0.39542055130004883,0.4924938678741455,0.42747777700424194,0.33783096075057983,0.2738082706928253,0.21848613023757935
