,what,did,austpac,support
started,0.21609699726104736,0.3904789686203003,0.17499732971191406,0.14971642196178436
by,0.2455483376979828,0.18574509024620056,0.1781097799539566,0.16184203326702118
telecom,0.272561252117157,0.1617078185081482,0.18213428556919098,0.23632967472076416
australia,0.1913539320230484,0.1948947310447693,0.36695218086242676,0.19050447642803192
in,0.30808621644973755,0.2593238651752472,0.1642524003982544,0.17618270218372345
the,0.42745697498321533,0.34736719727516174,0.17586380243301392,0.22984638810157776
early,0.2454567849636078,0.32047218084335327,0.0850481167435646,0.20125344395637512
1980s,-0.06585196405649185,-0.09640773385763168,0.015520247630774975,-0.036977022886276245
",",0.3087472915649414,0.3015086054801941,0.17127008736133575,0.2733234167098999
austpac,0.18166624009609222,0.20422963798046112,1.0000001192092896,0.1802971512079239
was,0.22111038863658905,0.41399896144866943,0.21115191280841827,0.2208256870508194
australia,0.1913539320230484,0.1948947310447693,0.36695218086242676,0.19050447642803192
's,0.02692362666130066,0.05069678649306297,0.0511113740503788,-0.013377348892390728
first,0.28086137771606445,0.33691170811653137,0.1653316468000412,0.19952791929244995
public,0.1729622185230255,0.19092120230197906,0.22009561955928802,0.2368832230567932
packet-switched,0.28336137533187866,0.23989562690258026,0.25661832094192505,0.24553072452545166
data,0.23453554511070251,0.1821516454219818,0.2613604664802551,0.23873279988765717
network,0.16917307674884796,0.08572790026664734,0.1701781004667282,0.17597649991512299
",",0.3087472915649414,0.3015086054801941,0.17127008736133575,0.2733234167098999
supporting,0.20305950939655304,0.23633332550525665,0.12823128700256348,0.5976688861846924
applications,0.20821766555309296,0.1447269320487976,0.25523850321769714,0.30061283707618713
such,0.23989605903625488,0.24497397243976593,0.09074267745018005,0.22449439764022827
as,0.31749409437179565,0.3596470057964325,0.1671610176563263,0.2501060962677002
on-line,0.3711054027080536,0.249224454164505,0.23691727221012115,0.34631016850471497
betting,0.32079654932022095,0.2276282161474228,0.18790891766548157,0.19213178753852844
",",0.3087472915649414,0.3015086054801941,0.17127008736133575,0.2733234167098999
financial,0.1900392472743988,0.2442471981048584,0.17019186913967133,0.27894848585128784
applications,0.20821766555309296,0.1447269320487976,0.25523850321769714,0.30061283707618713
—,0.15849889814853668,0.11271154880523682,0.09870406985282898,0.17554213106632233
the,0.42745697498321533,0.34736719727516174,0.17586380243301392,0.22984638810157776
australian,0.13873113691806793,0.17783285677433014,0.3603244125843048,0.153327077627182
tax,0.21278929710388184,0.22152264416217804,0.18890157341957092,0.23929336667060852
office,0.12159775197505951,0.1974928379058838,0.16518163681030273,0.1607467532157898
made,0.23419176042079926,0.3068731725215912,0.10885468870401382,0.19347740709781647
use,0.3453877568244934,0.32446643710136414,0.17033880949020386,0.33632463216781616
of,0.33290785551071167,0.2513895630836487,0.15859241783618927,0.2307697981595993
austpac,0.18166624009609222,0.20422963798046112,1.0000001192092896,0.1802971512079239
—,0.15849889814853668,0.11271154880523682,0.09870406985282898,0.17554213106632233
and,0.31309178471565247,0.34479495882987976,0.22151269018650055,0.25609129667282104
remote,0.2261817455291748,0.14412173628807068,0.1940620392560959,0.20659643411636353
terminal,0.14734655618667603,0.14016997814178467,0.12268660217523575,0.19490206241607666
access,0.2685140371322632,0.17740806937217712,0.13320165872573853,0.3836434483528137
to,0.455847829580307,0.4452643394470215,0.15538346767425537,0.2742273211479187
academic,0.10352335125207901,0.1526920348405838,0.20044246315956116,0.22048616409301758
institutions,0.22018329799175262,0.21867677569389343,0.19263140857219696,0.28341665863990784
",",0.3087472915649414,0.3015086054801941,0.17127008736133575,0.2733234167098999
who,0.40942975878715515,0.34038686752319336,0.08409737050533295,0.21206305921077728
maintained,0.20107032358646393,0.23758384585380554,0.2518860995769501,0.299137145280838
their,0.35142919421195984,0.38078752160072327,0.13663522899150848,0.20667444169521332
connections,0.23633168637752533,0.1769111007452011,0.1014874130487442,0.29933351278305054
to,0.455847829580307,0.4452643394470215,0.15538346767425537,0.2742273211479187
austpac,0.18166624009609222,0.20422963798046112,1.0000001192092896,0.1802971512079239
up,0.28591108322143555,0.21613863110542297,0.13907331228256226,0.2840401530265808
until,0.2693650424480438,0.33905428647994995,0.1273345947265625,0.19316132366657257
the,0.42745697498321533,0.34736719727516174,0.17586380243301392,0.22984638810157776
mid-late,0.35770347714424133,0.2411048859357834,0.18045803904533386,0.288761705160141
1990s,0.05660831928253174,0.1284751147031784,-0.21877558529376984,0.09605440497398376
in,0.30808621644973755,0.2593238651752472,0.1642524003982544,0.17618270218372345
some,0.4491020441055298,0.42553430795669556,0.08989663422107697,0.3092769682407379
cases,0.2612028121948242,0.16506758332252502,0.10954725742340088,0.2144012600183487
.,0.3567904531955719,0.35288307070732117,0.2324066162109375,0.2751289904117584
