,since,students,do,not,pay,tuition,",",what,do,they,have,to,pay,for,schooling,in,victoria,?
students,0.16553640365600586,1.0,0.23736460506916046,0.2090270072221756,0.23321810364723206,0.5524235367774963,0.26501646637916565,0.2380729615688324,0.23736460506916046,0.2993403673171997,0.2558421790599823,0.2905822694301605,0.23321810364723206,0.2460945099592209,0.5601232647895813,0.2676171064376831,0.1336544007062912,0.18017297983169556
do,0.21944737434387207,0.23736460506916046,1.0,0.6619802713394165,0.2897719740867615,0.20633895695209503,0.3283645510673523,0.4609605669975281,1.0,0.4667694866657257,0.49831271171569824,0.38876664638519287,0.2897719740867615,0.29510271549224854,0.23596487939357758,0.23402775824069977,0.13351409137248993,0.4093979299068451
not,0.3510459065437317,0.2090270072221756,0.6619802713394165,0.9999999403953552,0.2751597762107849,0.2747109532356262,0.3769696354866028,0.5449194312095642,0.6619802713394165,0.5804335474967957,0.5619372129440308,0.5149973034858704,0.2751597762107849,0.39280617237091064,0.33577656745910645,0.3403114080429077,0.11510785669088364,0.41942933201789856
pay,0.15563170611858368,0.23321810364723206,0.2897719740867615,0.2751597762107849,1.0,0.43500903248786926,0.18754567205905914,0.2870062291622162,0.2897719740867615,0.26087161898612976,0.26752525568008423,0.26723966002464294,1.0,0.24382255971431732,0.14673371613025665,0.14415781199932098,0.16696009039878845,0.19821009039878845
tuition,0.1277858167886734,0.5524235367774963,0.20633895695209503,0.2747109532356262,0.43500903248786926,1.0000001192092896,0.2515327036380768,0.2307644784450531,0.20633895695209503,0.20894163846969604,0.2730215787887573,0.28630971908569336,0.43500903248786926,0.3458143174648285,0.44605591893196106,0.24434132874011993,0.17969775199890137,0.2023361474275589
fees,0.14589515328407288,0.43046268820762634,0.20353451371192932,0.252537339925766,0.4972798228263855,0.6226863265037537,0.17478685081005096,0.19752082228660583,0.20353451371192932,0.3157164454460144,0.25175023078918457,0.27193203568458557,0.4972798228263855,0.2745085060596466,0.34333792328834534,0.17004510760307312,0.12201955914497375,0.18385712802410126
",",0.3991432189941406,0.26501646637916565,0.3283645510673523,0.3769696354866028,0.18754567205905914,0.2515327036380768,1.0000001192092896,0.3087472915649414,0.3283645510673523,0.390799880027771,0.3541618287563324,0.44245919585227966,0.18754567205905914,0.4464869201183319,0.26933252811431885,0.5201468467712402,0.2279360294342041,0.31091248989105225
but,0.44559645652770996,0.24682527780532837,0.4077886939048767,0.6553761959075928,0.2570107579231262,0.26342883706092834,0.48126736283302307,0.5029441118240356,0.4077886939048767,0.5579894781112671,0.5920813083648682,0.5542377829551697,0.2570107579231262,0.45162561535835266,0.31083691120147705,0.48674455285072327,0.19563165307044983,0.27921953797340393
some,0.2670990228652954,0.29365482926368713,0.4725562036037445,0.564181387424469,0.2534595727920532,0.2866898477077484,0.42400437593460083,0.4491020441055298,0.4725562036037445,0.5894032716751099,0.6421269774436951,0.4636894166469574,0.2534595727920532,0.4257155656814575,0.3324011266231537,0.4010399878025055,0.18571734428405762,0.2562315762042999
extra,0.10784217715263367,0.09983129054307938,0.2487000972032547,0.2437148243188858,0.22524864971637726,0.22180180251598358,0.20082387328147888,0.1589265614748001,0.2487000972032547,0.2292136549949646,0.2935689389705658,0.23972739279270172,0.22524864971637726,0.2692755162715912,0.10073847323656082,0.17453980445861816,0.12515003979206085,0.11175043880939484
costs,0.25605329871177673,0.3119111657142639,0.20183351635932922,0.22964590787887573,0.39753854274749756,0.4928779900074005,0.15185250341892242,0.21587958931922913,0.20183351635932922,0.2682567834854126,0.2859073877334595,0.30544713139533997,0.39753854274749756,0.29340842366218567,0.2407480776309967,0.1732029914855957,0.12407888472080231,0.19150719046592712
are,0.30560651421546936,0.2835792899131775,0.41111594438552856,0.46186959743499756,0.16267961263656616,0.25414586067199707,0.4062570035457611,0.29724663496017456,0.41111594438552856,0.610666811466217,0.6577680706977844,0.3504326641559601,0.16267961263656616,0.3895993232727051,0.24554212391376495,0.3841303884983063,0.16939106583595276,0.24591213464736938
levied,0.1689295470714569,0.19083239138126373,0.22633790969848633,0.3238624334335327,0.35521867871284485,0.40015971660614014,0.272343248128891,0.2289838045835495,0.22633790969848633,0.3216714859008789,0.31138840317726135,0.2950945496559143,0.35521867871284485,0.2459539771080017,0.23944734036922455,0.250947505235672,0.11549559235572815,0.16933390498161316
.,0.431787371635437,0.2607303857803345,0.3613996207714081,0.4824007451534271,0.17372290790081024,0.2443438172340393,0.6812511086463928,0.3567904531955719,0.3613996207714081,0.4510921239852905,0.41614407300949097,0.4645031690597534,0.17372290790081024,0.4726039469242096,0.28928086161613464,0.5591574311256409,0.23069117963314056,0.4130953550338745
