,when,did,michael,eisner,first,join,abc,?
in,0.4431333839893341,0.2593238651752472,0.2203132063150406,0.2135956734418869,0.4127444326877594,0.26958489418029785,0.1697147786617279,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.21768254041671753,0.29918214678764343,0.49448907375335693,0.3205963969230652,0.2068762183189392,0.22068053483963013
early,0.32107013463974,0.32047218084335327,0.16114819049835205,0.12949012219905853,0.4007106125354767,0.11772862076759338,0.17947594821453094,0.15272949635982513
1970s,0.011553144082427025,0.08396200090646744,-0.11727694422006607,0.02702535316348076,0.016542699187994003,-0.033065080642700195,-0.11265640705823898,0.03861190751194954
",",0.36674630641937256,0.3015086054801941,0.23383702337741852,0.26183414459228516,0.34503069519996643,0.23633374273777008,0.2097204476594925,0.31091248989105225
michael,0.13016393780708313,0.14375849068164825,0.9999999403953552,0.2995339334011078,0.23764868080615997,0.08407522737979889,0.18892745673656464,0.0667748749256134
eisner,0.21043066680431366,0.1186535656452179,0.2995339334011078,1.0000001192092896,0.28310495615005493,0.11853650957345963,0.26641231775283813,0.19891394674777985
",",0.36674630641937256,0.3015086054801941,0.23383702337741852,0.26183414459228516,0.34503069519996643,0.23633374273777008,0.2097204476594925,0.31091248989105225
who,0.48282691836357117,0.34038686752319336,0.24782328307628632,0.2500346302986145,0.39065709710121155,0.23541292548179626,0.14673753082752228,0.26220351457595825
joined,0.2696928381919861,0.2579648792743683,0.10704999417066574,0.14738842844963074,0.21534211933612823,0.6689744591712952,0.13839231431484222,0.06566751003265381
abc,0.13294127583503723,0.13353709876537323,0.18892745673656464,0.26641231775283813,0.2403600513935089,0.09763606637716293,1.0000001192092896,0.19065172970294952
in,0.4431333839893341,0.2593238651752472,0.2203132063150406,0.2135956734418869,0.4127444326877594,0.26958489418029785,0.1697147786617279,0.20430970191955566
1966,0.08788647502660751,-0.07348516583442688,0.034205954521894455,0.01330602541565895,0.001165196648798883,-0.04529987648129463,0.012195252813398838,0.08956238627433777
",",0.36674630641937256,0.3015086054801941,0.23383702337741852,0.26183414459228516,0.34503069519996643,0.23633374273777008,0.2097204476594925,0.31091248989105225
became,0.32363733649253845,0.3632316589355469,0.18093304336071014,0.26002800464630127,0.37862223386764526,0.22124359011650085,0.14350707828998566,0.11374033987522125
the,0.5091903209686279,0.34736719727516174,0.21768254041671753,0.29918214678764343,0.49448907375335693,0.3205963969230652,0.2068762183189392,0.22068053483963013
network,0.19011130928993225,0.08572790026664734,0.08429409563541412,0.19937290251255035,0.2069581300020218,0.20056022703647614,0.4295894205570221,0.17853789031505585
's,-0.03368149697780609,0.05069678649306297,-0.037305716425180435,0.01924777962267399,-0.014458609744906425,0.05582774803042412,0.06670809537172318,-0.023395681753754616
program,0.2301054745912552,0.18915289640426636,0.10506968200206757,0.21079593896865845,0.2659492492675781,0.1656884253025055,0.28949791193008423,0.1440187245607376
development,0.19914807379245758,0.16852836310863495,0.05517502874135971,0.12517409026622772,0.25595250725746155,0.11380071192979813,0.12770791351795197,0.1211358830332756
manager,0.21994225680828094,0.1511809527873993,0.1327388733625412,0.268211305141449,0.18194618821144104,0.17737185955047607,0.14726446568965912,0.11875338107347488
.,0.475719153881073,0.35288307070732117,0.24000675976276398,0.29630035161972046,0.4345304071903229,0.2342308759689331,0.2567209303379059,0.4130953550338745
