,which,government,entity,helped,to,pay,for,the,festivities,",",beyond,businesses,and,individuals,?
a,0.56894451379776,0.25158295035362244,0.2841722071170807,0.24550430476665497,0.45503583550453186,0.1940600425004959,0.44038116931915283,0.5829201340675354,0.16964778304100037,0.427140474319458,0.19179145991802216,0.2595558762550354,0.3739250600337982,0.2836177945137024,0.23916715383529663
professional,0.17968788743019104,0.15924376249313354,0.09654595702886581,0.172557070851326,0.20276802778244019,0.37033841013908386,0.2828660011291504,0.1869824379682541,0.14512310922145844,0.2938345670700073,0.13640689849853516,0.22316581010818481,0.2247244119644165,0.17339986562728882,0.13074518740177155
fundraiser,0.2603754699230194,0.27547597885131836,0.15174543857574463,0.2918952703475952,0.29414573311805725,0.32889848947525024,0.366900235414505,0.23239782452583313,0.31407925486564636,0.30306413769721985,0.1395752727985382,0.3903557360172272,0.3008498549461365,0.2755635678768158,0.18370157480239868
will,0.3827246427536011,0.13674113154411316,0.20782412588596344,0.263846218585968,0.5091033577919006,0.25912708044052124,0.3647450804710388,0.3635469079017639,0.19124911725521088,0.29706671833992004,0.20733793079853058,0.2713865637779236,0.35983073711395264,0.358182817697525,0.35046905279159546
aid,0.21649473905563354,0.2525482177734375,0.12395994365215302,0.26423361897468567,0.2690417766571045,0.2819099426269531,0.28007441759109497,0.21952909231185913,0.166343092918396,0.1953202486038208,0.11660116165876389,0.22886840999126434,0.2158033847808838,0.2499631643295288,0.08358026295900345
in,0.4840516746044159,0.3066793978214264,0.22507517039775848,0.304380863904953,0.45010748505592346,0.14415781199932098,0.4322226941585541,0.6662389636039734,0.23447000980377197,0.5201468467712402,0.2508668303489685,0.24867577850818634,0.4954058527946472,0.22240658104419708,0.20430970191955566
finding,0.27531424164772034,0.15364079177379608,0.17165780067443848,0.26309657096862793,0.29713475704193115,0.18365144729614258,0.34628403186798096,0.2933822274208069,0.12354739755392075,0.2429390251636505,0.17424912750720978,0.1532919704914093,0.2595592737197876,0.2565052807331085,0.18021653592586517
business,0.2152334302663803,0.3811100125312805,0.23834513127803802,0.23683775961399078,0.28079214692115784,0.29551300406455994,0.2736336290836334,0.2389037162065506,0.20652112364768982,0.2952407896518707,0.13239827752113342,0.7603162527084351,0.33353009819984436,0.19362421333789825,0.1545659303665161
sponsors,0.23826323449611664,0.3465731143951416,0.2207658886909485,0.1848839968442917,0.21741999685764313,0.3855607807636261,0.29548242688179016,0.24524325132369995,0.3612414300441742,0.17827445268630981,0.09056776762008667,0.4514402151107788,0.16837771236896515,0.2545689046382904,0.11456003785133362
and,0.506277859210968,0.2859337627887726,0.20907706022262573,0.318156898021698,0.48971283435821533,0.2487477958202362,0.5064792633056641,0.5171257257461548,0.21258997917175293,0.6633074283599854,0.2830713093280792,0.3526529371738434,1.0,0.2956017851829529,0.20544172823429108
individual,0.4525477886199951,0.21475544571876526,0.34021514654159546,0.1307319849729538,0.3278317153453827,0.251616895198822,0.33574938774108887,0.3706541955471039,0.16180869936943054,0.20963770151138306,0.2707977294921875,0.2257162183523178,0.30311039090156555,0.7726690769195557,0.2058374285697937
donors,0.29646843671798706,0.23741374909877777,0.20704911649227142,0.23297272622585297,0.2756665349006653,0.2878161370754242,0.33092764019966125,0.2651021480560303,0.23632848262786865,0.1818852573633194,0.1256890445947647,0.3471023440361023,0.2027333676815033,0.39207738637924194,0.1380949169397354
",",0.3658004403114319,0.27344048023223877,0.19129666686058044,0.2661169171333313,0.44245919585227966,0.18754567205905914,0.4464869201183319,0.4933079481124878,0.2378310263156891,1.0000001192092896,0.23871807754039764,0.2790186107158661,0.6633074283599854,0.18873384594917297,0.31091248989105225
but,0.55336993932724,0.2775489091873169,0.2745714485645294,0.22539812326431274,0.5542377829551697,0.2570107579231262,0.45162561535835266,0.4859698414802551,0.13675083220005035,0.48126736283302307,0.30402523279190063,0.315548300743103,0.5762497186660767,0.3058423697948456,0.27921953797340393
still,0.4167596399784088,0.2787066400051117,0.23223453760147095,0.17351171374320984,0.41205283999443054,0.1971835345029831,0.37984156608581543,0.40142056345939636,0.16956540942192078,0.35217106342315674,0.29014265537261963,0.2885300815105438,0.37647393345832825,0.241214320063591,0.3039587736129761
may,0.23536433279514313,0.21966363489627838,0.12395066767930984,0.19990754127502441,0.391582727432251,0.1452515572309494,0.29255861043930054,0.2694292366504669,0.1925530582666397,0.5007920861244202,0.09077837318181992,0.21837474405765533,0.34598252177238464,0.25262126326560974,0.2768254578113556
need,0.3459008038043976,0.1825719028711319,0.2075236439704895,0.24094688892364502,0.42094892263412476,0.2691105604171753,0.3668079972267151,0.2594960331916809,0.1375088095664978,0.25983062386512756,0.2678607404232025,0.31140661239624023,0.3223188817501068,0.3506908416748047,0.40413710474967957
the,0.6521818041801453,0.31798112392425537,0.2403784692287445,0.3108886480331421,0.535392165184021,0.1903611719608307,0.4739971458911896,1.0,0.2330647110939026,0.4933079481124878,0.2982341945171356,0.25707828998565674,0.5171257257461548,0.3022412955760956,0.22068053483963013
city,0.22264601290225983,0.3656178414821625,0.21412190794944763,0.14631898701190948,0.20300441980361938,0.16310764849185944,0.18687109649181366,0.35769423842430115,0.26962849497795105,0.35839709639549255,0.17225708067417145,0.28766223788261414,0.2827445864677429,0.09555502235889435,0.13423943519592285
council,0.20855821669101715,0.43121352791786194,0.20454207062721252,0.18142177164554596,0.23829470574855804,0.12328513711690903,0.1601620316505432,0.2829204201698303,0.29639115929603577,0.23820561170578003,0.16297408938407898,0.2694929838180542,0.25117602944374084,0.18450391292572021,0.1160062924027443
to,0.5345056653022766,0.28343796730041504,0.19512765109539032,0.42226478457450867,1.0,0.26723966002464294,0.4451248347759247,0.535392165184021,0.2021077424287796,0.44245919585227966,0.3000558316707611,0.31314024329185486,0.48971283435821533,0.3194306492805481,0.29463258385658264
help,0.2722613513469696,0.250394731760025,0.07870753854513168,0.5497440695762634,0.46191298961639404,0.29142966866493225,0.33200904726982117,0.30064165592193604,0.14957422018051147,0.2855570912361145,0.1941310465335846,0.29244139790534973,0.34926167130470276,0.24053415656089783,0.28403452038764954
fund,0.2805023193359375,0.3720684349536896,0.1671692132949829,0.3125702738761902,0.23214511573314667,0.33947914838790894,0.3049182593822479,0.25521403551101685,0.2684088349342346,0.23835203051567078,0.13686290383338928,0.36072948575019836,0.27788683772087097,0.2692791521549225,0.1883198469877243
the,0.6521818041801453,0.31798112392425537,0.2403784692287445,0.3108886480331421,0.535392165184021,0.1903611719608307,0.4739971458911896,1.0,0.2330647110939026,0.4933079481124878,0.2982341945171356,0.25707828998565674,0.5171257257461548,0.3022412955760956,0.22068053483963013
event,0.37649205327033997,0.19007082283496857,0.21269994974136353,0.13537420332431793,0.2585321366786957,0.3712089955806732,0.21648059785366058,0.2960145175457001,0.3597047030925751,0.22701776027679443,0.14373722672462463,0.22033506631851196,0.17869816720485687,0.2685263156890869,0.16076280176639557
.,0.45942068099975586,0.2521961033344269,0.24862751364707947,0.25779226422309875,0.4645031690597534,0.17372290790081024,0.4726039469242096,0.5934505462646484,0.15875770151615143,0.6812511086463928,0.22505615651607513,0.2546134889125824,0.588965117931366,0.2722686529159546,0.4130953550338745
,which,government,entity,helped,to,pay,for,the,festivities,",",beyond,businesses,and,individuals,?
additional,0.2962515652179718,0.11953463405370712,0.17818106710910797,0.12122806906700134,0.29850050806999207,0.1819162219762802,0.3404708206653595,0.2539002597332001,0.10844114422798157,0.30316734313964844,0.26711297035217285,0.17688743770122528,0.3180832266807556,0.2489774376153946,0.24309562146663666
funding,0.3287273049354553,0.44323596358299255,0.2182825654745102,0.33486995100975037,0.3602164685726166,0.3980776071548462,0.34661975502967834,0.3006567358970642,0.24044035375118256,0.23183828592300415,0.15736675262451172,0.4210367500782013,0.30138206481933594,0.38260430097579956,0.1842934638261795
will,0.3827246427536011,0.13674113154411316,0.20782412588596344,0.263846218585968,0.5091033577919006,0.25912708044052124,0.3647450804710388,0.3635469079017639,0.19124911725521088,0.29706671833992004,0.20733793079853058,0.2713865637779236,0.35983073711395264,0.358182817697525,0.35046905279159546
be,0.476310670375824,0.22621913254261017,0.2448408603668213,0.12704309821128845,0.4972836375236511,0.23702329397201538,0.3801851272583008,0.4248143136501312,0.17147257924079895,0.39254459738731384,0.27050814032554626,0.24724514782428741,0.41766801476478577,0.4109807014465332,0.3324260413646698
provided,0.26667746901512146,0.20947004854679108,0.25079861283302307,0.24600599706172943,0.28066325187683105,0.24518270790576935,0.38938868045806885,0.304488867521286,0.11566218733787537,0.27036961913108826,0.2226649522781372,0.21923984587192535,0.35591721534729004,0.29575544595718384,0.16893617808818817
by,0.40543368458747864,0.24235671758651733,0.1859617531299591,0.24260085821151733,0.33534231781959534,0.21522961556911469,0.3248702883720398,0.4408751428127289,0.13853809237480164,0.3680937886238098,0.17367509007453918,0.18947067856788635,0.4289871156215668,0.25637397170066833,0.17966607213020325
the,0.6521818041801453,0.31798112392425537,0.2403784692287445,0.3108886480331421,0.535392165184021,0.1903611719608307,0.4739971458911896,1.0,0.2330647110939026,0.4933079481124878,0.2982341945171356,0.25707828998565674,0.5171257257461548,0.3022412955760956,0.22068053483963013
city,0.22264601290225983,0.3656178414821625,0.21412190794944763,0.14631898701190948,0.20300441980361938,0.16310764849185944,0.18687109649181366,0.35769423842430115,0.26962849497795105,0.35839709639549255,0.17225708067417145,0.28766223788261414,0.2827445864677429,0.09555502235889435,0.13423943519592285
council,0.20855821669101715,0.43121352791786194,0.20454207062721252,0.18142177164554596,0.23829470574855804,0.12328513711690903,0.1601620316505432,0.2829204201698303,0.29639115929603577,0.23820561170578003,0.16297408938407898,0.2694929838180542,0.25117602944374084,0.18450391292572021,0.1160062924027443
",",0.3658004403114319,0.27344048023223877,0.19129666686058044,0.2661169171333313,0.44245919585227966,0.18754567205905914,0.4464869201183319,0.4933079481124878,0.2378310263156891,1.0000001192092896,0.23871807754039764,0.2790186107158661,0.6633074283599854,0.18873384594917297,0.31091248989105225
which,1.0,0.27266770601272583,0.2909833490848541,0.205768883228302,0.5345056653022766,0.23468926548957825,0.44095608592033386,0.6521818041801453,0.2605845034122467,0.3658004403114319,0.2769484519958496,0.3031265139579773,0.506277859210968,0.3835611343383789,0.25814583897590637
has,0.4350704550743103,0.205010324716568,0.2220824807882309,0.17282982170581818,0.3619994819164276,0.09420023113489151,0.450642853975296,0.4177538752555847,0.18310339748859406,0.3734780251979828,0.24979953467845917,0.22574026882648468,0.43716782331466675,0.2585381865501404,0.15994466841220856
announced,0.14883647859096527,0.22693201899528503,0.12978099286556244,0.2574423551559448,0.20247882604599,0.23733681440353394,0.2801167368888855,0.2277132272720337,0.1943136602640152,0.23036719858646393,0.15638193488121033,0.1630934327840805,0.16773687303066254,0.12614983320236206,0.17416009306907654
plans,0.2583700120449066,0.3567374050617218,0.16761934757232666,0.35512998700141907,0.367337167263031,0.2151065319776535,0.2815955877304077,0.30240729451179504,0.2767981290817261,0.227532297372818,0.2607053220272064,0.34683892130851746,0.30237799882888794,0.19220592081546783,0.13513131439685822
to,0.5345056653022766,0.28343796730041504,0.19512765109539032,0.42226478457450867,1.0,0.26723966002464294,0.4451248347759247,0.535392165184021,0.2021077424287796,0.44245919585227966,0.3000558316707611,0.31314024329185486,0.48971283435821533,0.3194306492805481,0.29463258385658264
set,0.3371303975582123,0.20794111490249634,0.22428269684314728,0.21299272775650024,0.320547491312027,0.17580854892730713,0.30194196105003357,0.2927955985069275,0.1260833889245987,0.24912182986736298,0.15483848750591278,0.17929807305335999,0.27649927139282227,0.19036175310611725,0.1698019951581955
aside,0.3656337857246399,0.18524505198001862,0.13075518608093262,0.17505194246768951,0.34527090191841125,0.20456020534038544,0.41318121552467346,0.3075125813484192,0.13355185091495514,0.2501535415649414,0.21995514631271362,0.23686476051807404,0.2829201817512512,0.24480386078357697,0.27202221751213074
seed,0.2567928731441498,0.12008612602949142,0.14658570289611816,0.1626376062631607,0.18912462890148163,0.15894058346748352,0.13647136092185974,0.2115030139684677,0.10330376774072647,0.13968035578727722,0.15553255379199982,0.22837750613689423,0.17492708563804626,0.25457441806793213,0.19825764000415802
funding,0.3287273049354553,0.44323596358299255,0.2182825654745102,0.33486995100975037,0.3602164685726166,0.3980776071548462,0.34661975502967834,0.3006567358970642,0.24044035375118256,0.23183828592300415,0.15736675262451172,0.4210367500782013,0.30138206481933594,0.38260430097579956,0.1842934638261795
for,0.44095608592033386,0.23902073502540588,0.18166229128837585,0.26606255769729614,0.4451248347759247,0.24382255971431732,0.9999999403953552,0.4739971458911896,0.2278193086385727,0.4464869201183319,0.21038135886192322,0.2795834541320801,0.5064792633056641,0.2869735360145569,0.264628142118454
the,0.6521818041801453,0.31798112392425537,0.2403784692287445,0.3108886480331421,0.535392165184021,0.1903611719608307,0.4739971458911896,1.0,0.2330647110939026,0.4933079481124878,0.2982341945171356,0.25707828998565674,0.5171257257461548,0.3022412955760956,0.22068053483963013
event,0.37649205327033997,0.19007082283496857,0.21269994974136353,0.13537420332431793,0.2585321366786957,0.3712089955806732,0.21648059785366058,0.2960145175457001,0.3597047030925751,0.22701776027679443,0.14373722672462463,0.22033506631851196,0.17869816720485687,0.2685263156890869,0.16076280176639557
.,0.45942068099975586,0.2521961033344269,0.24862751364707947,0.25779226422309875,0.4645031690597534,0.17372290790081024,0.4726039469242096,0.5934505462646484,0.15875770151615143,0.6812511086463928,0.22505615651607513,0.2546134889125824,0.588965117931366,0.2722686529159546,0.4130953550338745
