,what,un,organizations,established,the,ipcc,?
it,0.45803478360176086,0.1531391590833664,0.18700218200683594,0.27238577604293823,0.6251175999641418,0.21679024398326874,0.25732165575027466
was,0.22111038863658905,0.11762052774429321,0.16096438467502594,0.26515325903892517,0.48711544275283813,0.16744299232959747,0.18412111699581146
first,0.28086137771606445,0.13067471981048584,0.1748371720314026,0.2571922838687897,0.49448907375335693,0.1682438999414444,0.18701928853988647
established,0.14869536459445953,0.09328871220350266,0.33219754695892334,0.9999998807907104,0.33092597126960754,0.17164510488510132,0.15917523205280304
in,0.30808621644973755,0.1034194603562355,0.25369027256965637,0.3118882477283478,0.6662389636039734,0.1257958561182022,0.20430970191955566
1988,-0.09063374996185303,-0.008179908618330956,-0.055768080055713654,-0.004375413991510868,-0.009787061251699924,-0.004656963981688023,0.08449683338403702
by,0.2455483376979828,0.14615586400032043,0.19712397456169128,0.21138796210289001,0.4408751428127289,0.18031758069992065,0.17966607213020325
two,0.23363454639911652,0.12533792853355408,0.2176242619752884,0.17465682327747345,0.43858039379119873,0.13882841169834137,0.19645625352859497
united,0.20036718249320984,0.19347652792930603,0.34410372376441956,0.23238983750343323,0.34367692470550537,0.18249520659446716,0.17266890406608582
nations,0.19211222231388092,0.4590805768966675,0.5375519394874573,0.2597057521343231,0.3506215214729309,0.3838126063346863,0.20999202132225037
organizations,0.20689024031162262,0.2933576703071594,1.0,0.33219754695892334,0.2850687503814697,0.38331589102745056,0.22215601801872253
",",0.3087472915649414,0.1842285543680191,0.21690145134925842,0.22739723324775696,0.4933079481124878,0.15590040385723114,0.31091248989105225
the,0.42745697498321533,0.1396627575159073,0.2850687503814697,0.33092597126960754,1.0,0.24925659596920013,0.22068053483963013
world,0.21669597923755646,0.20101961493492126,0.31150591373443604,0.1520475298166275,0.33604270219802856,0.24100589752197266,0.17579582333564758
meteorological,0.25388655066490173,0.17440363764762878,0.32428067922592163,0.20493167638778687,0.3060455918312073,0.41662874817848206,0.1928279548883438
organization,0.22617296874523163,0.29919564723968506,0.9138537049293518,0.3499700725078583,0.311172217130661,0.3586319088935852,0.2069297879934311
(,0.2411840260028839,0.20284758508205414,0.16571606695652008,0.2072630226612091,0.33289089798927307,0.13946431875228882,0.40561532974243164
wmo,0.24874287843704224,0.3193393051624298,0.48996251821517944,0.27661260962486267,0.2798992991447449,0.48331883549690247,0.24371813237667084
),0.26259949803352356,0.21644337475299835,0.17612864077091217,0.23480038344860077,0.3456730246543884,0.12562119960784912,0.42300865054130554
and,0.31309178471565247,0.1666773557662964,0.2811741828918457,0.2369968742132187,0.5171257257461548,0.20790739357471466,0.20544172823429108
the,0.42745697498321533,0.1396627575159073,0.2850687503814697,0.33092597126960754,1.0,0.24925659596920013,0.22068053483963013
united,0.20036718249320984,0.19347652792930603,0.34410372376441956,0.23238983750343323,0.34367692470550537,0.18249520659446716,0.17266890406608582
nations,0.19211222231388092,0.4590805768966675,0.5375519394874573,0.2597057521343231,0.3506215214729309,0.3838126063346863,0.20999202132225037
environment,0.213022843003273,0.1376844048500061,0.2957201898097992,0.15587793290615082,0.25819888710975647,0.3423258364200592,0.19478057324886322
programme,0.1876801699399948,0.2615237534046173,0.3292604386806488,0.14143003523349762,0.23601844906806946,0.337318480014801,0.139840766787529
(,0.2411840260028839,0.20284758508205414,0.16571606695652008,0.2072630226612091,0.33289089798927307,0.13946431875228882,0.40561532974243164
unep,0.16857998073101044,0.4788645803928375,0.4291357100009918,0.19937260448932648,0.22770221531391144,0.5018112659454346,0.1842699944972992
),0.26259949803352356,0.21644337475299835,0.17612864077091217,0.23480038344860077,0.3456730246543884,0.12562119960784912,0.42300865054130554
",",0.3087472915649414,0.1842285543680191,0.21690145134925842,0.22739723324775696,0.4933079481124878,0.15590040385723114,0.31091248989105225
and,0.31309178471565247,0.1666773557662964,0.2811741828918457,0.2369968742132187,0.5171257257461548,0.20790739357471466,0.20544172823429108
later,0.2517229914665222,0.11317814886569977,0.22074481844902039,0.25740846991539,0.4060266613960266,0.18209457397460938,0.1417175978422165
endorsed,0.1353282481431961,0.19714808464050293,0.25474897027015686,0.2367180585861206,0.20396119356155396,0.24920624494552612,0.24264299869537354
by,0.2455483376979828,0.14615586400032043,0.19712397456169128,0.21138796210289001,0.4408751428127289,0.18031758069992065,0.17966607213020325
the,0.42745697498321533,0.1396627575159073,0.2850687503814697,0.33092597126960754,1.0,0.24925659596920013,0.22068053483963013
united,0.20036718249320984,0.19347652792930603,0.34410372376441956,0.23238983750343323,0.34367692470550537,0.18249520659446716,0.17266890406608582
nations,0.19211222231388092,0.4590805768966675,0.5375519394874573,0.2597057521343231,0.3506215214729309,0.3838126063346863,0.20999202132225037
general,0.24928055703639984,0.29206588864326477,0.1902986615896225,0.1368771642446518,0.28634732961654663,0.2079118937253952,0.1972234547138214
assembly,0.21462371945381165,0.2741338610649109,0.21302476525306702,0.21759384870529175,0.2524827718734741,0.2631809115409851,0.1488889455795288
through,0.23167094588279724,0.053697340190410614,0.19340452551841736,0.18130426108837128,0.44071322679519653,0.165289044380188,0.16913433372974396
resolution,0.2625337243080139,0.2594411373138428,0.2529981732368469,0.24160286784172058,0.2488827407360077,0.32802698016166687,0.223141148686409
43/53,0.11134161055088043,0.013332445174455643,-0.025503387674689293,0.06878150999546051,0.04480978846549988,0.007657296489924192,0.11811325699090958
.,0.3567904531955719,0.1721222698688507,0.2218165397644043,0.23771190643310547,0.5934505462646484,0.20098818838596344,0.4130953550338745
