,when,did,bskyb,launch,it,'s,hdtv,service,?
bskyb,0.14459176361560822,0.15346096456050873,1.0000001192092896,0.1530798077583313,0.16915087401866913,0.046084970235824585,0.34883564710617065,0.1887708604335785,0.2979319989681244
launched,0.20492124557495117,0.1794346421957016,0.13235531747341156,0.8017768263816833,0.20130407810211182,-0.01740374229848385,0.24884609878063202,0.29664507508277893,0.1803835779428482
its,0.34032323956489563,0.19922670722007751,0.16232934594154358,0.2549111843109131,0.5786119699478149,0.03202139586210251,0.2686835825443268,0.180259108543396,0.15103481709957123
hdtv,0.12964239716529846,0.1794300675392151,0.34883564710617065,0.22437112033367157,0.23150913417339325,0.13605765998363495,1.0,0.2370256632566452,0.31056898832321167
service,0.23540960252285004,0.14130860567092896,0.1887708604335785,0.28502675890922546,0.22391626238822937,0.017307469621300697,0.2370256632566452,0.9999998807907104,0.1676298975944519
",",0.36674630641937256,0.3015086054801941,0.2852807641029358,0.19433410465717316,0.48329564929008484,-0.0016132977325469255,0.23102733492851257,0.2389259785413742,0.31091248989105225
sky+,0.20370323956012726,0.14635847508907318,0.41069135069847107,0.3148151934146881,0.22176998853683472,0.03897964954376221,0.2633102536201477,0.18516923487186432,0.13872939348220825
hd,0.06870775669813156,0.09886310994625092,0.24691812694072723,0.231742724776268,0.17569977045059204,0.12504087388515472,0.675402820110321,0.2327420562505722,0.1705414354801178
",",0.36674630641937256,0.3015086054801941,0.2852807641029358,0.19433410465717316,0.48329564929008484,-0.0016132977325469255,0.23102733492851257,0.2389259785413742,0.31091248989105225
on,0.37706470489501953,0.2670976221561432,0.13935911655426025,0.2868025302886963,0.4529881477355957,0.0026888418942689896,0.23378974199295044,0.21384719014167786,0.2714994251728058
22,-0.002228987403213978,-0.003912506625056267,0.022777635604143143,0.022850027307868004,0.03038696013391018,0.004780278075486422,0.027067765593528748,0.06772434711456299,0.06663474440574646
may,0.3167054355144501,0.3038632869720459,0.17022892832756042,0.12139954417943954,0.30672433972358704,-0.07006479054689407,0.23027175664901733,0.1700732558965683,0.2768254578113556
2006,0.023816242814064026,-0.07636451721191406,-0.11023563146591187,-0.02049633488059044,0.03824596479535103,-0.05227820575237274,0.015087817795574665,-0.002247902099043131,-0.1194092258810997
.,0.475719153881073,0.35288307070732117,0.2844841778278351,0.20541822910308838,0.5593622326850891,-0.003708066651597619,0.27883440256118774,0.2115515172481537,0.4130953550338745
