,what,powered,tesla,'s,high,energy,terminal,vacuum,tube,?
in,0.30808621644973755,0.150293231010437,0.17097744345664978,-0.037580832839012146,0.2652597725391388,0.17693158984184265,0.2590499520301819,0.13421516120433807,0.16100940108299255,0.20430970191955566
march,0.20529508590698242,0.08886177837848663,0.1457514613866806,-0.036253921687603,0.12058673799037933,0.05806674435734749,0.15886639058589935,0.07957238703966141,0.07065452635288239,0.2802562415599823
1896,0.11299002915620804,0.3042067885398865,0.13362865149974823,-0.032892126590013504,0.1562722772359848,0.10123485326766968,0.19987867772579193,0.12202314287424088,0.23726949095726013,0.05348491296172142
",",0.3087472915649414,0.1860840618610382,0.20599327981472015,-0.0016132977325469255,0.27938312292099,0.21156731247901917,0.24346745014190674,0.17921927571296692,0.17319613695144653,0.31091248989105225
after,0.21973377466201782,0.14291226863861084,0.0752151682972908,-0.055672239512205124,0.14164119958877563,0.16784238815307617,0.200001522898674,0.1492195725440979,0.11046313494443893,0.16608688235282898
hearing,0.34058091044425964,0.17634832859039307,0.24375475943088531,0.044985927641391754,0.19045427441596985,0.2609923779964447,0.15685945749282837,0.25635871291160583,0.18913528323173523,0.19994913041591644
of,0.33290785551071167,0.15550124645233154,0.18837453424930573,-0.03817026689648628,0.2803038954734802,0.26257598400115967,0.1835850030183792,0.17922011017799377,0.2164267897605896,0.1826142966747284
wilhelm,0.19761525094509125,0.14287731051445007,0.25783807039260864,0.06356336176395416,0.10546804219484329,0.13043951988220215,0.06614451110363007,0.170488640666008,0.19480666518211365,0.12678855657577515
röntgen,0.17986534535884857,0.2375279664993286,0.32189181447029114,-0.04835933819413185,0.1701788455247879,0.24356070160865784,0.17856340110301971,0.2892027199268341,0.2188391238451004,0.19019243121147156
's,0.02692362666130066,-0.01444245781749487,0.06449045985937119,0.9999999403953552,-0.04658069461584091,-0.050826653838157654,-0.009668060578405857,0.03825291991233826,0.04625769332051277,-0.023395681753754616
discovery,0.16559629142284393,0.16524316370487213,0.19655756652355194,-0.09045044332742691,0.09284162521362305,0.1853560209274292,0.1307886242866516,0.19553488492965698,0.1759704053401947,0.11594310402870178
of,0.33290785551071167,0.15550124645233154,0.18837453424930573,-0.03817026689648628,0.2803038954734802,0.26257598400115967,0.1835850030183792,0.17922011017799377,0.2164267897605896,0.1826142966747284
x-ray,0.24739032983779907,0.15102297067642212,0.07060568034648895,0.03043914958834648,0.23212583363056183,0.1790667176246643,0.1998012661933899,0.23041778802871704,0.21711234748363495,0.26398539543151855
and,0.31309178471565247,0.20363812148571014,0.19560420513153076,0.06895173341035843,0.2911888659000397,0.23934243619441986,0.24275389313697815,0.1892067939043045,0.1545133888721466,0.20544172823429108
x-ray,0.24739032983779907,0.15102297067642212,0.07060568034648895,0.03043914958834648,0.23212583363056183,0.1790667176246643,0.1998012661933899,0.23041778802871704,0.21711234748363495,0.26398539543151855
imaging,0.2268199324607849,0.22761541604995728,0.29163673520088196,0.014660782180726528,0.14329008758068085,0.3374972641468048,0.245479017496109,0.3311982750892639,0.1725306659936905,0.0898628756403923
(,0.2411840260028839,0.16000166535377502,0.2156914919614792,0.0012731997994706035,0.20521607995033264,0.18617090582847595,0.18875935673713684,0.12563106417655945,0.12680745124816895,0.40561532974243164
radiography,0.26185622811317444,0.20918776094913483,0.27407652139663696,0.015934983268380165,0.14644306898117065,0.27729737758636475,0.15365862846374512,0.34398213028907776,0.20757563412189484,0.17347325384616852
),0.26259949803352356,0.1428654044866562,0.22692398726940155,0.021107977256178856,0.18911464512348175,0.1943506896495819,0.18657808005809784,0.11442587524652481,0.13059468567371368,0.42300865054130554
",",0.3087472915649414,0.1860840618610382,0.20599327981472015,-0.0016132977325469255,0.27938312292099,0.21156731247901917,0.24346745014190674,0.17921927571296692,0.17319613695144653,0.31091248989105225
tesla,0.23221199214458466,0.36398810148239136,0.9999999403953552,0.06449045985937119,0.2007197141647339,0.28722304105758667,0.25944626331329346,0.3939276337623596,0.2242102175951004,0.10250775516033173
proceeded,0.27625489234924316,0.16685010492801666,0.11048620939254761,-0.10751664638519287,0.0848357230424881,0.16149823367595673,0.09893156588077545,0.14970287680625916,0.19536666572093964,0.15368618071079254
to,0.455847829580307,0.1938622146844864,0.17548894882202148,0.03782717138528824,0.28947713971138,0.27179354429244995,0.23148603737354279,0.23672117292881012,0.25624245405197144,0.29463258385658264
do,0.4609605669975281,0.17497660219669342,0.13880622386932373,-0.01994597539305687,0.15005089342594147,0.21968168020248413,0.20893694460391998,0.15781699120998383,0.15370993316173553,0.4093979299068451
his,0.26976513862609863,0.11083011329174042,0.1580733060836792,0.047556519508361816,0.14233462512493134,0.15422320365905762,0.11038853228092194,0.12008645385503769,0.10486367344856262,0.18075084686279297
own,0.35062843561172485,0.18221580982208252,0.17710740864276886,-0.0030622677877545357,0.13856399059295654,0.20297500491142273,0.1725911796092987,0.12854041159152985,0.16207647323608398,0.1937696635723114
experiments,0.3106561601161957,0.2932865023612976,0.29793205857276917,-0.0008199171279557049,0.180805966258049,0.2591966688632965,0.19301334023475647,0.31761080026626587,0.2945041060447693,0.14564716815948486
in,0.30808621644973755,0.150293231010437,0.17097744345664978,-0.037580832839012146,0.2652597725391388,0.17693158984184265,0.2590499520301819,0.13421516120433807,0.16100940108299255,0.20430970191955566
x-ray,0.24739032983779907,0.15102297067642212,0.07060568034648895,0.03043914958834648,0.23212583363056183,0.1790667176246643,0.1998012661933899,0.23041778802871704,0.21711234748363495,0.26398539543151855
imaging,0.2268199324607849,0.22761541604995728,0.29163673520088196,0.014660782180726528,0.14329008758068085,0.3374972641468048,0.245479017496109,0.3311982750892639,0.1725306659936905,0.0898628756403923
",",0.3087472915649414,0.1860840618610382,0.20599327981472015,-0.0016132977325469255,0.27938312292099,0.21156731247901917,0.24346745014190674,0.17921927571296692,0.17319613695144653,0.31091248989105225
developing,0.22094523906707764,0.2622358202934265,0.19485853612422943,-0.02905133366584778,0.2177446335554123,0.2850188612937927,0.23066218197345734,0.21981847286224365,0.22062920033931732,0.1301516592502594
a,0.3320399522781372,0.23536208271980286,0.2211925983428955,0.04866964742541313,0.22865821421146393,0.21513298153877258,0.2737159729003906,0.16523969173431396,0.26573309302330017,0.23916715383529663
high,0.20466077327728271,0.23300772905349731,0.2007197141647339,-0.04658069461584091,1.0,0.2550027072429657,0.1254260540008545,0.23646409809589386,0.19242405891418457,0.11137914657592773
energy,0.190252885222435,0.3293707072734833,0.28722304105758667,-0.050826653838157654,0.2550027072429657,1.0000001192092896,0.1287330985069275,0.3775273263454437,0.21512961387634277,0.14860127866268158
single,0.24458327889442444,0.22217348217964172,0.1453593224287033,0.02529025822877884,0.15251681208610535,0.1892801970243454,0.15402762591838837,0.14770780503749847,0.21159465610980988,0.2151121199131012
terminal,0.14734655618667603,0.19634778797626495,0.25944626331329346,-0.009668060578405857,0.1254260540008545,0.1287330985069275,0.9999999403953552,0.2472529113292694,0.28950583934783936,0.10327429324388504
vacuum,0.1845402866601944,0.36233559250831604,0.3939276337623596,0.03825291991233826,0.23646409809589386,0.3775273263454437,0.2472529113292694,1.0,0.5097571015357971,0.10335687547922134
tube,0.19240084290504456,0.25954514741897583,0.2242102175951004,0.04625769332051277,0.19242405891418457,0.21512961387634277,0.28950583934783936,0.5097571015357971,1.0,0.13631722331047058
of,0.33290785551071167,0.15550124645233154,0.18837453424930573,-0.03817026689648628,0.2803038954734802,0.26257598400115967,0.1835850030183792,0.17922011017799377,0.2164267897605896,0.1826142966747284
his,0.26976513862609863,0.11083011329174042,0.1580733060836792,0.047556519508361816,0.14233462512493134,0.15422320365905762,0.11038853228092194,0.12008645385503769,0.10486367344856262,0.18075084686279297
own,0.35062843561172485,0.18221580982208252,0.17710740864276886,-0.0030622677877545357,0.13856399059295654,0.20297500491142273,0.1725911796092987,0.12854041159152985,0.16207647323608398,0.1937696635723114
design,0.23893405497074127,0.31491318345069885,0.27540352940559387,0.04322526603937149,0.16279974579811096,0.16410692036151886,0.23828811943531036,0.22947415709495544,0.17152917385101318,0.16351860761642456
