,when,die,tesla,turn,his,attention,to,trying,to,understand,invisible,radiant,energy,?
starting,0.34866392612457275,0.09865774214267731,0.16263578832149506,0.34194034337997437,0.2183033972978592,0.19335007667541504,0.2819414734840393,0.24489685893058777,0.2819414734840393,0.23583164811134338,0.11502697318792343,0.15893979370594025,0.1206272542476654,0.19133803248405457
in,0.4431333839893341,0.18641351163387299,0.17097744345664978,0.1769595742225647,0.3598145842552185,0.2495301067829132,0.45010748505592346,0.24387381970882416,0.45010748505592346,0.20633617043495178,0.17394189536571503,0.16969947516918182,0.17693158984184265,0.20430970191955566
1894,0.12394257634878159,0.11845051497220993,0.026786774396896362,0.0259847529232502,0.25896912813186646,0.08173412084579468,0.08649750053882599,0.0705120787024498,0.08649750053882599,0.01900215446949005,0.03510785475373268,0.10761404037475586,0.0811452567577362,0.1500938981771469
",",0.36674630641937256,0.23915338516235352,0.20599327981472015,0.23215743899345398,0.3378419280052185,0.23177941143512726,0.44245919585227966,0.24321463704109192,0.44245919585227966,0.2897718548774719,0.2274090051651001,0.19817261397838593,0.21156731247901917,0.31091248989105225
tesla,0.1504557579755783,0.0871504694223404,0.9999999403953552,0.17681704461574554,0.1580733060836792,0.14769567549228668,0.17548894882202148,0.08374421298503876,0.17548894882202148,0.19921477138996124,0.18576623499393463,0.3652867376804352,0.28722304105758667,0.10250775516033173
began,0.25673019886016846,0.05571781098842621,0.10105416923761368,0.188923180103302,0.34144559502601624,0.23069800436496735,0.2731419503688812,0.2903115451335907,0.2731419503688812,0.14385442435741425,0.02787311002612114,0.1604699194431305,0.1637861132621765,0.1370266228914261
investigating,0.2866073250770569,0.13266533613204956,0.18551458418369293,0.16036565601825714,0.2667815089225769,0.2830088436603546,0.18504232168197632,0.26705798506736755,0.18504232168197632,0.2751227021217346,0.28124845027923584,0.047354113310575485,0.2126355916261673,0.16215763986110687
what,0.4700249433517456,0.1980936974287033,0.23221199214458466,0.29013973474502563,0.26976513862609863,0.3020271062850952,0.455847829580307,0.4177112281322479,0.455847829580307,0.537946343421936,0.3041432201862335,0.23694588243961334,0.190252885222435,0.5051238536834717
he,0.39115971326828003,0.2030687779188156,0.12373391538858414,0.1894921213388443,0.7171558737754822,0.2838350534439087,0.385390967130661,0.28130021691322327,0.385390967130661,0.2591211795806885,0.19522053003311157,0.10041524469852448,0.19338715076446533,0.2089974731206894
referred,0.15028969943523407,0.09816792607307434,0.14188310503959656,0.1577199548482895,0.1607021689414978,0.1403334140777588,0.22845174372196198,0.1315285712480545,0.22845174372196198,0.20606377720832825,0.20851939916610718,0.24232739210128784,0.11594798415899277,0.06677805632352829
to,0.5423505902290344,0.14746613800525665,0.17548894882202148,0.3696671724319458,0.3715193271636963,0.3454606831073761,1.0,0.5021223425865173,1.0,0.40101751685142517,0.27422377467155457,0.1695489138364792,0.27179354429244995,0.29463258385658264
as,0.4437963366508484,0.1713295429944992,0.10285310447216034,0.2935906648635864,0.3146366477012634,0.2153370976448059,0.42092081904411316,0.23801979422569275,0.42092081904411316,0.2733139395713806,0.2498539388179779,0.2725488245487213,0.23298127949237823,0.27043893933296204
radiant,0.17756842076778412,0.15909111499786377,0.3652867376804352,0.18869876861572266,0.13490982353687286,0.06399784982204437,0.1695489138364792,0.07863208651542664,0.1695489138364792,0.19764216244220734,0.2847070097923279,1.0,0.38416820764541626,0.16392850875854492
energy,0.24666637182235718,0.20756348967552185,0.28722304105758667,0.2610846757888794,0.15422320365905762,0.24238735437393188,0.27179354429244995,0.18528150022029877,0.27179354429244995,0.24546746909618378,0.17690230906009674,0.38416820764541626,1.0000001192092896,0.14860127866268158
of,0.3757161796092987,0.21324244141578674,0.18837453424930573,0.23566555976867676,0.38364991545677185,0.21725396811962128,0.41548454761505127,0.21177013218402863,0.41548454761505127,0.22435243427753448,0.26418808102607727,0.25462421774864197,0.26257598400115967,0.1826142966747284
``,0.07174111902713776,0.041894908994436264,0.04274534806609154,0.0385526679456234,0.008275155909359455,0.004418026655912399,0.06720756739377975,0.02673615887761116,0.06720756739377975,0.07226289063692093,0.03439711034297943,-2.3160451746662147e-05,-0.012139007449150085,0.0685480609536171
invisible,0.2697254717350006,0.16178707778453827,0.18576623499393463,0.2657529413700104,0.20413270592689514,0.13575288653373718,0.27422377467155457,0.2858763039112091,0.27422377467155457,0.2882489264011383,1.0,0.2847070097923279,0.17690230906009674,0.17359478771686554
'',-0.07688097655773163,-0.07304152846336365,0.048713020980358124,-0.03805626183748245,0.016508836299180984,0.06131758168339729,-0.009905828163027763,-0.047569941729307175,-0.009905828163027763,0.03635957092046738,-0.030151311308145523,0.11662182211875916,0.014536253176629543,0.018684765323996544
kinds,0.2366229146718979,0.20205886662006378,0.19085022807121277,0.23804354667663574,0.151810422539711,0.12417323887348175,0.24618633091449738,0.14877979457378387,0.24618633091449738,0.3059110641479492,0.1255706250667572,0.2742609977722168,0.194708913564682,0.18617171049118042
after,0.5331412553787231,0.23814667761325836,0.0752151682972908,0.21741698682308197,0.41949746012687683,0.24947208166122437,0.37890323996543884,0.26780807971954346,0.37890323996543884,0.18253715336322784,0.14400571584701538,0.037636104971170425,0.16784238815307617,0.16608688235282898
he,0.39115971326828003,0.2030687779188156,0.12373391538858414,0.1894921213388443,0.7171558737754822,0.2838350534439087,0.385390967130661,0.28130021691322327,0.385390967130661,0.2591211795806885,0.19522053003311157,0.10041524469852448,0.19338715076446533,0.2089974731206894
had,0.37526828050613403,0.17882996797561646,0.12050733715295792,0.20362117886543274,0.4401516616344452,0.28346753120422363,0.37984350323677063,0.29351404309272766,0.37984350323677063,0.23167797923088074,0.13930778205394745,0.14381977915763855,0.1612403243780136,0.20728366076946259
noticed,0.3791113793849945,0.1591402143239975,0.19507698714733124,0.19804604351520538,0.20540998876094818,0.36928725242614746,0.26943695545196533,0.308828204870224,0.26943695545196533,0.3711739778518677,0.24707582592964172,0.14613685011863708,0.1845933198928833,0.25613096356391907
damaged,0.27579328417778015,0.2542295455932617,0.10116656869649887,0.1532001495361328,0.20293529331684113,0.15757504105567932,0.20558634400367737,0.2323959916830063,0.20558634400367737,0.22056671977043152,0.1962377429008484,0.16394896805286407,0.21689604222774506,0.15946903824806213
film,0.1969265341758728,0.19788293540477753,0.16889598965644836,0.11839476972818375,0.17635352909564972,0.1586766242980957,0.20211438834667206,0.14465399086475372,0.20211438834667206,0.1688259094953537,0.19916503131389618,0.1551416665315628,0.14890354871749878,0.16369038820266724
in,0.4431333839893341,0.18641351163387299,0.17097744345664978,0.1769595742225647,0.3598145842552185,0.2495301067829132,0.45010748505592346,0.24387381970882416,0.45010748505592346,0.20633617043495178,0.17394189536571503,0.16969947516918182,0.17693158984184265,0.20430970191955566
his,0.37120407819747925,0.18615874648094177,0.1580733060836792,0.18134379386901855,0.9999998807907104,0.2973659038543701,0.3715193271636963,0.3376191258430481,0.3715193271636963,0.20628796517848969,0.20413270592689514,0.13490982353687286,0.15422320365905762,0.18075084686279297
laboratory,0.2447117269039154,0.049908675253391266,0.3209504187107086,0.08879312872886658,0.19819805026054382,0.1491023302078247,0.20453277230262756,0.10156946629285812,0.20453277230262756,0.10556402802467346,0.22326050698757172,0.21218162775039673,0.2645535469055176,0.07445509731769562
in,0.4431333839893341,0.18641351163387299,0.17097744345664978,0.1769595742225647,0.3598145842552185,0.2495301067829132,0.45010748505592346,0.24387381970882416,0.45010748505592346,0.20633617043495178,0.17394189536571503,0.16969947516918182,0.17693158984184265,0.20430970191955566
previous,0.20875535905361176,0.05637812241911888,0.13798992335796356,0.13888074457645416,0.26710787415504456,0.1828177571296692,0.26198142766952515,0.15417662262916565,0.26198142766952515,0.1797662228345871,0.16880828142166138,0.21124093234539032,0.15770529210567474,0.16724538803100586
experiments,0.2910088300704956,0.1134248822927475,0.29793205857276917,0.1959563046693802,0.2605794072151184,0.24142178893089294,0.273220032453537,0.23851870000362396,0.273220032453537,0.28255143761634827,0.2843480110168457,0.20076917111873627,0.2591966688632965,0.14564716815948486
(,0.2459595799446106,0.11772811412811279,0.2156914919614792,0.18816058337688446,0.16098198294639587,0.11342070251703262,0.30882009863853455,0.15712308883666992,0.30882009863853455,0.20530277490615845,0.1635345071554184,0.20125353336334229,0.18617090582847595,0.40561532974243164
later,0.4627884030342102,0.18247878551483154,0.1893843412399292,0.2907962501049042,0.4538118839263916,0.18563120067119598,0.393297016620636,0.2512480914592743,0.393297016620636,0.14313554763793945,0.1419992446899414,0.17186026275157928,0.15027661621570587,0.1417175978422165
identified,0.20130477845668793,0.16945721209049225,0.05080379918217659,0.16027836501598358,0.1897919476032257,0.2009044736623764,0.20035621523857117,0.18797996640205383,0.20035621523857117,0.26289844512939453,0.24198618531227112,0.16092714667320251,0.1589767336845398,0.18080152571201324
as,0.4437963366508484,0.1713295429944992,0.10285310447216034,0.2935906648635864,0.3146366477012634,0.2153370976448059,0.42092081904411316,0.23801979422569275,0.42092081904411316,0.2733139395713806,0.2498539388179779,0.2725488245487213,0.23298127949237823,0.27043893933296204
``,0.07174111902713776,0.041894908994436264,0.04274534806609154,0.0385526679456234,0.008275155909359455,0.004418026655912399,0.06720756739377975,0.02673615887761116,0.06720756739377975,0.07226289063692093,0.03439711034297943,-2.3160451746662147e-05,-0.012139007449150085,0.0685480609536171
roentgen,0.19539348781108856,0.3032075762748718,0.33316570520401,0.15572701394557953,0.25449782609939575,0.12682567536830902,0.16441710293293,0.11477525532245636,0.16441710293293,0.17412324249744415,0.21610549092292786,0.31297874450683594,0.27796313166618347,0.18707747757434845
rays,0.21908418834209442,0.1563533991575241,0.1748773455619812,0.11269500106573105,0.14173176884651184,0.13671372830867767,0.24316629767417908,0.1865798830986023,0.24316629767417908,0.1881708949804306,0.26453471183776855,0.37421536445617676,0.3733205199241638,0.12651073932647705
'',-0.07688097655773163,-0.07304152846336365,0.048713020980358124,-0.03805626183748245,0.016508836299180984,0.06131758168339729,-0.009905828163027763,-0.047569941729307175,-0.009905828163027763,0.03635957092046738,-0.030151311308145523,0.11662182211875916,0.014536253176629543,0.018684765323996544
or,0.417120099067688,0.2021176517009735,0.1529218554496765,0.3088536858558655,0.2118215411901474,0.16497734189033508,0.38921234011650085,0.3039903938770294,0.38921234011650085,0.28918662667274475,0.2233380228281021,0.29947295784950256,0.2628824710845947,0.32389625906944275
